SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC51418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51419,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,14,16,26,17,7,0,0,87
SSC51420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,10,3,20,15,4,0,0,56
SSC51421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
SSC51422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,11,11,7,0,0,0,51
SSC51423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,14
SSC51424,12,28,54,74,58,15,5,0,0,248,9,9,43,65,38,19,3,3,0,184,342,399,1062,1357,1068,461,69,3,3,4765
SSC51425,0,4,9,0,6,10,0,0,0,25,0,0,5,3,6,0,0,0,0,26,40,38,107,131,150,158,39,4,0,672
SSC51426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8
SSC51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,3,0,0,0,23
SSC51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,14,10,8,0,0,48
SSC51429,3,3,21,12,0,0,0,0,0,38,0,0,3,3,0,0,0,0,0,5,8,29,189,124,93,50,14,0,0,498
SSC51430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,3,0,0,20
SSC51431,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,3,3,0,9,4,3,20,7,21,28,13,3,0,102
SSC51432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,12,3,3,0,0,38
SSC51433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,4,13,0,0,0,30
SSC51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51435,8,17,25,34,26,20,9,0,0,137,4,3,13,25,21,21,10,0,0,97,157,187,403,589,689,412,99,9,0,2541
SSC51436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,8,9,13,8,5,0,0,37
SSC51437,31,64,116,107,115,70,16,0,0,520,31,61,141,127,123,75,15,0,0,578,598,1029,2368,2265,2270,1823,380,30,0,10756
SSC51438,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,7,31,30,27,35,13,0,0,157
SSC51439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,6,7,13,3,3,0,37
SSC51440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,10,8,4,0,0,34
SSC51442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,11,5,0,0,29
SSC51443,3,8,17,12,3,5,0,0,0,42,0,6,13,6,4,6,0,0,0,32,31,96,437,472,277,176,27,3,0,1521
SSC51444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,14
SSC51445,0,0,3,4,3,10,3,0,0,23,5,0,3,0,9,3,3,0,0,27,23,26,74,66,120,133,48,10,0,503
SSC51446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC51447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4
SSC51449,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,3,0,0,0,4,6,11,26,35,36,44,19,4,0,176
SSC51450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,6,9,3,0,0,29
SSC51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51453,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,3,6,8,14,9,3,0,0,44
SSC51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,12,14,8,13,9,0,3,54
SSC51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51456,0,4,13,10,4,3,4,0,0,44,3,3,5,18,22,6,8,0,0,68,87,108,241,295,343,241,77,10,3,1404
SSC51457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8
SSC51458,7,17,51,35,18,19,0,0,0,147,7,12,62,28,20,6,0,0,0,129,88,310,1474,876,527,383,93,8,0,3768
SSC51459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,10,8,3,0,0,36
SSC51461,3,8,8,11,16,5,0,0,0,55,0,4,18,9,18,8,3,3,0,68,58,89,246,258,307,185,41,3,0,1179
SSC51462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,3,4,0,0,24
SSC51463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,0,0,0,16
SSC51464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,8,9,27,33,34,32,16,0,0,158
SSC51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51466,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,4,25,26,18,7,3,0,95
SSC51467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC51468,0,0,3,0,4,0,0,0,0,14,3,3,0,0,6,0,3,0,0,10,13,24,33,44,66,66,26,0,0,275
SSC51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,6,0,0,0,19
SSC51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,15,18,4,0,0,72
SSC51471,0,6,11,17,7,3,3,0,0,45,4,6,5,10,7,9,0,0,0,35,54,73,179,216,209,177,26,4,0,935
SSC51472,3,4,6,5,6,3,0,0,0,26,0,0,4,3,4,3,3,0,0,19,23,47,115,90,111,79,15,0,0,480
SSC51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,12,0,0,0,29
SSC51475,5,3,10,22,10,7,0,0,0,59,0,3,8,8,7,11,8,0,0,37,85,89,213,328,230,180,31,0,0,1162
SSC51476,0,11,58,28,29,9,4,0,0,153,4,26,68,41,28,17,8,0,0,200,124,537,1887,1017,700,498,139,4,4,4921
SSC51477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51478,0,7,12,7,5,0,0,0,0,37,0,7,3,9,4,3,0,0,0,21,30,44,92,103,98,62,7,0,0,436
SSC51479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51480,0,3,4,3,7,0,0,0,0,19,0,0,4,0,5,0,3,0,0,14,47,50,91,95,133,68,17,3,0,502
SSC51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,9,15,15,4,0,0,55
SSC51482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,13
SSC51483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,9,0,3,0,28
SSC51484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,10,3,3,0,0,0,37
SSC51485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,4,0,18
SSC51486,3,4,9,9,14,8,0,0,0,58,0,0,16,16,12,7,0,4,0,60,67,78,232,220,274,155,47,0,0,1068
SSC51487,0,3,4,6,6,3,3,0,0,30,0,0,0,3,4,7,0,0,0,23,27,33,61,102,139,151,50,8,0,573
SSC51488,14,30,45,46,48,30,0,5,0,213,5,25,50,64,55,45,3,0,0,257,327,542,1067,1160,1306,872,116,8,0,5406
SSC51489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,3,3,0,27
SSC51490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,9,5,0,0,0,31
SSC51491,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,5,16,21,27,32,11,3,0,130
SSC51492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51494,6,3,9,5,6,3,0,0,0,32,0,3,0,4,0,3,0,3,0,16,35,41,68,82,114,78,22,3,0,441
SSC51495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,8,3,0,0,19
SSC51496,0,0,0,0,3,0,0,0,0,4,3,0,0,0,3,0,0,0,0,8,8,3,13,33,50,40,11,8,0,161
SSC51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,3,11,15,12,8,3,0,0,56
SSC51498,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,0,0,0,24
SSC51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,15
SSC51501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,13
SSC51502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC51503,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,5,12,29,47,25,8,0,0,130
SSC51504,0,11,23,14,9,6,0,0,0,59,0,9,33,18,13,18,0,0,0,86,55,165,637,333,202,163,25,0,0,1586
SSC51505,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,4,8,3,4,0,0,31
SSC51506,3,12,21,17,13,8,3,0,0,74,3,6,19,20,13,9,4,0,0,71,149,198,446,532,447,229,43,3,0,2045
SSC51507,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,22,14,9,8,0,62
SSC51508,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,3,0,0,8,11,0,0,0,25
SSC51509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,12,12,16,13,8,3,0,70
SSC51510,0,14,9,10,11,13,3,0,0,61,3,7,9,16,12,9,9,0,0,63,76,112,245,316,355,283,73,4,0,1462
SSC51511,9,32,67,52,53,54,12,0,0,286,16,36,75,64,64,45,12,3,0,310,287,552,1289,1116,1146,911,248,22,0,5572
SSC51512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,0,0,22
SSC51513,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,6,12,4,22,24,7,0,0,77
SSC51514,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,14,27,31,22,20,3,0,0,129
SSC51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,15
SSC51516,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,10,4,3,5,0,0,0,23
SSC51517,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,8,31,19,15,13,5,0,0,91
SSC51518,13,34,52,34,38,28,3,0,0,203,10,21,46,58,65,23,7,3,0,245,281,478,958,900,1137,687,95,6,3,4551
SSC51519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,8,0,0,0,30
SSC51520,5,3,11,7,9,8,0,0,0,48,4,8,13,4,6,8,0,0,0,46,72,91,196,209,280,226,65,11,3,1158
SSC51521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13
SSC51522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,12,7,3,0,46
SSC51523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8
SSC51524,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,8,29,20,51,98,85,47,23,0,0,350
SSC51525,5,4,11,19,9,15,5,0,0,63,3,5,10,9,9,17,5,3,0,59,92,143,405,383,338,315,109,9,0,1807
SSC51526,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,13,19,12,0,0,0,48
SSC51527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,21
SSC51528,3,6,4,3,10,3,4,0,0,38,4,6,12,8,14,11,0,0,0,61,53,142,234,150,221,227,80,9,0,1125
SSC51529,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,0,11,31,15,15,7,3,0,82
SSC51530,0,5,0,4,0,3,0,0,0,10,0,4,7,5,6,3,0,0,0,20,29,41,103,125,140,151,37,5,0,626
SSC51531,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,3,32,18,13,5,3,0,88
SSC51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,3,3,0,0,26
SSC51533,7,25,43,36,25,12,4,0,0,152,6,18,34,43,22,11,4,0,0,142,137,236,862,894,571,288,60,3,0,3051
SSC51534,3,3,3,8,3,3,3,0,0,20,0,0,0,0,4,0,3,0,0,13,10,26,15,46,49,45,21,0,0,221
SSC51535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,17
SSC51536,0,0,3,0,3,3,0,0,0,8,0,0,0,3,0,0,0,0,0,5,5,11,10,19,16,16,0,0,0,74
SSC51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7
SSC51538,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,8,15,12,11,9,0,0,52
SSC51539,0,0,8,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,7,5,8,19,13,26,18,5,0,0,92
SSC51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,3,0,14
SSC51541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51542,7,28,62,44,24,14,4,3,0,186,10,34,66,49,19,14,3,3,0,189,213,557,1714,1088,757,334,58,3,3,4720
SSC51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,0,0,0,0,23
SSC51544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
SSC51545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,20,26,0,0,0,63
SSC51546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,6,14,0,0,0,37
SSC51547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SSC51548,5,24,51,24,26,34,13,0,0,167,8,7,66,66,50,26,14,8,4,239,195,482,1603,1440,1062,753,195,25,3,5764
SSC51549,3,6,20,14,27,8,0,0,0,85,3,11,13,34,26,25,11,3,0,129,159,249,429,723,770,455,143,23,3,2954
SSC51550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,3,0,0,0,25
SSC51551,4,3,9,10,8,9,3,0,0,40,0,0,3,11,7,3,0,0,4,28,61,47,105,148,209,134,49,12,4,765
SSC51552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5
SSC51553,10,14,22,30,25,23,3,0,0,125,7,16,17,29,23,31,4,4,0,136,258,246,521,745,891,635,151,18,3,3470
SSC51554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,13
SSC51556,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,4,3,10,24,24,15,10,0,0,91
SSC51557,0,0,0,0,0,0,3,0,0,6,0,0,5,0,3,0,0,0,0,13,11,13,36,23,38,35,13,0,0,163
SSC51558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,11
SSC51559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,4,0,3,0,0,0,19
SSC51560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,17
SSC51561,3,5,6,9,5,4,3,0,0,32,3,4,9,7,7,3,0,0,0,33,45,74,194,162,139,93,13,3,0,733
SSC51562,0,12,20,15,11,9,0,0,0,65,0,0,19,23,9,3,3,0,0,57,62,173,641,509,371,295,101,4,0,2151
SSC51563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,4,0,0,0,9
SSC51564,0,13,46,16,13,13,3,0,0,107,0,7,62,24,17,8,9,0,0,121,37,325,1524,581,352,247,91,18,3,3178
SSC51565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15,16,6,0,0,56
SSC51566,0,0,0,3,0,0,0,0,0,8,0,0,0,0,4,3,0,0,0,3,19,9,18,51,48,34,4,3,0,182
SSC51567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,0,0,0,22
SSC51568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,13,8,5,0,0,47
SSC51569,0,0,3,0,3,3,0,0,0,13,0,3,0,3,4,3,0,0,0,17,14,34,26,22,74,61,22,0,0,257
SSC51570,0,0,0,0,0,3,0,0,0,10,0,0,3,0,0,0,0,0,0,4,10,15,17,19,63,65,22,4,0,212
SSC51571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,3,9,9,4,0,45
SSC51572,4,13,49,34,16,5,3,3,0,126,4,20,45,38,27,20,3,0,0,152,79,287,1119,654,368,273,50,9,0,2842
SSC51573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,15,29,23,28,6,0,0,116
SSC51574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,13
SSC51575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,3,0,0,0,14
SSC51576,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,25,52,18,21,30,5,0,0,154
SSC51577,3,0,10,4,6,5,0,0,0,39,0,8,7,24,16,10,5,0,0,68,54,97,291,363,345,232,46,5,0,1436
SSC51578,0,3,0,0,3,0,0,0,0,11,0,0,0,3,3,3,0,0,0,10,17,9,33,48,57,32,14,3,0,205
SSC51579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SSC51580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7
SSC51581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,4,0,0,11
SSC51582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51584,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,7,4,9,44,20,43,36,21,3,0,177
SSC51585,0,0,4,7,3,0,0,0,0,14,0,0,10,4,4,3,0,0,0,26,44,103,299,305,221,94,4,0,0,1067
SSC51586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,8,0,0,21
SSC51588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,8,3,0,0,27
SSC51590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,12
SSC51592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,5,0,0,20
SSC51593,7,5,17,28,11,10,3,0,0,77,10,8,26,22,14,14,3,3,0,106,83,177,569,521,414,228,48,7,0,2044
SSC51594,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,18,9,6,0,0,0,0,33
SSC51595,14,16,42,69,71,70,15,3,0,299,22,38,56,70,78,68,14,0,0,351,481,821,1138,2048,2040,1494,369,23,0,8406
SSC51596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,12,3,3,4,5,18,20,5,0,0,58
SSC51597,0,3,3,0,0,7,0,0,0,14,0,0,0,0,4,0,0,3,0,11,11,26,96,92,92,125,50,12,0,504
SSC51598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,13,12,9,0,0,0,52
SSC51599,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,8,20,13,33,51,75,48,15,0,0,258
SSC51600,0,17,24,20,15,18,3,0,0,98,3,20,56,37,17,10,4,0,0,153,117,431,869,529,438,356,101,5,0,2855
SSC51601,0,0,0,4,0,0,0,0,0,3,0,0,3,0,3,3,3,0,0,9,7,31,116,88,68,43,12,0,0,364
SSC51602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,7,19,18,17,24,8,3,0,94
SSC51603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,18,22,17,4,3,0,68
SSC51604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12
SSC51605,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,3,3,9,21,22,11,3,0,79
SSC51606,3,9,8,9,15,20,4,0,0,70,9,9,13,12,23,16,16,0,0,98,201,335,434,459,672,657,164,10,0,2936
SSC51607,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,4,0,0,0,10,6,9,25,31,30,30,7,0,0,145
SSC51608,3,4,13,3,7,3,3,0,0,36,0,4,10,14,9,6,0,0,0,49,62,84,228,210,214,170,22,8,0,1007
SSC51609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,7
SSC51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9
SSC51611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC51612,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,23,3,12,25,26,27,8,6,0,121
SSC51613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,0,0,0,0,29
SSC51614,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,0,0,0,21
SSC51615,0,0,4,9,5,0,0,0,0,16,3,0,4,6,7,3,0,0,0,25,16,27,97,95,77,99,26,7,0,436
SSC51616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,15
SSC51617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,7,3,24,13,6,0,0,66
SSC51618,0,7,4,3,3,7,0,4,0,32,0,0,4,9,7,4,3,0,0,30,37,65,114,109,136,129,31,6,0,628
SSC51619,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,10,7,22,21,3,0,0,67
SSC51620,0,3,6,3,3,8,0,0,0,18,0,0,6,3,13,3,0,0,0,28,32,51,99,123,129,111,23,5,0,573
SSC51621,0,4,15,12,13,7,0,0,0,51,3,7,4,9,15,4,8,0,0,58,127,158,272,374,491,297,73,20,0,1804
SSC51622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
