SSC_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC50430,17,27,44,15,10,19,18,35,51,13,64,81,59,177,233,51,86,133,194,60,259,124,66,190,164,62,225,141,40,178,88,20,107,103,20,124,146,36,185,119,9,122,77,0,83,51,12,68,101,3,101,219,18,239,21,47,68,1714,787,2506
SSC50431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9
SSC50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,16,4,16
SSC50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SSC50434,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,7,7,3,4,7,7,0,7,0,0,3,7,0,7,0,0,0,3,0,4,8,0,7,4,0,3,3,0,3,4,0,4,3,0,3,9,0,9,0,0,0,62,18,81
SSC50435,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,6,0,3,6,0,6,4,0,4,0,0,0,0,0,0,8,0,8,0,0,0,41,5,46
SSC50436,3,0,5,0,0,0,0,4,4,0,10,10,6,10,10,6,0,7,6,6,11,8,8,16,13,5,15,5,6,9,3,0,3,3,0,3,5,0,8,3,0,3,3,0,3,0,0,0,0,0,0,13,0,14,0,0,3,77,48,125
SSC50437,31,31,58,10,14,26,24,35,57,12,52,60,59,144,201,62,76,143,167,73,247,175,72,244,232,80,315,205,65,279,204,52,254,220,35,251,557,67,624,455,4,462,322,0,319,309,30,340,734,6,741,462,12,481,55,31,84,4297,892,5186
SSC50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50440,10,9,25,7,6,10,11,14,29,9,24,31,30,43,75,41,28,66,62,31,84,70,40,108,100,37,140,108,25,130,81,16,100,108,13,125,196,29,221,123,4,125,71,6,75,59,15,66,97,10,101,215,28,247,16,15,32,1404,392,1793
SSC50441,0,0,0,0,0,0,0,3,3,0,3,3,3,0,7,0,0,3,0,3,3,3,0,3,3,0,4,0,0,0,0,0,0,3,0,3,4,0,7,3,0,3,3,0,3,0,0,0,3,0,3,3,0,3,3,0,0,31,15,47
SSC50442,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,4,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,16,13,28
SSC50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3
SSC50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC50445,0,0,3,0,0,0,3,6,8,3,7,9,3,7,15,3,9,13,11,7,16,3,3,5,16,6,21,8,3,10,15,5,18,11,5,11,21,3,28,10,0,10,10,0,10,0,0,4,9,0,13,15,0,15,3,0,3,142,61,202
SSC50446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,7,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,27,10,30
SSC50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8
SSC50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,21
SSC50449,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,0,0,0,3,0,4,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,7,0,7,0,0,0,27,10,37
SSC50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,0,14
SSC50451,5,22,29,3,3,4,13,27,36,9,58,64,39,117,157,39,52,91,133,47,182,77,53,130,93,42,136,87,27,114,63,22,85,60,13,76,106,26,131,75,10,80,49,0,48,32,4,37,53,0,53,109,8,122,10,41,51,1060,576,1636
SSC50452,22,18,43,8,6,12,8,15,19,16,28,37,33,53,89,19,27,47,74,27,104,70,40,112,112,45,158,121,36,160,94,26,122,94,14,106,180,27,208,120,7,126,80,5,87,44,8,54,77,0,77,129,25,148,14,10,20,1317,427,1743
SSC50453,0,4,6,0,3,3,0,3,9,0,4,4,0,17,17,3,8,13,20,5,23,10,9,12,24,6,29,19,10,24,9,3,18,17,3,18,27,8,35,20,0,20,10,0,10,12,0,15,13,0,13,24,0,29,7,4,11,216,90,301
SSC50454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,14
SSC50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4
SSC50456,19,27,42,6,11,22,8,36,46,7,44,49,31,98,131,20,62,80,82,51,132,50,69,117,81,51,135,103,48,148,71,57,132,95,43,143,162,59,223,138,9,150,135,4,147,151,44,191,513,10,520,245,27,272,12,20,33,1942,773,2712
SSC50457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SSC50458,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,16
SSC50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
SSC50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC50463,45,112,156,18,26,47,18,78,89,8,99,106,34,127,158,41,84,126,75,83,162,83,113,197,143,172,314,117,163,281,116,156,280,129,142,275,279,294,573,219,41,265,149,30,179,177,229,404,428,45,476,287,96,379,12,51,64,2377,2144,4525
SSC50464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,5,0,5,10,4,11,8,0,8,3,3,3,3,0,4,3,0,5,7,0,7,3,0,3,4,0,4,3,0,3,17,0,17,3,0,3,66,11,82
SSC50465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10
SSC50466,3,0,4,0,0,0,0,12,9,0,13,13,3,28,30,0,11,11,13,3,18,3,9,10,4,9,10,3,0,10,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,5,8,14,47,100,151
SSC50467,27,49,71,13,28,38,13,55,72,15,83,101,51,135,191,43,95,136,107,76,181,120,90,207,136,117,252,132,91,227,151,80,228,165,78,244,284,138,422,247,35,278,175,14,190,183,72,258,320,14,336,262,80,342,15,35,48,2450,1367,3819
SSC50468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,3,15
SSC50469,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,13
SSC50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,3,9,3,10,0,0,3,0,0,0,6,0,6,4,0,4,3,0,3,0,0,0,0,0,0,3,0,3,0,0,4,35,11,45
SSC50471,20,17,36,9,11,20,18,30,49,29,50,75,66,152,217,70,78,146,192,66,257,125,54,185,179,74,247,159,35,194,180,43,225,162,31,191,286,42,328,201,4,206,120,3,120,59,15,75,96,0,100,256,17,268,30,34,61,2258,751,3008
SSC50472,12,17,25,3,9,15,9,14,25,10,25,39,25,61,88,26,30,60,61,22,87,58,38,102,62,26,86,75,33,104,69,22,95,66,9,72,137,17,155,83,3,85,54,0,59,26,3,33,35,0,40,106,10,117,3,12,16,925,364,1290
SSC50473,16,3,18,3,4,6,6,20,25,6,21,30,28,49,77,26,35,63,64,24,87,64,27,93,78,34,113,73,22,95,58,26,87,83,16,98,180,29,213,121,3,128,100,3,98,70,12,81,138,0,138,145,8,159,16,15,30,1281,347,1623
SSC50474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,12,6,18
SSC50475,3,3,6,0,0,0,3,0,0,0,0,0,5,0,5,14,4,18,17,3,19,19,13,26,23,15,34,25,8,37,32,22,49,35,7,46,100,3,104,64,0,67,29,0,30,19,0,16,29,0,29,66,3,70,3,0,3,467,96,566
SSC50476,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,0,0,0,6,0,6,5,0,5,4,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,17,39
SSC50477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,4,8
SSC50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC50479,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,4,3,7,6,0,6,0,0,0,3,0,3,4,0,4,0,0,3,0,0,0,7,0,7,3,0,3,5,0,5,0,0,0,0,0,0,32,8,44
SSC50480,0,0,0,0,0,0,0,0,0,0,3,3,4,3,12,3,0,3,12,3,13,4,3,10,10,0,10,4,0,10,8,0,8,10,0,10,18,0,18,10,0,10,3,0,3,0,0,0,5,0,5,15,0,16,0,0,0,110,17,128
SSC50481,42,41,82,17,20,36,48,41,86,50,68,117,136,156,290,158,88,246,275,100,378,282,142,429,381,153,534,445,115,563,440,94,531,479,81,554,935,94,1027,563,16,581,328,12,344,241,33,275,257,5,264,725,38,758,53,50,95,5847,1338,7186
SSC50482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,6
SSC50483,6,10,19,3,3,6,7,12,20,4,18,29,18,35,56,13,22,31,51,24,75,55,32,85,39,47,83,51,33,83,52,29,84,44,24,72,111,18,124,86,5,90,47,3,47,31,11,45,48,3,54,79,25,110,10,12,28,763,373,1140
SSC50484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SSC50485,0,0,3,0,0,0,0,0,0,0,4,4,4,12,16,0,10,10,9,6,17,0,3,3,9,9,14,4,3,10,0,0,0,0,0,3,9,3,9,3,0,3,4,0,4,0,0,0,4,0,4,3,0,4,0,0,5,53,54,100
SSC50486,3,0,4,0,0,0,0,3,3,0,0,0,5,0,3,0,3,3,10,0,10,4,0,3,3,0,3,0,3,3,3,0,5,5,0,5,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,45,17,57
SSC50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC50490,17,11,29,4,9,13,11,32,42,14,56,72,36,193,226,35,112,151,241,47,291,115,47,165,144,41,190,116,21,128,52,17,67,56,18,77,117,27,139,71,0,74,35,0,35,26,13,40,50,0,50,133,16,147,33,47,82,1323,694,2018
SSC50491,0,13,15,3,4,9,4,33,38,3,52,56,14,113,128,17,31,50,38,30,69,33,29,57,36,34,72,43,20,67,28,19,50,24,6,28,49,12,60,41,4,42,16,3,19,6,5,14,16,0,23,45,12,58,9,41,49,436,453,890
SSC50492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,8,18
SSC50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13
SSC50496,3,11,12,3,4,6,7,10,15,3,22,23,19,20,43,11,11,23,30,18,43,11,19,28,45,22,67,30,25,54,42,12,56,38,6,47,90,32,120,73,4,79,38,0,38,22,7,29,64,0,60,87,14,104,9,14,16,615,252,873
SSC50497,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10
SSC50498,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,14
SSC50499,16,19,36,12,8,15,19,40,55,19,53,71,67,125,189,54,60,121,149,31,177,106,54,159,139,50,194,110,27,137,66,28,96,65,20,87,141,31,168,80,4,80,60,0,61,52,19,70,98,0,98,164,11,176,22,20,42,1440,598,2034
SSC50500,0,3,5,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,4,3,0,3,4,0,4,8,0,8,0,0,0,3,0,0,4,0,9,9,0,9,3,0,3,6,0,6,7,0,7,14,0,13,0,0,3,68,11,82
SSC50501,10,8,21,7,7,17,9,13,21,4,44,51,30,104,133,25,51,74,84,37,118,74,41,114,95,41,135,71,37,107,76,37,113,62,28,93,164,33,192,113,0,111,67,3,68,45,7,57,69,0,73,110,17,123,20,17,41,1137,536,1669
SSC50502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50506,0,0,0,4,0,5,11,14,25,3,9,10,15,10,24,19,5,22,13,0,16,22,0,27,16,10,24,7,12,12,7,12,22,6,0,7,18,20,35,5,3,8,13,3,13,3,0,3,11,0,10,34,3,33,11,11,22,226,106,332
SSC50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50508,11,8,23,6,4,15,11,19,25,4,25,24,11,38,54,18,44,66,47,38,80,54,30,82,65,27,99,87,25,106,58,29,92,71,17,89,151,50,202,146,3,149,117,4,122,186,43,232,775,3,782,261,10,275,15,10,28,2100,438,2532
SSC50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50510,3,0,3,0,0,0,0,3,3,0,4,3,0,5,5,0,0,3,0,0,3,5,3,6,8,3,16,10,0,10,4,0,6,5,0,5,7,0,7,10,0,10,3,0,6,3,3,4,4,0,4,7,0,7,0,0,3,69,27,100
SSC50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,18,3,18
SSC50512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50513,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9
SSC50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50515,0,8,6,0,3,5,0,8,8,0,5,8,5,9,18,3,10,11,23,4,29,12,3,19,29,10,35,22,3,25,18,0,18,21,6,22,30,4,34,29,0,29,16,0,16,10,0,10,28,0,28,32,0,32,13,3,16,287,72,366
SSC50516,32,41,67,12,19,35,26,65,88,30,77,101,67,211,279,80,95,184,231,80,311,190,109,301,239,134,381,272,107,378,253,89,337,230,44,271,494,73,573,327,12,339,195,16,208,115,15,128,145,4,148,401,42,445,43,60,106,3392,1284,4674
SSC50517,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13
SSC50518,0,0,0,0,0,0,0,3,3,0,0,0,4,3,6,0,0,3,5,7,12,3,5,9,8,3,8,14,3,18,3,0,8,7,0,11,7,3,10,0,0,0,6,0,6,3,0,3,5,0,6,17,0,13,0,3,7,88,34,120
SSC50519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC50520,11,41,52,8,16,25,19,117,136,15,122,141,48,190,244,44,96,145,84,81,167,61,95,157,105,109,212,96,90,179,84,81,165,92,69,163,222,124,342,156,26,176,133,19,149,108,63,171,329,18,348,239,74,313,19,64,82,1872,1502,3380
SSC50521,4,6,8,4,3,8,0,16,15,7,18,25,23,57,81,15,25,33,41,21,65,21,14,31,20,13,38,17,8,22,10,3,11,14,0,14,18,11,25,17,0,17,6,0,6,3,3,7,9,0,9,29,3,33,5,10,19,264,204,469
SSC50522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,6
SSC50523,3,0,4,3,0,6,3,3,5,0,8,8,11,7,23,7,9,17,14,0,20,18,0,16,16,5,23,13,3,13,9,3,8,10,0,10,26,0,26,14,3,15,4,0,4,3,0,3,7,0,7,35,0,35,5,3,4,198,52,253
SSC50524,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,21
SSC50525,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,5,0,5,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,0,0,3,0,0,0,5,0,5,0,0,0,29,11,42
SSC50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,17,9,20
SSC50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,4,0,0,0,0,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,17,6,24
SSC50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,4,24,8,32
SSC50530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50531,0,3,6,0,0,3,3,6,13,0,0,3,12,8,20,13,3,18,34,6,41,28,6,32,46,14,57,21,6,26,31,4,32,40,3,44,64,8,66,77,0,77,41,0,41,30,3,39,77,0,77,94,3,98,10,3,14,616,88,703
SSC50532,16,10,23,7,3,10,11,17,29,14,37,46,36,56,92,39,34,68,93,27,119,63,27,88,71,28,103,85,15,98,70,17,89,51,11,62,81,11,86,56,3,53,57,3,53,14,3,20,64,0,67,92,3,95,21,15,32,939,314,1251
