SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC51206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,8,3,5,0,0,0,27,6,9,46,30,22,14,0,0,0,133
SSC51207,0,3,4,0,3,6,7,10,3,39,0,0,0,0,7,3,3,3,0,23,12,23,47,28,31,13,18,8,3,179,104,301,843,614,476,324,191,62,12,2921
SSC51208,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,4,4,3,0,0,13
SSC51209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,9
SSC51210,0,0,6,0,9,6,8,3,0,24,0,0,0,0,0,0,0,0,0,3,18,23,82,62,59,48,22,0,0,316,58,154,461,321,299,207,74,17,0,1587
SSC51211,0,0,0,0,0,0,12,5,0,18,0,0,0,0,0,0,0,0,0,0,3,3,0,3,14,15,11,0,3,47,23,29,57,99,159,155,140,40,6,697
SSC51212,0,0,0,0,0,6,9,9,12,36,0,0,0,0,0,0,0,0,0,0,11,3,12,19,17,12,11,11,5,97,27,31,78,120,153,131,121,46,23,729
SSC51213,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,9,10,21,6,20,9,12,5,3,92,55,115,131,125,236,228,151,93,41,1168
SSC51214,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,11,9,3,0,41,9,9,39,62,96,80,55,20,3,370
SSC51215,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,5,5,0,4,4,3,25,6,13,36,34,48,47,24,12,3,218
SSC51216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,6,4,3,0,39
SSC51217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,3,4,5,0,0,21
SSC51218,0,11,19,7,10,23,39,36,28,164,0,7,21,9,3,14,8,4,4,73,38,223,671,299,199,174,86,58,18,1771,223,1316,4369,1856,1083,895,492,215,92,10548
SSC51219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,12,3,0,0,0,28,0,3,7,7,12,3,0,0,0,28
SSC51220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,3,14,16,36,28,25,3,0,130
SSC51221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7
SSC51222,0,0,4,4,13,15,9,4,0,62,0,0,4,4,4,4,8,3,0,37,6,19,97,65,29,13,9,3,0,243,178,533,2589,1648,776,441,191,55,8,6423
SSC51223,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,14,14,8,0,0,47
SSC51224,3,0,0,5,3,9,9,5,0,40,0,0,0,0,3,0,0,0,0,9,6,20,41,40,35,29,17,16,0,196,75,171,457,360,295,226,108,47,4,1737
SSC51225,0,0,0,0,0,0,5,11,8,27,0,0,0,0,0,0,0,0,0,4,0,3,3,3,4,9,11,7,0,43,16,29,43,65,103,75,70,38,10,454
SSC51226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,0,24,0,3,3,12,18,10,8,13,0,65
SSC51227,0,0,0,3,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,6,10,22,23,21,8,0,103
SSC51228,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,0,0,0,29,9,16,9,25,33,28,30,10,3,162
SSC51229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,6,10,9,0,0,41
SSC51230,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,6,3,0,22
SSC51231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,10,17,8,3,4,0,63
SSC51232,0,0,3,0,3,6,23,16,9,59,0,0,0,0,0,0,0,0,0,0,5,4,9,7,14,18,25,11,5,104,23,32,67,59,102,137,139,77,24,658
SSC51233,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,0,3,0,34,4,8,22,51,44,29,22,12,0,191
SSC51234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,16,5,6,4,15,22,10,5,6,0,72
SSC51235,0,3,0,9,11,14,67,53,25,178,0,0,3,0,0,0,6,4,4,18,27,18,55,59,59,67,77,63,18,453,156,231,531,584,622,554,590,343,115,3725
SSC51236,0,0,0,0,0,5,12,7,6,23,0,0,0,0,0,0,0,0,0,3,7,5,8,19,23,22,4,3,0,87,24,46,86,137,155,139,70,19,11,691
SSC51237,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,12,0,0,0,19
SSC51238,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,8,0,21,0,5,12,12,24,25,14,18,0,107
SSC51239,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,22,17,9,7,0,0,0,57,7,6,47,33,35,15,6,0,0,144
SSC51240,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,3,14,18,16,18,10,0,0,77
SSC51241,3,0,6,3,5,0,0,0,0,17,0,0,0,0,0,3,7,6,0,12,0,3,5,8,11,7,0,0,0,30,9,31,79,59,64,33,15,3,0,292
SSC51242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51243,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,0,0,23,3,6,26,38,42,44,18,4,0,183
SSC51244,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,3,0,24,3,3,7,20,32,39,25,10,3,154
SSC51245,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,9,10,8,3,7,0,42,12,8,17,37,52,48,46,20,10,252
SSC51246,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,7,0,0,0,17,0,0,9,13,19,30,13,3,7,103
SSC51247,3,0,0,0,0,10,18,15,12,62,0,0,0,0,0,0,0,0,0,4,3,3,12,9,17,20,36,5,11,119,22,45,116,122,177,230,261,135,50,1153
SSC51248,0,0,0,0,11,10,0,8,0,36,0,0,0,0,0,0,0,0,0,3,17,39,143,103,104,71,35,6,3,518,76,211,988,810,606,377,99,33,4,3206
SSC51249,4,0,7,13,21,43,57,49,22,212,0,0,3,5,0,0,0,3,0,18,57,73,145,146,161,104,64,100,102,953,531,924,1749,1953,2136,1248,715,409,180,9849
SSC51250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51251,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,3,3,28,3,3,11,20,27,54,68,17,11,203
SSC51252,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,12,19,17,24,9,12,0,103
SSC51253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,17,8,3,19,17,33,47,23,0,0,143
SSC51254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,4,3,0,0,0,17
SSC51256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,10
SSC51257,0,0,0,0,3,3,20,16,5,44,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,14,14,16,3,73,14,16,51,42,77,135,108,74,23,545
SSC51258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,3,5,9,4,7,5,3,0,44
SSC51259,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,11,5,14,6,3,0,39,10,5,25,62,52,75,46,16,3,302
SSC51260,7,0,12,26,18,20,40,46,22,188,0,3,14,7,21,6,0,5,0,50,18,34,108,65,50,37,40,28,16,388,171,586,1665,1029,709,432,262,176,66,5103
SSC51261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,0,0,14,0,3,3,10,17,12,10,0,0,61
SSC51262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,17
SSC51263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,4,10,3,4,0,0,26
SSC51264,0,0,0,0,0,4,7,12,0,20,0,0,0,0,0,0,0,0,0,0,0,8,11,16,12,26,13,3,3,101,17,52,126,163,220,214,167,63,13,1040
SSC51265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,3,0,3,12,5,10,16,6,0,43
SSC51266,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,19,0,4,9,17,27,32,28,8,4,125
SSC51267,3,3,3,9,16,17,19,17,11,91,0,0,0,3,9,3,0,0,3,17,26,29,65,82,115,73,47,36,10,473,338,546,907,1362,1545,859,475,202,56,6287
SSC51268,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,6,3,23,29,33,37,16,4,0,149
SSC51269,0,0,10,3,12,17,20,29,0,97,0,0,0,0,0,0,0,0,0,5,14,17,45,26,44,22,29,28,4,228,59,115,253,205,260,206,146,97,16,1361
SSC51270,0,0,0,0,0,0,7,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,7,10,4,15,14,4,0,61,7,23,69,58,63,86,73,27,0,409
SSC51271,0,0,3,0,0,11,26,35,10,89,0,0,0,0,0,0,0,0,0,0,0,6,12,12,26,25,27,53,17,192,47,125,277,201,239,230,260,263,59,1704
SSC51272,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,4,3,0,0,25
SSC51273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,10,3,3,0,31
SSC51274,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,3,6,16,8,11,3,0,54
SSC51275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,5,9,6,4,0,0,30
SSC51276,0,4,3,7,7,9,31,47,47,166,0,0,7,5,4,4,3,3,3,37,19,37,109,64,62,64,61,96,78,587,124,337,867,756,618,479,330,261,175,3966
SSC51277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,5,11,12,18,13,3,0,69
SSC51278,0,0,0,0,0,4,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,9,3,6,22,21,25,38,30,12,3,158
SSC51279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,11,0,0,13,13,4,10,8,0,0,53
SSC51280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,0,0,0,19
SSC51282,0,0,0,0,0,0,3,4,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,13,10,14,7,25,38,50,27,16,3,184
SSC51283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51285,0,0,5,6,6,11,26,36,12,94,0,0,3,11,3,0,0,0,0,21,23,41,54,75,58,47,29,30,8,361,143,366,685,659,574,323,300,260,51,3355
SSC51286,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,19,15,17,9,13,0,80
SSC51287,0,0,0,8,7,15,34,47,25,132,0,0,6,3,3,3,4,3,3,21,5,6,14,19,20,28,37,29,14,177,193,378,582,796,815,565,531,270,96,4232
SSC51288,0,9,20,20,26,34,67,80,30,292,0,10,38,21,12,6,11,12,3,117,47,144,392,195,142,144,89,79,39,1272,226,1049,2833,1513,1092,991,580,370,139,8792
SSC51289,0,0,0,0,0,3,7,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,7,5,8,10,3,5,35,17,21,48,77,98,126,70,20,12,480
SSC51290,0,4,7,25,24,54,132,160,79,496,0,0,3,8,10,6,13,6,3,43,52,86,159,137,197,194,229,258,111,1427,394,848,1630,1615,2007,2065,1773,1271,486,12092
SSC51291,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,10,0,4,19,13,18,7,0,0,0,65,7,15,76,55,45,36,7,0,0,240
SSC51292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
SSC51293,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,12,0,7,7,9,16,13,10,4,0,72
SSC51294,3,8,7,9,8,24,17,5,0,74,0,0,0,0,0,0,3,3,0,8,15,46,83,63,37,22,13,6,3,282,47,94,172,157,128,92,50,18,7,764
SSC51295,0,0,0,0,0,0,5,9,0,19,0,0,0,0,0,0,0,0,0,0,8,4,8,10,19,16,5,0,0,78,21,24,58,56,92,93,54,13,0,409
SSC51296,0,0,0,0,0,3,4,4,0,16,0,0,0,0,0,0,0,0,0,0,3,0,4,8,3,3,5,3,0,36,25,31,81,126,148,123,53,15,5,605
SSC51297,0,0,0,3,8,7,33,23,11,91,0,0,0,0,0,0,0,0,0,3,14,18,43,63,44,53,61,21,3,310,195,337,621,909,1006,982,812,210,61,5141
SSC51298,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,4,11,39,32,29,24,17,0,155
SSC51299,0,0,0,0,0,0,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,8,3,3,14,23,17,39,21,10,3,129
SSC51300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6
SSC51301,0,0,0,0,3,4,10,28,18,73,0,0,4,0,0,4,0,0,3,13,6,4,4,8,16,21,19,75,109,267,110,189,188,338,483,404,295,332,247,2585
SSC51302,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,3,0,0,0,22,0,7,55,36,31,23,4,0,0,158
SSC51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,58,31,29,24,16,6,0,203,5,38,94,52,43,37,16,6,0,299
SSC51304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,10,9,15,17,4,0,0,63
SSC51305,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,5,23,32,30,22,14,0,0,127
SSC51306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,10,11,7,6,0,0,0,38
SSC51307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,4,5,14,15,7,0,0,54
SSC51308,0,0,0,7,15,20,60,66,45,209,0,4,0,0,0,0,3,3,0,12,18,19,59,59,72,65,88,79,32,485,192,396,798,858,1011,1042,890,533,197,5920
SSC51309,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,0,0,23,5,8,24,29,31,30,18,5,0,144
SSC51310,0,0,0,0,3,0,3,19,9,40,0,0,0,0,0,0,3,0,0,4,9,10,13,25,25,21,23,50,143,320,107,144,209,252,399,341,274,215,226,2170
SSC51311,0,0,3,0,5,15,24,42,17,94,0,0,0,0,0,3,4,0,0,11,10,8,17,12,19,17,10,15,3,111,58,118,228,221,240,334,214,146,38,1596
SSC51312,0,0,0,0,3,4,3,4,3,19,0,0,0,0,0,0,0,0,0,0,0,3,8,7,3,12,15,6,0,50,23,31,72,95,169,170,149,37,13,768
SSC51313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
SSC51315,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,0,0,15,0,0,0,9,20,28,23,6,0,91
SSC51316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,4,3,12,8,14,9,12,3,0,62
SSC51317,0,0,0,0,0,5,12,0,3,21,0,0,0,0,0,0,0,0,0,0,0,3,7,7,13,6,10,6,0,57,27,54,92,119,155,143,126,43,16,781
SSC51318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,0,0,24,4,11,22,19,20,23,3,0,0,95
SSC51319,0,0,11,7,7,25,33,60,40,178,0,0,9,4,3,5,0,0,0,21,35,82,399,200,162,127,105,69,29,1204,224,1009,4096,2544,1877,1509,1006,536,214,13019
SSC51320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51321,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,6,14,3,0,51,3,9,25,42,67,100,100,24,3,375
SSC51322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,9,7,7,0,8,0,0,35
SSC51323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,0,0,18
SSC51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,11,6,13,3,6,0,46
SSC51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,8,3,9,27,24,3,0,73
SSC51326,3,0,3,4,4,11,32,16,10,80,0,0,4,4,0,0,0,0,0,8,58,47,109,121,135,44,26,10,5,548,495,719,1477,2150,2006,705,396,145,36,8125
SSC51327,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,8,21,27,26,21,15,7,0,136
SSC51328,0,0,0,0,7,5,19,20,7,56,0,0,0,0,0,0,3,0,0,4,11,12,22,29,52,29,26,21,0,212,74,99,202,280,426,305,243,140,23,1792
SSC51329,0,3,16,32,37,35,33,19,17,180,3,3,21,14,8,5,8,3,0,63,46,44,118,84,72,61,45,40,8,519,381,731,1975,1549,1147,765,392,174,60,7172
SSC51330,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,10,3,3,5,7,17,22,9,11,5,78
SSC51331,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,6,9,3,0,52,17,4,29,93,122,108,125,30,5,538
SSC51332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SSC51333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51334,0,0,0,4,3,9,17,17,16,70,0,0,4,0,0,3,0,3,0,11,7,8,16,17,36,14,21,30,6,160,174,291,444,556,705,583,451,229,67,3502
SSC51335,0,0,0,3,4,5,7,9,16,46,0,0,0,0,0,0,0,0,0,3,3,9,32,29,28,32,38,32,25,229,70,264,561,619,584,564,443,241,113,3464
SSC51336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51337,0,0,5,6,9,23,28,27,26,119,0,0,0,0,0,0,3,0,0,3,11,14,35,35,32,33,61,99,91,424,90,225,458,482,507,542,510,362,179,3367
SSC51338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,4,12,7,8,20,9,10,0,65
SSC51340,0,0,0,0,0,4,15,12,8,41,0,0,0,0,0,0,0,0,0,4,5,0,7,7,9,5,11,13,7,62,39,57,145,125,179,168,180,82,37,1019
SSC51341,0,0,7,3,4,3,3,8,3,34,0,0,0,0,0,0,3,3,0,7,11,7,29,13,28,9,8,0,0,110,70,173,625,404,291,173,106,44,11,1902
SSC51342,0,0,0,3,0,8,11,13,0,37,0,0,0,0,0,0,0,0,0,3,3,0,6,8,5,5,8,8,3,52,24,42,101,113,110,89,67,31,6,587
SSC51343,0,3,3,3,3,4,15,13,0,46,0,0,0,3,3,0,0,0,0,9,8,14,44,30,39,14,14,9,3,175,151,199,522,572,566,300,208,88,14,2616
SSC51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,3,0,0,4,8,21,3,0,0,43
SSC51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51348,0,0,3,8,9,8,19,4,0,62,0,0,0,0,0,0,0,0,0,0,20,30,66,67,68,57,25,4,0,333,147,220,662,723,656,400,134,29,3,2978
SSC51349,0,0,0,4,0,11,46,30,16,105,0,0,0,3,0,0,0,0,3,9,18,12,29,33,35,60,49,28,11,275,202,433,531,788,1160,1198,963,351,123,5751
SSC51350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8
SSC51351,4,0,3,3,3,14,17,3,0,50,0,0,0,0,0,4,0,0,0,5,15,16,70,70,45,43,18,3,0,277,50,110,229,220,181,182,86,26,9,1092
SSC51352,0,0,13,13,11,27,69,126,77,330,0,0,0,0,4,0,0,3,9,23,28,22,62,98,78,71,94,81,44,567,177,398,1005,1072,1094,1148,917,567,310,6685
SSC51353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,3,0,0,18
SSC51354,3,0,0,0,3,4,10,7,3,31,0,0,3,0,0,0,3,0,0,10,7,8,28,15,31,25,23,3,0,146,39,67,127,114,147,147,80,31,13,760
SSC51355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8
SSC51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,3,3,12,10,10,3,3,45
SSC51357,0,0,0,3,3,6,19,22,11,70,0,0,0,0,0,0,3,8,4,23,12,17,36,31,37,42,38,21,4,247,69,165,430,391,510,495,383,150,37,2630
SSC51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,8
SSC51359,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,7,12,13,15,16,6,0,81
