SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC50305,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,42,4,..,24,42
SSC50306,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,68,4,..,34,68
SSC50307,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,8,..,13,20
SSC50308,411,1113,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,1116,37,..,452,1116
SSC50309,2674,6530,116,152,0,0,116,152,18,20,0,0,0,0,0,0,18,20,15,14,0,0,0,0,7,8,18,26,8,13,2831,6738,462,..,3292,6738
SSC50310,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,3,..,22,51
SSC50311,234,585,3,9,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,240,597,51,..,294,597
SSC50312,80,191,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,200,32,..,113,200
SSC50313,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,13,..,25,25
SSC50314,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,0,..,10,28
SSC50315,2097,5280,1733,3067,1452,2985,3184,6048,534,975,237,393,61,103,0,0,828,1461,0,3,0,0,0,0,3,5,0,4,32,52,6137,12856,901,..,7042,12856
SSC50316,81,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,83,226,34,..,116,226
SSC50317,1073,3179,71,127,96,179,167,310,15,29,0,0,0,0,0,3,17,27,0,0,0,0,0,0,0,0,0,0,0,0,1254,3515,117,..,1373,3515
SSC50318,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,3,..,12,26
SSC50319,1274,3122,124,193,35,69,160,262,85,100,0,0,0,0,0,0,85,100,0,0,0,0,0,0,0,3,5,5,4,4,1524,3500,297,..,1823,3500
SSC50320,1436,4003,41,88,15,40,59,126,0,4,0,0,0,0,0,0,0,4,59,87,60,88,0,0,0,0,118,175,0,6,1615,4323,193,..,1809,4323
SSC50321,172,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,182,469,24,..,203,469
SSC50322,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,6,0,..,3,6
SSC50323,1676,3976,213,346,64,95,277,441,48,74,199,348,0,0,0,0,248,419,0,0,0,0,0,0,0,0,0,0,3,4,2204,4840,228,..,2426,4840
SSC50324,479,1463,6,14,7,15,17,29,33,49,10,19,0,0,0,0,45,68,0,0,0,0,4,5,0,0,4,5,0,3,541,1570,53,..,590,1570
SSC50325,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,..,4,13
SSC50326,287,651,3,13,0,0,3,13,14,22,0,0,0,0,0,0,14,22,8,10,0,0,0,0,6,20,17,24,0,5,320,713,67,..,390,713
SSC50327,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,..,3,4
SSC50328,2265,5731,191,315,0,0,191,315,10,16,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,7,0,7,0,0,2465,6075,277,..,2746,6075
SSC50329,132,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,351,17,..,147,351
SSC50330,39,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,44,114,21,..,70,114
SSC50331,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,55,5,..,29,55
SSC50332,45,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,109,12,..,58,109
SSC50333,257,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,262,583,72,..,333,583
SSC50334,80,152,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,157,25,..,111,157
SSC50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50336,12,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44,18,..,30,44
SSC50337,3,4,3,4,0,0,3,4,0,6,0,0,0,0,0,0,0,6,27,53,0,0,0,0,0,0,27,53,0,0,40,72,0,..,40,72
SSC50338,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC50339,305,667,13,16,0,0,13,16,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,10,8,13,323,702,57,..,378,702
SSC50340,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,54,10,..,29,54
SSC50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50342,1816,5011,136,289,268,603,409,890,138,232,266,409,86,125,0,0,485,771,0,0,0,0,0,0,0,0,0,0,4,9,2718,6671,604,..,3325,6671
SSC50343,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,19,40,6,..,23,40
SSC50344,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,9,..,19,17
SSC50345,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,3,..,21,46
SSC50346,580,1580,6,15,0,0,6,15,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,8,5,9,602,1619,118,..,715,1619
SSC50347,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,7,..,14,22
SSC50348,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,0,..,12,36
SSC50349,2021,5041,231,409,3,0,233,411,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,2254,5468,239,..,2495,5468
SSC50350,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,43,3,..,21,43
SSC50351,168,416,7,4,0,0,7,4,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,16,181,443,49,..,229,443
SSC50352,65,235,19,58,226,566,246,625,260,564,266,481,260,508,0,0,785,1554,0,0,0,0,0,0,0,0,0,0,7,6,1103,2418,243,..,1342,2418
SSC50353,66,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,181,11,..,74,181
SSC50354,76,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,191,14,..,90,191
SSC50355,48,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,50,101,19,..,65,101
SSC50356,165,365,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,3,168,378,20,..,189,378
SSC50357,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,3,..,11,20
SSC50358,55,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,3,3,9,7,12,64,126,50,..,111,126
SSC50359,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,3,..,15,29
SSC50360,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC50361,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,3,..,19,24
SSC50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,27,..,29,5
SSC50363,278,719,0,3,0,0,0,3,12,17,0,0,0,0,0,0,12,17,4,7,0,0,0,0,0,0,12,11,17,36,318,783,55,..,376,783
SSC50364,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,8,..,25,42
SSC50365,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,3,..,9,18
SSC50366,2006,6082,118,240,23,50,140,292,59,103,91,155,0,0,0,3,150,264,0,0,0,0,0,0,3,5,3,5,3,3,2303,6650,197,..,2498,6650
SSC50367,51,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,139,3,..,56,139
SSC50368,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,3,..,12,24
SSC50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50370,336,892,85,192,45,102,133,298,105,163,0,0,0,0,0,0,107,165,0,0,0,0,0,0,0,0,0,0,0,0,577,1356,88,..,663,1356
SSC50371,75,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,6,0,0,78,191,29,..,105,191
SSC50372,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,12,..,28,45
SSC50373,1302,3961,43,86,10,18,48,105,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,1353,4083,164,..,1517,4083
SSC50374,242,636,14,23,0,0,14,23,3,7,0,0,0,0,0,0,3,7,9,13,0,0,0,0,5,10,15,26,7,21,282,713,53,..,339,713
SSC50375,2631,7992,78,152,12,13,89,168,105,137,0,0,0,0,0,0,105,137,0,0,0,0,0,0,0,0,0,0,3,7,2831,8307,367,..,3194,8307
SSC50376,35,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,10,0,0,39,119,12,..,50,119
SSC50377,302,964,0,9,0,0,0,9,12,24,6,5,0,0,0,0,15,34,4,7,0,0,0,0,0,0,3,7,3,3,330,1012,155,..,485,1012
SSC50378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50379,266,942,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,12,25,0,0,10,22,0,0,22,45,3,16,297,1003,35,..,330,1003
SSC50380,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,..,10,11
SSC50381,131,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,129,306,61,..,193,306
SSC50382,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,3,..,15,31
SSC50383,1720,5930,284,795,23,107,310,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,2035,6836,103,..,2142,6836
SSC50384,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,3,..,13,21
SSC50385,175,463,5,17,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,476,11,..,194,476
SSC50386,220,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,621,14,..,235,621
SSC50387,165,358,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,165,366,42,..,212,366
SSC50388,367,1116,3,9,0,0,3,9,12,13,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,9,384,1148,39,..,421,1148
SSC50389,1262,3411,10,25,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,1283,3451,101,..,1387,3451
SSC50390,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,9,..,23,29
SSC50391,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,..,7,7
SSC50392,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,..,16,24
SSC50393,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,4,..,12,26
SSC50394,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,3,9,0,0,5,13,3,..,5,13
SSC50395,1908,5065,34,59,10,31,49,89,0,0,0,0,25,51,0,0,30,57,30,31,24,32,0,0,0,0,50,62,3,6,2032,5274,797,..,2827,5274
SSC50396,676,1998,250,648,11,19,263,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,949,2677,97,..,1045,2677
SSC50397,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,3,11,3,0,7,20,3,..,12,20
SSC50398,122,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,301,38,..,161,301
SSC50399,225,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,33,98,48,127,0,0,267,774,13,..,283,774
SSC50400,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,52,17,..,36,52
SSC50401,31,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,82,9,..,45,82
SSC50402,223,514,24,35,0,3,24,36,17,28,3,6,0,0,0,0,19,32,32,65,3,3,0,4,8,24,48,91,3,11,310,680,128,..,442,680
SSC50403,930,2097,82,116,0,0,80,117,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,7,5,9,1022,2229,250,..,1272,2229
SSC50404,823,2472,181,360,7,8,188,370,10,17,0,0,0,0,0,0,10,17,34,60,3,5,4,5,11,22,45,95,5,13,1073,2971,414,..,1481,2971
SSC50405,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,3,..,14,21
SSC50406,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,17,..,31,29
SSC50407,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,5,..,16,22
SSC50408,6285,17288,2161,4133,171,429,2331,4569,292,422,35,43,0,0,0,0,320,468,0,3,3,3,0,0,4,8,5,17,11,30,8966,22364,928,..,9890,22364
SSC50409,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,..,8,17
SSC50410,66,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,181,12,..,79,181
SSC50411,46,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,4,50,116,14,..,63,116
SSC50412,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SSC50413,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,8,..,20,39
SSC50414,754,2317,75,132,52,114,132,251,0,0,0,0,0,0,0,0,3,3,4,10,0,0,0,0,0,7,3,11,33,40,924,2619,98,..,1021,2619
SSC50415,480,1121,21,40,0,0,21,40,4,9,0,0,0,0,0,0,4,9,17,16,3,11,0,0,3,4,20,32,9,19,538,1220,97,..,631,1220
SSC50416,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,9,..,18,23
SSC50417,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,..,6,3
SSC50418,955,2331,52,79,0,0,52,79,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,4,1013,2419,129,..,1142,2419
SSC50419,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,26,0,..,16,26
SSC50420,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,25,63,7,..,29,63
SSC50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50422,2347,6042,508,937,296,658,801,1594,69,109,0,0,0,0,0,0,69,109,0,0,0,0,0,0,0,0,0,0,7,12,3221,7748,373,..,3600,7748
SSC50423,174,403,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,181,412,58,..,245,412
SSC50424,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,6,..,19,35
SSC50425,483,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,486,1306,97,..,581,1306
SSC50426,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC50427,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,4,3,0,0,9,22,3,..,15,22
SSC50428,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,..,8,27
SSC50429,28,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,66,20,..,45,66
SSC50430,2119,4881,172,270,125,223,292,495,89,122,0,0,0,0,0,0,89,122,0,3,0,0,0,0,0,4,3,3,0,4,2506,5504,598,..,3104,5504
SSC50431,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,4,..,18,28
SSC50432,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,41,0,..,22,41
SSC50433,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,..,8,16
SSC50434,80,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,189,17,..,90,189
SSC50435,46,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,46,119,4,..,49,119
SSC50436,119,230,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,0,0,125,240,39,..,158,240
SSC50437,4914,14055,242,425,15,34,262,460,6,12,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,7,0,7,3,5,5186,14537,386,..,5574,14537
SSC50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50439,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,13,5,..,8,13
SSC50440,1689,4433,47,78,41,88,90,172,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,4,0,4,0,11,27,1793,4637,1156,..,2948,4637
SSC50441,25,76,3,14,0,0,3,14,0,0,0,0,0,0,0,0,0,0,19,38,0,0,3,3,0,0,17,46,0,3,47,140,19,..,70,140
SSC50442,28,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,64,7,..,34,64
SSC50443,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,8,..,12,15
SSC50444,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,..,6,13
SSC50445,191,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,202,471,77,..,277,471
SSC50446,31,55,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,62,161,..,188,62
SSC50447,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,35,..,45,24
SSC50448,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,46,8,..,28,46
SSC50449,35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,76,12,..,47,76
SSC50450,14,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49,4,..,21,49
SSC50451,1243,2930,244,412,9,20,254,434,133,189,0,0,0,0,0,0,133,189,0,0,0,0,0,0,0,0,0,0,3,11,1636,3570,274,..,1907,3570
SSC50452,1321,3967,371,1026,40,94,408,1118,3,15,0,0,0,0,0,0,3,15,0,0,0,0,0,0,3,4,3,4,7,17,1743,5124,207,..,1949,5124
SSC50453,263,707,5,16,0,0,5,16,14,17,0,0,0,0,0,0,14,17,17,32,0,0,0,0,0,0,17,32,5,21,301,782,40,..,342,782
SSC50454,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,0,..,14,40
SSC50455,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,..,4,6
SSC50456,1809,5168,203,390,320,638,528,1034,64,98,132,170,168,263,0,0,361,532,0,0,0,0,0,0,13,12,12,11,5,12,2712,6762,408,..,3123,6762
SSC50457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,6,0,0,5,6,0,..,5,6
SSC50458,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,16,47,10,..,32,47
SSC50459,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,..,3,11
SSC50460,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,..,3,8
SSC50461,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,..,18,22
SSC50462,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,..,16,12
SSC50463,128,296,13,16,349,817,362,834,154,257,497,1017,3363,6349,0,3,4018,7629,0,0,0,3,0,0,11,9,13,15,7,17,4525,8792,1188,..,5716,8792
SSC50464,81,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,82,184,26,..,103,184
SSC50465,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,..,7,9
SSC50466,41,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,154,3,3,0,0,0,0,106,152,0,3,151,222,0,..,151,222
SSC50467,2480,6326,573,1240,98,232,672,1472,401,836,199,358,51,79,0,0,651,1272,0,0,0,3,0,0,3,4,3,8,13,30,3819,9108,457,..,4276,9108
SSC50468,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,3,..,16,36
SSC50469,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,33,7,..,22,33
