SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC50966,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,7,..,28,51
SSC50967,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,..,12,27
SSC50968,52,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,95,152,..,205,95
SSC50969,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,..,7,18
SSC50970,126,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,10,0,0,5,15,0,8,135,368,22,..,159,368
SSC50971,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,40,17,..,38,40
SSC50972,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,3,..,14,39
SSC50973,59,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,137,20,..,75,137
SSC50974,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,5,0,0,12,38,3,..,13,38
SSC50975,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,15,37,9,..,26,37
SSC50976,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,26,3,..,10,26
SSC50977,83,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,234,11,..,95,234
SSC50978,613,1478,12,26,0,0,12,26,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,3,7,11,20,0,12,642,1534,123,..,771,1534
SSC50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50980,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,7,..,13,16
SSC50981,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,25,50,8,..,31,50
SSC50982,273,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,18,24,0,7,291,698,59,..,350,698
SSC50983,185,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,193,441,72,..,263,441
SSC50984,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,5,..,19,17
SSC50985,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,9,..,17,21
SSC50986,288,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,7,8,0,0,290,806,26,..,319,806
SSC50987,193,496,56,94,0,4,65,97,11,29,0,0,0,0,0,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0,272,627,76,..,343,627
SSC50988,6515,17258,1208,2756,143,327,1350,3082,21,36,0,6,0,0,0,0,21,45,0,5,0,0,0,0,0,0,4,6,22,64,7915,20446,901,..,8817,20446
SSC50989,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,5,..,18,38
SSC50990,2010,5653,289,485,231,451,524,936,74,118,328,447,371,604,0,0,776,1175,0,0,0,0,0,0,0,0,0,3,0,3,3312,7768,502,..,3805,7768
SSC50991,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,42,4,..,23,42
SSC50992,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,..,9,16
SSC50993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50994,987,2355,5,9,0,0,5,9,7,10,0,0,0,0,0,0,7,10,3,3,0,0,0,0,5,11,7,19,8,13,1006,2405,159,..,1165,2405
SSC50995,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,..,4,19
SSC50996,19,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,80,10,..,36,80
SSC50997,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,..,4,7
SSC50998,1204,3548,124,211,176,410,296,621,141,170,0,0,0,0,0,0,141,170,0,0,0,0,0,0,0,0,0,0,0,0,1639,4343,173,..,1818,4343
SSC50999,200,447,29,56,5,4,33,59,7,11,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,8,13,255,536,59,..,318,536
SSC51000,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,95,0,..,35,95
SSC51001,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,..,3,3
SSC51002,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,3,..,12,27
SSC51003,72,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,169,7,..,79,169
SSC51004,91,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,3,6,0,3,97,435,18,..,115,435
SSC51005,2175,5993,301,630,133,335,437,963,30,47,58,84,17,27,0,0,100,155,0,3,0,0,0,0,16,31,16,38,3,16,2733,7167,305,..,3043,7167
SSC51006,1070,2977,4,14,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,1082,2992,101,..,1181,2992
SSC51007,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,3,..,15,36
SSC51008,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC51009,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,..,10,28
SSC51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51011,2269,6101,317,611,529,1062,855,1679,420,687,355,525,310,471,3,6,1091,1690,0,3,0,0,0,0,9,27,16,26,8,15,4231,9509,565,..,4802,9509
SSC51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,..,0,3
SSC51013,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,4,..,19,31
SSC51014,124,304,5,10,0,0,5,10,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,5,3,12,5,8,139,329,110,..,248,329
SSC51015,426,950,13,24,0,0,13,24,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,452,989,109,..,558,989
SSC51016,1025,2690,35,74,0,0,35,74,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,1061,2768,112,..,1178,2768
SSC51017,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,3,4
SSC51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51020,1868,4947,316,672,180,513,496,1185,39,59,34,57,60,111,0,0,129,227,0,3,0,0,0,0,0,5,5,9,12,38,2514,6400,345,..,2860,6400
SSC51021,766,1794,0,0,0,0,0,0,18,38,0,0,0,0,0,0,18,38,0,0,0,0,0,0,0,0,0,0,0,0,782,1832,59,..,846,1832
SSC51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51024,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,18,..,32,33
SSC51025,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,..,10,20
SSC51026,1087,2809,48,100,13,20,55,118,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,1146,2934,181,..,1331,2934
SSC51027,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,5,..,27,50
SSC51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51030,306,848,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,3,7,3,4,316,860,29,..,339,860
SSC51031,52,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,138,12,..,62,138
SSC51032,71,293,0,0,4,6,4,6,0,10,0,0,0,0,0,0,3,11,0,0,0,0,0,6,0,0,0,6,0,0,83,314,34,..,110,314
SSC51033,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,3,..,11,18
SSC51034,128,300,8,14,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,139,320,43,..,187,320
SSC51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51036,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,..,8,21
SSC51037,1884,5386,70,138,28,73,100,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1985,5602,191,..,2171,5602
SSC51038,52,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,54,130,19,..,75,130
SSC51039,145,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,3,4,10,10,18,0,0,150,387,54,..,209,387
SSC51040,87,236,11,22,8,15,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,277,14,..,118,277
SSC51041,65,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,64,166,8,..,76,166
SSC51042,26,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,73,3,..,32,73
SSC51043,24,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,8,..,30,60
SSC51044,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,3,7
SSC51045,1047,2677,83,108,0,0,83,108,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,14,15,6,13,1151,2815,103,..,1256,2815
SSC51046,397,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,404,1104,24,..,422,1104
SSC51047,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,10,4,..,8,10
SSC51048,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,6,..,18,40
SSC51049,45,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,47,105,24,..,66,105
SSC51050,1386,3866,118,248,16,36,137,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1524,4157,148,..,1668,4157
SSC51051,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,4,..,22,33
SSC51052,47,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,103,8,..,52,103
SSC51053,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,3,17,16,42,3,..,24,42
SSC51054,666,2034,279,448,21,59,297,507,0,0,49,77,0,0,0,0,49,77,0,0,0,0,0,0,0,0,0,0,3,5,1014,2621,58,..,1080,2621
SSC51055,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,0,..,7,29
SSC51056,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,3,8
SSC51057,108,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,113,279,141,..,259,279
SSC51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51059,622,1499,157,265,5,19,162,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,785,1784,77,..,861,1784
SSC51060,156,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,3,159,410,32,..,192,410
SSC51061,51,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,117,6,..,54,117
SSC51062,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,..,5,13
SSC51063,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,..,5,9
SSC51064,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,4,..,10,19
SSC51065,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,5,..,21,33
SSC51066,98,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,9,16,0,0,102,292,8,..,116,292
SSC51067,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,8,..,22,27
SSC51068,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,23,0,..,14,23
SSC51069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,8,15,0,0,8,15,0,..,8,15
SSC51070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51071,24,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,70,3,..,27,70
SSC51072,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,..,9,11
SSC51073,339,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,6,8,20,12,32,0,5,351,806,111,..,464,806
SSC51074,29,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,80,15,..,49,80
SSC51075,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,6,0,0,8,30,3,..,16,30
SSC51076,99,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,266,27,..,126,266
SSC51077,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,..,9,14
SSC51078,178,389,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,394,56,..,242,394
SSC51079,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,51,0,..,24,51
SSC51080,26,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,73,3,..,32,73
SSC51081,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,3,..,16,23
SSC51082,157,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,8,5,11,6,19,172,428,29,..,198,428
SSC51083,1369,3341,96,191,0,0,96,191,17,25,0,0,0,0,0,0,17,25,6,13,0,0,0,0,49,64,63,78,0,0,1545,3640,238,..,1781,3640
SSC51084,37,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,123,0,..,42,123
SSC51085,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,51,40,..,55,51
SSC51086,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,..,6,16
SSC51087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51088,2653,7821,270,556,319,701,586,1260,237,446,46,92,23,53,0,0,307,591,0,0,0,0,0,0,0,0,0,0,3,8,3557,9680,413,..,3971,9680
SSC51089,37,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,91,7,..,41,91
SSC51090,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,5,..,12,21
SSC51091,26,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,87,0,..,26,87
SSC51092,62,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,7,18,66,194,21,..,87,194
SSC51093,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,..,5,11
SSC51094,38,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,116,5,..,46,116
SSC51095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,..,3,5
SSC51097,24,45,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,54,12,..,40,54
SSC51098,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,11,..,16,26
SSC51099,61,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,67,134,34,..,98,134
SSC51100,51,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,109,8,..,63,109
SSC51101,1213,3706,53,111,10,14,68,127,19,30,0,0,0,0,0,0,19,30,0,9,0,0,0,0,5,12,6,18,18,29,1322,3912,962,..,2281,3912
SSC51102,192,873,0,0,0,0,0,0,4,15,0,0,0,0,0,0,4,15,3,3,0,0,0,0,0,0,3,4,0,0,202,887,58,..,262,887
SSC51103,1276,4112,99,199,4,6,107,201,9,10,0,0,0,0,0,0,9,10,0,5,0,4,0,0,0,0,3,10,0,0,1392,4341,456,..,1841,4341
SSC51104,100,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,101,209,60,..,164,209
SSC51105,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,14,42,5,..,20,42
SSC51106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,8,10,0,0,8,10,0,..,10,10
SSC51107,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,4,..,7,17
SSC51108,26,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,70,0,..,27,70
SSC51109,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,68,11,..,36,68
SSC51110,18,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52,4,..,23,52
SSC51111,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,..,7,24
SSC51112,1634,3940,2631,5901,291,700,2919,6597,40,83,0,0,0,0,0,0,40,83,0,0,0,0,0,0,0,0,0,0,22,49,4618,10674,643,..,5265,10674
SSC51113,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40,3,..,13,40
SSC51114,2343,6702,401,772,51,82,448,854,12,21,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0,3,7,2809,7584,245,..,3057,7584
SSC51115,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,46,45,..,74,46
SSC51116,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,..,3,11
SSC51117,246,475,3,5,0,0,3,5,4,3,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,4,6,7,11,264,499,225,..,488,499
SSC51118,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,5,..,16,25
SSC51119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC51120,821,2190,255,484,170,366,426,843,23,37,90,111,0,0,0,0,110,142,0,0,0,0,0,0,0,0,0,0,7,7,1365,3185,195,..,1561,3185
SSC51121,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,5,..,13,16
SSC51122,110,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111,333,7,..,117,333
SSC51123,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,..,7,10
SSC51124,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,..,3,3
SSC51125,271,845,7,16,248,652,257,671,10,19,11,20,297,524,0,0,316,560,0,0,16,21,0,0,0,0,16,21,5,6,862,2106,157,..,1024,2106
SSC51126,228,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,13,0,0,239,628,32,..,270,628
SSC51127,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,..,3,7
SSC51128,438,1116,108,219,459,868,563,1089,35,67,65,139,245,454,0,0,350,655,0,0,0,0,0,0,0,0,0,0,3,3,1357,2867,258,..,1621,2867
SSC51129,48,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,114,14,..,62,114
SSC51130,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,25,75,9,..,29,75
SSC51131,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,0,..,12,38
