SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC51637,0,0,5,0,9,7,3,0,0,18,0,3,4,3,3,0,0,0,0,14,0,0,3,0,0,3,0,0,0,9,0,0,7,0,0,0,0,0,0,13,0,0,3,0,0,3,0,0,0,8,0,0,0,0,3,3,0,0,0,6,0,0,11,3,5,7,10,14,6,53,5,10,52,24,47,71,66,45,17,348
SSC51638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,7,0,0,0,20
SSC51639,0,3,11,9,13,7,5,0,0,42,0,3,9,3,7,0,6,0,0,22,0,0,6,9,3,4,0,0,0,22,0,0,6,12,3,10,0,0,0,28,0,0,4,8,9,4,0,0,0,34,0,0,0,5,7,5,6,0,0,17,5,7,21,21,27,11,13,3,0,103,43,50,105,104,117,81,75,17,5,590
SSC51640,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,10,0,0,0,20
SSC51641,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,9,0,0,0,0,23
SSC51642,0,0,3,3,0,3,0,0,0,10,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,5,3,0,0,3,3,3,3,0,0,22,14,5,7,27,23,30,16,10,0,137
SSC51643,0,7,45,30,41,23,9,3,5,167,0,3,15,24,25,16,0,0,0,89,0,3,18,26,26,14,4,3,0,104,0,0,7,24,23,13,0,0,0,68,0,0,11,17,18,14,0,7,4,66,0,0,4,11,15,4,4,0,0,33,11,4,28,16,21,43,27,70,81,313,158,123,278,313,358,322,244,300,259,2361
SSC51644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51645,0,0,0,3,3,3,0,0,0,20,0,0,3,0,4,9,0,3,0,19,0,0,11,0,12,0,0,0,0,22,0,5,9,4,3,3,0,0,0,23,0,3,17,14,9,3,0,0,0,41,0,0,3,3,7,3,0,0,0,18,11,10,17,8,13,16,0,0,0,68,19,20,64,37,57,44,5,3,0,252
SSC51646,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,4,6,6,18,25,13,3,0,73
SSC51647,0,0,8,16,16,11,9,0,0,58,0,0,3,11,12,5,5,3,0,36,0,0,8,9,16,6,10,7,0,56,0,0,5,13,15,3,0,0,0,44,0,0,4,8,13,10,9,0,0,58,0,0,3,11,19,9,6,0,0,47,7,3,12,19,16,7,16,3,0,76,50,21,90,146,186,164,121,36,7,817
SSC51648,0,0,3,4,15,0,0,0,0,26,0,0,0,4,0,3,4,0,0,14,0,0,0,3,4,4,3,0,0,10,0,0,0,0,3,3,0,0,0,6,0,0,3,6,3,5,0,0,0,18,0,0,0,7,3,6,0,0,0,16,3,0,0,0,5,3,0,0,0,15,24,11,19,33,56,68,28,11,0,246
SSC51649,0,6,56,42,36,19,7,3,0,162,0,7,25,38,30,7,8,0,0,112,0,4,33,27,23,16,3,4,0,116,0,0,10,26,15,6,0,0,0,64,0,4,19,38,37,10,3,0,0,116,0,0,3,8,19,11,3,0,0,43,24,12,31,19,19,15,30,3,0,153,172,119,346,384,333,220,219,48,9,1842
SSC51650,3,52,173,118,124,60,28,4,0,552,0,22,102,113,99,51,14,0,0,404,0,11,88,108,92,44,6,0,0,353,0,6,64,84,62,34,3,0,0,257,0,0,96,137,103,37,8,0,0,386,4,0,35,57,53,22,5,0,0,183,64,46,144,127,116,72,90,97,86,851,496,506,1359,1301,1153,759,671,310,129,6687
SSC51651,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,4,0,0,0,18
SSC51652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,12
SSC51653,9,45,151,127,126,93,18,0,0,568,0,23,110,93,93,52,15,0,0,395,0,7,118,95,66,56,10,3,0,357,0,7,61,75,60,27,3,0,0,221,0,3,77,114,101,64,7,0,0,361,0,3,21,47,36,20,3,0,0,131,48,36,97,91,105,58,54,18,6,513,524,489,1187,1151,1110,845,405,189,50,5946
SSC51654,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,4,4,0,0,25,10,3,4,19,21,31,21,11,0,124
SSC51655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,10
SSC51656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,3,0,0,10
