SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,5,0,0,8,12,7,3,3,0,40
SSC50414,0,12,89,71,45,20,3,0,0,243,0,8,59,52,34,19,3,0,0,171,0,4,61,58,41,33,0,0,0,197,0,0,46,65,30,24,0,0,0,169,0,0,68,85,68,38,0,0,0,262,3,0,11,29,13,9,0,0,0,61,16,4,53,50,33,35,3,3,4,199,120,123,554,566,355,276,72,18,3,2088
SSC50415,0,3,9,9,15,22,15,0,0,74,0,3,12,6,4,10,4,0,0,44,0,0,3,12,10,8,3,0,0,35,0,0,4,10,8,4,3,0,0,29,0,0,14,20,20,14,0,0,0,68,0,0,3,12,13,5,0,0,0,34,8,0,8,9,9,26,25,16,3,110,74,42,118,154,170,228,224,91,32,1129
SSC50416,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,7,7,0,0,0,25
SSC50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5
SSC50418,0,7,21,31,27,44,10,8,3,157,0,9,23,22,25,19,3,0,0,101,0,6,16,25,25,20,3,0,0,93,0,0,9,17,17,9,3,0,0,58,0,0,25,25,28,15,3,0,0,101,0,0,3,6,13,7,3,0,0,39,11,15,20,33,30,40,51,38,13,255,122,130,314,328,332,389,361,203,76,2249
SSC50419,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,9,4,3,0,0,5,11,3,4,0,35
SSC50420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,8,0,9,3,16,18,12,3,0,69
SSC50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50422,0,33,200,91,85,81,27,8,7,518,0,23,199,100,92,52,5,8,0,488,0,7,144,119,109,69,9,3,3,462,0,11,139,99,67,51,13,7,5,387,0,8,188,187,149,96,28,3,0,654,0,4,88,183,149,66,10,5,0,509,42,30,172,111,102,76,41,30,18,616,460,436,1619,1328,1155,905,475,308,161,6851
SSC50423,0,0,3,8,13,11,6,0,0,43,0,0,3,3,4,4,0,0,0,15,0,0,8,0,4,4,3,0,0,14,0,0,0,5,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,11,0,0,0,0,6,3,0,0,0,15,0,3,3,9,4,4,5,5,0,37,19,16,44,55,61,70,66,27,10,364
SSC50424,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,10,3,0,8,3,12,15,7,0,0,41
SSC50425,0,9,19,17,19,19,4,0,0,82,0,7,14,14,23,8,0,0,0,64,0,3,27,17,17,8,3,0,0,79,0,4,23,21,11,8,3,0,0,63,0,0,18,40,27,14,0,0,0,108,0,0,12,10,9,4,0,0,0,28,16,16,12,20,26,14,9,0,3,114,103,76,207,231,207,150,91,23,6,1102
SSC50426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,3,7,0,6,0,5,0,0,23
SSC50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,10
SSC50429,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,12,0,0,7,18,14,6,10,0,0,57
SSC50430,0,20,45,73,67,71,45,18,7,358,0,11,48,41,63,52,23,7,0,248,0,8,40,26,43,34,11,7,0,169,0,0,22,23,38,36,10,3,3,145,0,3,34,57,77,74,19,3,3,275,0,0,14,23,44,49,9,8,0,155,19,24,43,35,56,91,83,119,112,593,313,308,571,589,777,915,1016,642,272,5401
SSC50431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,9,0,0,20
SSC50432,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,4,0,0,8,16,11,4,0,0,41
SSC50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,8,0,5,0,19
SSC50434,0,0,3,0,3,7,0,0,0,16,0,3,0,0,0,0,3,0,0,9,0,0,0,3,9,3,0,0,0,12,0,0,4,0,0,0,0,0,0,10,0,0,0,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,20,7,12,14,16,36,42,42,13,3,188
SSC50435,0,0,3,0,3,0,0,0,0,9,0,0,3,0,0,3,0,0,0,4,0,0,0,0,7,4,0,0,0,16,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,0,6,3,7,0,4,0,0,42,45,9,11,12,39,31,13,6,3,166
SSC50436,0,0,6,3,3,9,0,0,0,14,0,0,7,3,0,5,0,0,0,19,0,0,3,0,3,3,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,9,0,0,26,4,9,44,28,31,55,30,29,0,227
SSC50437,0,82,141,179,196,203,141,17,16,973,0,38,149,147,166,159,93,16,7,772,0,15,120,161,170,154,52,9,7,682,0,8,72,167,184,111,38,8,4,595,0,7,142,376,349,250,53,7,4,1186,0,4,70,250,266,142,36,0,0,762,51,46,77,87,91,108,80,48,76,654,969,784,1288,2170,2177,2040,1652,618,316,12019
SSC50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50439,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,11
SSC50440,0,21,94,115,73,53,33,6,0,393,0,6,56,73,43,34,19,9,0,245,0,3,51,70,57,32,8,9,0,224,0,0,36,58,45,17,5,3,3,157,0,0,47,89,64,43,10,0,0,251,0,0,35,55,42,21,9,3,0,172,29,15,67,67,56,45,49,28,12,364,219,146,750,954,633,519,539,218,56,4037
SSC50441,0,3,6,0,0,0,0,0,0,6,0,3,3,3,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,7,6,3,3,0,0,0,30,16,24,42,29,14,15,11,3,3,156
SSC50442,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,3,10,8,15,10,0,0,52
SSC50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,7
SSC50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,15
SSC50445,0,0,3,3,5,7,8,0,0,28,0,0,0,3,0,3,0,0,0,10,0,0,0,3,12,3,0,0,0,19,0,0,3,0,5,0,3,0,0,15,0,0,6,9,9,7,4,0,0,39,0,0,0,6,8,0,0,0,0,9,7,4,8,11,22,10,10,7,0,66,28,20,42,65,105,91,69,27,7,454
SSC50446,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,3,0,0,5,0,0,3,0,0,0,4,0,0,6,3,0,7,5,9,11,30,5,0,71
SSC50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,6,6,3,0,26
SSC50448,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,5,5,6,6,3,3,0,41
SSC50449,0,0,0,0,0,4,3,3,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,3,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,3,4,0,0,3,0,13,6,5,11,7,18,13,12,11,0,78
SSC50450,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,0,0,13,3,0,3,7,11,8,9,5,0,45
SSC50451,0,10,73,40,47,41,25,7,0,251,3,6,36,32,28,27,8,0,0,143,0,7,28,16,32,44,9,0,0,144,0,3,17,28,28,35,0,0,0,108,0,0,34,33,47,51,8,0,0,170,3,0,5,13,16,12,3,0,0,64,6,16,39,22,26,53,52,36,24,286,177,212,515,396,468,586,492,338,132,3310
SSC50452,0,32,178,98,76,55,3,0,0,448,0,10,111,76,54,32,8,0,0,290,0,4,68,56,45,23,5,0,0,209,0,3,36,42,24,10,0,0,0,115,0,0,55,49,34,18,0,0,0,155,0,0,17,22,17,8,0,0,0,65,26,52,100,66,48,26,26,19,0,367,283,527,1335,781,591,445,266,123,30,4384
SSC50453,0,9,17,15,6,15,0,0,0,60,0,0,8,7,8,9,3,0,0,39,0,0,3,7,15,3,0,0,0,27,0,0,3,5,7,0,0,0,0,18,0,0,18,12,7,7,0,0,0,45,0,0,0,3,4,3,0,0,0,12,3,5,10,30,15,11,12,6,3,93,41,28,106,122,128,115,86,29,13,677
SSC50454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,9,5,4,0,0,34
SSC50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11
SSC50456,0,30,71,53,96,88,50,10,0,406,0,12,72,72,83,58,32,4,0,343,0,5,71,82,90,85,20,5,0,365,0,0,50,61,72,91,21,0,0,303,0,3,61,136,162,142,26,7,0,546,0,0,32,192,254,132,39,14,0,669,34,19,59,69,94,69,53,63,66,524,431,415,717,969,1246,1054,649,385,170,6027
SSC50457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50458,0,3,3,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,5,3,0,0,0,17,0,0,11,6,8,13,5,0,0,51
SSC50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7
SSC50460,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8
SSC50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,10,8,3,0,27
SSC50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,11
SSC50463,4,77,395,119,79,78,42,7,3,803,0,60,302,85,55,58,22,9,0,595,0,29,293,83,79,45,25,3,0,557,0,14,219,89,56,60,14,3,0,450,0,26,387,233,162,126,33,6,0,977,0,5,166,215,192,156,43,13,0,793,50,181,633,222,153,180,97,53,11,1578,278,1155,3815,1507,1082,1097,694,277,70,9971
SSC50464,0,3,0,3,3,8,0,0,0,16,0,0,0,6,5,3,0,0,0,16,0,0,0,3,3,3,0,0,0,12,0,0,3,0,7,3,0,0,0,9,0,0,0,0,3,3,0,0,0,7,0,0,0,3,0,3,0,0,0,6,0,3,3,3,0,11,0,0,0,19,10,14,25,25,37,47,12,7,0,181
SSC50465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,3,3,5,0,0,13
SSC50466,0,0,0,0,0,6,3,3,0,9,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,12,16,0,52,3,6,12,12,28,71,69,44,6,249
SSC50467,3,61,258,136,93,86,34,12,0,687,0,35,249,117,97,64,17,0,0,581,0,19,200,128,88,65,7,4,0,510,0,13,137,114,76,49,7,0,0,387,0,10,190,236,170,87,15,0,0,705,0,3,84,158,109,42,3,0,0,401,51,99,295,153,148,108,55,32,22,962,474,910,2421,1637,1260,903,512,239,125,8477
SSC50468,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,16,4,3,4,0,33
SSC50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,6,12,13,0,3,0,0,33
SSC50470,0,0,0,6,3,3,0,3,0,16,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,0,3,19,4,3,9,15,24,25,20,3,9,107
SSC50471,6,40,115,123,102,92,30,9,0,519,0,27,83,88,96,63,16,3,0,367,0,12,72,68,73,58,13,3,3,303,0,9,55,60,68,43,0,0,0,237,0,13,77,101,107,73,9,3,0,367,0,3,9,34,50,21,7,0,0,121,56,33,77,74,75,86,90,130,113,741,555,514,1071,1028,1088,985,760,552,240,6782
SSC50472,0,13,70,48,41,58,11,3,3,260,0,7,40,40,37,34,13,0,0,176,0,0,35,39,41,32,3,0,0,156,0,3,17,27,20,16,0,3,0,94,0,0,33,40,37,16,4,0,0,133,0,0,10,11,18,8,0,0,0,42,15,17,34,34,30,39,27,26,11,227,202,193,514,478,435,457,302,191,67,2838
SSC50473,0,29,77,59,67,96,19,7,4,343,0,10,46,45,71,67,11,3,0,258,0,0,49,51,58,53,13,3,0,231,0,0,24,44,51,45,5,0,0,173,0,3,54,67,78,69,12,0,0,276,0,0,9,44,42,29,3,0,0,133,9,8,25,30,28,34,22,18,4,196,276,259,551,569,625,698,406,197,88,3661
SSC50474,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,13,3,3,10,3,0,0,34
SSC50475,0,25,89,27,19,17,0,0,0,168,0,5,58,27,7,7,0,0,0,101,0,12,51,21,11,10,0,0,0,108,0,6,22,13,10,3,0,0,0,65,0,4,37,20,18,3,0,0,0,79,0,0,9,6,7,0,0,0,0,28,7,14,41,30,14,8,3,0,0,124,92,187,475,230,153,73,34,7,3,1255
SSC50476,0,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,13,0,12,14,9,6,25,26,4,3,100
SSC50477,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,3,0,0,0,20
SSC50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,3,4,4,0,3,0,0,10
SSC50479,0,3,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,4,4,13,16,17,29,18,0,0,100
SSC50480,0,0,0,11,13,10,3,0,0,29,0,0,0,4,5,6,0,0,0,20,0,0,0,3,0,0,0,0,0,14,0,0,0,0,4,3,0,0,0,14,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,5,0,0,0,24,27,11,26,55,56,84,29,17,0,309
SSC50481,3,118,529,431,313,154,41,8,8,1607,0,69,404,355,279,101,17,4,0,1235,0,30,294,308,218,99,13,3,3,969,0,22,177,237,179,72,8,0,0,695,0,25,226,363,236,76,16,0,0,940,3,3,58,114,93,33,3,0,0,313,116,115,291,295,205,114,98,103,133,1467,1515,1473,4076,3643,2578,1427,955,577,236,16482
SSC50482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,3,0,0,11
SSC50483,0,17,64,53,38,30,4,0,3,211,0,4,58,42,25,26,4,0,0,163,0,0,62,41,32,7,3,0,0,145,0,3,38,26,26,13,0,0,0,102,0,4,36,42,35,21,0,0,0,137,0,0,13,23,11,4,0,3,0,56,15,19,35,34,30,27,21,45,54,268,180,189,581,492,392,292,182,203,135,2652
SSC50484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,5,5,10,3,0,0,25
SSC50485,0,3,3,3,3,3,0,4,0,18,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,11,0,0,0,0,7,0,0,0,0,9,0,0,0,0,6,3,26,28,22,81,8,3,7,10,38,32,83,74,32,288
SSC50486,0,0,0,0,0,0,0,0,0,8,0,0,3,3,5,0,0,0,0,11,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,3,17,14,29,10,29,3,0,122
SSC50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50488,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,0,16
