SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC50311,0,4,4,3,6,0,0,15,0,0,3,0,0,0,0,5,5,5,0,0,3,0,0,14,32,17,6,9,8,0,0,76,0,0,0,0,0,0,0,0,35,33,17,19,15,0,0,117,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,3,0,0,21,0,0,0,0,0,0,0,0,9,8,6,5,3,0,0,26,45,37,23,22,20,0,0,142
SSC50312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,8,3,3,0,0,10,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,3,7,12,3,5,3,0,29
SSC50313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,11
SSC50315,229,171,77,42,87,53,28,684,55,33,25,13,21,6,0,150,67,59,28,10,13,12,4,197,216,210,79,34,69,34,28,664,0,7,0,0,0,0,0,7,564,475,200,103,188,107,56,1703,20,13,16,5,26,21,12,111,11,15,3,3,10,7,0,51,14,11,11,10,4,5,0,52,30,44,39,21,43,30,14,217,0,3,3,0,0,4,0,17,73,89,75,40,83,66,23,442,635,563,276,152,272,170,86,2146
SSC50316,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,7,3,8,0,0,0,0,0,11,7,12,14,4,3,0,0,41,0,0,0,0,0,0,0,0,9,35,12,6,7,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,15,6,7,0,0,73
SSC50317,52,91,69,46,78,37,18,388,18,23,11,3,14,6,6,79,17,25,9,10,11,3,3,76,29,57,30,24,42,17,9,211,0,0,0,0,0,0,0,0,112,188,124,83,144,70,38,756,0,12,10,12,13,14,0,53,3,5,0,3,0,3,0,17,0,4,0,0,3,0,0,16,4,7,9,6,4,0,0,23,0,0,0,0,0,0,0,0,7,25,19,21,18,16,0,110,120,212,140,101,171,88,41,869
SSC50318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,4
SSC50319,10,14,9,6,11,3,0,57,10,14,4,7,7,0,0,44,9,11,9,7,3,0,0,41,89,104,47,27,42,9,0,319,0,0,3,0,0,0,0,4,121,146,67,41,66,11,3,465,3,3,0,8,5,0,0,23,9,0,3,3,3,0,0,20,0,4,3,3,5,0,0,14,57,64,37,14,30,0,3,213,8,7,0,0,0,0,0,8,74,76,48,33,41,0,3,280,198,220,114,76,111,13,3,741
SSC50320,34,33,29,16,23,11,8,160,25,16,12,12,22,13,4,110,32,31,18,15,16,15,3,129,85,134,84,47,89,46,13,507,3,3,0,3,0,3,0,10,177,218,141,96,150,86,27,904,0,8,4,0,3,0,3,15,6,0,0,4,4,3,0,21,0,3,0,0,0,3,3,11,15,13,8,7,14,3,4,65,0,0,0,0,0,0,0,0,19,29,13,7,22,9,9,113,199,241,156,106,173,99,36,1018
SSC50321,0,0,3,7,0,0,0,6,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,29,22,4,15,0,0,84,0,0,0,0,0,0,0,0,16,29,23,10,17,0,0,91,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,11,16,28,31,13,18,0,0,104
SSC50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50323,66,53,18,15,17,13,4,184,30,41,3,3,7,0,3,88,33,21,5,6,3,5,0,68,129,112,45,34,27,8,3,353,0,0,0,0,0,0,0,0,255,220,77,52,54,21,13,688,8,10,3,3,3,8,3,33,7,5,5,7,11,0,0,40,6,18,7,7,0,3,3,33,37,51,25,11,23,5,3,158,6,3,7,0,0,0,0,11,56,80,39,31,45,12,8,275,310,300,118,81,97,33,21,965
SSC50324,10,12,7,10,17,7,3,64,7,10,12,6,11,0,3,48,12,12,7,3,5,8,3,52,39,80,50,16,32,27,13,266,0,0,0,0,0,0,0,0,72,114,76,34,70,43,24,426,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,6,0,3,17,0,0,0,0,0,0,0,0,9,3,4,3,11,3,3,28,77,111,81,41,77,47,27,454
SSC50325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
SSC50326,0,0,4,4,0,0,0,15,7,0,3,0,3,0,0,9,3,5,4,0,0,0,0,9,23,20,5,4,6,0,0,62,4,0,0,0,0,0,0,3,32,22,18,9,9,0,0,97,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,9,6,0,0,0,41,0,0,0,0,3,0,0,3,14,21,9,10,3,0,0,47,45,40,24,17,11,0,0,146
SSC50327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50328,70,60,28,23,32,18,6,232,28,27,16,12,20,3,3,104,26,32,4,11,13,3,0,93,144,153,80,36,46,12,3,472,0,0,0,0,0,0,0,3,264,268,133,75,108,35,14,898,0,4,9,11,12,3,6,48,7,7,7,10,3,0,0,41,4,10,9,0,6,0,0,40,84,109,64,31,41,8,3,337,3,0,3,3,0,0,0,12,100,131,94,51,70,12,9,471,369,400,229,131,178,49,20,1368
SSC50329,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,4,19,20,13,5,6,3,0,59,0,0,0,0,0,0,0,0,19,19,11,8,13,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,17,0,0,0,0,0,0,0,3,6,3,6,3,9,0,0,27,25,25,15,8,17,3,0,91
SSC50330,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,3,0,0,0,0,28,0,0,0,0,0,0,0,0,11,13,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,3,3,0,0,0,30
SSC50331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14
SSC50332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,3,7,0,0,19,0,0,0,0,0,0,0,0,8,7,0,4,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,7,0,4,8,0,0,29
SSC50333,6,0,3,3,0,0,0,15,7,3,3,0,0,0,0,15,3,6,7,3,0,0,0,19,15,9,10,7,7,0,0,48,0,0,0,0,0,0,0,0,23,21,15,11,9,3,0,92,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,0,0,0,0,17,0,0,0,0,0,0,0,0,3,4,9,0,3,0,0,21,24,28,26,18,13,3,0,114
SSC50334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,13,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,4,9,0,3,4,0,0,21
SSC50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,3,3,7,0,0,0,15
SSC50337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC50338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50339,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,33,17,7,5,0,0,88,0,0,0,0,0,0,0,0,32,39,16,3,5,0,0,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,20,5,3,4,0,0,48,0,0,0,0,0,0,0,0,9,22,5,3,8,0,0,53,42,63,22,10,12,0,0,150
SSC50340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,7,4,0,0,0,0,13
SSC50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50342,54,79,44,42,40,18,8,280,49,53,32,33,38,12,7,215,38,45,29,18,27,13,6,176,168,211,143,81,110,73,28,804,0,0,0,0,0,0,0,4,296,386,245,173,210,119,50,1479,3,3,3,3,7,0,0,22,0,10,13,6,6,4,4,38,3,8,11,6,9,0,4,38,5,9,20,15,22,9,7,97,0,0,3,0,0,0,0,5,17,31,47,31,48,18,12,201,310,416,292,204,260,132,66,1680
SSC50343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,3,3,0,0,0,13
SSC50344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8
SSC50346,14,24,10,0,3,0,0,51,25,16,9,0,5,0,0,63,12,18,6,5,4,0,0,52,101,95,42,25,23,3,0,289,0,0,0,0,0,0,0,0,152,149,71,38,33,4,0,454,0,3,0,0,3,0,0,5,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,10,12,11,9,3,0,0,43,0,0,0,0,0,0,0,0,6,17,8,7,6,0,0,58,159,170,85,43,41,4,0,508
SSC50347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8
SSC50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50349,100,68,25,19,21,12,7,266,56,32,7,8,9,0,5,112,52,43,14,12,12,0,0,130,169,138,55,22,48,14,9,460,3,0,0,0,0,0,0,7,377,274,103,63,89,28,20,965,5,10,11,4,5,4,5,42,6,13,4,3,3,5,0,36,3,9,9,3,7,0,0,36,34,55,19,16,24,7,9,155,0,3,4,3,0,0,0,12,48,83,44,32,43,14,14,283,431,357,154,99,132,44,30,1252
SSC50350,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8
SSC50351,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,5,20,21,13,9,3,0,0,68,0,0,0,0,0,0,0,0,31,34,18,12,4,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9,34,34,18,11,6,0,0,107
SSC50352,80,68,22,3,8,5,3,192,14,6,0,3,0,0,0,20,9,9,0,0,0,0,0,21,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,108,84,23,4,7,9,3,244,10,7,7,0,4,3,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,5,11,3,0,9,6,0,38,121,88,30,8,18,15,4,283
SSC50353,0,3,3,0,0,0,0,3,0,4,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,10,5,4,8,0,0,29,0,0,0,0,0,0,0,0,3,18,3,4,7,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,4,7,4,0,41
SSC50354,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,8,3,3,0,0,0,0,0,7,3,11,4,3,0,0,0,30,0,0,0,0,0,0,0,0,8,18,8,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,8,3,3,0,0,45
SSC50355,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,16
SSC50356,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,10,26,12,3,6,0,0,56,0,0,3,0,0,0,0,3,10,26,16,4,6,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,11,11,31,16,3,4,0,0,79
SSC50357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SSC50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,9,6,9,3,0,0,0,0,16
SSC50359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
SSC50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50363,8,9,11,10,9,0,0,41,3,4,0,0,0,0,0,10,4,3,0,0,0,0,0,9,24,31,15,11,4,0,0,82,0,0,0,0,0,0,0,0,39,47,25,19,13,0,0,148,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,6,10,3,3,3,0,0,25,0,0,0,0,0,0,0,0,13,10,7,5,7,0,0,36,54,62,34,19,13,0,0,183
SSC50364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50366,152,188,117,89,143,94,41,828,40,46,22,16,31,11,3,164,30,55,20,11,25,5,9,156,88,115,76,37,61,28,10,414,0,0,0,0,0,0,0,5,313,399,233,159,261,137,65,1568,15,24,22,13,25,24,7,128,0,10,0,4,5,8,0,34,7,12,11,7,8,4,0,47,14,24,12,9,22,3,3,90,3,0,3,0,0,0,0,5,42,72,46,34,59,37,12,303,356,468,278,189,324,176,78,1871
SSC50367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,6,6,3,3,4,7,0,0,23,0,0,0,0,0,0,0,0,6,8,3,4,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,12,3,4,9,0,0,31
