SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50856,8,12,8,3,8,0,0,42,0,4,0,0,5,0,0,16,10,6,12,5,8,0,0,40,59,76,54,24,43,3,0,261,0,0,0,0,0,0,0,0,79,105,68,38,56,5,0,351,0,0,3,0,3,0,0,8,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,12,12,13,12,3,0,0,52,0,0,0,0,0,0,0,0,16,14,18,13,11,3,0,74,88,119,86,51,62,11,3,426
SSC50857,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,6,0,0,17
SSC50858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,12,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,5,3,3,0,0,21
SSC50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,7,3,0,0,0,17,0,0,0,0,0,0,0,0,3,3,7,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,7,3,0,0,0,23
SSC50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50862,102,82,42,23,39,26,12,322,31,21,6,5,4,0,0,65,11,14,3,3,0,3,0,37,56,58,18,0,16,0,3,156,0,3,0,0,0,0,0,7,201,178,68,33,59,33,14,580,10,18,14,0,11,4,5,63,3,4,3,0,0,0,3,11,0,7,3,7,0,3,0,16,18,16,13,7,7,0,0,55,0,0,0,0,0,0,0,0,28,43,30,13,24,11,3,155,229,222,97,42,82,41,25,734
SSC50863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC50864,433,325,191,107,136,89,43,1321,31,34,8,13,16,4,7,116,61,31,10,3,11,4,4,126,186,165,80,53,62,14,5,560,3,3,0,0,0,0,0,8,710,559,288,175,234,107,55,2131,27,30,29,19,24,19,3,154,9,11,7,3,12,3,0,51,6,24,8,3,7,3,3,56,93,100,62,26,34,11,0,325,3,4,4,4,3,0,0,18,135,165,106,60,88,37,9,604,852,723,395,233,323,145,65,2736
SSC50865,138,148,69,48,86,48,32,572,45,41,20,8,10,5,3,135,36,42,15,5,7,3,0,110,164,202,90,36,43,18,3,565,4,0,0,0,0,0,0,6,382,429,198,103,149,81,43,1386,5,11,15,6,13,4,7,60,7,15,7,3,3,0,0,29,4,13,4,0,5,3,0,33,14,20,22,10,19,0,3,97,3,0,0,0,0,0,0,6,35,59,49,22,44,12,9,228,416,488,250,126,189,86,55,1617
SSC50866,30,49,32,27,40,18,4,196,23,11,12,6,11,3,4,65,29,21,8,10,12,0,0,77,80,89,53,24,39,19,4,307,0,0,0,0,0,0,0,0,157,170,102,64,96,32,11,645,3,3,0,0,4,0,0,8,8,3,0,3,4,0,0,23,3,6,0,4,3,3,0,14,15,15,14,4,11,0,0,56,0,0,3,0,0,0,0,9,31,23,15,11,19,4,0,110,185,196,118,80,121,37,11,749
SSC50867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC50868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC50870,3,3,0,8,0,4,0,21,0,5,0,0,3,0,0,8,0,7,4,3,0,3,0,28,24,20,24,12,16,5,0,101,0,0,0,0,0,0,0,0,33,40,36,17,23,17,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,17,30,43,37,17,26,14,3,169
SSC50871,0,5,3,3,0,0,0,16,3,9,0,0,0,0,0,10,8,9,0,0,0,0,0,14,21,21,7,5,10,3,0,71,0,0,0,0,0,0,0,0,30,43,14,6,16,3,0,113,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,3,0,0,0,0,7,10,10,5,7,4,0,0,33,0,0,0,0,0,0,0,3,14,21,12,4,3,0,0,53,48,63,18,14,14,3,0,167
SSC50872,24,27,20,13,21,6,3,132,29,18,13,9,16,14,0,100,22,30,12,3,13,9,4,86,141,152,100,64,76,20,8,559,0,0,0,0,0,0,0,0,217,227,154,92,125,44,15,878,3,7,0,7,0,0,0,18,7,5,3,3,4,0,3,21,0,0,0,3,0,0,0,12,17,38,18,13,13,5,3,110,0,0,0,0,0,0,0,0,23,46,23,24,21,10,6,160,239,274,182,123,146,52,24,1039
SSC50873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC50875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC50877,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
SSC50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,13
SSC50880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50881,65,80,39,17,28,7,3,237,13,8,6,0,7,3,0,41,15,11,12,4,9,4,0,53,90,60,38,19,36,12,3,257,0,7,0,0,0,0,0,7,181,171,96,36,68,17,10,584,10,9,6,8,13,0,0,50,12,9,3,7,8,0,3,40,10,18,5,6,7,0,0,46,85,77,47,31,33,0,5,275,10,0,0,0,0,0,0,11,125,112,65,59,57,3,10,427,311,285,156,97,125,25,17,1018
SSC50882,12,11,14,6,6,0,0,44,10,7,4,0,4,0,0,29,11,5,4,3,3,0,0,31,169,178,106,71,86,3,0,618,0,0,0,0,0,0,0,11,206,206,130,83,101,7,0,728,0,0,3,3,0,0,0,7,3,0,0,3,3,0,0,16,0,4,0,3,0,0,0,13,44,49,41,26,31,3,0,193,0,0,0,0,0,0,0,3,47,57,39,38,39,6,0,228,255,261,171,115,141,10,0,956
SSC50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC50884,79,78,40,32,36,25,9,294,23,27,14,10,13,3,0,88,31,33,10,3,8,0,0,92,104,108,66,40,36,25,7,385,3,0,0,0,0,0,0,3,241,246,127,82,92,59,16,856,0,7,3,8,9,8,0,40,6,4,0,3,3,0,0,25,4,6,8,3,0,3,0,29,7,20,18,11,18,4,6,75,0,0,3,0,0,0,0,5,20,43,30,23,32,13,6,170,255,289,154,104,122,74,24,1027
SSC50885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,3,5,0,0,26
SSC50886,239,248,139,107,157,88,48,1026,65,56,27,19,30,8,4,219,56,45,23,17,21,8,3,174,177,187,88,63,76,27,13,632,6,5,3,3,0,0,0,20,545,541,283,208,286,132,76,2071,22,36,31,21,46,18,16,187,5,13,15,8,15,0,4,57,5,9,7,3,7,3,0,41,40,50,31,31,30,15,3,203,6,14,0,0,0,3,0,20,77,118,82,65,99,39,27,508,625,656,365,274,382,176,97,2575
SSC50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9
SSC50888,0,4,0,3,0,0,0,9,5,3,3,0,0,0,0,17,3,8,0,0,0,0,0,13,13,22,8,4,10,0,0,63,0,0,0,0,0,0,0,0,28,37,11,12,12,4,0,98,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,28,39,17,11,11,4,0,108
SSC50889,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28,24,17,9,4,0,0,84,0,0,0,0,0,0,0,0,28,27,18,9,4,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,8,5,3,0,0,43,3,0,0,0,0,0,0,9,12,14,13,5,3,0,0,50,34,40,33,13,12,0,0,137
SSC50890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC50891,0,0,0,0,7,0,0,14,0,3,3,3,5,0,0,15,7,5,0,0,5,0,0,25,5,18,9,4,15,0,3,52,0,0,0,0,0,0,0,0,18,19,11,8,27,3,3,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,18,27,18,9,32,3,3,113
SSC50892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50893,84,67,42,18,19,0,0,230,59,61,28,19,16,0,0,186,75,77,30,21,25,0,0,228,273,261,136,62,89,5,0,827,3,5,0,0,0,0,0,8,491,468,233,124,151,14,3,1481,3,10,6,9,4,0,0,26,10,17,9,10,11,0,0,58,7,15,8,9,3,0,0,37,34,66,57,38,45,3,0,248,3,5,3,0,0,0,0,11,55,112,78,69,68,3,0,383,546,583,312,190,215,11,3,1857
SSC50894,10,3,6,4,6,3,0,37,0,4,3,0,0,0,0,14,9,8,3,8,6,5,3,32,17,22,12,11,13,3,5,85,0,0,0,0,0,0,0,3,32,40,25,21,25,15,7,165,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,0,0,5,3,0,13,37,44,25,21,23,16,7,183
SSC50895,19,32,11,7,16,3,0,86,20,13,11,4,7,4,3,69,14,21,15,8,12,8,0,75,56,92,40,31,41,16,16,295,0,0,0,0,0,0,0,3,122,163,70,47,75,28,17,537,0,0,0,3,4,0,3,13,0,3,0,0,3,4,0,11,0,5,0,3,0,0,0,7,8,6,0,0,3,3,0,23,0,0,0,0,0,0,0,0,8,12,3,3,7,3,5,51,122,179,79,57,88,34,25,580
SSC50896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
SSC50897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,9
SSC50899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50901,22,26,10,11,12,4,0,89,9,7,3,3,3,6,0,31,4,5,3,0,7,3,0,26,25,31,9,12,17,8,0,99,0,0,0,0,0,0,0,0,63,71,30,25,37,22,5,240,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,4,4,0,3,0,0,11,0,0,3,0,0,0,0,0,10,7,9,0,4,0,0,32,69,74,31,24,47,22,7,273
SSC50902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,3,3,0,0,0,0,9
SSC50903,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,12,3,11,3,6,3,0,0,23
SSC50904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50906,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,7,0,3,0,0,18,0,0,0,0,0,0,0,0,5,9,7,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,4,0,0,25
SSC50907,325,191,81,39,49,29,12,717,60,50,28,9,12,10,3,172,69,51,18,9,8,5,3,156,150,131,60,34,36,19,6,434,0,3,3,0,0,0,0,8,604,423,187,89,97,56,31,1486,31,26,13,10,8,10,8,106,3,19,8,6,4,7,3,50,6,7,0,3,3,0,3,24,27,42,27,14,10,10,3,137,0,3,3,0,0,0,0,7,67,100,45,30,33,29,12,325,675,523,230,118,136,83,48,1811
SSC50908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,13
SSC50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,4
SSC50910,23,33,17,13,15,4,0,104,12,14,11,11,10,3,0,61,12,11,8,0,0,0,0,31,175,163,78,52,63,4,0,531,3,0,0,0,0,0,0,6,222,228,110,74,97,14,0,734,0,0,0,0,0,0,0,3,0,10,0,3,0,0,0,10,3,7,0,0,0,0,0,12,30,44,27,16,18,0,0,140,0,0,0,0,0,0,0,3,38,63,31,17,26,0,0,170,254,288,140,95,114,16,0,911
SSC50911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
