SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC50811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,4,0,0,0,12,4,18
SSC50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC50813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,25,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,0,5,11,0,0,0,36,25,59
SSC50814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,11,6,18
SSC50815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,5,10
SSC50816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,8,14
SSC50817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,16,0,0,0,0,0,0,24,15,43
SSC50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50819,16,23,37,74,11,85,0,0,0,0,0,0,0,3,3,696,646,1338,54,42,97,15,0,15,6,0,6,3,0,3,47,14,54,12,14,24,923,747,1672,7,6,11,0,0,0,0,0,0,11,15,28,0,0,0,0,0,0,19,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,3,17,36,24,61,11,8,17,0,3,3,0,0,0,11,9,19,11,51,59,117,125,239,12,9,14,1106,960,2072
SSC50820,0,0,0,16,7,26,0,0,0,0,0,0,3,3,7,453,376,827,43,31,79,5,0,5,0,0,5,6,3,10,3,0,6,12,11,23,549,432,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,7,4,0,12,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,8,23,31,39,48,82,0,3,4,604,510,1110
SSC50821,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,75,63,140,7,41,49,4,0,8,0,0,0,3,0,7,3,0,7,15,12,25,116,124,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,23,19,17,39,3,3,3,157,151,304
SSC50822,49,78,129,82,43,127,0,0,0,0,0,0,10,0,9,2537,2037,4568,137,217,355,46,0,49,15,0,19,15,0,12,66,19,77,26,16,45,2983,2412,5396,24,24,51,0,0,0,0,0,0,67,59,127,3,3,10,0,0,0,99,81,186,0,0,0,0,0,0,10,11,21,3,5,9,0,0,0,9,16,24,30,11,46,145,110,256,19,18,33,3,3,5,0,0,0,18,20,37,56,125,183,237,324,560,15,14,30,3458,3010,6464
SSC50823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,56,0,5,6,3,0,3,4,0,4,0,0,0,0,0,0,0,0,3,38,36,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,4,8,11,0,3,4,50,47,97
SSC50824,28,24,51,52,43,100,0,0,0,0,0,0,0,0,0,979,628,1611,56,71,125,12,0,12,3,0,3,13,3,18,22,4,26,13,6,19,1177,783,1960,25,26,49,0,0,0,0,0,0,12,16,31,3,3,8,0,0,0,39,40,78,0,0,0,0,0,0,3,6,9,3,4,8,0,0,0,6,10,16,9,4,16,60,58,115,11,15,19,0,0,4,0,0,0,7,14,20,18,19,36,82,99,177,16,7,28,1359,981,2341
SSC50825,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,8,3,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,12,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,15,13,27
SSC50826,49,52,104,43,47,88,0,0,0,0,3,3,0,0,5,560,468,1030,44,47,93,9,0,9,11,0,11,44,7,50,10,7,19,20,16,33,796,650,1441,12,5,19,0,0,0,0,0,0,0,4,9,5,4,4,0,0,0,20,12,30,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,3,10,9,7,15,30,20,49,0,4,6,0,3,3,0,0,0,3,6,7,36,32,68,71,105,174,4,3,14,937,816,1757
SSC50827,0,0,0,91,6,102,0,0,0,0,0,0,0,0,0,78,37,120,46,13,66,10,0,10,0,0,0,8,0,7,40,3,39,29,27,55,308,96,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,9,13,23,0,21,338,108,450
SSC50828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50829,26,26,60,32,17,46,0,0,0,0,0,0,0,0,0,493,365,857,46,31,85,4,0,4,10,0,10,0,0,0,7,0,6,5,6,14,626,454,1081,7,9,21,0,0,0,0,0,0,10,11,18,3,0,4,0,0,0,27,24,47,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,7,31,21,56,9,4,14,0,0,0,0,0,0,9,4,14,8,20,26,53,89,139,9,3,12,725,593,1324
SSC50830,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,18,19,35,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,30,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,9,18,0,3,5,44,33,77
SSC50831,55,73,128,64,74,147,0,0,0,0,0,0,8,3,7,499,467,965,24,42,68,3,0,3,10,3,11,55,21,73,22,6,21,59,60,121,792,757,1550,17,18,31,0,0,0,0,0,0,5,6,9,4,0,3,4,4,4,26,26,51,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,4,9,6,3,12,36,34,66,4,3,8,0,3,4,0,0,0,8,6,12,39,35,72,68,109,176,9,11,19,952,938,1891
SSC50832,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,30,22,53,3,3,8,0,0,3,0,0,0,0,0,3,3,3,9,6,3,8,48,36,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,26,3,0,3,73,38,110
SSC50833,103,104,208,52,31,81,0,0,0,0,0,0,3,0,7,1978,1694,3671,106,137,239,27,0,27,23,0,23,44,7,55,38,8,44,34,37,72,2408,2018,4424,104,87,195,0,0,0,0,0,0,38,40,72,0,9,13,16,0,16,155,142,300,0,0,0,0,0,0,0,0,3,0,8,8,3,0,3,6,6,13,22,7,33,181,157,339,25,16,47,0,0,0,0,0,0,25,16,45,102,148,252,227,363,593,24,13,41,2971,2723,5687
SSC50834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50835,0,0,0,59,11,68,0,0,0,0,0,0,0,0,0,62,37,94,25,10,33,0,0,0,0,0,0,3,0,3,10,0,10,5,11,21,166,68,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,27,3,0,3,193,81,271
SSC50836,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,28,25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,38,28,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,3,3,4,0,4,49,37,83
SSC50837,0,0,0,49,3,61,0,0,0,0,0,0,0,0,0,92,56,147,19,4,21,3,0,3,0,0,0,0,0,0,22,8,24,30,34,67,216,108,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,14,9,20,19,6,21,252,124,382
SSC50838,0,0,0,26,9,28,0,0,0,0,0,0,0,0,0,513,502,1016,51,37,86,10,0,10,7,0,7,0,0,4,16,6,17,7,4,11,625,549,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,3,8,9,6,18,0,0,0,0,0,0,0,0,0,0,0,0,13,40,52,88,76,163,7,13,20,748,683,1426
SSC50839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50840,4,16,24,59,25,81,0,0,0,0,0,0,4,0,4,1397,1248,2649,79,78,157,39,0,39,16,0,16,18,0,18,23,3,29,25,25,56,1667,1397,3065,11,5,11,0,0,0,0,0,0,17,14,33,3,3,3,0,0,0,27,24,47,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,3,6,13,7,20,43,29,78,0,4,4,0,0,0,0,0,0,0,4,4,68,113,180,198,238,436,11,11,22,1993,1790,3783
SSC50841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,5,7
SSC50842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SSC50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,3,0,0,0,15,14,29
SSC50844,0,0,0,10,3,7,0,0,0,0,0,0,0,0,0,272,243,519,10,12,26,3,0,3,0,0,0,4,3,6,3,0,3,3,3,8,314,267,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,18,28,42,42,87,10,6,16,385,329,717
SSC50845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,7,16
SSC50846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SSC50847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7
SSC50848,15,23,39,18,10,26,0,0,0,3,0,3,6,0,7,474,380,857,29,41,70,15,7,14,7,0,10,5,3,9,10,3,11,13,13,25,596,469,1063,20,25,44,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,30,29,56,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,3,4,3,0,3,40,33,69,3,4,7,0,0,0,0,0,0,3,4,7,8,14,24,64,81,140,14,6,18,714,613,1324
SSC50849,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,164,158,324,22,23,49,3,0,3,3,0,3,3,0,3,0,0,0,4,6,10,212,193,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,35,42,3,0,4,230,228,464
SSC50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,9
SSC50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,14,0,0,3,0,0,0,14,5,21
SSC50853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,30,0,0,6,0,0,0,0,0,0,0,0,0,4,0,6,6,3,5,28,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,3,5,8,0,0,0,38,31,69
SSC50854,0,4,4,18,3,27,0,0,0,0,0,0,0,0,0,356,305,663,9,22,31,20,0,20,0,0,0,0,0,0,19,0,20,7,3,11,432,337,771,0,0,0,0,0,0,0,0,0,4,11,14,0,0,5,0,0,0,4,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,13,13,25,0,4,4,0,0,0,0,0,0,0,4,4,25,41,60,76,76,148,6,5,5,544,466,1010
SSC50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8
SSC50856,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,316,292,607,12,15,29,7,0,7,3,0,3,0,0,0,8,0,13,5,3,8,363,310,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,9,18,26,45,56,100,4,15,17,421,399,822
SSC50857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,22,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,0,8,6,0,0,0,35,37,70
SSC50858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,24,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,16,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,4,0,0,0,21,20,43
SSC50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,18,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,3,3,0,0,0,21,20,43
SSC50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,10
SSC50861,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,14,3,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,5,30
SSC50862,9,21,28,28,18,49,0,0,0,0,0,0,0,0,0,582,437,1026,42,37,77,11,0,11,7,0,7,10,3,11,12,3,17,8,12,22,714,530,1240,30,27,51,0,0,0,0,0,0,8,9,16,0,3,4,0,0,0,38,34,73,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,5,6,0,3,3,45,40,86,0,4,9,0,0,0,0,0,3,7,5,13,10,19,30,64,65,132,9,14,21,846,680,1522
SSC50863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,5,11
SSC50864,72,69,137,49,36,86,0,0,0,0,0,0,11,0,13,1902,1132,3039,135,139,270,40,0,40,11,0,12,22,5,33,41,13,53,32,29,66,2318,1431,3754,20,53,72,0,0,0,0,0,0,15,9,26,7,6,14,0,3,3,45,72,114,0,0,0,0,0,0,0,5,5,0,3,3,0,0,3,0,10,12,25,10,40,73,89,163,18,20,36,0,0,0,0,0,0,18,20,36,41,44,85,197,207,402,45,26,76,2691,1825,4515
SSC50865,34,49,89,27,4,36,0,0,0,0,0,0,4,0,4,1096,949,2045,52,70,122,11,0,13,13,0,13,11,0,9,24,7,27,20,12,31,1288,1093,2382,48,24,77,0,0,0,0,0,0,24,27,50,0,3,3,0,0,0,73,56,129,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,5,0,6,86,55,139,3,12,14,0,0,0,0,0,0,3,12,14,38,72,108,117,171,293,17,15,29,1547,1417,2966
