SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC50464,..,0,5,8,14,17,7,0,0,52,..,0,4,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,4,8,13,22,17,8,3,0,94,..,3,8,9,13,16,3,0,0,54,..,0,6,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50465,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50466,..,0,0,0,3,11,3,8,3,36,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,3,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,21,24,6,0,59,0,0,0,0,0,0,0,0,0,0,7,3,3,3,11,38,30,23,3,117,..,0,0,0,3,12,9,6,0,32,..,0,0,3,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,11,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50467,..,8,315,400,293,201,107,55,18,1405,..,56,251,103,70,47,19,0,0,544,..,0,4,16,14,16,3,0,0,52,718,..,..,..,..,..,..,..,..,718,..,177,..,..,..,..,..,..,..,177,..,95,50,20,14,4,0,0,0,183,..,61,45,12,9,12,6,6,3,153,..,43,53,10,8,0,0,0,0,115,..,158,194,60,29,29,10,3,0,481,..,41,91,78,84,86,51,29,23,475,11,16,26,16,4,4,5,0,0,85,726,651,1032,710,535,402,204,94,43,4394,..,23,403,427,297,153,106,36,5,1461,..,77,271,100,71,33,9,0,0,557,..,14,32,67,85,38,21,18,7,277,757,..,..,..,..,..,..,..,..,757,..,163,..,..,..,..,..,..,..,163,..,57,42,13,10,3,0,0,0,127,..,32,28,5,14,17,21,3,4,132,..,38,33,3,0,0,0,0,0,75
SSC50468,..,0,0,0,6,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,20,..,0,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50469,..,0,0,0,5,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,0,0,0,0,17,..,0,0,4,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50470,..,0,0,4,4,4,7,0,0,32,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,15,7,0,7,10,11,9,0,0,62,..,0,0,7,10,4,6,0,0,27,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50471,..,7,154,256,268,270,248,135,44,1373,..,48,139,68,82,39,6,3,0,394,..,7,8,12,27,8,4,0,3,70,799,..,..,..,..,..,..,..,..,799,..,162,..,..,..,..,..,..,..,162,..,185,65,17,11,3,0,0,0,281,..,22,11,3,5,9,5,3,0,55,..,19,6,7,0,3,0,0,0,38,..,16,35,9,10,9,0,3,0,81,..,17,50,48,43,59,48,38,11,312,20,18,10,11,9,6,6,3,0,90,817,505,477,427,454,400,322,187,55,3653,..,16,202,296,303,277,218,121,13,1457,..,85,133,72,77,37,7,3,0,424,..,21,66,78,84,31,7,5,3,299,772,..,..,..,..,..,..,..,..,772,..,158,..,..,..,..,..,..,..,158,..,127,35,6,6,3,0,0,0,179,..,14,5,0,8,7,5,8,4,51,..,16,6,0,4,0,0,0,0,30
SSC50472,..,3,72,118,104,132,97,58,15,589,..,4,52,34,16,10,4,4,0,126,..,0,0,5,8,5,3,0,3,34,302,..,..,..,..,..,..,..,..,302,..,59,..,..,..,..,..,..,..,59,..,73,53,15,11,7,0,0,0,163,..,17,9,0,4,3,0,3,0,43,..,0,13,0,3,0,0,0,0,19,..,8,16,7,10,5,7,6,0,54,..,5,10,24,32,27,13,16,3,143,6,7,5,7,0,4,0,0,0,29,307,188,224,210,200,192,131,85,21,1562,..,3,107,117,110,129,79,40,6,591,..,17,48,43,15,13,0,0,0,138,..,8,16,43,33,24,3,9,8,147,284,..,..,..,..,..,..,..,..,284,..,60,..,..,..,..,..,..,..,60,..,45,33,4,9,3,0,0,0,96,..,18,6,3,0,12,3,9,3,50,..,13,8,0,4,0,0,0,0,22
SSC50473,..,0,88,181,187,220,156,60,20,911,..,7,63,25,26,23,13,0,0,146,..,0,0,4,15,9,3,0,0,33,397,..,..,..,..,..,..,..,..,397,..,112,..,..,..,..,..,..,..,112,..,100,48,11,3,0,0,0,0,171,..,11,7,0,3,4,0,0,0,32,..,3,8,3,3,0,0,0,0,16,..,7,14,4,5,6,4,0,0,46,..,6,10,13,24,25,13,11,3,114,3,3,8,4,0,5,3,0,0,32,398,266,248,242,263,300,192,82,21,2011,..,4,114,217,227,227,116,49,7,952,..,14,58,35,33,19,7,3,0,160,..,0,14,24,40,33,6,3,3,123,408,..,..,..,..,..,..,..,..,408,..,132,..,..,..,..,..,..,..,132,..,73,33,10,0,6,0,0,0,114,..,14,3,0,3,8,3,3,3,40,..,4,10,0,0,0,0,0,0,12
SSC50474,..,0,3,3,0,3,0,0,0,13,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,3,0,0,28,..,0,4,0,0,5,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50475,..,8,93,70,48,22,12,3,0,257,..,34,69,6,12,0,0,0,0,121,..,0,0,0,0,0,0,0,0,3,193,..,..,..,..,..,..,..,..,193,..,30,..,..,..,..,..,..,..,30,..,34,7,0,0,0,0,0,0,40,..,9,0,0,0,3,0,0,0,9,..,0,3,0,0,0,0,0,0,3,..,9,3,0,0,0,0,0,0,11,..,10,14,6,10,4,0,0,0,46,5,3,3,0,0,0,0,0,0,14,199,126,201,92,69,35,11,3,0,731,..,14,104,72,47,20,9,0,0,271,..,46,64,12,4,0,0,0,0,132,..,7,24,13,17,4,0,0,0,62,186,..,..,..,..,..,..,..,..,186,..,25,..,..,..,..,..,..,..,25,..,11,7,3,0,0,0,0,0,19,..,0,3,0,0,3,0,0,0,10,..,0,3,0,0,0,0,0,0,4
SSC50476,..,0,0,0,3,3,11,3,0,23,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,16,8,3,34,..,0,0,0,7,7,8,3,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50477,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50478,..,0,0,0,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50479,..,0,5,3,9,13,7,0,0,29,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,4,7,11,16,9,0,0,55,..,0,4,6,6,10,4,0,0,25,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50480,..,3,3,13,17,25,13,3,0,79,..,0,0,9,3,3,0,0,0,16,..,0,0,0,3,0,0,0,0,0,24,..,..,..,..,..,..,..,..,24,..,8,..,..,..,..,..,..,..,8,..,11,7,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,6,0,11,3,0,0,3,0,3,0,0,0,7,32,19,15,27,22,37,19,9,0,176,..,0,4,18,19,26,8,3,0,82,..,0,3,6,5,3,0,0,0,16,..,0,0,3,3,0,0,3,0,7,35,..,..,..,..,..,..,..,..,35,..,8,..,..,..,..,..,..,..,8,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SSC50481,..,34,780,1038,757,411,297,181,36,3528,..,134,419,216,126,54,15,3,0,955,..,4,17,51,45,21,5,3,0,141,2990,..,..,..,..,..,..,..,..,2990,..,534,..,..,..,..,..,..,..,534,..,409,158,42,17,0,0,0,0,631,..,87,68,25,16,15,8,3,3,225,..,39,47,14,13,5,4,0,0,132,..,55,75,42,24,20,8,0,0,213,..,38,125,126,116,59,36,18,12,527,38,37,42,27,18,8,7,5,3,183,3026,1365,1731,1582,1121,591,374,217,56,10059,..,91,1062,1074,715,361,284,131,16,3731,..,202,450,220,108,43,12,0,0,1042,..,61,212,311,229,84,34,15,4,944,2838,..,..,..,..,..,..,..,..,2838,..,549,..,..,..,..,..,..,..,549,..,326,74,18,15,6,0,0,0,435,..,63,34,19,24,50,37,26,7,259,..,41,21,0,4,4,0,0,0,75
SSC50482,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50483,..,4,83,121,93,60,42,45,15,468,..,8,52,37,19,11,10,0,0,131,..,0,0,3,7,6,0,6,0,25,250,..,..,..,..,..,..,..,..,250,..,52,..,..,..,..,..,..,..,52,..,46,26,14,9,4,0,0,0,103,..,16,6,5,4,0,3,6,0,37,..,12,16,9,4,3,0,0,0,42,..,23,41,13,21,13,3,3,0,116,..,7,26,27,33,29,17,17,5,164,13,8,8,3,3,0,0,0,0,36,262,179,265,230,194,128,82,70,20,1426,..,8,116,136,82,50,46,47,3,482,..,13,58,36,13,5,0,0,0,129,..,0,16,26,45,20,4,7,0,121,220,..,..,..,..,..,..,..,..,220,..,74,..,..,..,..,..,..,..,74,..,44,20,7,3,3,0,0,0,78,..,19,7,0,0,7,3,4,3,46,..,6,13,3,0,0,0,0,0,25
SSC50484,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50485,..,0,0,0,10,5,10,13,0,38,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,..,0,0,0,3,3,7,0,7,22,0,0,0,0,0,0,0,0,0,3,6,5,3,0,17,10,18,14,8,81,..,0,0,5,8,4,8,7,0,35,..,0,0,0,0,0,3,3,0,4,..,0,0,0,3,0,0,0,0,11,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SSC50486,..,0,3,3,6,0,9,0,0,21,..,0,3,0,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,4,13,7,10,11,12,8,19,3,0,68,..,0,0,4,5,4,7,0,0,23,..,0,7,0,0,0,0,0,0,8,..,0,0,3,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50487,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50488,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50489,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50490,..,0,36,83,110,148,305,232,50,970,..,19,38,29,17,18,22,7,0,149,..,0,0,4,3,5,4,3,0,23,246,..,..,..,..,..,..,..,..,246,..,53,..,..,..,..,..,..,..,53,..,66,25,14,5,4,0,0,0,117,..,13,4,0,0,0,3,0,0,20,..,3,3,0,0,0,0,0,0,10,..,5,3,4,8,4,3,0,0,39,..,8,13,9,24,32,58,45,28,202,7,7,5,3,8,0,6,5,0,43,254,174,138,144,179,215,407,292,75,1877,..,6,56,97,129,210,314,175,17,1002,..,24,41,32,19,21,24,8,0,174,..,9,17,28,28,19,6,3,7,117,255,..,..,..,..,..,..,..,..,255,..,68,..,..,..,..,..,..,..,68,..,36,9,4,5,0,0,0,0,60,..,12,3,0,0,9,7,3,0,35,..,4,0,0,0,0,0,0,0,3
SSC50491,..,0,15,38,43,60,39,41,5,239,..,13,25,8,15,12,5,0,0,81,..,0,3,3,5,3,0,0,0,17,119,..,..,..,..,..,..,..,..,119,..,28,..,..,..,..,..,..,..,28,..,33,5,5,4,0,0,0,0,46,..,4,3,0,0,4,3,3,0,17,..,0,3,0,3,0,0,0,0,8,..,18,11,3,10,0,0,0,0,43,..,7,11,18,29,38,28,27,16,176,5,6,0,4,4,3,3,0,3,28,122,92,85,83,111,122,90,74,28,803,..,7,24,40,45,61,38,24,6,240,..,16,23,16,17,14,3,3,0,95,..,5,12,13,13,4,6,4,3,67,126,..,..,..,..,..,..,..,..,126,..,14,..,..,..,..,..,..,..,14,..,20,6,0,0,0,0,0,0,29,..,3,0,4,0,3,3,3,0,20,..,7,0,0,0,0,0,0,0,7
