SSC_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SSC50908,0,0,0,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,16,0,0,0,0,0,7,3,3,0,11,0,0,0,0,0,0,0,0,0,4,3,0,0,3,4,4,4,3,0,32,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50909,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,3,7,3,3,5,4,0,0,21,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50910,26,67,198,154,129,80,9,0,0,666,28,19,21,22,18,29,15,3,0,155,6,0,8,3,11,8,0,0,0,30,0,0,4,3,3,0,0,3,0,15,58,85,226,179,162,117,26,5,0,863,6,6,9,4,3,3,0,0,0,30,10,3,3,3,0,0,0,0,0,26,15,5,7,9,3,6,0,0,0,57,76,96,242,194,162,123,28,5,0,923,42,3,15,6,22,41,84,50,11,277,3,0,10,12,7,12,3,4,3,62,117,96,263,210,192,184,121,59,16,1261,8,48,78,64,82,41,3,0,0,324,61,30,95,100,76,60,7,3,0,437,0,3,15,3,3,11,0,0,0,35,3,0,3,0,0,0,0,0,0,14,76,78,190,169,163,114,6,3,0,805,5,3,0,3,3,5,0,0,0,21,0,0,6,7,0,0,0,0,0,16,11,3,5,11,3,7,0,0,0,41
SSC50911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50912,32,125,361,336,323,183,21,0,0,1392,68,50,41,36,51,40,13,6,0,300,0,7,26,6,18,10,6,0,0,77,0,3,12,5,3,0,0,0,0,26,105,177,441,388,396,234,43,6,0,1794,17,27,38,24,20,23,3,0,0,153,27,6,3,3,0,0,0,0,0,44,50,39,42,22,24,18,3,0,0,200,159,217,480,413,418,254,43,8,0,1992,126,15,27,40,30,64,236,199,92,835,17,12,46,23,30,14,14,16,15,187,296,249,545,479,479,333,298,222,113,3017,15,82,171,154,183,87,9,0,0,693,86,79,166,176,161,95,12,3,0,780,5,10,22,14,10,7,0,0,0,69,0,3,6,6,3,3,0,0,0,26,101,165,367,348,358,194,21,3,0,1565,6,12,26,17,27,8,0,0,0,95,26,11,18,19,14,3,0,0,0,95,38,25,43,32,40,13,0,0,0,188
SSC50913,0,3,8,13,8,16,3,0,0,49,3,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6,10,14,10,16,3,0,0,64,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,10,14,11,18,3,0,0,65,4,0,0,0,8,7,10,7,0,34,0,0,0,0,0,0,0,0,0,4,10,6,9,18,17,27,11,6,0,108,0,0,0,0,7,4,0,0,0,14,0,0,6,4,6,4,0,0,0,23,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,14,0,0,0,44,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50914,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,14,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50915,3,33,74,85,75,56,9,0,0,338,10,10,17,20,24,14,8,0,0,102,0,0,3,3,3,0,0,0,0,16,0,3,3,0,0,0,0,0,0,10,16,52,98,110,102,72,18,3,0,458,10,11,16,23,16,8,0,0,0,84,3,4,0,3,4,0,0,0,0,15,12,15,13,22,21,10,0,0,0,98,25,70,109,133,122,86,15,3,0,557,32,13,16,27,39,45,60,47,12,293,8,15,10,27,19,10,9,6,5,97,61,96,136,183,181,140,84,51,21,946,3,24,40,50,46,21,3,0,0,184,22,32,28,35,29,40,11,0,0,186,0,0,4,4,0,3,0,0,0,12,0,4,0,0,3,0,0,0,0,4,23,52,73,85,74,66,18,0,0,390,4,15,9,11,6,3,0,0,0,46,6,0,6,11,0,0,0,0,0,26,12,15,11,18,4,7,0,0,0,70
SSC50916,0,7,40,32,28,24,5,0,0,140,0,0,6,0,3,3,0,0,0,16,0,0,3,3,3,3,0,0,0,12,0,0,0,4,4,4,0,0,0,15,0,12,55,35,35,31,12,0,0,180,0,0,6,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,15,0,12,59,35,39,35,9,0,0,192,6,3,9,8,8,14,13,7,3,68,9,4,7,8,7,6,4,0,0,58,15,17,79,52,55,60,29,8,3,323,0,3,29,11,25,8,3,0,0,78,0,0,3,8,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,30,18,27,20,6,0,0,117,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8
SSC50917,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50918,0,0,3,6,15,8,5,0,0,38,3,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,14,14,9,3,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,10,14,14,9,3,0,61,3,3,0,0,0,3,3,0,3,17,0,0,0,0,0,0,3,0,0,7,4,6,7,10,14,19,12,5,3,83,0,0,0,3,6,3,0,0,0,13,0,0,0,4,3,12,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,11,17,11,3,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50919,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,0,18,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50920,0,0,0,3,10,3,0,3,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,9,8,0,5,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,8,0,5,0,34,7,0,0,0,4,8,5,4,0,32,0,0,0,0,0,0,0,3,0,6,7,0,4,3,16,14,9,12,0,69,0,0,0,3,3,0,0,0,0,12,0,0,0,3,4,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,5,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50922,9,56,201,297,293,150,30,0,0,1031,62,44,45,37,40,44,22,8,3,306,7,7,6,12,10,10,3,0,0,50,3,3,3,0,3,4,0,0,0,19,79,108,249,338,349,212,59,10,3,1414,3,5,11,8,6,14,0,0,0,46,14,5,4,0,0,3,0,0,0,27,17,16,12,9,11,16,0,0,0,77,96,122,263,351,362,227,58,10,3,1489,75,21,10,18,24,68,135,120,60,531,3,3,12,10,21,21,13,18,10,101,175,144,282,383,402,309,206,140,73,2117,9,52,132,131,174,104,9,0,0,606,69,66,82,193,180,93,24,3,0,713,4,0,15,15,9,8,3,0,0,53,0,3,0,3,5,3,0,0,0,10,76,122,225,337,363,214,34,4,0,1386,0,0,3,7,6,4,0,0,0,28,16,3,6,12,5,4,0,0,0,46,16,5,9,21,15,7,0,0,0,73
SSC50923,0,14,29,74,122,83,12,7,0,331,26,35,8,4,12,26,14,3,0,136,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,27,47,42,81,138,102,23,12,0,474,0,0,3,9,10,0,0,0,0,22,0,6,0,0,0,3,0,0,0,14,0,4,3,11,6,3,0,0,0,38,27,53,45,94,145,106,24,12,0,513,45,11,7,8,6,27,88,96,90,371,0,3,0,13,3,5,8,14,28,73,75,73,48,106,156,137,127,118,111,960,3,15,28,27,63,43,13,0,0,198,32,24,16,41,79,52,18,7,0,265,0,3,3,0,0,3,3,0,0,12,0,0,0,0,3,0,0,0,0,9,32,44,49,76,145,98,30,3,0,479,0,0,0,0,3,0,0,0,0,3,9,0,3,0,0,4,0,0,0,21,9,0,3,3,6,7,0,0,0,24
SSC50924,0,0,0,3,0,3,4,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,4,0,0,22,4,0,0,0,3,3,3,0,0,17,0,0,6,0,0,0,0,0,0,8,3,4,6,5,7,12,9,0,0,43,0,0,0,0,3,4,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50925,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50926,0,0,0,3,7,6,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,18,3,0,0,0,0,3,0,3,0,8,0,0,3,0,0,3,0,0,0,6,3,0,5,3,4,8,0,3,0,34,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50927,0,0,4,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,4,3,5,0,0,0,3,18,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50928,21,48,114,99,118,90,25,5,0,527,17,16,17,12,16,26,17,0,0,114,0,3,8,5,11,4,3,0,0,34,3,3,3,0,3,3,0,0,0,19,41,74,142,123,143,125,44,8,0,691,0,9,9,5,6,3,0,0,0,40,0,0,0,0,0,3,0,0,0,8,5,11,12,5,8,6,4,0,0,47,39,82,156,126,153,132,44,8,0,742,55,100,17,6,25,43,76,41,22,383,12,15,14,13,12,15,11,5,0,97,103,195,181,145,186,190,134,59,28,1217,7,34,58,47,61,51,3,0,0,266,30,11,50,53,38,38,17,3,0,236,0,0,13,4,10,10,0,0,0,32,0,3,0,0,4,0,0,0,0,13,45,55,119,99,114,98,17,5,0,548,0,4,0,3,3,0,0,0,0,13,3,0,3,6,3,3,0,0,0,13,5,8,7,9,5,0,0,0,0,26
SSC50929,14,56,199,195,153,86,19,0,0,723,40,29,38,36,28,23,10,0,0,208,0,7,14,10,10,0,0,3,0,42,3,4,13,9,3,0,0,0,0,42,56,95,257,256,197,115,33,4,0,1008,21,22,32,19,21,14,0,0,0,123,16,5,3,4,5,0,5,0,0,33,29,26,30,23,27,10,3,0,0,157,90,128,294,276,222,126,35,4,0,1169,78,15,33,26,43,41,119,211,94,660,8,16,31,23,31,11,5,10,18,154,173,154,351,324,292,181,158,228,114,1981,5,37,111,86,101,52,3,0,0,394,48,43,101,101,87,40,12,0,0,429,0,0,15,5,6,8,0,0,0,37,5,0,3,0,3,0,0,0,0,9,57,83,230,192,194,100,16,3,0,868,11,10,21,12,10,7,0,0,0,74,15,9,6,13,9,4,0,0,0,65,29,15,28,27,21,15,0,0,0,130
SSC50930,0,0,0,0,5,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,0,16,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,6,3,0,3,7,0,0,4,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50931,3,0,7,9,12,14,4,0,0,45,3,0,0,0,3,0,4,0,0,18,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,3,8,3,8,10,15,19,6,0,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,13,8,15,19,6,0,0,65,0,0,0,7,3,3,4,3,0,22,0,0,0,0,0,3,0,0,0,14,6,3,10,16,15,21,12,7,0,99,0,0,3,3,5,8,0,0,0,19,0,3,3,4,3,7,0,0,0,23,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,5,10,14,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC50932,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50933,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50934,7,45,128,101,116,75,19,0,0,487,13,14,17,20,22,27,11,7,0,128,0,0,4,0,4,5,0,0,0,17,0,3,4,3,4,4,0,0,0,20,23,66,154,130,141,103,30,6,3,649,7,11,10,12,14,10,3,0,0,66,3,3,0,4,0,3,0,0,0,16,9,14,12,13,14,12,7,0,0,78,28,78,169,140,161,113,30,6,3,732,51,11,25,23,19,43,82,61,16,333,3,12,21,9,12,20,17,9,0,107,87,106,214,172,193,176,134,70,20,1165,4,29,62,47,66,39,8,0,0,262,30,25,29,54,46,39,6,0,0,231,0,5,9,3,4,5,0,0,0,23,0,0,0,4,3,0,0,0,0,14,32,57,100,110,120,87,20,0,0,525,0,8,8,14,7,7,0,0,0,48,12,0,9,4,6,8,0,0,0,35,15,9,20,17,14,10,0,0,0,84
