SSC_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SSC50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,9,7,16,18,15,3,0,0,0,74,82,179,467,327,264,194,35,4,0,1558,0,3,3,3,0,3,0,0,0,10,0,15,64,44,31,16,3,0,0,171,0,16,76,45,28,23,3,0,0,197,0,0,9,5,10,3,0,0,0,32,12,46,145,74,63,24,3,0,0,366,0,14,45,27,28,15,3,0,0,131,31,64,80,51,41,32,0,0,0,293,58,58,85,41,30,18,9,0,0,303,4,11,73,36,55,56,6,0,0,255,3,10,14,11,3,3,0,0,0,36,0,8,31,14,9,6,0,0,0,77,0,3,12,25,9,7,3,0,0,64,4,14,68,48,30,11,0,0,0,183,4,21,55,28,18,14,6,0,0,141,0,8,47,46,43,38,8,0,0,197,0,16,42,56,47,43,13,0,0,213,0,31,120,93,54,52,17,0,0,368,3,6,28,10,15,5,0,0,0,72
SSC50301,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,15,0,0,0,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50303,0,4,3,0,0,0,0,0,0,16,23,68,134,47,42,29,3,0,0,340,0,0,3,0,3,0,0,0,0,3,0,0,21,11,3,3,0,0,0,41,0,3,19,11,8,7,0,0,0,54,0,0,6,3,0,0,0,0,0,4,3,18,30,10,9,0,0,0,0,69,0,3,7,0,3,0,0,0,0,18,10,33,28,10,5,12,3,0,0,105,4,23,18,8,3,0,0,0,0,52,3,10,14,5,7,10,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,8,5,4,3,0,0,0,18,0,0,4,0,4,0,0,0,0,15,0,7,22,7,3,3,0,0,0,44,0,3,9,7,0,3,0,0,0,24,3,3,17,6,4,3,3,0,0,37,0,6,18,7,4,4,0,0,0,49,3,10,38,14,12,10,0,0,0,95,3,7,3,0,0,0,0,0,0,15
SSC50304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50305,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,3,4,4,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50306,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,10,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50307,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,3,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50308,0,0,0,0,3,0,0,0,0,6,20,25,49,47,80,45,4,0,0,281,0,0,0,3,0,4,0,0,0,10,0,0,16,15,7,4,0,0,0,51,0,4,13,12,7,7,0,0,0,48,0,0,0,3,4,3,3,0,0,11,0,7,6,4,17,5,0,0,0,54,0,0,0,3,3,0,0,0,0,10,13,11,7,15,10,5,3,0,0,68,17,5,5,0,3,0,0,0,0,32,0,0,0,3,3,9,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,0,0,7,0,0,3,0,3,3,0,0,0,16,0,0,4,4,7,3,0,0,0,15,0,0,7,8,8,7,0,0,0,36,0,3,11,20,16,11,3,0,0,53,4,8,14,19,25,22,3,0,0,93,0,0,0,0,0,0,0,0,0,5
SSC50309,3,5,8,3,11,4,4,0,0,38,96,119,248,257,304,212,41,3,3,1283,4,0,11,11,9,14,3,3,0,44,8,34,94,99,145,107,3,0,0,500,6,21,47,42,39,15,3,0,0,172,5,7,52,31,58,36,3,0,0,199,8,29,35,32,40,29,6,0,0,170,0,3,0,0,0,0,0,0,0,4,37,38,50,49,66,41,3,0,3,287,70,21,41,38,32,31,0,0,0,230,3,3,12,9,26,17,3,0,0,75,0,0,0,0,0,3,0,0,0,10,4,0,11,10,4,3,0,0,0,35,0,7,10,3,6,7,3,0,0,30,3,9,10,6,11,7,5,0,0,53,0,4,12,13,14,18,9,0,0,77,4,5,23,23,33,20,3,0,0,109,0,13,41,61,68,30,16,0,0,226,7,26,41,53,62,78,15,0,0,278,0,4,4,3,9,8,0,0,0,29
SSC50310,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50311,0,0,0,3,5,0,0,0,0,9,10,11,27,38,39,26,4,0,0,146,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,7,4,4,6,8,4,8,0,0,0,33,0,0,0,0,3,0,0,0,0,10,12,3,6,5,12,3,0,0,0,43,0,3,0,0,0,3,0,0,0,13,0,0,0,3,3,0,0,0,0,9,0,0,0,4,3,0,0,0,0,6,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,11,0,0,0,4,3,0,0,0,0,5,0,0,3,4,3,3,0,0,0,19,0,0,6,12,7,4,3,0,0,27,0,0,8,9,11,9,0,0,0,43,0,0,0,0,0,3,0,0,0,6
SSC50312,0,0,0,0,0,0,0,0,0,0,3,11,9,9,15,13,0,0,0,54,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,13,0,4,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,7,3,0,0,0,11,0,0,6,3,3,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0
SSC50313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50314,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,4,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50315,7,13,29,30,19,13,9,0,0,113,154,493,1096,682,619,532,125,8,3,3706,9,10,7,4,11,10,9,0,0,58,0,27,149,99,78,38,8,0,0,407,0,26,77,79,52,43,7,0,0,291,0,0,26,15,22,13,0,0,0,78,13,64,203,106,77,56,12,3,0,528,4,11,42,28,33,30,3,0,0,160,66,132,125,75,60,64,24,0,0,547,83,133,153,57,42,33,5,0,0,506,4,25,75,56,53,44,18,5,0,273,4,7,29,18,24,12,3,0,0,101,0,29,73,62,50,31,8,0,0,259,3,18,52,28,36,36,9,4,0,180,3,78,303,189,137,108,29,7,0,845,5,20,68,41,39,26,12,0,0,220,0,23,144,106,94,79,21,0,0,477,14,68,180,159,148,146,33,4,0,754,10,117,362,186,136,149,39,4,0,1004,9,34,49,19,22,21,7,0,0,160
SSC50316,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,7,3,0,0,41,0,4,10,20,15,4,8,0,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,3,0,0,0,10,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC50317,5,3,0,3,5,4,3,0,0,30,95,106,112,158,267,207,39,3,0,993,0,0,0,0,0,0,0,3,0,3,0,3,11,25,27,12,0,0,0,85,3,0,8,16,27,21,4,0,0,80,0,0,0,6,13,8,0,0,0,25,13,28,30,51,69,38,10,0,0,241,3,6,3,10,17,17,4,0,0,59,49,43,20,18,38,46,4,0,0,212,44,24,4,7,14,7,0,0,0,109,0,0,3,3,15,21,7,0,0,56,3,4,0,3,5,5,0,0,0,26,0,0,12,17,22,16,4,0,0,73,0,7,3,5,12,7,0,0,0,32,0,13,15,39,46,38,11,0,0,171,0,5,13,13,16,14,0,0,0,64,0,7,16,17,38,32,9,0,0,110,9,12,24,43,69,50,13,3,0,223,7,25,22,37,58,73,18,0,0,236,10,15,9,4,6,3,0,0,0,46
SSC50318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50319,0,5,0,7,3,6,3,3,0,22,40,58,79,96,132,121,22,3,0,557,0,0,0,5,0,3,4,0,0,15,0,0,23,26,27,16,0,0,0,98,7,10,9,17,18,10,6,0,0,67,0,0,3,3,3,4,3,0,0,14,12,16,40,27,24,20,10,0,0,144,0,0,9,4,4,3,0,0,0,20,18,27,13,29,30,9,3,0,0,133,23,11,12,10,15,9,0,0,0,73,0,4,9,10,20,15,6,0,0,59,0,0,3,3,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,10,0,0,0,3,0,6,0,0,0,16,0,0,8,4,7,6,0,0,0,31,0,0,6,3,13,9,3,0,0,38,0,3,14,13,14,12,0,0,0,55,3,6,10,13,34,20,5,0,0,87,0,7,12,27,33,55,4,0,0,152,0,3,3,0,3,0,0,0,0,15
SSC50320,6,0,3,8,9,7,6,4,0,37,83,99,160,199,307,202,41,3,0,1098,0,0,0,3,10,6,7,0,0,30,0,0,22,28,21,24,5,0,0,97,9,12,14,43,50,33,9,0,0,179,0,0,3,12,15,5,0,0,0,30,13,36,44,40,66,34,15,3,0,256,3,3,6,9,18,18,5,0,0,77,52,27,20,36,42,36,4,0,0,227,41,14,15,5,6,5,0,0,0,93,0,6,6,35,40,24,5,0,0,122,0,3,4,0,6,3,0,0,0,23,0,3,10,17,24,3,0,0,0,52,3,0,7,10,17,9,5,0,0,53,0,10,20,25,38,25,6,0,0,130,3,7,7,6,22,21,3,0,0,65,3,3,20,26,45,30,3,0,0,140,3,13,23,34,65,60,10,0,0,209,7,25,54,47,65,52,6,0,0,254,5,14,0,6,3,0,3,0,0,28
SSC50321,0,0,0,0,0,0,0,0,0,0,0,7,10,16,36,6,9,0,0,90,0,0,6,6,10,8,6,0,0,32,0,0,0,11,7,0,0,0,0,17,3,0,0,7,8,4,0,0,0,25,0,0,0,0,0,0,0,0,0,3,3,0,3,7,9,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,0,16,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,14,0,0,0,0,3,4,0,0,0,7,0,0,3,6,4,0,0,0,0,15,0,0,0,3,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3
SSC50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50323,0,3,10,11,6,7,0,0,0,40,38,94,327,268,225,142,42,3,0,1139,0,0,4,3,3,0,0,0,0,14,0,3,37,18,14,4,0,0,0,76,4,14,41,46,37,23,3,0,0,168,0,4,9,13,4,4,0,0,0,36,3,18,87,71,34,22,8,0,0,242,0,6,18,20,16,7,0,0,0,68,20,27,62,39,33,19,8,0,0,205,20,26,35,18,13,5,0,0,0,117,3,4,29,30,36,20,6,0,0,128,0,0,9,3,0,3,0,0,0,20,0,0,18,9,11,0,0,0,0,38,0,4,4,9,7,3,0,0,0,21,0,3,44,38,21,3,3,0,0,118,0,3,22,26,22,9,3,0,0,90,0,8,43,50,28,21,12,0,0,159,4,12,56,81,60,37,11,0,0,261,7,23,88,72,67,70,13,3,0,341,7,4,8,13,7,0,0,0,0,38
SSC50324,0,0,3,0,5,3,0,0,0,10,30,46,49,88,105,65,12,3,0,406,0,0,0,0,0,0,3,0,0,4,0,0,8,7,10,0,0,0,0,25,3,3,5,6,11,3,0,0,0,32,0,0,0,0,0,3,0,0,0,8,0,3,11,13,23,9,0,0,0,61,0,3,0,0,11,3,0,0,0,23,11,19,12,3,10,14,0,0,0,64,12,13,7,4,4,6,0,0,0,49,0,0,0,0,5,3,3,0,0,13,3,3,0,7,3,5,0,0,0,23,0,6,7,10,11,3,0,0,0,40,0,3,3,9,6,9,0,0,0,30,4,6,9,41,39,17,4,0,0,128,0,0,11,4,4,5,3,0,0,28,0,3,11,11,19,13,3,0,0,53,0,9,3,11,34,8,3,0,0,75,0,11,14,23,30,38,16,0,0,130,3,4,5,3,6,0,0,0,0,21
