SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC51078,..,56,56,74,3,78,22,0,21,15,0,15,7,0,7,3,0,3,120,63,179
SSC51079,..,0,0,18,0,18,3,0,3,4,0,4,0,0,0,0,0,0,21,0,23
SSC51080,..,4,4,4,0,4,3,0,3,5,0,5,3,0,3,0,0,0,18,4,26
SSC51081,..,6,6,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,6,12
SSC51082,..,32,32,70,0,70,23,0,23,28,0,28,8,0,8,5,0,5,134,32,172
SSC51083,..,501,501,488,36,525,198,6,207,175,0,175,84,0,84,56,0,56,1002,537,1545
SSC51084,..,3,3,15,0,15,8,0,8,14,0,14,4,0,4,0,0,0,34,3,37
SSC51085,..,4,4,3,0,10,0,0,0,0,0,0,3,0,3,7,0,7,15,7,21
SSC51086,..,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4
SSC51087,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51088,..,743,743,1032,91,1126,487,79,565,687,41,725,308,12,325,74,4,79,2589,965,3557
SSC51089,..,9,9,9,0,11,3,0,3,7,0,7,5,0,5,0,0,0,27,11,37
SSC51090,..,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,3,5
SSC51091,..,4,4,4,0,4,3,0,3,5,0,5,3,0,3,0,0,0,21,4,24
SSC51092,..,6,6,25,0,24,8,0,13,5,0,5,3,0,3,5,3,8,52,15,66
SSC51093,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC51094,..,5,5,8,0,11,3,0,3,12,0,12,5,0,5,0,0,0,27,7,38
SSC51095,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51096,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51097,..,11,11,6,0,10,3,0,3,0,0,0,0,0,0,0,0,0,13,11,26
SSC51098,..,3,3,5,0,5,0,0,3,0,0,0,0,0,0,0,0,0,9,3,8
SSC51099,..,28,28,19,0,18,9,0,9,4,0,4,4,0,4,0,0,0,35,26,67
SSC51100,..,13,13,18,3,22,4,0,4,8,0,8,3,0,3,0,0,0,31,15,51
SSC51101,..,288,288,354,22,374,190,9,203,244,0,249,137,0,136,80,0,80,1004,312,1322
SSC51102,..,23,23,41,3,44,28,0,28,26,0,26,39,0,39,42,0,42,177,26,202
SSC51103,..,203,203,349,24,379,244,12,254,322,4,326,143,0,143,84,0,84,1142,249,1392
SSC51104,..,33,33,44,0,50,8,0,8,10,0,10,3,0,3,0,0,0,71,32,101
SSC51105,..,3,3,8,0,8,5,0,5,0,0,0,0,0,0,0,0,0,15,3,14
SSC51106,..,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC51107,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SSC51108,..,6,6,7,0,7,3,0,3,4,0,4,0,0,0,0,0,0,25,6,25
SSC51109,..,3,3,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,25,3,25
SSC51110,..,0,0,4,0,6,3,0,3,4,0,4,0,0,0,0,0,0,15,3,18
SSC51111,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC51112,..,1428,1428,1392,193,1588,708,67,774,508,22,530,172,15,184,108,7,111,2885,1731,4618
SSC51113,..,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
SSC51114,..,523,523,973,50,1020,482,4,489,476,0,471,202,3,203,96,0,102,2231,584,2809
SSC51115,..,7,7,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31
SSC51116,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
SSC51117,..,124,124,81,7,83,27,0,27,11,0,16,5,0,5,7,0,7,133,131,264
SSC51118,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14
SSC51119,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51120,..,413,413,446,30,480,184,4,194,184,4,190,75,0,75,16,0,16,916,452,1365
SSC51121,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC51122,..,6,6,44,3,52,16,0,16,19,0,19,11,0,11,3,0,3,101,13,111
SSC51123,..,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3
SSC51124,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51125,..,170,170,357,18,381,120,0,118,133,4,140,36,0,36,17,0,17,663,197,862
SSC51126,..,39,39,90,6,98,40,0,43,31,0,31,20,0,20,11,0,11,191,46,239
SSC51127,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51128,..,435,435,504,43,552,175,16,192,134,7,136,45,3,45,7,0,7,859,495,1357
SSC51129,..,10,10,15,0,15,10,0,7,8,0,8,0,0,0,4,0,4,34,16,48
SSC51130,..,3,3,9,0,9,11,0,11,4,0,4,0,0,0,0,0,0,21,3,25
SSC51131,..,0,0,4,0,4,3,0,3,3,0,3,3,0,3,0,0,0,10,0,10
SSC51132,..,4,4,6,0,10,3,0,3,7,0,7,3,0,3,0,0,0,18,7,28
SSC51133,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,9,0,9
SSC51134,..,55,55,125,11,134,98,5,98,92,0,95,32,0,39,12,0,12,358,79,437
SSC51135,..,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,5,0,5
SSC51136,..,0,0,8,0,8,0,0,0,3,0,3,3,0,3,0,0,0,9,0,15
SSC51137,..,962,962,971,146,1112,456,91,552,493,39,526,163,8,170,32,3,33,2113,1244,3359
SSC51138,..,13,13,37,3,40,18,0,18,14,0,14,11,0,11,7,0,6,90,18,102
SSC51139,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,10,0,5
SSC51140,..,4,4,13,0,13,5,0,5,7,0,7,3,0,3,6,0,6,29,4,40
SSC51141,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10
SSC51142,..,7,7,13,0,13,3,0,3,0,0,0,3,0,3,0,0,0,21,7,35
SSC51143,..,20,20,17,0,17,4,0,4,7,0,7,0,0,0,0,0,0,29,20,47
SSC51144,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51145,..,4,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7
SSC51146,..,71,71,132,7,140,42,3,48,32,0,32,17,0,17,5,0,5,231,79,308
SSC51147,..,724,724,768,51,819,292,11,302,285,0,283,143,0,141,100,0,100,1580,786,2363
SSC51148,..,110,110,133,9,149,31,0,31,21,0,17,13,0,13,8,0,8,210,117,327
SSC51149,..,149,149,144,52,195,32,8,44,18,9,25,0,3,3,0,0,0,199,222,421
SSC51150,..,39,39,38,3,44,9,0,9,10,0,10,6,0,6,8,0,8,71,45,108
SSC51151,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC51152,..,10,10,19,0,22,10,0,11,11,0,11,5,0,5,3,0,3,45,16,62
SSC51153,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,7,0,4
SSC51154,..,4,4,5,0,4,0,0,0,0,0,0,3,0,3,0,0,0,13,3,12
SSC51155,..,13,13,9,0,12,0,0,0,3,0,3,0,0,0,7,0,7,25,12,37
SSC51156,..,0,0,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,8,0,8
SSC51157,..,129,129,95,7,105,65,3,65,50,0,50,32,0,32,12,0,12,258,143,404
SSC51158,..,23,23,29,0,29,5,0,5,9,0,9,4,0,4,0,0,0,36,23,62
SSC51159,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC51160,..,5,5,21,0,21,6,0,6,4,0,4,0,0,0,0,0,0,27,5,41
SSC51161,..,29,29,39,0,39,17,0,17,20,0,20,7,0,7,0,0,0,82,29,105
SSC51162,..,80,80,60,9,66,21,3,25,16,3,18,3,0,3,5,0,4,104,92,200
SSC51163,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51164,..,61,61,232,6,237,158,3,160,181,0,181,89,0,89,62,0,62,713,71,782
SSC51165,..,66,66,123,3,129,66,0,68,42,0,42,26,0,26,9,0,9,265,69,334
SSC51166,..,312,312,813,37,853,458,3,457,606,5,612,254,0,259,86,0,86,2219,355,2578
SSC51167,..,0,0,6,0,6,0,0,0,3,0,3,3,0,3,0,0,0,14,0,21
SSC51168,..,9,9,8,0,8,3,0,3,0,0,0,5,0,5,0,0,0,15,9,25
SSC51169,..,15,15,42,5,45,19,0,15,20,0,20,16,0,16,3,0,3,90,21,113
SSC51170,..,20,20,13,0,13,4,0,4,0,0,0,0,0,0,0,0,0,25,21,46
SSC51171,..,97,97,97,7,112,37,3,36,34,0,33,19,0,19,6,0,6,189,111,303
SSC51172,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51173,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51174,..,236,236,237,26,258,139,3,138,77,0,77,52,0,52,21,0,21,520,267,779
SSC51175,..,104,104,71,5,79,48,0,44,33,0,33,16,0,16,10,0,10,182,111,292
SSC51176,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51177,..,0,0,10,0,10,0,0,0,3,0,3,0,0,0,0,0,0,14,0,15
SSC51178,..,14,14,3,0,6,4,0,6,7,0,7,0,0,0,0,0,0,20,17,33
SSC51179,..,453,453,504,48,552,280,6,283,218,0,218,107,0,107,61,0,59,1170,509,1678
SSC51180,..,832,832,547,87,639,240,19,259,116,6,123,43,0,43,18,4,26,964,955,1921
SSC51181,..,3,3,18,5,25,8,0,8,10,0,10,0,0,0,0,0,0,42,10,43
SSC51182,..,624,624,1001,75,1073,524,15,532,548,4,552,198,0,197,49,0,49,2317,711,3032
SSC51183,..,13,13,22,0,25,10,0,10,6,0,6,0,0,0,3,0,3,45,17,56
SSC51184,..,4,4,12,0,12,3,0,3,3,0,3,0,0,0,0,0,0,23,4,24
SSC51185,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,0,7
SSC51186,..,8,8,12,0,12,3,0,3,3,0,3,0,0,0,0,0,0,14,8,25
SSC51187,..,1028,1028,889,88,975,405,21,426,381,4,385,110,3,114,25,0,25,1816,1132,2948
SSC51188,..,51,51,61,0,62,27,0,28,45,0,45,21,0,21,9,0,9,160,50,214
SSC51189,..,4,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,4,10
SSC51190,..,92,92,81,8,92,52,0,52,95,0,95,44,0,44,16,0,16,296,102,398
SSC51191,..,8,8,22,4,26,5,0,5,11,0,11,4,0,4,0,0,0,46,15,62
SSC51192,..,17,17,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,17,26
SSC51193,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51194,..,102,102,245,4,252,115,0,113,164,0,164,75,0,75,35,0,34,631,109,740
SSC51195,..,3,3,3,0,3,0,0,0,4,0,4,3,0,3,0,0,0,12,6,16
SSC51196,..,0,0,8,0,8,3,0,3,5,0,5,0,0,0,0,0,0,11,3,14
SSC51197,..,26,26,63,3,68,39,0,39,32,0,32,8,0,8,12,0,12,164,30,191
SSC51198,..,538,538,722,58,782,377,10,395,348,5,357,144,3,147,67,0,70,1665,617,2284
SSC51199,..,546,546,633,73,709,370,12,378,317,3,318,119,0,119,73,0,73,1512,633,2142
SSC51200,..,8,8,10,0,13,3,0,3,3,0,3,0,0,0,0,0,0,16,6,23
SSC51201,..,3,3,8,0,8,8,0,8,7,0,7,0,0,0,0,0,0,22,3,20
SSC51202,..,4,4,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,11,25
SSC51203,..,5,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,5,14
SSC51204,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3
SSC51205,..,14,14,16,0,16,3,0,3,3,0,3,0,0,0,0,0,0,19,14,32
SSC51206,..,0,0,5,0,5,0,0,0,0,0,0,4,0,4,3,0,3,12,0,10
SSC51207,..,199,199,456,27,485,265,11,277,235,4,241,102,0,101,30,0,35,1088,238,1327
SSC51208,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SSC51209,..,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SSC51210,..,202,202,189,30,218,105,5,110,75,0,76,37,0,37,22,0,22,431,236,669
SSC51211,..,48,48,148,3,150,49,0,51,50,0,50,16,0,16,0,0,0,267,56,319
SSC51212,..,106,106,129,7,139,36,0,36,45,0,45,22,0,22,14,0,14,246,112,363
SSC51213,..,107,107,157,11,163,73,3,72,99,0,101,43,0,43,25,0,28,386,125,513
SSC51214,..,36,36,78,7,82,26,0,26,18,0,18,8,0,8,0,0,0,130,43,172
SSC51215,..,39,39,37,3,40,12,0,12,9,0,9,7,0,7,0,0,0,65,37,104
SSC51216,..,3,3,8,0,8,0,0,0,3,0,3,3,0,3,0,0,0,12,3,15
SSC51217,..,3,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14
SSC51218,..,1808,1808,1510,356,1866,407,145,556,201,46,245,45,18,64,22,18,42,2196,2380,4571
SSC51219,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51220,..,15,15,27,5,31,6,0,6,7,0,7,3,0,3,0,0,0,47,14,61
SSC51221,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SSC51222,..,271,271,793,53,849,669,19,688,719,4,722,280,0,280,99,0,99,2551,350,2904
SSC51223,..,3,3,11,0,11,3,0,3,3,0,3,0,0,0,4,0,4,18,3,19
SSC51224,..,239,239,256,23,282,128,5,136,122,0,130,45,0,48,15,0,15,569,271,841
SSC51225,..,40,40,70,7,79,32,0,33,32,0,32,19,0,19,9,0,4,154,50,204
SSC51226,..,15,15,7,0,12,0,0,0,3,0,3,0,0,0,0,0,0,12,12,26
SSC51227,..,23,23,16,0,16,3,0,3,5,0,5,6,0,6,0,0,0,24,29,52
SSC51228,..,12,12,15,0,15,13,0,13,16,0,16,6,0,6,3,0,3,50,12,63
SSC51229,..,3,3,11,0,13,0,0,0,0,0,0,5,0,5,0,0,0,16,3,19
SSC51230,..,5,5,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12
SSC51231,..,3,3,10,0,10,3,0,3,0,0,0,3,0,3,0,0,0,21,3,24
SSC51232,..,117,117,116,4,125,35,0,39,18,0,18,18,0,15,10,0,10,200,130,327
SSC51233,..,24,24,17,0,17,15,0,15,9,0,9,7,0,7,0,0,0,58,22,80
SSC51234,..,11,11,8,0,10,3,0,5,4,0,4,0,0,0,3,0,3,15,13,31
SSC51235,..,429,429,600,29,633,261,0,261,242,0,241,104,0,104,62,0,62,1268,460,1728
SSC51236,..,47,47,102,3,107,52,0,52,48,0,53,28,0,28,6,0,6,242,53,291
SSC51237,..,5,5,7,0,7,0,0,0,0,0,0,3,0,3,0,0,0,4,5,12
SSC51238,..,9,9,18,0,21,5,0,5,3,0,3,0,0,0,4,0,4,35,7,48
SSC51239,..,4,4,7,0,7,4,0,4,0,0,0,3,0,3,0,0,0,11,4,17
SSC51240,..,12,12,12,0,14,7,0,7,3,0,3,0,0,0,4,0,4,28,12,43
SSC51241,..,8,8,3,0,9,3,0,3,0,0,0,0,0,0,14,0,14,23,5,30
SSC51242,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51243,..,33,33,23,0,28,13,3,16,14,0,14,6,0,6,0,0,0,58,36,89
SSC51244,..,26,26,26,0,28,5,0,5,3,0,3,0,0,0,0,0,0,40,22,65
SSC51245,..,28,28,58,0,58,7,0,6,15,0,15,3,0,3,3,0,3,87,34,119
SSC51246,..,15,15,19,3,23,3,0,3,10,0,10,0,0,0,3,0,3,29,17,49
SSC51247,..,189,189,252,8,259,60,3,66,55,0,58,19,0,19,9,0,9,390,204,592
SSC51248,..,306,306,431,33,460,156,12,168,206,3,211,91,0,92,35,0,35,924,352,1274
SSC51249,..,586,586,1166,77,1238,844,9,849,917,0,919,440,0,441,201,0,201,3568,676,4241
SSC51250,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51251,..,32,32,48,0,45,7,0,7,7,0,7,0,0,0,0,0,0,60,38,100
SSC51252,..,8,8,11,0,15,5,0,5,6,0,6,3,0,3,3,0,3,33,9,44
SSC51253,..,11,11,22,0,26,5,0,5,11,0,11,10,0,10,3,0,3,50,13,67
SSC51254,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51255,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC51256,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51257,..,115,115,100,3,97,27,0,27,18,0,18,9,0,9,5,0,5,150,121,272
SSC51258,..,0,0,4,0,4,8,0,8,0,0,0,4,0,4,0,0,0,15,0,17
SSC51259,..,12,12,51,0,49,11,0,11,30,0,29,6,0,6,0,0,0,98,13,115
SSC51260,..,476,476,488,87,578,350,46,403,378,12,395,172,6,179,130,13,141,1529,645,2172
SSC51261,..,3,3,7,0,7,3,0,3,8,0,8,0,0,0,0,0,0,20,7,23
SSC51262,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SSC51263,..,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC51264,..,102,102,177,7,187,67,5,66,82,0,81,35,0,35,3,0,3,357,116,474
SSC51265,..,10,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,10,17
SSC51266,..,24,24,25,0,25,5,0,5,3,0,3,0,0,0,5,0,5,45,24,66
SSC51267,..,425,425,759,64,829,556,7,564,623,0,624,274,0,274,93,0,93,2308,505,2812
SSC51268,..,20,20,28,0,24,15,0,15,6,0,6,10,0,10,0,0,0,52,21,77
SSC51269,..,187,187,190,23,207,103,3,108,71,0,71,56,0,56,24,0,24,439,215,653
SSC51270,..,53,53,78,3,79,19,0,19,21,0,21,8,0,8,0,0,0,128,57,181
SSC51271,..,198,198,320,20,338,105,0,107,107,0,107,39,0,39,19,0,19,592,220,815
SSC51272,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC51273,..,5,5,4,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,8,17
SSC51274,..,3,3,9,0,11,3,0,3,4,0,4,3,0,3,0,0,0,19,6,26
SSC51275,..,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14
SSC51276,..,495,495,488,74,565,263,17,282,226,10,238,97,8,99,54,0,54,1128,604,1730
SSC51277,..,10,10,12,0,16,3,0,3,3,0,3,3,0,3,0,0,0,22,12,34
SSC51278,..,18,18,31,0,31,11,0,11,8,0,8,4,0,4,4,0,4,61,18,74
SSC51279,..,0,0,4,0,4,3,0,3,3,0,3,3,0,3,0,0,0,18,0,16
SSC51280,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51281,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
SSC51282,..,8,8,25,0,26,15,0,15,19,0,19,9,0,9,0,0,0,66,8,76
SSC51283,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51284,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51285,..,274,274,468,25,500,256,8,266,271,0,278,116,0,120,77,0,79,1196,309,1508
SSC51286,..,6,6,11,0,13,6,0,6,4,0,4,3,0,3,0,0,0,34,4,40
SSC51287,..,385,385,535,32,563,287,18,303,453,16,469,161,3,166,63,3,65,1494,452,1949
SSC51288,..,1402,1402,1218,229,1451,513,73,590,368,30,398,144,9,149,85,8,91,2329,1748,4080
SSC51289,..,44,44,93,0,94,28,0,28,26,0,26,17,0,17,4,0,4,175,48,222
SSC51290,..,2140,2140,2106,159,2258,776,26,801,544,7,548,203,3,207,114,0,114,3739,2334,6072
SSC51291,..,3,3,7,0,7,12,0,12,3,0,3,4,0,4,3,0,3,24,3,30
SSC51292,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51293,..,14,14,18,0,16,3,0,3,3,0,3,4,0,4,0,0,0,27,17,40
SSC51294,..,54,54,37,3,41,29,0,29,32,0,32,19,0,16,35,0,35,149,59,211
SSC51295,..,50,50,48,5,54,21,0,18,15,0,15,15,0,15,7,0,7,106,58,161
SSC51296,..,25,25,84,4,89,47,0,47,52,0,52,31,0,31,15,0,15,226,34,254
SSC51297,..,366,366,838,25,866,386,0,386,428,0,428,175,0,175,80,0,80,1907,390,2295
SSC51298,..,20,20,22,0,22,11,0,11,9,0,9,5,0,5,3,0,3,55,20,77
SSC51299,..,19,19,24,0,24,11,0,11,7,0,7,7,0,7,0,0,0,45,19,68
SSC51300,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC51301,..,244,244,317,0,322,179,0,180,227,0,227,104,3,106,34,0,34,864,254,1115
SSC51302,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51303,..,16,16,10,3,12,0,3,3,3,0,3,0,0,0,0,0,0,19,22,37
SSC51304,..,0,0,10,0,10,3,0,3,6,0,6,0,0,0,0,0,0,23,0,24
SSC51305,..,7,7,14,0,13,8,0,8,14,0,14,8,0,8,3,0,3,47,4,51
SSC51306,..,0,0,3,0,3,4,0,4,4,0,4,3,0,3,0,0,0,11,0,11
SSC51307,..,0,0,9,0,9,3,0,3,4,0,4,4,0,4,0,0,0,21,0,26
SSC51308,..,691,691,1108,51,1164,419,9,428,397,0,395,150,0,150,46,0,46,2129,750,2873
SSC51309,..,11,11,13,0,16,7,0,7,12,0,12,6,0,6,4,0,4,38,15,56
SSC51310,..,183,183,283,22,302,131,3,132,168,5,174,62,0,62,15,0,15,665,217,881
SSC51311,..,141,141,246,12,260,119,6,126,108,4,117,51,0,52,13,0,13,538,171,707
SSC51312,..,64,64,148,7,159,41,3,43,61,0,61,21,0,21,6,0,6,275,78,358
SSC51313,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51314,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51315,..,14,14,14,4,15,3,0,3,0,0,0,0,0,0,0,0,0,19,15,38
SSC51316,..,0,0,14,0,14,0,0,0,6,0,6,3,0,3,0,0,0,27,0,26
SSC51317,..,55,55,129,4,135,50,0,47,62,0,62,21,0,21,16,0,16,280,58,341
SSC51318,..,10,10,17,0,17,4,0,4,3,0,3,3,0,3,0,0,0,27,10,33
SSC51319,..,2215,2215,2178,369,2544,832,133,960,633,46,676,179,11,188,42,6,45,3854,2784,6634
SSC51320,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51321,..,31,31,73,3,77,24,0,24,18,0,18,7,0,7,0,0,0,122,36,154
SSC51322,..,3,3,3,0,3,5,0,5,4,0,4,5,0,5,3,0,3,15,4,16
SSC51323,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3
SSC51324,..,8,8,9,0,12,0,0,0,6,0,6,3,0,3,0,0,0,20,6,24
SSC51325,..,14,14,15,0,16,3,0,3,0,0,0,0,0,0,0,0,0,17,12,29
SSC51326,..,305,305,825,42,865,733,7,743,1029,3,1032,441,0,441,152,0,152,3179,357,3543
SSC51327,..,7,7,25,0,24,12,0,12,16,0,12,3,0,3,0,0,0,49,10,65
SSC51328,..,127,127,302,10,317,115,0,115,131,0,131,51,0,51,31,0,31,642,139,777
SSC51329,..,542,542,823,76,897,649,12,666,623,6,628,297,0,301,204,0,204,2601,634,3233
SSC51330,..,15,15,19,0,20,7,0,7,4,0,4,3,0,3,0,0,0,26,14,36
SSC51331,..,42,42,112,3,117,26,3,31,34,0,34,14,0,14,8,0,8,193,48,239
SSC51332,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51333,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51334,..,306,306,508,38,541,233,13,243,352,0,352,131,7,133,31,0,31,1250,362,1616
SSC51335,..,464,464,476,52,532,227,20,246,294,12,300,109,0,109,20,0,20,1130,547,1676
SSC51336,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51337,..,647,647,554,36,591,192,6,196,169,3,170,72,0,73,35,0,35,1018,695,1716
SSC51338,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51339,..,9,9,10,0,10,0,0,3,3,0,3,3,0,3,0,0,0,17,11,23
SSC51340,..,111,111,196,15,208,61,0,62,55,0,55,28,0,28,12,0,12,348,129,476
SSC51341,..,118,118,255,26,278,197,5,209,167,0,172,65,0,65,37,0,37,726,151,876
SSC51342,..,53,53,95,9,102,42,0,40,38,0,44,19,0,19,18,0,18,213,71,280
SSC51343,..,157,157,340,10,354,219,0,220,281,0,281,119,0,126,47,0,47,1012,171,1181
SSC51344,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51345,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51346,..,4,4,10,0,10,0,0,0,0,0,0,3,0,3,0,0,0,15,4,20
SSC51347,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51348,..,270,270,381,25,406,205,10,216,253,0,252,132,0,132,52,0,49,1025,306,1325
SSC51349,..,439,439,911,36,943,395,11,403,555,0,555,209,0,206,48,0,48,2110,484,2593
SSC51350,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51351,..,144,144,123,22,142,54,3,56,55,0,55,25,0,25,12,0,12,267,176,442
SSC51352,..,1055,1055,1182,84,1265,436,17,450,387,3,392,159,3,161,43,0,43,2208,1156,3365
SSC51353,..,4,4,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,5,4,7
SSC51354,..,110,110,109,12,120,57,3,59,37,0,39,18,0,18,9,0,9,231,129,358
SSC51355,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC51356,..,4,4,7,0,7,6,0,6,0,0,0,0,0,0,0,0,0,13,4,16
SSC51357,..,392,392,418,61,484,161,24,177,146,5,147,51,0,54,7,0,7,784,478,1262
SSC51358,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
