SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC51359,..,8,8,19,3,20,3,0,3,8,0,8,0,0,0,0,0,0,28,15,39
SSC51360,..,243,243,405,34,436,198,7,204,229,0,226,74,0,75,21,0,21,928,282,1208
SSC51361,..,612,612,758,83,840,473,15,493,455,6,464,233,0,236,150,0,150,2071,714,2785
SSC51362,..,374,374,462,51,516,234,9,243,232,3,237,127,0,127,89,0,89,1146,443,1586
SSC51363,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC51364,..,8,8,13,0,16,7,0,7,3,0,3,3,0,3,0,0,0,24,8,29
SSC51365,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51366,..,466,466,635,60,696,372,16,384,354,3,355,114,0,113,73,3,74,1546,552,2098
SSC51367,..,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12
SSC51368,..,5,5,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,7,5,15
SSC51369,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,11
SSC51370,..,1693,1693,1677,216,1897,616,73,688,530,29,559,152,12,157,39,0,39,3022,2013,5032
SSC51371,..,11,11,12,3,19,5,0,5,12,0,12,9,0,9,7,0,7,46,9,63
SSC51372,..,0,0,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,20,0,17
SSC51373,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC51374,..,3,3,9,0,12,5,0,5,4,0,4,5,0,5,0,0,0,24,3,23
SSC51375,..,7,7,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,12,7,19
SSC51376,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
SSC51377,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SSC51378,..,5,5,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,9,5,9
SSC51379,..,216,216,545,16,563,165,4,170,138,0,138,52,0,52,25,0,25,928,234,1167
SSC51380,..,7,7,17,0,17,3,0,3,3,0,3,0,0,0,0,0,0,20,7,27
SSC51381,..,3,3,11,0,11,3,0,3,3,0,3,5,0,5,0,0,0,22,3,25
SSC51382,..,96,96,100,3,106,29,0,29,26,0,26,9,0,9,3,0,3,174,99,273
SSC51383,..,335,335,706,51,754,623,6,628,823,3,827,373,3,373,176,0,180,2707,397,3104
SSC51384,..,236,236,229,22,253,101,0,101,92,0,92,36,0,36,40,0,40,495,260,755
SSC51385,..,1023,1023,1274,120,1397,614,22,636,496,0,494,197,3,200,81,0,81,2667,1167,3838
SSC51386,..,493,493,449,20,472,157,9,161,125,4,127,74,0,74,28,0,28,838,528,1360
SSC51387,..,13,13,13,3,13,3,0,3,4,0,4,0,0,0,0,0,0,20,15,34
SSC51388,..,18,18,30,3,30,10,0,10,13,0,13,5,0,5,4,0,4,63,15,80
SSC51389,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SSC51390,..,32,32,56,0,56,42,0,46,46,0,46,37,0,37,60,0,60,247,29,278
SSC51391,..,500,500,466,87,556,247,52,301,214,32,252,96,15,115,33,5,45,1063,699,1760
SSC51392,..,10,10,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,16,10,20
SSC51393,..,13,13,42,0,42,25,0,25,44,0,44,11,0,11,12,0,12,134,13,143
SSC51394,..,582,582,1071,55,1123,567,18,587,719,7,732,251,3,258,69,0,70,2688,667,3350
SSC51395,..,6,6,15,0,15,6,0,6,16,0,16,4,0,4,0,0,0,36,6,45
SSC51396,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51397,..,111,111,297,8,311,135,3,141,167,0,166,58,0,58,31,0,31,685,119,812
SSC51398,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51399,..,36,36,111,4,120,74,0,73,104,3,101,40,0,40,21,0,21,344,42,382
SSC51400,..,17,17,102,0,98,28,0,28,46,0,46,23,0,23,10,0,10,204,20,225
SSC51401,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC51402,..,322,322,300,23,323,206,3,214,209,4,209,79,0,79,43,0,43,834,354,1195
SSC51403,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51404,..,15,15,16,0,16,9,0,9,7,0,7,9,0,9,13,0,13,55,15,63
SSC51405,..,1393,1393,1243,162,1408,471,49,517,363,24,386,121,8,125,31,3,32,2224,1639,3859
SSC51406,..,573,573,918,75,993,614,20,637,744,6,754,271,0,268,117,0,117,2663,683,3342
SSC51407,..,4,4,8,0,5,3,0,3,9,0,9,4,0,4,3,0,3,16,4,27
SSC51408,..,112,112,213,16,231,86,0,92,76,0,76,27,0,27,13,0,13,416,125,545
SSC51409,..,789,789,1011,67,1078,466,19,482,399,6,407,182,0,182,87,0,87,2146,876,3020
SSC51410,..,251,251,418,17,434,195,12,200,268,5,270,129,0,129,23,0,23,1033,279,1312
SSC51411,..,8,8,7,0,7,4,0,4,5,0,5,3,0,3,3,0,3,22,8,31
SSC51412,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51413,..,11,11,26,0,26,3,0,3,4,0,4,0,0,0,0,0,0,36,11,42
SSC51414,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC51415,..,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,6,0,6
SSC51416,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51417,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51418,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51419,..,31,31,35,0,37,10,0,10,17,0,17,11,0,11,15,0,15,82,32,110
SSC51420,..,32,32,15,5,23,5,0,6,6,0,6,0,0,0,4,0,4,37,36,74
SSC51421,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51422,..,14,14,20,0,20,4,0,4,7,0,7,9,0,9,13,0,13,47,14,59
SSC51423,..,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8
SSC51424,..,340,340,713,31,737,568,14,581,810,6,816,313,0,313,134,0,134,2535,390,2924
SSC51425,..,110,110,196,8,202,73,0,71,62,0,69,27,0,27,7,0,7,370,120,489
SSC51426,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9
SSC51427,..,4,4,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,9,4,14
SSC51428,..,10,10,14,0,14,9,0,9,5,0,5,3,0,3,3,0,3,28,10,29
SSC51429,..,10,10,3,0,3,5,0,5,5,0,5,13,0,13,16,0,16,45,10,50
SSC51430,..,0,0,5,0,5,0,0,0,3,0,3,3,0,3,0,0,0,15,0,15
SSC51431,..,20,20,49,0,51,6,0,6,8,0,8,5,0,5,0,0,0,68,17,89
SSC51432,..,3,3,8,0,8,7,0,7,3,0,3,3,0,3,0,0,0,14,3,18
SSC51433,..,3,3,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,10,3,12
SSC51434,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51435,..,180,180,520,12,538,247,3,252,376,0,375,155,0,155,68,0,68,1364,196,1557
SSC51436,..,6,6,8,0,8,4,0,4,9,0,9,0,0,0,0,0,0,21,6,30
SSC51437,..,1535,1535,2455,173,2627,1421,47,1470,1335,20,1355,630,3,636,384,8,392,6232,1786,8014
SSC51438,..,55,55,53,0,57,11,0,11,15,0,15,8,0,8,5,0,5,93,57,149
SSC51439,..,4,4,11,0,11,3,0,3,3,0,3,0,0,0,0,0,0,22,4,26
SSC51440,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51441,..,5,5,6,0,5,0,0,0,3,0,3,0,0,0,0,0,0,9,10,16
SSC51442,..,8,8,12,0,12,3,0,3,6,0,6,0,0,0,0,0,0,23,8,28
SSC51443,..,202,202,230,12,238,120,4,125,211,0,211,79,0,79,36,0,36,682,213,892
SSC51444,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
SSC51445,..,188,188,232,7,240,68,3,65,47,0,47,20,0,20,12,0,12,382,203,581
SSC51446,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4
SSC51447,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51448,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC51449,..,15,15,56,3,53,18,0,18,21,0,20,7,0,7,3,0,3,99,20,114
SSC51450,..,8,8,8,0,8,4,0,4,0,0,0,0,0,0,0,0,0,19,8,23
SSC51451,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC51452,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51453,..,25,25,20,0,19,0,0,0,3,0,3,3,0,3,4,0,4,27,24,55
SSC51454,..,10,10,17,0,17,3,0,3,4,0,4,5,0,5,0,0,0,24,10,38
SSC51455,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51456,..,192,192,312,23,335,143,7,147,220,3,225,73,0,75,15,0,15,762,222,990
SSC51457,..,6,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6
SSC51458,..,1306,1306,932,143,1076,389,35,421,270,7,280,80,4,82,33,0,38,1709,1501,3209
SSC51459,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51460,..,4,4,11,0,11,4,0,4,0,0,0,0,0,0,3,0,3,20,4,24
SSC51461,..,228,228,331,17,349,166,4,168,171,0,170,80,0,80,32,0,28,777,254,1027
SSC51462,..,0,0,7,0,7,0,0,0,0,0,0,6,0,6,0,0,0,12,0,18
SSC51463,..,0,0,4,0,4,0,0,0,5,0,5,0,0,0,0,0,0,12,0,12
SSC51464,..,17,17,37,3,38,12,0,12,18,0,21,11,0,11,5,0,3,76,19,100
SSC51465,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51466,..,8,8,29,0,29,6,0,6,12,0,12,3,0,3,0,0,0,53,8,59
SSC51467,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51468,..,50,50,82,3,83,23,0,23,26,0,26,16,0,16,10,0,10,151,55,207
SSC51469,..,3,3,9,0,9,6,0,6,3,0,3,0,0,0,0,0,0,14,3,20
SSC51470,..,16,16,15,0,15,3,0,3,12,0,12,3,0,3,0,0,0,28,16,48
SSC51471,..,199,199,256,20,277,113,3,117,134,0,137,54,3,54,15,0,15,572,226,802
SSC51472,..,102,102,129,11,139,87,9,92,60,0,60,40,0,40,24,0,24,332,122,450
SSC51473,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51474,..,7,7,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,13,7,15
SSC51475,..,85,85,230,14,247,161,3,158,154,0,155,76,0,76,35,0,35,659,109,763
SSC51476,..,1185,1185,1175,222,1399,521,91,608,327,35,365,91,12,107,41,5,40,2153,1547,3701
SSC51477,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51478,..,65,65,76,12,89,48,0,47,46,0,46,19,0,19,14,0,14,211,75,286
SSC51479,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51480,..,106,106,133,10,142,65,3,63,63,0,63,21,0,21,10,0,10,278,115,396
SSC51481,..,3,3,16,0,19,3,0,3,3,0,3,3,0,3,0,0,0,26,4,30
SSC51482,..,0,0,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,10,0,10
SSC51483,..,3,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,10,3,16
SSC51484,..,4,4,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,13,4,11
SSC51485,..,0,0,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,14,0,11
SSC51486,..,161,161,275,23,299,137,4,136,138,0,138,59,0,59,28,0,28,641,181,821
SSC51487,..,216,216,247,13,257,48,0,45,48,0,48,26,0,26,15,0,15,378,232,610
SSC51488,..,815,815,1318,97,1416,752,8,764,737,3,742,333,0,333,161,0,161,3300,929,4232
SSC51489,..,5,5,7,0,6,0,0,0,3,0,3,0,0,0,0,0,0,13,5,18
SSC51490,..,3,3,3,0,3,5,0,5,3,0,3,0,0,0,0,0,0,13,3,16
SSC51491,..,22,22,37,0,32,16,0,16,13,0,13,3,0,3,3,0,3,74,22,92
SSC51492,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51493,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51494,..,51,51,130,8,137,52,0,52,55,0,55,27,0,27,8,0,8,267,55,323
SSC51495,..,0,0,6,0,6,4,0,4,3,0,3,0,0,0,0,0,0,11,0,14
SSC51496,..,69,69,81,3,86,9,0,9,15,0,15,8,0,8,3,0,3,113,74,185
SSC51497,..,5,5,10,0,10,3,0,3,3,0,3,3,0,3,0,0,0,19,5,23
SSC51498,..,0,0,5,0,9,3,0,3,3,0,3,0,0,0,0,0,0,13,3,19
SSC51499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51500,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,9,0,9
SSC51501,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SSC51502,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
SSC51503,..,21,21,49,0,54,17,0,17,12,0,12,0,0,0,8,0,8,86,26,111
SSC51504,..,127,127,374,19,390,192,4,195,164,3,170,69,0,69,27,0,27,827,145,980
SSC51505,..,3,3,14,0,13,4,0,3,0,0,0,0,0,0,0,0,0,16,3,22
SSC51506,..,172,172,384,26,410,228,11,236,294,3,295,135,0,135,56,0,56,1097,211,1307
SSC51507,..,9,9,24,0,24,3,0,3,12,0,12,0,0,0,0,0,0,38,9,49
SSC51508,..,9,9,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15
SSC51509,..,15,15,15,0,15,5,0,5,12,0,12,0,0,0,0,0,0,35,15,49
SSC51510,..,239,239,530,29,563,173,7,182,208,0,203,65,3,66,30,0,30,1012,273,1281
SSC51511,..,997,997,1441,112,1551,714,15,731,651,12,661,273,3,275,139,4,146,3223,1136,4363
SSC51512,..,4,4,9,0,9,0,0,0,0,0,0,3,0,3,0,0,0,8,4,12
SSC51513,..,8,8,21,0,21,6,0,6,12,0,12,3,0,3,0,0,0,43,8,47
SSC51514,..,27,27,21,0,22,24,0,24,9,0,9,19,0,19,38,0,38,103,28,131
SSC51515,..,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC51516,..,6,6,8,0,8,4,0,4,3,0,3,0,0,0,0,0,0,10,6,17
SSC51517,..,20,20,11,0,11,8,0,8,17,0,17,10,0,10,20,0,20,66,20,81
SSC51518,..,757,757,1208,99,1307,635,9,643,592,4,597,257,0,257,139,0,139,2838,871,3711
SSC51519,..,5,5,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,15,5,17
SSC51520,..,286,286,363,17,386,159,0,160,123,0,123,64,0,64,30,0,30,749,309,1054
SSC51521,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4
SSC51522,..,4,4,15,0,15,5,0,5,0,0,0,0,0,0,0,0,0,21,4,28
SSC51523,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5
SSC51524,..,37,37,77,3,83,33,0,33,49,0,49,22,0,22,8,0,8,182,38,222
SSC51525,..,282,282,492,24,519,234,12,244,212,6,217,82,3,83,29,0,33,1048,326,1373
SSC51526,..,5,5,12,0,17,0,0,0,7,0,7,0,0,0,0,0,0,23,7,29
SSC51527,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13
SSC51528,..,89,89,255,13,272,124,16,146,129,7,144,51,4,58,31,10,38,596,136,734
SSC51529,..,15,15,23,0,24,3,0,3,9,0,9,7,0,7,3,0,3,42,18,63
SSC51530,..,126,126,177,16,196,61,0,63,77,0,77,36,0,36,7,0,7,351,147,495
SSC51531,..,18,18,17,0,17,8,0,8,7,0,7,6,0,6,3,0,3,49,18,64
SSC51532,..,3,3,4,0,4,5,0,5,4,0,4,0,0,0,0,0,0,9,3,13
SSC51533,..,197,197,432,34,460,357,5,369,446,3,448,189,0,189,120,0,120,1548,244,1788
SSC51534,..,33,33,61,6,61,28,0,31,16,0,16,11,0,11,10,0,10,123,40,160
SSC51535,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC51536,..,13,13,12,0,11,10,0,10,11,0,11,3,0,3,3,0,3,33,12,47
SSC51537,..,5,5,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,18
SSC51538,..,4,4,19,0,21,3,0,5,5,0,5,5,0,5,0,0,0,29,5,42
SSC51539,..,23,23,17,3,20,7,0,7,3,0,3,0,0,0,0,0,0,28,25,55
SSC51540,..,3,3,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,8,3,12
SSC51541,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51542,..,394,394,932,71,1003,629,12,645,567,7,577,230,0,228,121,0,125,2481,488,2966
SSC51543,..,8,8,7,0,7,4,0,3,3,0,3,0,0,0,3,0,3,18,9,25
SSC51544,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC51545,..,4,4,21,0,21,8,0,8,3,0,3,0,0,0,3,0,3,36,4,35
SSC51546,..,7,7,12,0,12,3,0,3,4,0,4,0,0,0,0,0,0,24,7,26
SSC51547,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51548,..,1369,1369,1162,147,1305,614,40,654,702,8,710,275,3,278,49,0,49,2802,1568,4371
SSC51549,..,430,430,671,38,708,341,10,353,488,6,495,161,0,158,36,0,36,1698,490,2193
SSC51550,..,3,3,5,0,11,6,0,6,5,0,5,0,0,0,0,0,0,13,3,19
SSC51551,..,91,91,179,6,189,78,0,78,82,0,82,44,0,44,9,0,9,390,102,495
SSC51552,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC51553,..,975,975,1177,71,1248,419,12,432,407,0,407,179,0,179,73,0,72,2252,1058,3307
SSC51554,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51555,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,7,0,8
SSC51556,..,16,16,19,0,19,4,0,4,9,0,9,3,0,3,3,0,3,41,17,58
SSC51557,..,156,156,83,5,95,16,0,17,11,0,11,3,0,3,3,0,3,117,164,277
SSC51558,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8
SSC51559,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,10
SSC51560,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
SSC51561,..,105,105,124,16,131,80,3,85,90,4,90,43,0,43,27,0,27,355,123,476
SSC51562,..,467,467,515,76,590,196,34,232,202,12,210,64,3,70,8,0,8,987,593,1583
SSC51563,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51564,..,1122,1122,870,184,1054,203,51,255,87,20,110,16,3,22,9,0,14,1190,1385,2575
SSC51565,..,11,11,16,0,16,3,0,3,3,0,3,0,0,0,3,0,3,27,11,37
SSC51566,..,5,5,40,0,39,17,0,17,26,0,26,16,0,16,9,0,9,108,7,121
SSC51567,..,5,5,8,0,8,0,0,0,0,0,0,3,0,3,3,0,3,13,5,23
SSC51568,..,7,7,8,0,8,3,0,3,6,0,6,0,0,0,3,0,3,22,6,25
SSC51569,..,62,62,53,0,59,29,0,29,35,0,35,9,0,9,3,0,3,130,58,185
SSC51570,..,48,48,87,3,92,24,0,24,13,0,13,3,0,3,8,0,8,132,50,181
SSC51571,..,10,10,12,0,12,4,0,4,3,0,3,0,0,0,0,0,0,28,10,31
SSC51572,..,723,723,708,103,810,379,23,402,276,9,280,111,4,116,67,3,72,1539,864,2405
SSC51573,..,19,19,25,0,25,3,0,3,3,0,3,0,0,0,3,0,3,38,19,54
SSC51574,..,6,6,6,0,6,0,0,0,5,0,5,0,0,0,0,0,0,5,6,14
SSC51575,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51576,..,10,10,36,3,43,12,0,15,28,0,28,8,0,8,4,0,4,90,9,102
SSC51577,..,364,364,327,30,355,172,12,184,175,9,185,49,0,49,7,0,7,736,423,1155
SSC51578,..,18,18,49,0,49,22,0,22,34,0,34,13,0,13,3,0,3,123,18,140
SSC51579,..,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC51580,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51581,..,0,0,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,11,0,13
SSC51582,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51583,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51584,..,50,50,57,7,64,18,0,18,14,0,14,8,0,8,6,0,6,102,54,155
SSC51585,..,119,119,181,5,188,112,0,108,152,0,152,73,0,73,26,0,26,550,127,679
SSC51586,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5
SSC51587,..,5,5,7,0,7,4,0,4,0,0,0,0,0,0,0,0,0,14,5,15
SSC51588,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51589,..,7,7,6,0,6,0,0,0,0,0,0,4,0,4,0,0,0,15,7,23
SSC51590,..,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4
SSC51591,..,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC51592,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14
SSC51593,..,595,595,521,45,566,267,22,287,293,7,295,85,0,90,44,0,49,1211,665,1873
SSC51594,..,4,4,3,0,3,9,0,9,4,0,4,4,0,4,9,0,9,33,4,33
SSC51595,..,834,834,1513,72,1580,1062,30,1090,1514,10,1530,581,9,591,244,5,242,4912,960,5872
SSC51596,..,9,9,23,0,25,6,0,6,6,0,6,5,0,5,0,0,0,39,11,47
SSC51597,..,79,79,135,9,141,44,3,44,39,0,39,29,0,29,7,0,7,256,84,341
SSC51598,..,27,27,24,5,25,4,0,9,4,0,7,0,0,0,0,0,0,36,34,63
SSC51599,..,39,39,65,0,65,19,0,19,27,0,27,29,0,29,14,0,14,147,39,187
SSC51600,..,589,589,616,97,709,286,76,360,300,45,343,136,38,171,73,13,89,1416,851,2270
SSC51601,..,29,29,24,0,28,4,0,4,10,0,14,7,0,7,14,0,14,61,32,95
SSC51602,..,16,16,10,0,14,9,0,9,10,0,10,3,0,3,3,0,3,35,14,53
SSC51603,..,3,3,13,0,13,8,0,8,14,0,14,0,0,0,0,0,0,36,3,42
SSC51604,..,6,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15
SSC51605,..,12,12,22,0,21,10,0,10,9,0,9,4,0,4,3,0,3,46,17,59
SSC51606,..,185,185,596,16,609,363,8,374,446,3,453,188,5,198,79,0,83,1678,222,1900
SSC51607,..,18,18,36,0,41,17,0,17,10,0,10,10,0,10,0,0,0,76,23,95
SSC51608,..,457,457,363,36,400,168,6,170,112,0,112,47,0,47,34,0,34,721,501,1224
SSC51609,..,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SSC51610,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC51611,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC51612,..,20,20,24,3,31,10,0,10,12,0,12,9,0,9,3,0,3,62,22,77
SSC51613,..,0,0,3,0,3,4,0,4,0,0,0,0,0,0,5,0,5,13,0,15
SSC51614,..,3,3,4,0,4,5,0,5,3,0,3,0,0,0,0,0,0,14,3,12
SSC51615,..,122,122,119,14,136,41,0,39,50,0,50,15,0,15,10,0,10,238,138,373
SSC51616,..,3,3,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,10,3,8
SSC51617,..,11,11,31,0,31,3,0,3,3,0,3,4,0,4,0,0,0,42,13,53
SSC51618,..,243,243,233,18,255,65,5,67,73,0,73,25,0,25,15,0,15,404,267,671
SSC51619,..,24,24,29,3,28,9,0,9,5,0,5,3,0,3,0,0,0,42,29,69
SSC51620,..,134,134,149,12,166,68,0,70,61,0,62,18,0,18,3,0,3,302,157,457
SSC51621,..,438,438,465,24,491,186,4,195,275,4,276,124,0,124,47,0,47,1100,471,1568
SSC51622,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51623,..,38,38,85,4,92,26,3,34,26,0,28,21,0,21,9,0,9,169,46,216
SSC51624,..,443,443,939,16,955,600,5,603,780,4,788,287,0,282,72,0,72,2674,468,3144
SSC51625,..,7,7,9,0,7,4,0,4,4,0,4,3,0,3,0,0,0,23,8,28
SSC51626,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51627,..,0,0,10,0,10,0,0,0,0,0,0,3,0,3,0,0,0,10,0,14
SSC51628,..,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SSC51629,..,57,57,85,0,92,55,0,55,46,0,46,18,0,18,5,0,5,212,54,268
SSC51630,..,57,57,164,5,168,70,0,70,82,0,82,45,0,45,11,0,11,373,65,443
SSC51631,..,4,4,12,0,12,0,0,0,3,0,3,0,0,0,3,0,3,16,4,25
SSC51632,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13
SSC51633,..,11,11,15,0,15,3,0,3,6,0,6,3,0,3,0,0,0,28,11,41
SSC51634,..,136,136,162,13,176,57,3,58,73,0,73,31,0,31,16,0,16,341,154,492
SSC51635,..,15,15,37,4,40,14,0,10,18,0,18,8,0,8,14,0,14,87,19,97
SSC51636,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51637,..,83,83,47,4,51,13,0,17,14,0,14,7,0,7,0,0,0,87,92,172
SSC51638,..,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12
SSC51639,..,86,86,55,13,67,39,0,39,18,0,23,14,0,14,17,0,17,149,99,253
