SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC50716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,13,0,0,0,10,3,3,0,0,11,3,0,0,0,7,0,3,0,0,3,0,0,0,0,3,3,3,0,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,11,0,0,11,3,0,0,0,3,43,26,10,0,72
SSC50717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,8,3,3,0,14
SSC50718,4,3,8,3,20,4,0,0,0,4,3,0,10,3,15,3,0,3,0,9,6,3,6,0,13,6,0,3,0,10,13,4,3,0,23,9,10,12,0,28,10,8,5,0,27,10,9,6,0,25,3,14,0,0,17,5,5,0,3,17,17,29,5,0,51,9,16,0,0,26,8,11,3,0,19,0,11,0,0,12,3,29,3,3,42,3,15,7,4,30,3,0,0,0,7,124,168,72,20,383
SSC50719,18,8,7,4,43,7,3,4,3,13,15,5,4,5,23,0,3,7,0,16,45,3,20,3,62,23,21,16,3,57,113,12,25,3,152,76,25,36,3,140,120,34,48,9,208,60,44,24,3,136,49,53,26,3,131,45,51,24,6,123,100,128,39,12,277,77,136,11,3,230,53,90,11,4,160,33,98,9,0,131,73,204,7,3,291,76,158,24,0,261,10,5,3,0,21,993,1091,332,66,2479
SSC50720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,17,4,3,0,34
SSC50722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,3,4,3,0,0,9,3,0,0,0,6,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,18,18,6,0,41
SSC50723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,12
SSC50724,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,4,0,0,3,0,9,0,0,3,0,7,6,5,12,0,21,0,3,3,0,11,0,0,5,0,9,0,9,4,0,13,3,9,0,0,16,0,3,0,0,3,3,12,6,0,15,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,12,5,0,21,0,3,3,0,8,29,53,58,5,143
SSC50725,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,4,3,4,0,8,5,3,6,0,18,8,3,0,0,7,14,11,3,0,28,10,18,3,0,33,11,16,0,0,32,14,4,3,0,27,33,37,3,0,73,8,23,0,0,33,12,4,0,0,14,0,4,0,0,4,3,20,0,0,23,13,38,3,0,56,0,0,0,0,3,145,193,37,0,376
SSC50726,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,3,0,9,0,6,0,0,6,3,3,0,0,10,3,4,0,0,12,7,12,0,0,22,0,3,0,0,7,3,6,0,0,6,0,3,0,0,7,3,8,0,0,16,3,7,0,0,12,0,0,0,0,3,45,59,9,0,112
SSC50727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,3,0,0,7,3,6,0,0,11,0,0,0,0,0,23,19,3,0,42
SSC50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,0,20
SSC50731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,21
SSC50733,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,4,0,13,4,0,0,0,3,4,3,0,0,11,3,4,0,0,6,3,0,0,0,6,0,3,0,0,8,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,7,0,0,0,0,0,33,29,6,0,69
SSC50734,7,4,4,0,17,3,0,6,0,13,7,3,10,0,17,0,0,5,0,10,26,0,5,3,38,13,4,24,0,41,65,17,19,7,107,71,11,16,4,104,62,35,33,11,135,72,31,26,0,127,49,36,14,5,112,53,46,12,0,109,102,160,35,0,299,61,135,9,4,199,56,130,8,3,194,45,128,9,0,178,119,371,6,0,497,69,145,31,3,249,13,14,7,0,26,880,1266,275,35,2459
SSC50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50736,3,0,3,0,9,4,0,5,0,9,3,0,7,0,9,0,0,8,0,6,19,6,10,3,29,7,6,13,3,30,66,12,25,0,102,23,15,3,0,44,37,32,12,0,75,40,26,16,3,80,10,35,3,4,53,27,21,0,0,45,43,39,3,0,92,34,27,0,0,58,11,15,0,0,33,7,7,0,0,16,13,17,0,3,33,28,49,20,0,99,5,3,9,0,24,381,316,140,19,847
SSC50737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,11
SSC50738,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,22
SSC50739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,6,0,6,4,0,0,0,11,3,3,6,0,10,3,6,0,0,8,0,4,3,0,13,10,11,0,0,19,7,3,0,0,10,0,3,0,0,5,0,5,0,0,5,0,0,0,0,0,3,9,3,0,20,0,0,0,0,0,37,51,22,0,107
SSC50740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,8
SSC50741,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,4,7,0,15,3,3,3,0,9,18,0,7,0,27,10,7,5,0,24,8,11,3,0,25,8,6,3,0,16,8,3,0,0,10,8,7,0,0,20,13,8,3,0,24,11,3,0,0,17,9,0,0,0,10,0,0,0,0,0,0,3,0,0,6,8,17,7,0,29,3,4,0,0,7,112,86,48,6,248
SSC50742,15,3,10,0,25,12,5,6,0,19,7,4,26,3,38,0,0,32,0,41,43,7,38,0,88,24,25,71,3,118,136,30,45,3,215,88,30,50,6,174,104,76,60,6,246,109,107,51,6,272,64,110,29,3,206,56,85,23,0,173,116,166,36,3,316,61,110,14,0,189,44,63,9,0,111,32,47,0,0,82,35,88,4,0,129,60,160,65,3,292,16,16,13,0,52,1025,1116,587,46,2781
SSC50743,4,0,0,0,4,6,0,0,0,6,0,0,0,0,3,0,0,3,0,8,8,0,0,0,11,7,0,7,0,21,28,8,3,0,38,11,3,3,0,24,14,7,3,0,26,19,6,0,0,28,12,3,0,0,12,7,6,0,0,18,12,5,0,0,25,13,13,0,0,21,0,3,0,0,4,0,3,0,0,5,3,0,0,0,5,16,13,3,0,32,0,4,3,0,6,165,80,40,3,288
SSC50744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5
SSC50745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50746,9,4,7,3,20,3,0,3,0,4,0,0,6,0,11,0,0,0,3,5,12,3,10,0,21,3,3,11,0,15,23,4,16,3,45,17,0,9,3,34,22,6,18,3,40,28,8,6,0,45,20,13,8,0,44,27,18,7,0,48,33,52,13,0,102,31,51,5,0,95,32,60,5,0,93,21,61,3,0,78,72,242,3,0,320,21,84,14,3,124,0,7,3,0,14,370,620,137,25,1155
SSC50747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,4,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,12,13,0,3,25
SSC50748,0,5,11,0,19,6,3,0,0,11,4,4,13,0,20,3,6,7,0,13,11,12,18,0,46,10,19,30,0,56,60,24,29,5,127,31,34,26,4,95,50,54,32,3,141,45,65,17,3,129,32,61,16,0,106,31,51,14,4,102,65,102,21,5,193,26,61,12,3,107,15,42,3,0,64,3,18,5,0,28,8,32,4,0,46,37,81,31,3,152,11,11,0,0,22,469,693,281,35,1467
SSC50749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50750,7,4,8,0,27,3,3,4,0,11,6,7,4,5,21,0,3,15,0,18,24,14,9,0,47,14,14,20,3,48,91,21,26,0,142,42,41,35,3,123,63,47,35,0,154,41,57,24,3,121,29,69,14,4,117,33,70,13,0,114,73,115,21,8,218,55,69,7,4,134,22,61,7,0,90,24,28,0,0,55,25,54,4,0,81,54,84,20,3,154,8,4,4,3,19,612,772,260,42,1697
SSC50751,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,7,3,3,4,0,10,0,4,0,0,5,4,0,0,0,4,4,4,0,0,10,3,0,0,0,3,0,0,0,0,0,0,8,0,0,8,0,0,0,0,4,7,3,0,0,14,0,0,0,0,0,43,29,4,3,77
SSC50752,3,0,0,0,6,0,0,3,0,3,0,0,3,0,3,0,3,3,0,8,7,4,6,0,17,5,3,6,0,17,19,3,9,0,31,13,14,8,0,37,15,15,19,0,47,6,12,9,0,27,5,13,7,0,32,19,25,6,0,50,20,41,3,0,58,8,18,4,0,35,7,13,4,0,31,3,9,0,0,11,3,23,0,0,28,5,28,9,4,42,4,0,0,3,7,152,224,94,11,488
SSC50753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,14,13,13,4,42
SSC50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,0,7,3,0,0,0,6,5,3,0,0,8,0,3,0,0,5,0,5,0,0,5,3,8,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,29,32,7,0,68
SSC50756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9
SSC50757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,3,5,0,0,0,5,3,0,0,0,3,4,0,0,0,7,0,5,0,0,4,7,4,0,0,13,3,3,0,0,9,0,0,0,0,3,0,7,0,0,7,0,7,0,0,3,0,4,0,0,4,3,6,0,0,12,3,0,0,0,5,39,38,3,0,82
SSC50758,16,8,7,0,30,7,0,0,3,11,13,3,4,0,23,3,0,14,0,12,36,12,16,3,63,21,3,21,0,56,163,3,36,0,208,115,19,33,0,163,136,43,47,0,222,121,75,49,3,248,65,97,24,4,189,80,99,33,0,217,157,277,40,8,483,117,252,24,3,400,78,187,7,3,280,61,171,6,0,235,91,296,20,3,412,110,240,44,0,398,22,9,7,0,36,1428,1801,432,35,3688
SSC50759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC50760,6,5,0,0,11,4,0,3,0,6,3,0,4,0,12,3,0,11,0,11,18,4,10,0,29,11,5,27,0,40,60,9,25,0,89,29,21,31,0,87,43,32,32,3,116,40,49,27,3,114,27,57,23,0,107,30,81,22,0,131,79,176,24,5,283,52,180,17,0,244,27,100,5,0,138,23,77,3,0,109,34,132,0,0,170,49,146,25,5,228,9,12,0,0,24,539,1091,303,16,1948
SSC50761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,3,0,0,9,4,3,0,0,6,0,3,0,0,3,0,4,0,0,7,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,21,21,7,0,50
SSC50763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8
SSC50764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8
SSC50765,0,0,3,0,3,0,0,0,0,3,0,0,3,0,3,0,0,6,0,8,3,4,3,0,13,0,0,10,0,12,18,0,6,0,21,19,7,5,0,28,8,5,8,0,21,19,9,4,0,36,6,15,0,0,17,9,11,0,0,22,19,17,0,0,38,11,6,0,0,17,3,10,0,0,14,4,0,0,0,7,6,17,0,0,26,11,22,3,0,33,6,3,0,0,8,153,122,46,3,326
SSC50766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,12,3,0,26
SSC50767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,0,0,3,0,3,0,0,0,0,5,0,0,0,0,3,3,3,3,0,5,3,0,0,0,5,0,0,0,0,5,4,0,0,0,4,4,4,0,0,15,3,4,0,0,3,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,12,0,0,0,0,0,40,38,13,0,90
SSC50768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,7
SSC50769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,11,13,0,0,26
SSC50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,18
SSC50771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
SSC50772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7
SSC50773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,9,12,0,0,18
