SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC50038,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,3,0,4,0,8,16,4,3,0,20,10,4,6,0,18,60,3,8,0,66,26,4,0,0,30,25,7,7,0,35,31,11,3,0,40,11,9,4,0,28,10,0,0,0,16,11,5,0,0,18,10,8,0,0,17,6,9,0,0,10,0,3,0,0,6,3,3,3,0,4,13,16,6,0,44,5,0,0,0,10,241,96,38,4,378
SSC50039,22,4,7,3,42,13,4,3,0,18,6,7,16,0,32,5,4,19,0,29,46,7,38,0,95,31,15,65,0,104,174,27,76,4,287,103,52,53,0,215,114,72,53,0,243,130,104,44,3,283,85,151,27,3,257,89,157,22,0,274,172,349,38,7,560,123,231,10,5,367,88,137,4,0,229,34,119,7,0,157,57,136,12,0,205,138,327,43,0,504,26,16,5,0,46,1456,1910,544,33,3945
SSC50040,17,5,7,0,29,3,0,3,0,6,7,0,12,0,15,3,0,11,0,19,22,3,15,0,42,6,13,33,0,54,52,10,27,0,92,35,25,36,0,87,62,77,38,0,176,53,101,44,6,205,55,111,29,0,198,58,130,26,3,215,176,292,45,3,510,112,216,22,4,351,73,116,5,0,196,37,101,3,0,143,46,116,7,0,163,81,202,36,8,321,4,14,8,0,26,905,1516,407,29,2855
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,10,0,0,15
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,13
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,6,0,0,0,6,3,0,0,0,3,3,0,0,0,5,0,0,0,0,3,3,3,0,0,7,3,7,0,0,6,7,3,0,0,4,0,0,0,0,0,3,3,0,0,3,5,4,0,0,8,0,0,0,0,3,35,24,3,0,58
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7
SSC50051,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,7,5,3,4,0,12,37,3,3,0,42,16,3,4,0,23,11,5,0,0,17,9,16,3,0,31,5,5,0,0,15,10,4,0,0,12,11,21,3,0,37,16,16,4,0,32,10,10,0,0,14,8,0,4,0,10,6,14,3,0,18,14,18,5,0,40,3,3,0,0,7,166,116,39,0,327
SSC50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,16,20,7,0,47
SSC50053,24,3,4,0,35,4,6,0,0,15,7,4,4,0,12,10,0,3,0,8,57,4,24,3,82,24,14,47,0,83,166,31,50,3,250,80,42,49,4,174,86,84,45,4,219,78,77,34,5,201,39,78,28,6,156,61,88,22,9,174,123,161,48,9,341,101,117,12,4,229,69,82,11,7,168,21,45,8,0,78,66,102,3,0,169,78,113,48,3,241,24,13,11,0,47,1119,1056,440,69,2684
SSC50054,40,17,44,0,110,24,6,6,5,38,8,5,28,0,38,15,5,38,0,57,62,17,61,0,147,36,29,115,5,190,247,46,108,3,409,144,76,89,8,322,183,159,116,10,466,174,266,83,5,526,145,331,55,6,538,152,342,47,3,547,425,840,74,7,1345,310,571,28,9,920,179,324,5,7,521,105,281,20,5,405,131,419,14,3,561,322,796,78,0,1198,20,26,15,0,60,2733,4558,1026,77,8389
SSC50055,24,22,16,4,64,5,5,11,0,17,6,12,23,0,43,3,6,39,0,48,38,36,51,4,131,31,51,89,7,181,149,60,64,6,280,90,103,80,4,279,108,135,85,8,332,97,135,62,13,308,73,117,45,5,242,79,97,28,6,216,160,125,38,19,334,62,69,11,8,152,37,36,3,3,77,14,15,3,0,34,9,20,3,4,38,77,127,47,9,262,24,13,28,3,67,1081,1193,721,109,3104
SSC50056,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,3,0,0,12,3,0,3,0,3,15,0,3,0,16,9,0,3,0,14,16,5,0,0,24,9,4,0,0,15,5,8,3,0,13,6,0,0,0,8,8,7,0,0,8,7,0,0,0,7,0,0,0,0,4,0,3,0,0,3,0,0,0,0,7,11,8,0,0,24,3,0,0,0,3,102,35,21,0,157
SSC50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,13,9,0,0,21
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50061,25,17,22,4,74,10,3,11,3,33,12,3,23,6,35,6,3,39,0,48,62,24,42,3,131,26,39,80,6,142,196,85,85,0,370,104,104,95,9,313,121,166,117,8,412,135,185,72,15,408,87,210,57,4,358,93,200,59,3,354,212,399,68,11,687,120,311,40,5,473,54,176,10,9,246,39,128,6,0,173,49,190,7,3,256,111,355,86,3,557,22,34,7,0,65,1489,2638,925,80,5134
SSC50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10
SSC50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,4,5,0,21
SSC50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,14
SSC50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,17
SSC50066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,0,0,0,3,6,0,0,0,6,3,0,0,0,3,4,0,0,0,3,0,3,0,0,10,5,5,0,0,9,4,8,0,0,11,0,3,0,0,0,5,4,0,0,4,0,9,0,0,7,3,7,0,0,13,0,0,0,0,3,40,35,9,3,85
SSC50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,9,0,13
SSC50068,11,0,4,0,16,3,0,0,0,3,0,0,0,0,5,0,0,3,0,3,3,3,3,0,8,4,0,3,0,3,17,0,4,0,23,14,3,7,0,23,13,6,0,0,27,18,15,9,0,42,10,19,7,0,35,19,15,0,0,32,23,40,4,3,70,15,18,0,0,40,17,31,3,0,48,9,30,0,0,42,26,57,3,0,85,27,49,3,0,85,4,0,0,0,11,226,300,50,5,590
SSC50069,10,7,10,0,21,4,3,0,0,12,0,7,7,3,17,3,3,17,0,22,14,5,25,3,48,8,11,49,3,70,28,21,51,3,106,21,38,61,0,120,34,71,63,0,162,52,154,36,4,244,48,125,34,5,207,58,111,26,4,197,161,243,32,0,440,99,148,15,4,267,43,69,4,0,117,13,44,3,0,59,20,49,0,0,74,66,164,36,0,273,10,4,9,0,24,692,1282,483,39,2494
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,3,0,0,0,0,0,5,10,3,0,20
SSC50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
SSC50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
SSC50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SSC50075,3,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,6,3,0,0,12,0,0,0,0,6,10,0,3,0,14,3,0,3,0,8,9,3,3,0,13,0,4,0,0,4,5,9,7,0,21,7,9,0,0,19,11,24,0,0,33,3,15,3,0,24,3,12,0,0,12,3,9,0,0,10,6,20,0,0,21,17,23,0,0,39,5,0,0,0,4,89,130,29,0,250
SSC50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50077,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,7,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,4,4,0,0,10,0,5,0,0,5,3,3,0,0,4,0,3,0,0,0,6,10,0,0,17,6,6,0,0,15,0,0,0,0,0,35,45,6,0,82
SSC50078,16,0,6,3,25,10,0,4,0,13,8,3,9,0,19,3,0,20,0,28,37,4,29,3,72,17,10,42,0,68,100,7,39,7,156,55,17,42,4,116,83,51,44,4,186,71,68,38,3,172,54,70,25,4,159,67,67,30,4,167,138,175,35,7,350,111,178,20,3,309,81,111,8,7,204,41,80,3,0,126,65,189,12,0,266,84,149,47,3,280,12,8,7,0,34,1054,1187,458,55,2753
SSC50079,7,3,4,0,13,4,0,0,0,6,0,4,3,0,10,0,0,0,0,6,3,4,3,0,16,7,3,5,0,17,37,9,3,0,46,24,13,6,0,43,45,22,10,0,77,24,16,12,0,59,16,25,11,0,53,18,14,6,0,42,41,60,16,0,116,43,61,13,0,114,13,41,3,0,57,14,59,3,0,78,33,124,7,0,161,21,71,8,0,109,3,0,0,0,9,357,530,133,11,1026
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,4,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,3,0,4,3,0,5,5,0,11,0,12,0,3,3,0,3,4,8,5,0,14,4,4,4,0,12,4,16,8,0,25,11,26,9,0,43,34,102,10,3,151,35,68,3,0,105,42,66,3,0,116,36,95,9,0,137,80,152,4,3,243,28,65,12,0,104,5,6,0,0,11,296,611,89,4,998
SSC50082,3,0,0,0,4,0,0,0,0,5,0,0,5,0,9,0,0,0,0,5,15,0,12,0,25,11,3,22,0,40,60,3,13,0,74,27,8,14,0,50,38,21,20,3,84,23,33,15,0,66,26,34,9,0,67,17,35,4,0,61,35,50,8,0,90,20,43,3,0,62,9,21,0,0,30,4,6,0,0,12,10,16,0,0,32,35,46,10,3,98,6,5,0,0,12,344,331,141,7,821
SSC50083,17,3,5,5,34,10,5,5,0,26,11,5,9,4,32,3,0,19,0,23,48,8,29,7,96,35,10,37,5,90,128,27,38,6,202,93,36,51,5,181,121,59,62,5,245,106,72,41,6,227,67,93,34,14,209,61,89,30,0,185,180,228,37,11,452,175,200,15,5,401,132,180,12,4,333,89,138,6,3,245,169,314,6,4,497,130,174,44,0,339,11,6,13,0,30,1581,1651,510,95,3833
SSC50084,4,0,3,0,4,0,0,0,0,3,0,0,4,0,4,0,0,3,0,8,4,3,5,0,11,3,3,6,0,9,19,0,9,0,27,9,3,3,3,20,15,10,12,3,39,13,12,10,0,32,8,14,3,0,21,6,13,3,0,25,8,19,6,0,38,7,6,3,0,22,8,6,0,0,15,7,5,0,0,11,3,9,0,0,15,13,16,13,0,39,5,0,0,0,3,132,103,78,9,330
SSC50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,4,0,0,7,3,7,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,16,29,3,0,41
SSC50086,5,3,3,0,14,3,0,3,0,12,3,4,14,0,19,4,0,15,0,16,22,6,11,0,44,6,0,27,3,32,53,3,16,0,73,28,12,20,0,61,35,18,24,3,80,45,21,18,3,90,16,35,18,3,78,24,30,3,3,62,44,60,21,3,129,43,64,13,3,115,28,59,7,3,95,23,38,0,0,64,64,111,7,0,180,45,96,20,0,161,10,3,7,0,17,512,573,237,22,1345
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,11,0,0,19
SSC50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,14
SSC50090,17,5,7,4,42,3,3,3,0,12,5,6,10,0,21,4,3,8,0,18,32,14,9,4,60,29,10,25,4,70,98,24,24,3,161,68,58,34,4,164,71,77,50,5,199,80,74,20,5,177,51,64,25,5,145,54,73,15,3,138,79,132,19,3,227,41,92,13,3,152,22,57,4,3,87,15,30,8,0,54,15,30,0,3,54,43,122,28,3,199,14,0,13,0,31,736,883,314,57,2001
SSC50091,11,5,9,0,19,0,0,4,0,4,5,3,7,0,11,0,0,4,0,4,25,4,19,0,49,7,7,18,0,28,59,10,17,0,80,21,16,30,4,68,45,35,28,3,103,25,37,32,3,95,21,33,12,0,67,26,37,12,3,80,57,95,23,9,178,45,74,13,3,132,41,46,7,3,100,37,62,7,0,101,47,119,5,0,170,48,77,25,0,144,10,4,4,0,19,515,662,267,29,1475
SSC50092,3,4,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,9,3,0,0,15,4,0,5,0,11,27,0,3,0,30,15,11,3,0,29,31,22,4,0,59,19,11,5,0,37,10,17,5,3,31,19,33,3,0,61,41,64,4,0,109,26,52,0,3,81,25,44,0,0,63,17,45,0,0,60,27,69,3,0,101,30,64,3,0,99,3,7,0,0,8,319,428,45,13,802
SSC50093,14,10,5,0,31,11,4,0,0,16,4,7,22,0,31,4,4,19,3,35,38,5,26,6,78,16,16,52,0,77,104,29,47,0,184,57,75,45,0,182,66,88,51,6,212,85,102,43,12,227,49,100,39,4,190,57,108,23,3,189,109,175,23,7,314,50,106,12,3,173,17,59,10,0,87,14,34,4,0,52,17,54,4,0,70,44,123,51,3,222,11,15,10,0,37,747,1115,484,54,2403
SSC50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,3,0,0,3,0,5,0,0,7,4,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,6,0,0,6,0,7,0,0,6,0,0,0,0,0,10,23,5,0,42
SSC50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10
SSC50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5
