SSC_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC50001,30,21,47,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,3,7,10,4,0,6,36,28,68
SSC50002,469,474,943,61,51,111,0,3,6,3,7,9,0,3,3,0,0,0,41,47,91,0,0,3,0,0,0,0,0,0,0,0,0,50,55,107,9,6,14,0,0,0,120,116,238,50,31,83,642,623,1263
SSC50003,41,39,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,10,3,9,49,46,96
SSC50004,18,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,21,15,31
SSC50005,25,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,3,5,8,3,0,3,33,22,61
SSC50006,452,487,943,32,37,67,0,0,0,0,0,3,0,5,3,0,0,0,59,66,126,0,0,0,0,0,0,0,0,0,0,0,0,66,71,134,18,19,37,4,0,3,117,131,246,62,60,118,638,675,1308
SSC50007,19,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,27,18,42
SSC50008,3279,3236,6516,54,56,105,6,9,12,8,3,18,3,3,6,0,3,3,327,324,646,0,0,0,0,0,0,0,0,3,0,0,0,349,342,686,45,54,96,4,3,9,449,451,898,218,208,430,3943,3900,7842
SSC50009,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,8,9
SSC50010,1003,1011,2015,33,42,72,0,0,0,0,0,3,0,0,0,0,0,0,100,107,203,0,0,0,0,0,0,0,0,0,0,0,0,98,107,212,20,22,35,3,0,10,152,170,326,98,90,189,1254,1273,2533
SSC50011,1644,1676,3322,88,116,208,11,16,30,3,9,14,12,15,25,0,0,3,835,919,1752,0,0,0,0,3,3,0,0,0,0,0,0,865,967,1838,69,81,149,5,3,10,1039,1165,2202,278,286,568,2961,3136,6095
SSC50012,8,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,7,19
SSC50013,266,272,537,13,16,24,0,0,0,0,0,0,0,0,0,0,0,0,13,5,21,0,0,0,0,0,0,0,0,0,0,0,0,14,13,22,0,0,0,0,0,0,23,22,51,22,22,42,308,317,624
SSC50014,62,47,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,8,67,46,112
SSC50015,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,10,3,12
SSC50016,194,191,389,24,22,43,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,0,0,0,0,0,0,26,36,58,10,10,19,229,234,470
SSC50017,30,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,33,23,59
SSC50018,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9
SSC50019,116,84,205,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,3,0,3,0,0,0,14,11,20,14,8,21,143,99,241
SSC50020,29,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,5,0,6,0,0,0,35,27,54
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,2471,2686,5161,141,125,266,11,11,19,11,11,25,6,11,13,0,3,3,325,337,664,0,0,0,0,0,0,0,0,0,0,0,0,358,368,730,80,84,164,5,7,12,583,587,1173,240,265,506,3297,3539,6840
SSC50023,26,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,4,4,7,0,0,0,32,27,54
SSC50024,1571,1727,3295,64,56,119,12,6,14,11,9,14,3,3,11,0,0,3,198,225,424,0,0,0,0,0,0,0,0,0,0,0,0,220,250,469,27,40,68,0,3,4,311,349,657,120,128,244,1996,2207,4205
SSC50025,213,232,444,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,22,12,40,0,0,0,0,0,0,0,0,0,0,0,0,22,15,39,0,0,0,0,0,0,25,26,50,26,13,39,263,271,535
SSC50026,4732,4889,9622,261,327,590,12,16,30,3,9,10,14,9,27,4,6,13,620,705,1328,0,0,0,7,7,9,0,0,3,0,0,0,660,754,1421,61,78,141,14,24,46,999,1191,2187,789,799,1590,6521,6876,13398
SSC50027,22,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,27,20,50
SSC50028,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12
SSC50029,20,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,21,42
SSC50030,42,48,88,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,10,8,7,12,53,59,112
SSC50031,919,926,1844,23,32,52,3,4,7,3,0,3,4,5,9,0,3,0,140,143,282,0,0,0,0,0,0,0,0,0,0,0,0,157,153,308,20,18,37,0,4,4,197,202,403,171,133,300,1285,1258,2549
SSC50032,970,1109,2078,20,24,47,0,0,0,9,7,21,0,3,3,0,0,0,113,128,247,0,0,0,0,7,7,0,0,0,0,0,0,128,145,275,14,24,39,3,4,6,163,195,361,91,86,182,1228,1391,2618
SSC50033,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,15
SSC50034,512,514,1026,17,15,34,0,4,6,0,0,0,0,0,0,0,0,0,57,48,112,0,0,3,0,0,0,0,0,0,0,0,0,65,60,118,5,4,8,0,0,0,85,79,165,59,43,107,660,641,1294
SSC50035,2371,2674,5041,96,91,189,0,4,6,4,7,16,0,3,4,0,0,0,231,302,530,0,0,0,0,3,4,3,3,7,0,0,0,244,323,569,24,34,58,4,3,9,373,456,827,201,207,409,2938,3339,6280
SSC50036,3546,3728,7271,159,141,297,7,7,18,11,7,21,3,10,15,6,6,14,345,378,724,0,0,0,3,3,5,0,0,0,0,0,0,383,402,786,68,73,141,4,3,5,613,619,1230,231,200,435,4391,4543,8939
SSC50037,2375,2478,4847,102,103,202,3,7,8,12,8,20,7,6,7,0,3,4,309,333,643,0,0,0,4,4,3,0,0,0,0,0,0,333,360,690,42,53,92,3,6,10,482,512,995,170,176,350,3029,3166,6189
SSC50038,543,566,1109,30,41,71,0,0,0,0,0,0,0,0,0,0,0,4,32,45,76,0,0,0,0,0,0,0,0,0,0,0,0,37,42,82,3,3,8,0,0,3,74,92,161,55,57,109,671,710,1381
SSC50039,5295,5516,10811,447,449,900,3,4,4,7,9,21,14,19,35,6,4,12,515,575,1084,3,3,6,8,10,19,0,0,0,0,0,0,558,627,1183,30,46,79,14,19,36,1059,1143,2196,663,636,1296,7013,7293,14303
SSC50040,3275,3431,6705,350,377,727,15,14,29,13,14,27,11,13,30,0,5,6,738,779,1523,3,0,3,0,4,5,0,0,0,0,0,0,785,832,1622,93,95,185,7,6,17,1236,1314,2555,345,326,672,4861,5073,9934
SSC50041,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,7,3,8
SSC50042,5,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,16
SSC50043,26,25,51,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,28,30,52
SSC50044,12,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,10,9,23
SSC50045,21,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,37
SSC50046,11,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,13,10,18
SSC50047,6,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,16
SSC50048,83,82,165,5,4,9,0,4,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,3,0,0,0,11,8,24,5,5,8,96,97,196
SSC50049,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,11
SSC50050,12,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,6,15,25,16,40
SSC50051,485,464,946,8,15,21,0,0,0,0,0,0,0,0,3,0,0,0,29,28,62,0,0,0,0,0,0,0,0,0,0,0,0,30,30,59,0,0,0,0,0,0,44,43,87,39,36,76,564,541,1113
SSC50052,66,70,132,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,4,14,9,9,22,77,87,166
SSC50053,3734,4058,7796,103,113,214,0,3,4,6,3,14,16,12,22,0,0,3,513,490,1009,0,0,3,3,0,4,0,0,0,0,0,0,547,510,1059,109,109,213,9,13,21,764,743,1504,462,499,957,4957,5300,10256
SSC50054,10750,11209,21961,814,934,1749,42,46,85,47,48,96,64,59,125,23,16,36,1684,1859,3545,8,7,10,14,18,30,4,3,8,0,0,0,1878,2061,3943,184,186,374,35,25,59,2913,3210,6121,1518,1408,2925,15177,15824,30996
SSC50055,4155,3998,8153,265,221,489,11,18,37,14,15,33,6,3,11,19,10,29,890,830,1722,0,0,0,3,11,17,0,0,3,0,0,0,952,894,1847,220,187,408,23,17,44,1458,1323,2781,762,713,1480,6380,6033,12414
SSC50056,207,232,446,10,15,25,0,0,0,0,0,0,0,0,0,0,0,0,11,13,19,0,0,0,0,0,0,0,0,0,0,0,0,11,13,19,0,0,5,0,0,0,20,31,51,20,25,46,251,287,538
SSC50057,5,10,19,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,3,3,6,3,0,3,16,14,31
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,35,34,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,3,7,38,38,77
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,8,5
SSC50061,7784,7948,15734,213,224,434,10,13,23,4,4,11,3,7,17,3,3,11,522,482,1006,0,0,0,0,0,3,0,0,4,0,0,0,553,514,1070,74,93,163,11,14,26,847,838,1687,565,501,1067,9203,9286,18483
SSC50062,9,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,15,24
SSC50063,31,22,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,4,3,0,3,38,27,66
SSC50064,13,18,33,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,7,3,10,7,0,5,21,25,45
SSC50065,12,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,3,4,9,5,3,8,23,21,52
SSC50066,113,124,233,13,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,16,19,28,17,15,38,145,153,305
SSC50067,120,43,163,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,20,7,28,0,0,0,0,0,0,0,0,0,0,0,0,29,8,37,3,0,3,0,0,0,32,9,42,13,0,13,162,51,215
SSC50068,654,621,1276,29,30,64,4,8,11,0,0,0,0,0,0,0,0,0,260,250,510,0,0,0,0,0,0,0,0,0,0,0,0,267,261,527,11,17,26,3,6,5,312,311,621,84,69,158,1048,1000,2052
SSC50069,3200,3396,6591,158,173,331,13,12,22,11,11,24,13,5,17,0,4,3,634,660,1302,0,3,3,3,4,3,3,5,4,0,0,0,676,701,1384,68,79,149,16,12,28,917,971,1890,364,299,665,4474,4668,9142
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,65,28,98,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,19,0,21,0,0,0,0,0,0,24,5,25,12,5,14,98,39,136
SSC50072,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24
SSC50073,3,7,10,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,11,13,22
SSC50074,15,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,19,11,25
SSC50075,385,361,745,0,4,9,5,0,5,0,0,0,0,0,0,0,0,0,46,45,86,0,0,0,0,0,0,0,0,0,0,0,0,45,45,92,0,0,0,4,3,6,55,55,103,30,34,64,474,444,920
SSC50076,1106,79,1185,8,3,10,29,0,29,17,0,22,80,3,83,9,0,11,154,33,186,0,0,0,0,0,0,0,0,0,0,0,0,296,33,329,11,4,15,0,0,0,314,38,356,388,33,422,1811,151,1965
SSC50077,119,111,231,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,10,10,27,0,0,0,0,0,0,0,0,0,0,0,0,12,10,25,0,0,0,0,0,0,14,19,36,11,9,22,148,141,285
SSC50078,3900,4048,7948,131,137,269,9,7,16,4,7,15,14,8,26,3,0,7,481,488,968,0,0,0,0,3,3,3,3,3,0,0,0,511,525,1033,35,50,92,13,13,22,695,726,1418,385,426,815,4987,5192,10178
SSC50079,1477,1564,3046,29,25,50,3,4,3,3,3,13,3,0,4,3,3,4,144,146,290,0,0,0,0,0,0,0,0,0,0,0,0,154,166,322,42,29,71,6,0,6,227,216,443,103,115,217,1812,1897,3705
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,1161,1093,2254,344,309,654,22,21,38,8,4,13,18,25,49,13,7,26,229,230,461,3,4,11,10,14,20,0,0,0,0,0,0,310,310,621,15,32,46,3,8,9,674,648,1323,333,304,632,2168,2043,4216
SSC50082,1092,1156,2246,27,35,67,0,0,0,0,0,0,3,4,4,4,0,3,187,187,374,0,0,0,0,0,0,0,0,0,0,0,0,188,192,384,4,5,8,3,3,7,231,242,472,110,97,203,1427,1492,2920
SSC50083,5402,5686,11087,166,164,325,7,15,21,22,24,49,11,17,26,3,0,6,713,702,1414,0,3,3,7,5,13,0,0,0,0,0,0,773,755,1530,109,101,208,43,34,80,1080,1061,2140,510,512,1022,6998,7259,14255
SSC50084,503,521,1020,42,37,77,3,5,3,3,0,6,0,0,0,0,0,0,73,63,130,0,0,0,0,3,0,0,0,0,0,0,0,84,63,150,8,3,14,0,4,4,133,109,246,75,61,138,720,693,1405
SSC50085,68,57,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,22,0,0,0,0,0,0,0,0,0,0,0,0,15,9,22,0,0,3,0,0,0,14,11,26,4,7,7,82,71,159
SSC50086,1843,1960,3801,52,53,106,8,15,22,5,14,15,6,4,8,4,0,3,229,226,453,0,3,7,3,0,7,0,5,10,0,0,0,258,264,518,49,43,85,3,5,9,359,364,723,196,209,398,2398,2528,4927
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,24,29,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,3,4,5,0,3,4,28,34,65
SSC50089,19,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,30,22,52
SSC50090,2778,2593,5373,132,107,233,4,3,3,5,4,10,5,7,8,4,4,11,497,415,917,3,3,7,3,3,8,0,0,0,0,0,0,520,435,962,109,147,257,11,5,22,777,698,1474,277,254,533,3832,3553,7382
SSC50091,2001,2116,4120,59,48,109,5,5,11,4,3,9,5,3,12,0,3,3,258,266,526,3,3,3,0,0,0,0,3,4,0,0,0,278,290,568,33,49,85,13,9,16,387,389,776,217,244,462,2607,2750,5358
SSC50092,1196,1142,2339,9,14,24,0,0,3,0,0,0,0,0,3,0,0,0,108,98,206,0,0,0,0,0,0,0,0,0,0,0,0,110,100,215,4,3,5,4,4,8,131,124,247,117,115,232,1437,1382,2822
SSC50093,3662,3647,7308,77,78,152,3,7,7,3,0,3,14,4,13,3,0,3,324,323,651,0,0,0,0,0,0,0,0,0,0,0,0,343,330,677,41,61,103,4,10,15,470,479,947,371,335,706,4500,4463,8962
SSC50094,72,62,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,5,10,3,3,10,78,72,152
SSC50095,15,13,26,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,6,4,3,12,26,18,47
SSC50096,17,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,19,31
SSC50097,52,54,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,7,4,6,0,10,13,62,63,123
SSC50098,2753,2848,5603,88,92,179,7,4,8,3,4,13,12,12,21,3,3,10,443,450,891,3,0,3,3,0,4,0,0,0,0,0,0,473,478,948,36,48,87,7,0,3,607,616,1224,252,252,502,3607,3718,7329
SSC50099,10,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,17,10,27
SSC50100,35,40,79,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,11,3,13,0,0,0,19,9,27,3,0,8,54,52,109
SSC50101,75,78,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,10,0,13,5,3,6,86,82,169
SSC50102,1563,1608,3167,32,33,61,0,7,5,3,3,3,0,0,3,0,0,0,164,180,345,0,0,0,0,0,0,0,0,0,0,0,0,168,184,357,11,17,32,5,0,8,215,240,457,131,136,265,1917,1975,3890
SSC50103,111,117,222,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,15,8,22,0,0,0,0,0,0,0,0,0,0,0,0,15,8,22,0,0,0,0,0,0,15,10,30,11,9,19,139,140,273
SSC50104,596,574,1167,21,15,37,0,0,0,0,3,3,0,0,0,0,0,0,77,91,165,0,3,3,0,0,0,0,0,0,0,0,0,80,91,173,4,4,6,0,0,3,110,114,221,64,50,115,763,734,1505
SSC50105,2316,2231,4549,108,103,208,9,8,14,6,9,19,8,3,6,3,3,7,469,400,868,0,0,0,0,3,6,0,0,0,0,0,0,494,424,920,100,110,206,16,9,22,710,647,1362,437,355,788,3469,3233,6697
SSC50106,89,84,175,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,19,0,0,0,0,0,0,0,0,0,0,0,0,16,3,18,0,0,0,4,3,8,19,11,31,18,9,25,129,105,234
SSC50107,89,84,178,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,11,16,12,27,109,105,217
SSC50108,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,20
SSC50109,61,57,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,4,4,11,13,70,63,136
SSC50110,2192,2121,4320,36,43,78,9,10,20,3,7,10,7,3,10,0,0,0,188,182,368,0,0,0,0,0,0,0,0,3,0,0,0,204,201,407,54,60,109,3,0,3,291,304,596,176,140,316,2661,2567,5232
SSC50111,2479,2656,5138,294,208,504,11,16,22,19,6,24,6,8,11,7,3,8,616,468,1082,4,3,8,6,4,6,3,3,6,0,0,0,672,509,1176,422,348,771,29,30,59,1412,1094,2510,453,613,1070,4351,4365,8712
SSC50112,542,562,1100,34,29,65,3,3,8,0,0,0,4,3,10,0,0,0,43,41,88,0,0,0,0,3,3,0,0,0,0,0,0,57,50,109,10,6,21,0,0,6,102,93,191,87,81,168,724,740,1463
SSC50113,14,9,25,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,13,8,26
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
