SSC_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SSC50001,0,0,7,10,8,20,0,20
SSC50002,4,115,220,57,26,425,10,433
SSC50003,0,3,12,5,7,31,0,35
SSC50004,0,0,4,0,9,12,0,12
SSC50005,0,7,4,3,6,17,0,17
SSC50006,35,226,216,53,21,555,23,577
SSC50007,0,5,6,8,6,20,0,20
SSC50008,83,617,1048,472,288,2513,66,2575
SSC50009,0,0,7,0,0,7,0,7
SSC50010,32,266,463,106,47,917,13,928
SSC50011,31,729,1004,234,68,2061,50,2110
SSC50012,0,0,3,0,3,4,0,4
SSC50013,3,35,87,52,32,214,10,223
SSC50014,0,3,9,12,10,41,3,40
SSC50015,0,0,0,3,0,4,0,3
SSC50016,0,18,64,33,21,140,6,144
SSC50017,0,0,6,5,3,18,0,18
SSC50018,0,0,0,0,0,3,0,3
SSC50019,0,3,24,23,29,79,0,79
SSC50020,0,0,8,6,12,17,0,17
SSC50021,0,0,0,0,0,0,0,0
SSC50022,82,809,1011,378,201,2483,54,2532
SSC50023,0,3,8,8,7,21,0,22
SSC50024,54,470,700,207,86,1520,40,1558
SSC50025,4,23,84,42,30,180,0,180
SSC50026,575,2179,1508,476,260,4995,214,5215
SSC50027,0,3,3,11,3,15,0,15
SSC50028,0,0,0,3,0,4,0,4
SSC50029,0,3,6,0,3,17,0,17
SSC50030,0,3,12,5,11,36,4,39
SSC50031,22,302,424,119,69,940,21,967
SSC50032,46,381,383,111,56,977,23,1007
SSC50033,0,0,0,0,0,0,0,0
SSC50034,56,201,184,50,30,514,17,532
SSC50035,53,633,956,340,187,2177,33,2212
SSC50036,28,657,1386,466,228,2766,42,2815
SSC50037,23,464,1059,253,87,1887,23,1914
SSC50038,22,222,237,63,22,571,35,602
SSC50039,103,1384,2212,757,314,4773,111,4884
SSC50040,48,870,1709,468,155,3250,52,3298
SSC50041,0,0,0,0,0,0,0,0
SSC50042,0,0,0,0,3,3,0,3
SSC50043,0,5,3,3,3,15,0,16
SSC50044,0,0,3,3,0,7,0,4
SSC50045,0,0,3,3,4,12,0,14
SSC50046,0,0,3,0,5,7,0,7
SSC50047,0,0,0,0,0,3,0,3
SSC50048,0,16,15,19,21,69,0,75
SSC50049,0,3,0,0,3,9,0,9
SSC50050,0,0,4,3,4,12,0,13
SSC50051,8,78,162,88,70,407,19,427
SSC50052,0,7,18,8,8,51,3,51
SSC50053,348,1621,1450,402,221,4040,143,4182
SSC50054,136,2777,4791,1390,650,9745,197,9946
SSC50055,360,1898,1565,441,164,4429,214,4646
SSC50056,6,82,86,37,19,224,10,236
SSC50057,0,5,3,0,4,11,0,11
SSC50058,0,0,0,0,0,0,0,0
SSC50059,0,8,5,10,5,28,0,28
SSC50060,0,0,0,0,0,0,0,0
SSC50061,172,1490,2388,1127,714,5892,128,6022
SSC50062,0,0,6,0,0,5,0,5
SSC50063,3,19,4,4,3,36,0,36
SSC50064,0,0,6,3,3,15,0,15
SSC50065,0,5,5,0,8,17,0,20
SSC50066,0,17,47,19,13,96,6,98
SSC50067,6,0,0,0,0,7,0,7
SSC50068,7,97,247,117,153,629,9,636
SSC50069,77,895,1404,416,143,2925,70,3001
SSC50070,0,0,0,0,0,0,0,0
SSC50071,0,3,5,8,5,18,0,25
SSC50072,0,3,0,0,3,8,0,8
SSC50073,0,0,4,3,3,4,0,9
SSC50074,0,0,4,0,3,7,0,7
SSC50075,3,28,106,63,75,271,12,280
SSC50076,0,0,0,0,0,0,0,0
SSC50077,0,3,40,22,28,94,5,95
SSC50078,300,1496,1458,457,227,3943,117,4064
SSC50079,25,331,525,228,111,1221,19,1238
SSC50080,0,0,0,0,0,0,0,0
SSC50081,22,227,552,222,103,1131,41,1174
SSC50082,32,326,466,145,61,1024,22,1050
SSC50083,384,2035,2220,589,231,5453,157,5612
SSC50084,92,241,174,41,20,574,40,612
SSC50085,0,15,24,8,15,57,0,58
SSC50086,159,716,699,207,96,1881,68,1953
SSC50087,0,0,0,0,0,0,0,0
SSC50088,0,5,3,6,8,25,0,25
SSC50089,0,0,3,4,8,11,0,11
SSC50090,113,896,978,348,210,2537,84,2622
SSC50091,100,706,808,234,108,1960,52,2016
SSC50092,3,91,321,219,215,851,9,858
SSC50093,144,949,1132,468,266,2962,106,3069
SSC50094,4,6,16,8,19,52,0,52
SSC50095,0,3,4,4,0,14,0,14
SSC50096,0,3,0,3,3,9,4,11
SSC50097,0,3,14,9,10,42,0,42
SSC50098,54,578,1169,368,207,2379,58,2440
SSC50099,0,0,0,0,5,5,0,5
SSC50100,0,3,10,12,11,35,7,43
SSC50101,0,10,31,13,11,60,6,67
SSC50102,46,435,587,230,106,1410,36,1447
SSC50103,0,18,21,20,22,81,3,88
SSC50104,38,203,208,93,39,576,20,601
SSC50105,190,909,881,271,177,2424,93,2524
SSC50106,0,29,34,4,20,89,4,92
SSC50107,0,6,19,18,18,68,3,72
SSC50108,0,0,0,0,0,7,0,8
SSC50109,0,8,13,11,11,51,0,50
SSC50110,15,260,624,322,161,1385,49,1433
SSC50111,541,1173,713,249,186,2872,190,3062
SSC50112,38,223,196,68,27,551,14,564
SSC50113,0,3,3,3,3,7,0,10
SSC50114,0,0,0,0,0,0,0,0
SSC50115,60,510,882,291,102,1847,34,1882
SSC50116,15,165,146,74,37,433,24,457
SSC50117,110,630,845,353,185,2117,63,2182
SSC50118,0,36,96,53,41,224,3,223
SSC50119,156,908,1040,316,145,2567,63,2626
SSC50120,0,3,0,0,0,0,0,4
SSC50121,3,31,26,10,11,82,3,88
SSC50122,0,0,0,0,3,3,0,4
SSC50123,11,110,178,68,32,407,21,424
SSC50124,0,0,0,0,0,0,0,0
SSC50125,0,6,5,3,4,21,3,20
SSC50126,6,80,173,91,46,399,22,419
SSC50127,0,0,0,0,0,0,0,0
SSC50128,0,0,0,0,0,0,0,0
SSC50129,6,123,192,70,37,430,22,452
SSC50130,0,4,5,7,3,20,0,25
SSC50131,0,3,13,3,4,23,0,23
SSC50132,29,195,184,61,31,498,17,515
SSC50133,0,7,4,8,9,24,3,23
SSC50134,0,9,7,6,3,21,0,21
SSC50135,0,0,0,3,3,12,0,12
SSC50136,0,6,3,9,5,21,0,21
SSC50137,20,110,164,68,41,396,15,419
SSC50138,0,0,3,0,6,12,0,12
SSC50139,0,0,4,3,3,14,0,14
SSC50140,0,19,23,13,9,57,5,67
SSC50141,0,0,5,6,0,7,0,12
SSC50142,0,8,14,27,21,67,0,70
SSC50143,0,5,11,13,12,39,0,42
SSC50144,0,0,3,0,0,3,0,3
SSC50145,0,0,18,15,3,40,0,40
SSC50146,0,8,3,0,0,16,0,12
SSC50147,0,0,0,0,0,0,0,0
SSC50148,118,639,847,238,126,1975,51,2026
SSC50149,0,0,0,0,3,6,0,6
SSC50150,0,0,0,0,0,0,0,0
SSC50151,0,12,16,12,8,54,0,54
SSC50152,0,0,3,5,6,16,0,16
SSC50153,0,0,3,0,5,9,0,9
SSC50154,0,0,0,0,0,0,0,0
SSC50155,0,5,9,9,4,21,0,26
SSC50156,0,0,8,3,3,12,0,12
SSC50157,0,4,17,11,10,34,4,36
SSC50158,0,3,13,0,8,27,0,29
SSC50159,108,537,576,240,131,1595,59,1647
SSC50160,0,6,8,3,4,17,0,17
SSC50161,7,96,138,54,33,324,13,343
SSC50162,0,24,54,40,15,141,3,144
SSC50163,0,6,10,5,3,31,0,34
SSC50164,0,7,14,9,6,28,3,32
SSC50165,0,5,6,9,11,41,0,41
SSC50166,0,0,3,3,8,16,0,14
SSC50167,0,3,9,10,3,29,0,29
SSC50168,4,57,111,41,29,243,3,246
SSC50169,7,85,177,84,62,416,19,431
SSC50170,0,3,0,4,0,7,0,8
SSC50171,0,0,0,0,7,12,0,13
SSC50172,16,104,120,55,43,340,17,358
SSC50173,11,291,624,145,49,1113,11,1123
SSC50174,0,7,9,5,8,26,0,26
SSC50175,0,3,6,3,5,16,3,23
SSC50176,0,3,7,0,3,11,0,11
SSC50177,3,40,59,31,13,144,4,145
SSC50178,70,300,282,65,42,763,27,788
SSC50179,0,0,0,0,0,0,0,0
SSC50180,44,403,449,140,76,1108,40,1150
SSC50181,0,21,97,72,55,246,3,255
SSC50182,0,3,5,5,0,14,0,11
SSC50183,46,526,585,192,73,1420,42,1463
SSC50184,0,22,83,60,41,205,3,209
SSC50185,39,114,111,28,11,308,33,337
SSC50186,0,0,0,0,3,3,0,3
SSC50187,53,309,330,136,64,880,46,929
SSC50188,0,21,27,18,18,83,4,86
SSC50189,20,91,87,33,41,271,16,283
SSC50190,187,436,379,123,65,1188,70,1256
SSC50191,0,0,16,11,13,37,0,38
SSC50192,5,14,34,12,8,78,7,86
SSC50193,0,4,15,7,17,46,4,51
SSC50194,0,0,0,0,0,0,0,0
SSC50195,0,18,24,7,8,55,4,66
SSC50196,27,90,97,45,18,275,12,285
SSC50197,14,113,149,69,50,391,18,414
SSC50198,0,0,0,6,3,7,0,7
SSC50199,0,3,3,3,3,12,0,12
SSC50200,40,206,330,174,90,842,48,890
SSC50201,106,881,1098,418,191,2685,64,2753
SSC50202,0,3,0,0,3,7,0,7
SSC50203,0,4,5,12,10,28,0,33
SSC50204,0,12,15,8,0,46,3,50
SSC50205,0,10,3,0,0,14,0,14
SSC50206,0,0,0,0,0,0,0,0
SSC50207,18,281,611,328,324,1561,56,1616
SSC50208,0,0,0,0,0,0,0,0
SSC50209,0,0,3,3,9,14,3,15
SSC50210,97,593,560,147,43,1435,51,1486
SSC50211,0,0,0,0,3,3,0,3
SSC50212,0,0,3,3,4,9,0,13
SSC50213,0,0,7,4,4,14,0,17
SSC50214,0,3,8,3,3,20,0,20
SSC50215,0,0,3,4,3,11,0,11
SSC50216,0,0,0,0,0,0,0,0
SSC50217,0,36,116,62,37,246,8,252
SSC50218,0,0,0,0,0,3,0,3
SSC50219,0,4,3,3,8,16,3,17
SSC50220,0,4,0,0,0,3,0,3
SSC50221,3,144,522,226,110,1007,22,1022
SSC50222,0,15,36,18,10,87,0,86
SSC50223,0,5,12,7,3,29,3,34
SSC50224,0,0,3,0,0,4,0,4
SSC50225,0,0,0,0,0,0,0,0
SSC50226,58,404,327,80,27,899,29,926
SSC50227,81,383,204,78,38,785,40,824
SSC50228,161,1551,1726,448,179,4074,119,4193
SSC50229,62,1042,2269,805,441,4624,91,4716
SSC50230,100,589,650,246,91,1677,92,1769
SSC50231,0,3,11,4,5,28,0,26
SSC50232,0,0,0,0,0,0,0,0
SSC50233,0,22,30,16,16,76,6,86
SSC50234,101,349,223,69,24,762,44,810
SSC50235,0,0,7,4,5,13,0,13
SSC50236,0,0,0,0,0,3,0,3
SSC50237,67,45,26,7,5,147,7,151
SSC50238,0,0,3,0,0,3,0,3
SSC50239,73,541,565,247,116,1535,48,1586
SSC50240,0,0,3,3,0,5,0,5
SSC50241,0,0,0,0,0,0,0,0
SSC50242,3,3,0,3,10,18,0,17
SSC50243,0,0,3,0,0,6,0,6
SSC50244,110,2088,4512,1821,1060,9595,158,9755
SSC50245,183,810,715,211,100,2024,87,2111
SSC50246,0,0,0,0,0,0,0,0
SSC50247,7,72,79,29,15,203,12,214
SSC50248,0,3,0,0,0,5,0,5
SSC50249,0,7,0,0,0,7,0,9
SSC50250,18,248,341,156,102,862,30,894
SSC50251,0,13,29,15,8,60,0,60
SSC50252,0,0,0,0,0,3,0,6
SSC50253,0,0,3,0,0,7,0,10
SSC50254,0,13,43,24,38,118,5,122
SSC50255,0,0,0,0,3,7,0,6
SSC50256,0,0,0,0,0,0,0,0
SSC50257,0,10,19,10,4,43,0,39
SSC50258,0,12,11,13,11,44,0,46
SSC50259,0,32,96,77,104,317,3,319
SSC50260,190,856,666,216,93,2013,91,2107
SSC50261,24,460,1136,359,195,2184,24,2208
SSC50262,203,962,906,271,94,2439,108,2554
SSC50263,0,4,16,7,8,33,0,33
SSC50264,0,32,79,45,47,198,3,200
SSC50265,3,42,63,23,25,155,8,162
SSC50266,10,29,22,6,8,71,0,71
SSC50267,0,0,0,0,0,0,0,0
SSC50268,27,416,1040,398,264,2147,38,2187
SSC50269,0,0,3,8,9,19,0,19
SSC50270,0,0,3,3,6,17,0,17
SSC50271,0,3,18,5,11,38,0,38
SSC50272,39,371,608,209,99,1320,61,1379
SSC50273,3,25,54,68,86,234,6,245
SSC50274,0,0,3,3,0,9,0,9
SSC50275,0,12,22,13,16,65,4,68
SSC50276,33,438,848,273,130,1721,42,1760
SSC50277,31,170,69,17,5,297,23,318
SSC50278,5,54,79,37,15,193,12,206
SSC50279,3,14,24,12,15,64,0,65
SSC50280,22,101,170,54,51,401,7,402
SSC50281,0,0,0,0,3,5,0,5
SSC50282,0,0,3,3,7,17,0,17
SSC50283,0,8,22,5,12,45,0,45
SSC50284,0,9,13,5,12,40,0,36
SSC50285,0,3,4,4,9,16,0,20
SSC50286,0,4,6,5,12,20,0,20
SSC50287,0,3,0,0,0,8,0,8
SSC50288,0,0,0,0,0,3,0,3
SSC50289,14,104,228,129,136,615,17,628
SSC50290,4,56,104,72,62,298,15,310
SSC50291,0,5,5,3,5,17,0,17
SSC50292,23,371,537,164,74,1163,26,1185
SSC50293,78,449,984,391,259,2165,55,2221
SSC50294,0,26,53,26,18,129,0,129
SSC50295,212,1333,1159,308,142,3148,83,3230
SSC50296,170,1576,1806,546,245,4341,114,4457
SSC50297,0,0,0,0,3,5,0,5
SSC50298,0,7,0,0,0,6,0,6
SSC50299,0,0,0,0,0,0,0,0
SSC50300,208,997,995,298,187,2685,173,2856
SSC50301,0,0,3,6,6,16,0,17
SSC50302,0,0,0,0,0,0,0,0
SSC50303,52,302,154,23,16,557,10,569
SSC50304,0,0,0,0,0,0,0,0
SSC50305,0,0,7,3,9,22,0,22
SSC50306,0,3,7,6,6,31,0,32
SSC50307,0,0,4,0,3,7,0,11
SSC50308,3,108,208,60,30,411,7,420
SSC50309,167,854,1006,421,272,2717,113,2831
SSC50310,0,0,10,10,3,19,0,20
SSC50311,3,66,112,36,17,235,6,240
SSC50312,0,22,28,19,9,78,0,84
SSC50313,0,0,11,0,3,13,0,15
SSC50314,0,3,4,4,0,11,0,11
SSC50315,390,2689,2222,495,204,5995,139,6137
SSC50316,0,14,44,12,12,81,0,83
SSC50317,22,292,531,247,139,1232,22,1254
SSC50318,0,0,0,3,5,10,0,10
SSC50319,113,602,469,169,90,1445,74,1524
SSC50320,37,411,663,269,193,1566,48,1615
SSC50321,0,34,65,37,40,174,7,182
SSC50322,0,0,0,0,0,0,0,3
SSC50323,188,884,709,227,98,2100,102,2204
SSC50324,20,127,226,95,67,534,14,541
SSC50325,0,0,0,0,0,4,0,4
SSC50326,27,95,100,40,30,293,25,320
SSC50327,0,0,0,0,0,0,0,0
SSC50328,148,907,854,304,147,2363,108,2465
SSC50329,3,24,44,33,28,130,0,137
SSC50330,0,7,17,5,13,44,0,44
SSC50331,0,0,7,7,7,20,3,28
SSC50332,0,11,16,8,11,42,3,45
SSC50333,4,49,110,48,35,252,8,262
SSC50334,3,19,28,20,11,74,5,81
SSC50335,0,0,0,0,0,0,0,0
SSC50336,0,0,8,0,6,12,0,12
SSC50337,9,17,11,0,0,33,0,40
SSC50338,0,0,0,0,0,0,0,0
SSC50339,24,113,99,43,31,314,13,323
SSC50340,7,6,4,0,0,25,0,25
SSC50341,0,0,0,0,0,0,0,0
SSC50342,82,882,1154,389,153,2658,59,2718
SSC50343,0,5,6,4,0,19,0,19
SSC50344,0,0,0,3,3,11,0,11
SSC50345,0,0,6,0,6,15,0,15
SSC50346,6,143,276,109,48,579,17,602
SSC50347,0,0,0,0,3,8,0,8
SSC50348,0,0,3,0,8,10,0,10
SSC50349,72,747,954,313,128,2211,46,2254
SSC50350,0,5,8,0,8,23,0,23
SSC50351,11,47,60,32,29,173,5,181
SSC50352,213,525,266,48,14,1070,34,1103
SSC50353,0,3,29,17,14,65,0,65
SSC50354,0,8,30,26,15,71,7,71
SSC50355,0,17,18,8,4,47,4,50
SSC50356,0,41,71,27,25,160,6,168
SSC50357,0,3,4,0,4,7,0,7
SSC50358,3,23,19,6,0,61,3,64
SSC50359,0,0,3,3,3,10,0,8
SSC50360,0,0,0,0,0,0,0,0
SSC50361,0,3,3,5,0,13,0,15
SSC50362,0,0,0,0,0,0,0,5
SSC50363,14,94,121,36,40,306,13,318
SSC50364,0,3,6,4,5,17,0,17
SSC50365,0,0,0,3,3,9,0,9
SSC50366,56,624,985,376,219,2271,32,2303
SSC50367,0,5,23,16,10,55,0,51
SSC50368,0,0,3,0,3,7,0,10
SSC50369,0,0,0,0,0,0,0,0
SSC50370,31,245,207,64,21,565,11,577
SSC50371,3,10,23,22,20,79,4,78
SSC50372,0,5,7,10,0,17,0,17
SSC50373,16,223,657,262,165,1325,25,1353
SSC50374,9,72,128,38,28,268,14,282
SSC50375,64,771,1325,425,188,2781,51,2831
SSC50376,0,7,12,4,12,42,0,39
SSC50377,3,50,150,71,48,324,10,330
SSC50378,0,0,0,0,0,0,0,0
SSC50379,121,89,27,13,3,256,45,297
SSC50380,0,0,3,0,0,3,0,3
SSC50381,0,26,55,32,16,126,7,129
SSC50382,0,0,4,3,0,12,4,14
SSC50383,16,389,1031,392,174,2002,31,2035
SSC50384,0,0,0,3,3,9,0,9
SSC50385,3,44,79,33,20,181,4,182
SSC50386,0,32,70,57,53,218,3,216
SSC50387,3,40,68,26,24,157,11,165
SSC50388,0,49,130,105,99,376,9,384
SSC50389,11,268,584,253,145,1261,21,1283
SSC50390,0,6,6,4,0,16,0,16
SSC50391,0,0,0,0,0,4,0,3
SSC50392,0,0,0,0,4,15,0,15
SSC50393,0,0,3,3,3,6,0,6
SSC50394,0,0,3,0,0,5,0,5
SSC50395,24,616,920,299,128,1980,45,2032
SSC50396,18,259,472,118,50,922,24,949
SSC50397,0,7,0,0,0,9,4,7
SSC50398,4,32,52,17,15,123,0,122
SSC50399,3,36,102,72,53,263,7,267
SSC50400,0,3,12,9,4,21,0,21
SSC50401,0,8,15,6,3,31,3,31
SSC50402,16,128,96,33,19,300,10,310
SSC50403,54,421,382,102,43,999,23,1022
SSC50404,149,365,344,99,47,1005,67,1073
SSC50405,0,0,3,3,0,6,0,6
SSC50406,0,3,3,3,0,10,3,13
SSC50407,0,0,0,3,3,12,0,12
SSC50408,536,3148,3301,1083,632,8701,266,8966
SSC50409,0,0,0,0,3,8,0,8
SSC50410,0,13,21,20,14,66,0,66
SSC50411,0,11,13,11,9,48,3,50
SSC50412,0,0,0,0,0,0,0,0
SSC50413,0,3,4,5,9,18,0,18
SSC50414,37,222,406,152,60,880,42,924
SSC50415,28,175,200,78,35,518,21,538
SSC50416,0,0,7,0,3,8,0,8
SSC50417,0,0,0,0,0,0,0,0
SSC50418,33,325,388,151,91,987,26,1013
SSC50419,0,4,5,3,4,15,0,13
SSC50420,0,5,7,5,10,25,0,25
SSC50421,0,0,0,0,0,0,0,0
SSC50422,176,1046,1385,368,157,3130,94,3221
SSC50423,3,66,66,37,10,186,0,181
SSC50424,0,0,4,3,0,13,0,11
SSC50425,3,98,249,91,33,473,13,486
SSC50426,0,0,0,0,0,0,0,0
SSC50427,0,0,3,0,0,10,3,9
SSC50428,0,0,4,0,4,6,0,6
SSC50429,0,7,7,6,7,26,0,28
SSC50430,128,963,936,269,128,2417,86,2506
SSC50431,0,3,4,3,6,9,0,9
SSC50432,0,3,3,4,3,16,0,16
SSC50433,0,0,3,3,0,8,0,8
SSC50434,0,9,27,21,17,78,4,81
SSC50435,0,6,9,18,9,45,0,46
SSC50436,4,40,28,22,15,119,3,125
SSC50437,107,1237,2497,795,457,5093,93,5186
SSC50438,0,0,0,0,0,0,0,0
SSC50439,0,0,0,0,3,3,0,3
SSC50440,29,556,877,214,72,1750,44,1793
SSC50441,11,20,9,8,0,41,6,47
SSC50442,0,0,13,5,5,29,0,28
SSC50443,0,0,0,0,0,3,0,3
SSC50444,0,0,3,0,0,6,0,6
SSC50445,3,52,81,38,20,194,4,202
SSC50446,0,10,14,4,0,30,3,30
SSC50447,0,0,4,3,0,8,0,8
SSC50448,0,0,6,0,7,21,0,21
SSC50449,0,3,12,13,5,32,3,37
SSC50450,0,0,3,3,7,13,0,14
SSC50451,124,627,585,157,80,1569,65,1636
SSC50452,58,527,704,253,147,1698,45,1743
SSC50453,8,81,104,55,34,284,18,301
SSC50454,0,3,3,4,3,15,0,14
SSC50455,0,0,0,0,0,3,0,4
SSC50456,121,861,1145,361,163,2650,60,2712
SSC50457,0,0,0,0,0,5,0,5
SSC50458,0,3,7,0,4,15,3,16
SSC50459,0,3,0,0,0,3,0,3
SSC50460,0,0,0,0,0,0,0,0
SSC50461,0,4,6,0,0,13,0,18
SSC50462,0,0,0,3,0,6,0,6
SSC50463,809,2485,922,128,54,4392,133,4525
SSC50464,0,12,26,15,25,74,3,82
SSC50465,0,0,0,0,3,10,0,10
SSC50466,18,88,22,0,0,141,11,151
SSC50467,280,1498,1457,329,150,3709,107,3819
SSC50468,0,3,0,4,0,13,0,15
SSC50469,0,3,5,0,0,12,3,13
SSC50470,0,5,19,9,12,45,0,45
SSC50471,90,970,1185,449,221,2917,89,3008
SSC50472,67,447,493,176,82,1266,25,1290
SSC50473,44,464,717,244,131,1593,28,1623
SSC50474,0,3,3,4,11,18,0,18
SSC50475,7,192,258,66,29,553,19,566
SSC50476,4,26,8,0,0,33,3,39
SSC50477,0,0,6,0,0,8,0,8
SSC50478,0,0,3,0,0,4,0,4
SSC50479,0,7,10,7,10,39,5,44
SSC50480,0,13,47,30,33,121,7,128
SSC50481,178,2195,3249,974,423,7021,165,7186
SSC50482,0,0,3,3,0,5,0,6
SSC50483,71,414,425,124,65,1099,42,1140
SSC50484,0,0,0,0,0,3,0,6
SSC50485,3,40,44,14,0,96,0,100
SSC50486,3,19,27,3,9,58,3,57
SSC50487,0,0,0,0,0,0,0,0
SSC50488,0,0,0,3,0,8,0,8
SSC50489,0,0,0,3,3,3,0,3
SSC50490,110,954,614,159,89,1931,94,2018
SSC50491,116,364,264,70,28,834,54,890
SSC50492,0,0,0,0,0,0,0,0
SSC50493,0,0,5,0,3,8,12,18
SSC50494,0,0,0,0,0,0,0,0
SSC50495,0,0,3,3,5,13,0,13
SSC50496,18,244,299,148,92,804,68,873
SSC50497,0,3,0,0,3,10,3,10
SSC50498,0,3,6,3,3,14,0,14
SSC50499,71,727,774,276,129,1972,60,2034
SSC50500,0,9,30,25,12,79,0,82
SSC50501,88,586,624,217,120,1634,38,1669
SSC50502,0,0,0,0,0,0,0,0
SSC50503,0,0,0,0,0,0,0,0
SSC50504,0,0,0,0,0,0,0,0
SSC50505,0,0,0,0,0,0,0,0
SSC50506,109,107,55,21,14,302,27,332
SSC50507,0,0,0,0,0,0,0,0
SSC50508,47,665,1154,420,218,2503,36,2532
SSC50509,0,0,0,0,0,0,0,0
SSC50510,0,19,38,28,13,99,0,100
SSC50511,0,0,9,3,5,18,0,18
SSC50512,0,0,0,0,0,0,0,0
SSC50513,0,3,5,3,0,9,0,9
SSC50514,0,0,0,0,0,0,0,0
SSC50515,9,67,128,76,72,353,6,366
SSC50516,181,1469,1740,708,434,4533,139,4674
SSC50517,6,5,0,0,0,13,0,13
SSC50518,0,29,36,20,27,112,10,120
SSC50519,0,3,0,0,0,3,3,3
SSC50520,414,1515,1009,228,86,3258,126,3380
SSC50521,31,186,129,54,48,448,23,469
SSC50522,0,0,0,0,0,6,0,6
SSC50523,0,45,91,64,43,241,9,253
SSC50524,0,0,5,5,8,25,0,21
SSC50525,0,5,13,7,13,39,0,42
SSC50526,0,8,6,0,3,18,4,20
SSC50527,0,0,0,0,0,0,0,0
SSC50528,0,8,6,0,4,23,5,24
SSC50529,18,12,0,0,0,32,3,32
SSC50530,0,0,0,0,3,3,0,3
SSC50531,9,87,276,171,136,680,21,703
SSC50532,43,419,517,159,69,1207,38,1251
SSC50533,0,3,12,4,6,26,0,30
SSC50534,130,513,380,91,30,1151,50,1201
SSC50535,0,0,0,0,0,0,0,0
SSC50536,8,12,0,0,0,23,0,21
SSC50537,0,25,30,25,27,107,10,113
SSC50538,27,10,0,0,3,43,5,50
SSC50539,7,10,0,0,0,26,3,22
SSC50540,12,111,290,210,251,861,20,883
SSC50541,0,3,12,3,8,29,3,27
SSC50542,0,0,3,0,0,3,0,3
SSC50543,0,3,5,3,9,17,0,17
SSC50544,0,0,0,0,0,0,0,0
SSC50545,0,0,0,0,0,0,0,0
SSC50546,8,73,132,50,30,286,7,298
SSC50547,0,3,7,0,0,11,0,11
SSC50548,231,1131,969,407,199,2925,107,3036
SSC50549,6,77,112,71,44,313,14,327
SSC50550,10,188,413,201,141,959,12,965
SSC50551,31,280,435,158,62,967,40,1003
SSC50552,0,0,8,3,3,19,0,19
SSC50553,0,4,3,3,3,11,0,11
SSC50554,142,564,234,35,19,999,38,1038
SSC50555,4,78,144,58,30,312,5,322
SSC50556,0,9,8,12,8,37,0,41
SSC50557,0,8,12,7,3,33,0,28
SSC50558,0,0,12,0,5,15,0,15
SSC50559,16,76,93,80,115,378,13,388
SSC50560,0,34,76,24,10,141,4,148
SSC50561,0,0,3,0,0,5,0,5
SSC50562,11,71,78,22,16,197,7,209
SSC50563,0,0,8,0,4,13,0,9
SSC50564,26,347,519,195,113,1199,33,1231
SSC50565,0,31,49,10,4,92,0,92
SSC50566,0,0,3,8,5,14,0,14
SSC50567,9,79,78,30,14,214,10,228
SSC50568,0,0,0,0,3,8,0,8
SSC50569,12,235,527,237,165,1178,18,1200
SSC50570,0,3,0,3,4,15,0,15
SSC50571,0,0,0,0,0,0,0,0
SSC50572,531,2673,2378,879,506,6973,254,7229
SSC50573,4,18,42,11,3,81,7,84
SSC50574,0,0,0,0,3,3,3,9
SSC50575,0,3,15,11,7,32,0,39
SSC50576,0,18,19,12,8,60,0,62
SSC50577,0,44,48,22,7,119,6,125
SSC50578,0,3,9,3,6,21,0,21
SSC50579,0,0,3,5,6,19,0,18
SSC50580,11,62,59,24,5,155,5,164
SSC50581,226,1634,1156,439,243,3683,159,3849
SSC50582,0,3,6,3,3,19,0,21
SSC50583,23,258,361,162,118,924,21,946
SSC50584,0,15,38,24,27,102,0,108
SSC50585,84,991,1628,534,240,3485,64,3548
SSC50586,0,0,0,0,5,8,0,8
SSC50587,0,10,13,3,0,33,0,32
SSC50588,0,0,3,0,0,4,0,4
SSC50589,26,11,3,3,0,46,0,47
SSC50590,0,0,0,0,0,0,0,0
SSC50591,0,26,26,4,0,63,0,69
SSC50592,43,235,235,61,30,607,10,616
SSC50593,0,0,0,0,0,0,0,0
SSC50594,0,7,6,0,3,12,0,14
SSC50595,0,0,11,0,4,19,0,19
SSC50596,0,5,20,8,3,34,0,34
SSC50597,31,380,800,201,83,1498,24,1529
SSC50598,0,0,11,3,3,19,0,19
SSC50599,0,4,4,3,3,16,0,16
SSC50600,126,113,62,18,13,338,20,367
SSC50601,100,1528,2064,660,346,4699,120,4817
SSC50602,3,10,24,30,19,82,3,91
SSC50603,0,3,5,7,0,17,0,17
SSC50604,0,4,3,0,0,9,0,16
SSC50605,50,561,828,248,147,1830,46,1876
SSC50606,0,0,0,0,0,0,0,0
SSC50607,358,1567,1445,411,187,3974,164,4136
SSC50608,19,427,835,184,86,1558,30,1588
SSC50609,20,191,357,149,64,779,15,795
SSC50610,0,6,11,7,4,38,0,38
SSC50611,28,718,1505,435,195,2893,56,2946
SSC50612,0,4,9,6,3,17,0,17
SSC50613,60,351,421,188,122,1142,62,1202
SSC50614,0,0,5,0,4,18,0,18
SSC50615,0,0,0,0,0,0,0,0
