SSC_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
SSC50282,0,0,0,0,0,3,0,6,0,15,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50283,3,4,3,5,3,8,3,13,0,50,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50284,0,0,0,0,3,7,3,17,0,33,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50285,0,0,3,0,0,3,0,8,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50286,0,0,0,0,0,6,0,13,0,19,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50287,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50288,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50289,25,37,22,28,67,107,50,116,9,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,0,5,4,0,3,6,0,3,0,23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,0,13,0,0,0,0,3,4,0,4,0,12,3,11,15,12,9,4,0,3,0,56,0,11,4,3,3,0,0,4,0,24,0,0,3,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,3,0,3,0,9,0,3,0,3,5,8,0,3,0,25,0,4,0,3,3,3,0,0,0,19,6,0,7,5,11,13,7,3,0,53,3,10,15,8,4,3,0,5,0,54,3,18,16,19,20,6,3,0,0,84,0,3,0,0,0,0,0,3,0,7,0,4,4,0,0,4,0,0,0,14
SSC50290,20,21,11,9,29,56,30,71,3,247,0,5,7,3,0,0,0,3,0,18,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,8,0,3,3,3,0,0,18,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,4,4,3,5,0,0,0,0,18,0,3,0,0,0,0,0,4,0,4,0,0,0,6,9,0,3,3,0,16,0,0,0,3,6,3,3,6,0,24,0,3,9,3,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6
SSC50291,0,0,0,0,0,4,0,4,3,15,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50292,22,95,63,48,106,196,96,193,12,832,0,0,0,3,0,0,0,0,0,9,4,3,0,3,7,5,3,4,0,27,0,3,3,4,3,7,4,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,0,0,0,17,0,4,0,0,0,3,0,0,0,13,0,28,17,9,8,14,0,3,0,87,3,18,10,4,3,4,3,3,0,37,0,0,0,0,3,5,0,0,0,8,0,3,0,0,5,0,0,0,0,14,0,0,10,4,3,0,4,0,0,29,0,3,3,3,0,4,0,3,0,13,0,4,13,13,12,19,7,7,0,85,3,3,3,0,0,7,3,0,0,21,3,5,3,0,11,0,0,7,0,32,9,39,36,23,14,18,6,14,0,152,3,29,29,37,46,32,6,19,0,200,0,3,3,3,3,3,4,0,0,21,0,5,4,0,4,5,8,4,0,30
SSC50293,34,211,99,108,127,320,201,459,17,1580,0,6,0,0,0,0,0,3,0,13,0,4,4,4,5,5,4,8,0,33,0,10,3,0,0,6,0,3,0,26,0,0,0,0,0,0,0,3,0,7,0,3,8,7,3,8,3,7,0,32,0,3,0,5,5,0,0,3,0,16,12,54,28,15,10,10,0,8,4,136,7,42,11,7,3,0,3,9,3,86,3,10,0,0,0,0,0,0,0,16,0,4,3,0,0,3,0,0,0,10,3,8,7,4,4,3,3,7,0,41,3,8,7,5,6,7,0,7,0,43,3,28,28,28,15,22,14,20,0,151,0,10,7,9,0,5,0,0,0,38,3,3,12,9,9,11,5,3,0,56,5,58,32,30,21,31,19,21,0,219,5,73,69,48,29,31,17,20,0,286,0,14,5,3,5,0,0,0,0,36,3,15,7,4,3,3,0,5,0,40
SSC50294,5,4,4,3,12,11,11,26,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,5,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50295,30,244,134,131,199,377,210,492,26,1852,0,5,0,3,0,0,3,0,0,19,4,0,11,3,7,3,6,14,0,45,0,8,6,8,0,4,6,3,0,36,0,0,0,0,0,0,0,0,0,8,0,7,4,3,0,9,3,3,0,28,0,7,4,4,0,4,0,3,0,22,4,47,28,21,13,12,5,14,0,157,0,30,23,13,5,7,7,5,0,98,0,3,3,3,0,5,4,0,0,12,0,0,3,0,4,3,3,3,0,22,0,8,8,3,4,16,0,15,0,46,3,10,3,3,10,8,4,4,0,43,11,43,16,24,24,34,24,34,0,210,0,11,3,7,3,8,0,6,0,43,3,7,3,5,11,11,10,12,0,71,12,81,40,40,31,49,13,41,0,308,10,65,69,61,51,63,22,39,0,382,0,5,6,3,0,3,0,0,0,25,0,19,15,7,7,3,3,5,0,61
SSC50296,129,244,170,241,636,801,402,686,71,3380,0,6,0,9,4,3,6,0,3,26,3,0,0,0,8,8,5,13,3,48,4,16,10,6,23,12,3,3,0,71,0,0,0,0,11,6,0,0,0,28,3,15,0,6,20,24,10,3,0,81,0,4,5,14,17,10,6,4,0,60,20,98,82,99,95,37,18,6,0,458,7,93,43,28,25,22,14,9,0,245,3,5,0,7,3,12,4,3,0,45,0,3,5,3,6,3,3,0,0,23,12,5,16,13,40,22,9,5,0,119,0,10,6,5,23,20,5,0,0,68,9,20,14,17,46,31,10,9,0,160,5,35,25,19,27,15,9,13,0,156,9,7,17,11,59,32,10,13,0,160,14,48,42,52,62,37,15,15,5,293,31,81,100,160,179,70,25,34,7,694,4,20,7,3,3,6,0,4,0,42,3,26,27,19,31,15,12,8,0,142
SSC50297,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,51,141,145,137,421,418,235,363,43,1956,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,3,7,20,0,44,0,0,8,5,9,4,0,0,0,27,0,0,0,0,3,3,3,0,0,7,0,3,0,5,13,14,3,3,0,36,0,10,0,10,10,12,0,0,0,38,5,44,30,22,39,17,9,10,0,171,6,52,35,24,13,22,6,13,0,165,4,4,5,6,16,12,6,9,0,66,0,0,0,0,3,4,0,0,0,19,0,0,3,3,13,20,0,3,0,43,0,3,3,0,7,8,7,0,0,31,0,14,7,7,18,22,12,3,0,83,0,13,11,9,14,10,3,3,3,72,9,9,5,8,36,17,7,7,0,105,10,21,23,22,43,21,10,12,0,148,13,19,44,70,88,41,19,19,0,306,0,5,3,5,10,0,3,3,0,36,3,14,13,11,12,20,5,0,3,77
SSC50301,0,0,0,0,3,3,0,3,0,11,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50303,7,33,27,26,79,104,49,93,4,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,14,0,0,3,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,4,7,7,7,18,5,9,0,0,61,0,6,3,0,5,4,3,0,0,27,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,8,0,0,0,0,5,0,0,0,0,6,3,0,0,0,6,3,0,0,0,22,0,4,3,0,7,3,0,3,0,17,0,4,0,0,8,3,3,0,0,10,0,0,0,4,3,10,3,3,0,28,3,4,5,6,15,15,4,3,0,70,0,0,3,0,0,0,0,0,0,8,0,0,0,5,5,0,0,0,0,18
SSC50304,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50305,0,3,0,0,0,4,0,12,0,21,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50306,0,0,3,3,0,5,9,5,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50307,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50308,18,22,11,16,48,62,49,82,8,317,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,3,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,12,14,10,4,0,0,0,0,40,0,5,3,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,0,6,0,3,0,0,0,0,0,14,5,0,7,0,5,3,0,3,0,16,0,7,8,8,10,4,0,3,0,41,3,12,15,16,22,11,0,5,0,77,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,3,0,21
SSC50309,60,96,64,57,197,190,419,340,46,1465,0,3,4,3,0,0,0,0,0,7,3,0,4,0,3,3,24,8,0,36,0,3,3,4,18,5,3,4,0,41,3,3,4,0,10,0,0,0,0,24,0,3,3,3,6,0,0,5,0,22,0,0,0,0,0,0,0,0,0,3,10,63,43,40,28,8,10,13,5,221,5,67,24,19,9,7,3,12,0,163,3,0,0,3,7,7,4,3,0,22,0,0,0,0,3,0,0,0,0,4,0,7,7,3,3,8,3,0,0,31,0,3,0,0,6,0,0,0,0,17,0,3,0,3,3,5,6,6,0,31,0,22,9,10,3,4,0,0,0,52,3,5,3,10,21,9,4,3,0,54,8,30,40,53,29,15,13,16,7,207,15,37,51,59,32,14,13,13,0,244,0,3,0,0,3,0,0,0,0,13,4,14,16,10,0,8,3,0,0,49
