SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC50899,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50900,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50901,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,6,21,20,23,75,0,3,0,0,0,0,0,0,0,11,103,91,84,72,89,92,73,39,29,678,..,9,76,106,128,138,95,37,12,599,..,17,36,11,23,15,0,0,0,99,..,0,6,10,9,11,3,0,0,37,205,..,..,..,..,..,..,..,..,205,..,72,..,..,..,..,..,..,..,72,..,63,35,7,4,0,0,0,0,117,..,8,3,0,0,3,3,5,0,31,..,7,9,3,0,3,0,0,0,27,..,0,8,5,3,3,0,0,0,17,..,5,5,5,6,25,38,37,24,140,3,4,7,3,0,3,3,0,0,28,207,182,185,155,185,195,143,85,37,1376
SSC50902,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,6,0,0,25,..,0,0,3,3,3,7,4,0,20,..,0,3,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,5,3,0,0,19,0,0,0,0,0,0,0,0,0,5,9,4,4,7,12,13,13,4,0,64
SSC50903,..,6,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,11,11,6,12,8,11,17,3,0,84,..,0,0,9,5,14,21,4,0,53,..,0,3,4,3,3,4,0,0,14,..,0,4,4,0,0,0,0,0,14,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,6,0,4,0,0,0,0,0,11,..,0,0,6,8,3,4,0,0,17,0,3,0,0,4,0,3,0,0,13,23,17,14,20,21,21,28,10,6,155
SSC50904,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50905,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,3,0,3,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,7,0,0,16
SSC50906,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,12,3,5,10,13,7,15,0,0,71,..,0,10,16,15,15,16,3,0,83,..,0,3,0,7,0,0,3,0,19,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,4,0,0,3,..,0,0,4,3,4,4,0,0,12,0,0,0,0,3,0,0,0,0,6,20,7,13,26,22,25,23,6,3,157
SSC50907,..,113,185,39,23,12,8,0,0,377,..,55,210,173,133,183,159,106,40,1055,12,28,48,16,15,10,0,6,0,138,761,614,1600,918,589,541,339,175,58,5611,..,72,1062,979,553,499,292,94,40,3579,..,155,742,235,136,82,40,10,0,1405,..,15,51,107,102,57,28,19,10,381,1548,..,..,..,..,..,..,..,..,1548,..,263,..,..,..,..,..,..,..,263,..,110,103,33,21,8,3,0,0,272,..,98,87,22,16,29,21,3,0,272,..,61,84,15,4,9,0,0,0,166,..,238,479,142,69,44,26,9,3,1009,..,108,435,380,334,363,332,149,60,2159,23,51,105,43,30,32,8,13,3,300,1571,1166,3142,1955,1259,1118,748,283,116,11357
SSC50908,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,6,3,0,0,24,..,4,3,3,6,9,3,3,0,27,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,4,7,8,11,8,3,0,57
SSC50909,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,3,0,3,11,3,0,0,23
SSC50910,..,15,3,3,3,3,0,0,3,34,..,3,3,3,19,32,23,25,3,109,5,7,10,5,0,9,4,3,0,46,360,239,272,228,207,168,107,58,8,1646,..,16,255,276,234,205,160,71,5,1226,..,52,115,56,47,34,3,4,0,309,..,10,30,40,40,17,3,3,3,142,773,..,..,..,..,..,..,..,..,773,..,130,..,..,..,..,..,..,..,130,..,152,36,10,4,0,0,0,0,209,..,19,15,0,3,3,5,5,0,53,..,13,6,4,3,0,0,0,0,32,..,26,17,6,13,8,4,0,3,80,..,6,23,17,34,52,40,30,11,204,10,20,14,4,0,10,8,7,0,81,786,447,522,422,380,328,219,112,19,3240
SSC50911,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50912,..,12,14,7,3,6,8,3,0,62,..,13,21,11,29,56,53,91,75,341,14,14,18,8,3,10,13,7,8,87,853,481,590,507,497,365,281,242,115,3928,..,23,445,591,605,436,377,266,75,2801,..,119,294,145,106,39,24,15,0,742,..,20,84,87,92,32,11,7,9,344,1698,..,..,..,..,..,..,..,..,1698,..,408,..,..,..,..,..,..,..,408,..,279,76,19,19,9,3,0,0,403,..,40,25,10,8,23,14,15,3,138,..,37,15,7,0,3,0,0,0,66,..,26,40,16,14,13,17,7,6,135,..,20,55,34,69,86,85,114,91,544,23,28,24,9,6,12,11,11,9,149,1724,999,1053,922,915,652,541,430,180,7425
SSC50913,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,11,11,13,14,8,4,3,105,..,0,12,22,18,16,13,4,0,85,..,0,4,3,8,11,0,0,0,30,..,0,0,0,0,0,0,0,0,6,49,..,..,..,..,..,..,..,..,49,..,0,..,..,..,..,..,..,..,0,..,9,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,6,4,4,3,0,18,0,3,0,0,0,0,0,0,0,8,49,14,20,27,35,39,20,13,3,219
SSC50914,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,..,0,0,0,0,3,0,0,0,8,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10
SSC50915,..,3,3,9,3,4,3,0,0,29,..,7,10,12,17,28,35,21,10,146,8,6,5,9,4,3,3,3,0,33,211,161,145,157,123,122,94,58,23,1091,..,13,95,94,76,104,66,44,9,508,..,41,66,62,37,15,9,0,0,233,..,21,23,56,43,26,10,10,3,184,409,..,..,..,..,..,..,..,..,409,..,73,..,..,..,..,..,..,..,73,..,78,30,19,10,4,0,0,0,145,..,23,7,8,13,15,14,3,3,76,..,6,11,3,0,4,0,0,0,25,..,16,14,18,9,15,10,3,0,79,..,10,20,50,88,67,55,42,21,335,15,16,13,11,5,3,3,3,0,68,424,292,269,312,282,252,165,101,32,2133
SSC50916,..,0,3,3,3,5,0,0,0,13,..,0,4,0,5,7,4,0,0,25,0,3,0,3,3,4,0,0,0,12,40,28,42,29,38,28,21,3,0,221,..,0,8,18,20,27,13,0,0,91,..,3,19,11,13,6,0,0,0,56,..,5,4,6,5,5,3,0,0,34,94,..,..,..,..,..,..,..,..,94,..,9,..,..,..,..,..,..,..,9,..,6,8,0,0,0,0,0,0,18,..,5,7,0,0,0,0,3,0,18,..,3,3,0,0,0,5,0,0,13,..,0,3,3,3,13,0,0,0,24,..,0,10,4,18,16,14,0,3,59,0,5,12,4,9,7,3,0,0,30,98,43,76,53,65,65,41,5,3,454
SSC50917,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,8
SSC50918,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,12,7,3,16,15,20,11,0,0,84,..,0,0,19,23,22,10,3,0,81,..,0,3,0,3,9,0,0,0,18,..,0,0,3,0,0,0,0,0,0,38,..,..,..,..,..,..,..,..,38,..,7,..,..,..,..,..,..,..,7,..,8,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,4,38,15,12,21,27,34,16,6,3,174
SSC50919,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,9,..,0,0,7,3,0,3,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,3,3,4,3,0,33
SSC50920,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,16,4,4,13,18,10,12,3,0,79,..,0,3,9,18,12,14,10,0,64,..,0,0,0,9,3,0,0,0,18,..,0,0,3,3,0,0,0,0,9,29,..,..,..,..,..,..,..,..,29,..,7,..,..,..,..,..,..,..,7,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,3,29,13,4,12,34,24,26,13,0,150
SSC50921,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50922,..,33,9,3,0,12,3,0,0,66,..,9,17,23,38,55,61,83,58,334,8,6,9,3,3,3,3,0,4,41,557,307,283,416,434,314,204,200,100,2812,..,3,216,551,526,378,265,192,54,2182,..,26,108,89,88,42,14,3,0,374,..,5,13,40,88,33,3,12,18,211,1127,..,..,..,..,..,..,..,..,1127,..,325,..,..,..,..,..,..,..,325,..,145,67,17,18,30,0,0,0,267,..,26,21,6,3,5,9,4,5,83,..,16,16,5,3,3,0,0,0,41,..,53,47,13,4,18,13,3,0,147,..,10,42,49,71,84,84,92,84,511,17,15,16,6,5,3,5,3,4,77,1145,616,549,779,806,589,390,315,157,5347
SSC50923,..,6,9,7,0,3,0,0,0,23,..,0,3,0,6,25,58,83,92,270,0,0,0,0,0,3,3,3,0,10,148,131,57,107,169,143,146,154,126,1194,..,0,29,148,261,206,162,127,78,1022,..,0,20,13,15,10,3,4,0,61,..,0,3,5,14,5,6,3,3,44,335,..,..,..,..,..,..,..,..,335,..,186,..,..,..,..,..,..,..,186,..,56,13,4,8,5,0,0,0,91,..,8,3,3,0,3,0,10,0,26,..,8,6,0,0,0,0,0,0,19,..,13,12,6,6,3,0,0,0,43,..,0,8,11,16,34,82,107,112,371,4,4,3,0,0,3,3,3,0,20,343,281,104,203,316,271,253,252,199,2223
SSC50924,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,6,7,7,5,5,8,0,0,46,..,0,0,3,3,3,3,0,0,14,..,4,0,3,0,0,0,0,0,11,..,0,0,4,0,0,0,0,0,5,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,8,0,0,0,23,0,0,0,0,0,0,3,0,0,5,16,8,5,14,11,15,10,0,0,89
SSC50925,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,..,0,3,0,4,4,0,3,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,3,0,22
SSC50926,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,4,9,0,0,3,0,27,..,0,0,0,10,5,0,4,0,21,..,0,0,9,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,4,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,5,13,6,7,10,13,10,0,4,0,64
SSC50927,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,3,0,0,20,..,0,0,4,4,3,3,0,0,19,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,4,9,10,8,3,3,0,3,43
SSC50928,..,13,6,3,3,0,0,0,0,26,..,11,10,8,20,21,35,27,16,144,4,10,4,3,3,3,3,0,0,32,257,159,177,133,161,153,97,55,25,1218,..,4,137,132,182,202,117,56,19,857,..,66,81,52,41,10,7,3,0,261,..,8,14,30,30,10,5,5,3,102,511,..,..,..,..,..,..,..,..,511,..,85,..,..,..,..,..,..,..,85,..,79,18,9,6,0,0,0,0,109,..,15,5,0,3,0,7,3,0,43,..,5,4,3,0,3,0,0,0,21,..,104,23,3,11,7,3,0,0,154,..,23,31,29,48,62,62,37,26,319,5,12,14,9,9,7,9,3,3,78,521,406,337,268,319,320,212,105,47,2536
SSC50929,..,12,17,3,3,7,3,0,0,46,..,4,16,14,24,46,55,82,74,319,8,15,3,3,0,7,8,6,3,48,545,302,393,301,280,197,209,265,108,2601,..,9,274,303,279,203,224,315,80,1683,..,42,145,92,39,19,13,6,3,372,..,18,71,89,88,37,10,14,0,323,1101,..,..,..,..,..,..,..,..,1101,..,218,..,..,..,..,..,..,..,218,..,185,78,18,11,5,0,0,0,308,..,41,21,6,12,12,14,11,0,122,..,29,19,7,9,0,3,0,0,63,..,26,41,12,18,14,8,5,4,117,..,8,37,50,62,62,78,107,93,507,19,19,23,10,3,3,7,3,4,99,1125,612,707,585,525,366,356,462,180,4919
SSC50930,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,17,..,0,0,3,10,5,0,3,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,3,3,7,5,5,6,0,35
SSC50931,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,20,8,12,15,10,14,4,3,4,91,..,3,8,15,16,23,7,3,0,81,..,3,3,3,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,41,..,..,..,..,..,..,..,..,41,..,5,..,..,..,..,..,..,..,5,..,5,5,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,4,4,0,0,0,0,0,6,..,0,0,7,3,3,0,4,0,18,0,0,0,0,0,0,0,0,0,3,41,18,22,32,28,34,10,11,4,197
SSC50932,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,4,0,5,3,0,0,0,22
SSC50933,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,..,0,0,3,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,0,13
SSC50934,..,4,7,3,6,13,6,0,0,43,..,0,3,14,22,22,25,11,5,106,4,9,5,3,3,4,3,0,0,31,227,169,167,171,183,155,115,55,14,1252,..,14,122,135,177,145,121,64,15,795,..,28,63,44,32,28,10,3,0,216,..,12,26,44,47,23,15,10,5,181,489,..,..,..,..,..,..,..,..,489,..,123,..,..,..,..,..,..,..,123,..,94,66,16,15,8,0,0,0,197,..,13,8,3,4,12,6,5,4,50,..,17,14,3,6,5,3,0,0,49,..,17,15,13,12,23,11,5,0,94,..,11,28,37,51,62,54,29,10,277,12,9,10,17,6,4,4,3,4,72,499,328,359,318,356,302,231,120,31,2535
