SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC50935,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,13,6,8,8,21,18,12,10,7,86,..,0,5,9,23,27,19,13,3,98,..,3,0,0,4,0,4,0,0,7,..,0,0,3,3,0,0,0,0,5,18,..,..,..,..,..,..,..,..,18,..,11,..,..,..,..,..,..,..,11,..,3,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,9,9,3,3,0,26,0,5,3,0,0,0,0,0,0,11,19,17,14,14,41,38,25,12,9,190
SSC50936,..,0,0,0,3,0,0,0,0,4,..,3,4,0,5,17,15,18,10,65,0,0,0,0,0,0,7,3,6,16,54,20,24,36,29,57,49,38,20,335,..,0,8,32,42,67,60,44,13,266,..,5,17,13,3,0,0,0,0,44,..,0,5,11,6,0,3,0,0,26,108,..,..,..,..,..,..,..,..,108,..,26,..,..,..,..,..,..,..,26,..,16,3,8,4,0,0,0,0,25,..,7,0,0,0,0,0,0,0,8,..,0,3,0,0,0,0,0,0,3,..,0,7,0,8,3,0,0,0,17,..,3,8,4,12,25,14,13,19,94,0,5,0,0,0,7,10,3,6,27,108,57,44,63,74,107,91,64,38,643
SSC50937,..,48,34,18,9,7,16,0,0,131,..,34,69,56,72,81,77,78,46,502,16,17,21,13,3,10,5,3,3,98,389,392,489,347,297,240,192,135,85,2576,..,39,322,292,183,132,126,82,31,1207,..,127,151,91,56,32,12,0,0,474,..,20,68,65,102,63,31,16,14,384,766,..,..,..,..,..,..,..,..,766,..,126,..,..,..,..,..,..,..,126,..,149,80,43,25,11,0,0,0,312,..,66,28,23,19,36,13,6,8,200,..,31,32,10,8,5,0,0,0,93,..,85,78,56,31,30,25,0,3,306,..,63,159,126,152,177,125,116,61,979,31,35,36,30,27,11,17,3,4,194,797,742,955,733,608,497,357,224,127,5047
SSC50938,..,0,5,3,3,0,0,0,0,15,..,0,5,3,7,15,31,18,11,90,0,0,3,0,7,3,0,0,0,13,109,84,98,94,77,63,76,54,11,667,..,3,38,81,75,66,59,46,14,380,..,4,56,17,16,8,5,0,0,108,..,6,17,29,17,11,13,7,3,105,247,..,..,..,..,..,..,..,..,247,..,58,..,..,..,..,..,..,..,58,..,55,26,10,11,0,0,0,0,105,..,17,4,3,4,3,7,6,0,45,..,3,9,4,0,6,0,0,0,19,..,11,27,4,12,0,3,3,0,63,..,3,19,13,29,35,49,28,11,190,6,3,10,4,8,8,0,0,0,40,255,165,203,173,172,140,142,85,32,1358
SSC50939,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,4,13,9,11,4,3,0,49,..,0,3,21,17,11,3,4,0,53,..,0,3,4,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,29,..,..,..,..,..,..,..,..,29,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,4,0,0,15,0,4,0,0,3,0,0,0,0,10,30,13,8,25,18,17,9,3,0,120
SSC50940,..,16,16,0,0,0,0,0,0,31,..,13,18,4,11,13,3,0,0,63,0,0,0,3,0,0,0,0,0,11,204,97,184,142,97,55,10,3,0,790,..,3,132,184,120,61,14,3,0,521,..,54,93,54,31,21,0,0,0,249,..,10,16,4,21,5,0,0,0,53,436,..,..,..,..,..,..,..,..,436,..,41,..,..,..,..,..,..,..,41,..,40,13,3,0,0,0,0,0,58,..,18,7,0,5,0,0,0,0,28,..,3,10,7,0,0,0,0,0,25,..,25,30,10,0,0,0,0,0,71,..,20,35,15,23,32,8,0,0,139,3,5,8,14,3,8,0,0,0,36,444,217,344,293,210,129,26,3,0,1666
SSC50941,..,5,10,0,0,3,0,0,0,16,..,0,3,0,4,6,7,0,0,23,11,10,13,0,5,0,0,0,0,32,335,140,248,173,124,76,46,5,4,1145,..,10,236,245,160,108,61,13,3,831,..,43,108,48,29,15,6,3,0,252,..,6,25,27,25,5,0,0,0,81,629,..,..,..,..,..,..,..,..,629,..,103,..,..,..,..,..,..,..,103,..,56,18,3,0,0,0,0,0,81,..,6,4,3,0,7,4,0,3,33,..,9,12,3,0,0,0,0,0,22,..,15,20,6,0,3,3,0,0,47,..,3,18,14,12,16,6,3,0,66,10,11,17,3,3,3,0,0,0,53,641,269,457,341,228,151,89,17,7,2202
SSC50942,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,3,13,25,7,13,26,9,15,15,0,114,..,0,3,19,33,24,13,14,0,114,..,0,0,0,11,3,0,0,0,14,..,0,3,0,3,0,0,0,0,10,50,..,..,..,..,..,..,..,..,50,..,17,..,..,..,..,..,..,..,17,..,20,0,0,0,0,0,0,0,24,..,0,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,4,6,0,16,0,3,0,3,0,0,0,3,0,8,50,47,4,28,44,31,23,25,0,259
SSC50943,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,0,0,5,17,0,0,0,0,0,0,0,0,0,3,27,48,23,28,50,45,25,15,3,257,..,3,14,20,71,53,49,21,3,231,..,0,7,7,4,3,0,0,0,24,..,0,3,4,5,3,0,3,0,25,59,..,..,..,..,..,..,..,..,59,..,38,..,..,..,..,..,..,..,38,..,27,13,7,0,0,0,0,0,50,..,0,0,0,0,0,3,3,0,8,..,3,5,0,0,0,0,0,0,8,..,0,0,0,0,0,3,0,0,4,..,0,0,0,3,10,3,0,5,23,0,0,3,0,3,0,0,0,0,9,65,81,39,46,89,72,57,29,7,484
SSC50944,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,..,0,0,3,4,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,0,0,0,19
SSC50945,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,16
SSC50946,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,..,0,0,4,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,13
SSC50947,..,3,0,0,3,0,0,0,0,9,..,0,3,0,3,9,11,9,0,41,3,0,0,0,0,0,0,0,0,7,77,37,36,35,61,78,44,22,4,403,..,3,37,51,78,96,66,31,8,362,..,0,17,12,20,9,0,0,0,55,..,3,3,5,6,3,3,0,0,23,148,..,..,..,..,..,..,..,..,148,..,38,..,..,..,..,..,..,..,38,..,34,5,5,0,0,0,0,0,47,..,0,0,0,0,0,0,3,0,7,..,0,0,0,0,0,0,3,0,3,..,3,0,3,4,0,0,0,0,18,..,0,10,0,8,14,18,12,7,72,5,0,4,0,3,3,0,0,0,14,150,80,72,75,113,136,90,43,15,783
SSC50948,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12
SSC50949,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,7,0,0,0,24,..,0,3,8,3,6,3,0,0,22,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,3,8,8,9,10,7,0,0,50
SSC50950,..,7,4,0,0,7,0,0,0,16,..,5,7,5,23,28,40,36,4,155,4,10,3,4,6,3,3,5,0,37,644,557,213,518,772,401,276,131,22,3530,..,9,150,747,1196,652,431,178,24,3386,..,32,67,104,120,42,13,0,0,365,..,3,18,45,83,22,6,3,0,186,1375,..,..,..,..,..,..,..,..,1375,..,682,..,..,..,..,..,..,..,682,..,378,102,16,14,7,0,0,0,513,..,39,14,3,8,6,14,13,9,109,..,18,12,0,3,0,0,0,0,43,..,11,5,3,0,12,0,3,0,41,..,12,11,26,42,52,54,45,13,254,7,11,11,5,9,9,4,11,0,71,1385,1191,391,948,1482,802,522,260,43,7020
SSC50951,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,..,0,0,0,4,0,4,0,0,12,..,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,4,3,0,23
SSC50952,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,3,0,0,19,..,0,4,0,3,5,3,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,0,7,3,3,4,3,0,0,38
SSC50953,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,7,7,3,0,10,0,0,0,0,0,0,0,0,0,0,13,15,13,14,20,22,18,10,0,115,..,3,13,9,18,29,19,9,0,97,..,0,13,9,3,5,5,0,0,38,..,0,0,3,0,3,0,0,0,10,40,..,..,..,..,..,..,..,..,40,..,0,..,..,..,..,..,..,..,0,..,11,3,3,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,9,..,3,0,3,3,13,13,3,0,37,0,0,0,0,0,0,0,0,0,4,40,24,33,20,29,46,30,20,3,250
SSC50954,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,7,0,4,3,0,0,25,..,0,3,9,3,10,5,0,0,28,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,4,4,10,3,10,3,3,0,54
SSC50955,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,..,0,0,0,5,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,10
SSC50956,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,3,3,0,0,19,..,0,3,4,4,3,3,0,0,21,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,5,4,4,3,3,0,0,35
SSC50957,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,0,0,12,..,0,0,0,0,3,3,4,0,12,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,9,0,3,9,5,6,5,0,37
SSC50958,..,0,0,0,3,0,0,0,0,3,..,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,10,3,0,0,35,..,0,0,0,3,8,13,3,0,24,..,3,3,0,4,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,4,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,3,3,0,0,0,0,6,..,3,6,3,4,3,5,3,0,25,0,0,0,0,0,0,4,0,0,8,3,11,14,12,19,18,18,7,0,89
SSC50959,..,4,3,0,4,3,3,0,0,23,..,3,16,8,32,30,30,41,11,176,0,7,3,0,6,5,3,3,4,36,130,102,96,105,124,109,94,66,21,857,..,3,54,112,99,103,88,51,13,520,..,25,51,27,23,20,9,0,0,155,..,0,6,18,26,6,4,3,3,78,264,..,..,..,..,..,..,..,..,264,..,62,..,..,..,..,..,..,..,62,..,61,12,12,3,3,0,0,0,92,..,14,3,0,0,5,4,0,3,23,..,8,3,4,0,0,0,0,0,14,..,8,8,3,15,5,3,0,0,43,..,9,29,18,51,53,46,53,17,272,3,8,3,0,10,14,10,5,4,53,268,209,169,199,220,207,155,116,45,1583
SSC50960,..,4,17,4,5,10,3,3,0,46,..,3,20,19,29,55,84,40,20,262,12,12,8,4,4,11,3,7,0,61,895,561,543,493,505,420,270,107,47,3844,..,47,459,572,631,565,256,77,16,2625,..,22,78,58,39,30,18,4,0,256,..,19,71,85,127,68,53,19,11,441,1858,..,..,..,..,..,..,..,..,1858,..,559,..,..,..,..,..,..,..,559,..,304,265,68,29,9,3,0,0,675,..,108,85,37,37,33,35,20,12,370,..,24,35,24,11,6,6,0,0,120,..,33,79,53,32,28,9,6,0,237,..,14,43,51,75,98,119,60,26,490,20,31,23,17,11,12,9,7,3,125,1877,1166,1143,968,991,852,508,191,63,7752
SSC50961,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,23
SSC50962,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,5,0,0,0,21,..,0,3,3,7,3,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,7,3,3,13,3,0,0,0,37
SSC50963,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,4,4,3,3,0,0,45,..,0,4,6,13,6,10,0,0,38,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,25,11,7,15,12,6,7,4,0,83
SSC50964,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,4,7,4,0,25,..,0,3,0,3,11,4,3,0,24,..,0,7,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,6,..,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,10,3,10,10,11,6,0,51
SSC50965,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,19,6,3,14,14,12,16,8,0,91,..,0,8,13,18,21,25,0,0,87,..,0,0,4,0,3,0,0,0,10,..,0,0,0,0,0,0,3,0,10,30,..,..,..,..,..,..,..,..,30,..,3,..,..,..,..,..,..,..,3,..,6,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,6,8,7,0,19,0,0,0,0,0,0,0,0,0,3,33,19,8,24,27,32,33,11,3,182
SSC50966,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,8,3,0,0,23,..,0,7,7,10,10,3,0,0,30,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,7,3,10,13,5,0,0,51
SSC50967,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,11,..,0,3,3,3,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,6,0,0,0,0,29
SSC50968,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,4,0,15,0,0,0,0,0,0,3,0,0,4,0,0,0,0,11,20,13,10,0,53,..,0,0,0,11,22,19,4,0,60,..,3,0,0,0,5,0,0,0,12,..,0,0,0,3,0,0,0,0,3,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,9,3,14,0,0,0,0,0,3,4,0,0,10,4,3,0,4,20,29,27,14,3,106
SSC50969,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,..,0,0,0,0,5,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,18
SSC50970,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,3,0,12,3,0,0,0,0,0,0,0,0,8,24,18,11,19,41,34,14,5,0,168,..,0,5,20,55,50,21,11,0,160,..,0,4,5,11,4,0,0,0,30,..,0,0,3,10,4,0,0,0,15,57,..,..,..,..,..,..,..,..,57,..,24,..,..,..,..,..,..,..,24,..,13,0,3,0,0,0,0,0,21,..,4,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,3,3,3,3,4,3,15,3,0,3,0,0,0,0,0,0,8,65,49,16,36,85,62,29,12,4,356
