SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC50603,0,0,0,3,6,10,6,7,4,41
SSC50604,0,0,0,4,6,0,5,3,6,20
SSC50605,15,15,57,885,1213,536,405,778,233,4047
SSC50606,0,0,0,0,0,0,0,0,0,0
SSC50607,122,97,312,1889,2219,906,722,2005,1025,8769
SSC50608,3,0,3,915,1055,401,336,599,221,3528
SSC50609,0,3,6,454,539,207,169,293,156,1823
SSC50610,0,0,0,11,22,14,9,13,4,73
SSC50611,9,3,12,1664,1996,721,642,1416,287,6721
SSC50612,0,0,0,7,12,12,3,8,4,43
SSC50613,40,10,82,480,602,340,355,616,327,2722
SSC50614,0,0,0,3,11,4,3,5,0,28
SSC50615,0,0,0,0,0,0,0,0,0,0
SSC50616,0,0,0,38,86,42,41,39,32,274
SSC50617,0,0,0,134,167,59,54,95,39,545
SSC50618,9,5,27,158,157,107,84,180,79,762
SSC50619,0,0,0,6,18,8,11,3,10,63
SSC50620,19,11,50,1300,1534,609,490,1104,349,5379
SSC50621,10,3,30,675,839,450,353,565,142,3018
SSC50622,0,0,0,0,3,0,0,5,9,13
SSC50623,4,0,12,453,530,238,246,360,160,1990
SSC50624,3,0,4,21,30,25,19,13,11,125
SSC50625,0,0,0,0,0,0,0,0,0,0
SSC50626,11,3,31,258,332,188,174,232,102,1283
SSC50627,0,0,0,54,76,52,64,77,58,376
SSC50628,0,0,0,9,20,13,8,23,8,80
SSC50629,0,0,0,11,26,18,13,11,12,83
SSC50630,0,0,0,7,7,0,0,40,5,66
SSC50631,52,27,128,2200,2673,1077,961,2038,884,9835
SSC50632,0,0,0,49,58,23,30,35,47,248
SSC50633,10,4,24,646,545,131,71,369,265,2029
SSC50634,0,0,0,271,315,137,119,247,54,1142
SSC50635,0,0,0,21,25,12,8,20,0,82
SSC50636,48,18,123,2255,2507,1206,893,1508,373,8744
SSC50637,11,3,24,252,391,196,177,357,129,1505
SSC50638,0,0,0,13,9,9,11,3,0,51
SSC50639,60,67,161,753,872,368,258,594,361,3219
SSC50640,0,0,0,9,4,3,6,4,0,24
SSC50641,0,0,0,3,18,8,6,3,5,45
SSC50642,0,0,0,16,14,13,5,7,7,51
SSC50643,4,3,25,1107,1271,576,452,808,211,4427
SSC50644,0,0,3,17,32,18,12,16,15,108
SSC50645,0,0,0,3,3,7,10,0,11,34
SSC50646,0,0,0,0,0,0,0,0,0,0
SSC50647,0,0,0,3,7,0,3,7,5,22
SSC50648,0,0,0,8,6,3,3,6,0,27
SSC50649,0,0,0,3,3,3,0,6,0,19
SSC50650,0,0,0,17,18,5,3,9,5,56
SSC50651,0,0,6,53,82,21,36,46,38,282
SSC50652,4,0,11,121,145,101,99,155,100,712
SSC50653,0,0,0,16,38,22,20,20,10,128
SSC50654,0,0,0,0,0,0,0,0,5,6
SSC50655,0,3,9,107,194,89,57,72,24,543
SSC50656,0,0,0,14,24,10,24,18,15,107
SSC50657,0,0,0,4,8,4,13,6,3,37
SSC50658,0,0,0,8,9,3,0,0,3,30
SSC50659,39,7,62,1508,1742,770,691,1597,401,6721
SSC50660,0,0,0,62,80,50,32,43,27,290
SSC50661,0,0,0,4,6,0,3,4,6,25
SSC50662,11,5,22,1121,1169,566,376,828,130,4188
SSC50663,0,0,0,3,0,0,0,19,13,34
SSC50664,0,0,0,3,0,0,3,4,3,12
SSC50665,0,0,0,11,7,6,3,3,0,32
SSC50666,54,10,122,1277,1381,541,379,811,357,4747
SSC50667,0,0,0,3,6,3,0,5,0,20
SSC50668,153,76,306,2012,2018,622,435,1491,709,7284
SSC50669,0,0,0,3,4,0,0,4,6,22
SSC50670,0,0,0,10,25,10,13,3,7,66
SSC50671,0,0,0,21,14,10,7,9,7,69
SSC50672,0,0,0,0,0,0,0,0,0,0
SSC50673,0,0,0,6,16,6,8,3,3,47
SSC50674,0,0,0,8,10,4,7,9,4,44
SSC50675,0,0,0,11,10,8,8,0,5,43
SSC50676,0,0,0,11,33,20,25,12,12,116
SSC50677,0,0,0,4,3,7,3,4,0,24
SSC50678,3,0,3,56,52,33,34,65,12,256
SSC50679,9,3,16,532,589,278,224,472,155,2242
SSC50680,3,3,15,720,778,338,273,518,133,2770
SSC50681,0,0,0,22,34,34,21,22,7,139
SSC50682,4,0,14,175,258,139,107,161,103,938
SSC50683,0,0,0,0,3,3,3,4,0,17
SSC50684,0,0,0,22,33,18,22,28,11,125
SSC50685,0,0,0,7,11,10,7,7,7,48
SSC50686,0,0,0,4,8,7,11,10,7,52
SSC50687,0,0,5,14,26,6,9,50,21,129
SSC50688,0,0,4,38,81,36,23,43,57,276
SSC50689,0,0,3,8,5,3,8,4,7,35
SSC50690,0,0,0,14,8,0,10,4,4,38
SSC50691,4,0,4,484,531,229,150,407,125,1931
SSC50692,0,0,0,12,20,3,7,7,6,54
SSC50693,0,0,0,11,29,13,10,8,10,85
SSC50694,0,0,0,8,5,8,3,8,3,35
SSC50695,28,89,164,293,330,131,68,238,216,1282
SSC50696,117,39,188,1984,2091,775,523,1915,591,7890
SSC50697,65,42,168,1108,1204,384,258,837,374,4166
SSC50698,0,0,3,57,62,39,47,55,28,292
SSC50699,0,0,0,47,22,10,7,109,33,222
SSC50700,6,6,28,233,427,202,191,262,168,1478
SSC50701,0,0,0,6,6,0,10,0,0,26
SSC50702,61,51,212,1192,1662,872,714,1007,444,5883
SSC50703,0,0,0,34,38,11,22,24,21,147
SSC50704,5,5,19,228,342,182,187,225,186,1344
SSC50705,0,0,0,0,0,0,0,0,0,0
SSC50706,4,0,12,157,145,82,89,93,50,629
SSC50707,22,10,36,740,733,284,224,836,435,3242
SSC50708,0,0,0,10,16,11,10,10,0,48
SSC50709,35,27,112,990,1194,609,409,734,324,4260
SSC50710,0,0,0,21,17,13,4,7,3,58
SSC50711,0,0,0,188,39,0,0,42,18,291
SSC50712,0,0,0,103,119,55,60,125,138,598
SSC50713,0,0,3,254,342,119,163,276,162,1318
SSC50714,0,0,3,61,91,64,57,42,33,351
SSC50715,0,0,0,3,0,0,0,0,3,10
SSC50716,0,0,3,31,49,28,44,38,16,214
SSC50717,0,0,0,4,9,3,10,5,22,49
SSC50718,9,3,20,473,396,131,126,543,150,1819
SSC50719,61,19,144,1816,2097,914,689,1633,382,7519
SSC50720,0,0,0,3,11,5,0,6,16,46
SSC50721,0,0,0,28,14,14,7,17,5,82
SSC50722,0,0,0,31,30,15,10,16,31,129
SSC50723,0,0,0,9,6,8,5,4,0,20
SSC50724,0,0,0,77,70,35,35,115,71,410
SSC50725,5,0,8,220,301,139,118,180,123,1084
SSC50726,0,0,0,82,66,37,40,78,15,320
SSC50727,0,0,0,0,3,0,0,0,4,5
SSC50728,0,0,4,31,36,24,14,23,26,150
SSC50729,0,0,0,0,0,0,3,0,0,3
SSC50730,0,0,0,10,12,4,10,10,3,51
SSC50731,0,0,0,19,14,0,5,27,8,74
SSC50732,0,0,0,32,30,11,5,75,53,210
SSC50733,0,3,4,35,54,25,39,34,22,219
SSC50734,99,30,223,1806,2008,974,736,1319,444,7286
SSC50735,0,0,0,0,0,0,0,0,0,0
SSC50736,42,21,95,536,569,318,281,759,496,2957
SSC50737,0,0,0,3,8,11,3,7,0,36
SSC50738,0,0,0,9,21,6,15,7,10,75
SSC50739,3,0,3,72,85,35,25,50,21,285
SSC50740,0,0,0,8,6,9,0,6,3,25
SSC50741,21,13,44,117,178,92,107,185,114,793
SSC50742,67,94,222,1641,2178,1034,960,1856,876,8551
SSC50743,0,0,3,134,216,142,127,126,101,843
SSC50744,0,0,0,4,5,4,3,3,0,18
SSC50745,0,0,0,0,0,0,0,0,3,3
SSC50746,35,8,79,956,995,449,312,578,252,3530
SSC50747,0,0,0,17,20,21,13,10,6,86
SSC50748,18,7,38,967,1098,457,402,1286,342,4553
SSC50749,0,0,0,0,0,0,0,0,0,0
SSC50750,57,19,128,1196,1358,565,477,1424,546,5565
SSC50751,0,0,0,35,54,40,33,60,347,579
SSC50752,10,0,18,357,422,140,133,361,121,1531
SSC50753,0,0,0,0,0,0,0,3,12,11
SSC50754,0,0,0,52,32,8,10,35,38,170
SSC50755,0,0,0,53,56,31,23,51,16,233
SSC50756,0,0,0,0,9,0,0,5,3,23
SSC50757,0,0,3,50,80,36,16,71,32,279
SSC50758,311,48,512,2396,3040,1459,1074,2099,526,10603
SSC50759,0,0,0,0,3,3,3,3,0,12
SSC50760,15,28,68,1399,1526,629,483,1103,263,5395
SSC50761,0,0,0,5,0,3,3,0,0,11
SSC50762,0,0,7,32,46,20,17,26,33,178
SSC50763,0,0,0,10,10,5,3,4,4,31
SSC50764,0,0,0,3,6,0,3,0,0,24
SSC50765,14,16,50,182,250,123,134,195,154,1042
SSC50766,0,0,0,11,12,9,17,16,7,77
SSC50767,4,0,5,60,61,34,39,70,28,286
SSC50768,0,0,0,5,8,0,8,3,0,27
SSC50769,0,0,0,8,17,7,13,16,0,62
SSC50770,0,0,0,11,14,3,8,12,7,45
SSC50771,0,0,0,3,7,0,10,8,13,38
SSC50772,0,0,0,4,4,3,4,0,0,12
SSC50773,0,0,0,7,15,3,3,38,27,94
SSC50774,0,0,0,14,11,5,12,3,0,52
SSC50775,12,7,31,507,645,284,272,1108,319,3133
SSC50776,3,0,9,151,181,91,87,186,96,798
SSC50777,0,0,7,44,50,16,30,50,24,215
SSC50778,0,0,0,13,12,6,10,9,0,40
SSC50779,0,4,4,23,36,16,21,17,16,135
SSC50780,0,3,3,3,6,6,6,3,14,42
SSC50781,3,0,3,30,56,35,26,15,18,178
SSC50782,0,0,3,17,16,12,12,12,8,76
SSC50783,0,0,0,13,3,8,8,3,0,31
SSC50784,0,0,0,7,14,3,7,9,15,52
SSC50785,0,0,0,23,18,19,19,16,6,97
SSC50786,3,4,13,49,80,29,33,63,37,292
SSC50787,0,0,0,20,23,9,8,5,3,66
SSC50788,0,0,0,3,0,0,6,0,0,13
SSC50789,0,0,0,3,16,6,5,18,11,54
SSC50790,0,0,0,3,3,0,7,13,0,31
SSC50791,4,0,7,3,10,4,7,16,13,57
SSC50792,6,5,14,998,1086,368,254,809,613,4126
SSC50793,0,0,0,0,0,0,0,3,0,4
SSC50794,0,0,0,6,4,3,3,4,4,24
SSC50795,0,0,0,3,4,4,0,0,8,12
SSC50796,0,0,0,4,0,0,4,0,6,11
SSC50797,0,0,0,3,0,0,4,0,3,6
SSC50798,0,0,0,43,38,10,25,50,26,189
SSC50799,0,0,0,3,3,3,3,3,3,21
SSC50800,0,0,0,216,130,13,0,60,18,446
SSC50801,0,0,0,42,29,18,16,43,29,179
SSC50802,0,0,0,0,0,0,0,8,3,13
SSC50803,0,0,0,3,8,3,3,3,3,32
SSC50804,0,0,0,0,5,0,5,0,0,14
SSC50805,0,0,0,7,12,3,0,4,0,21
SSC50806,0,0,0,3,0,0,0,0,3,10
SSC50807,0,0,0,97,111,78,90,80,77,542
SSC50808,0,0,0,5,6,0,0,15,26,48
SSC50809,0,0,0,3,8,0,0,29,21,61
SSC50810,4,0,10,93,110,56,52,73,53,433
SSC50811,0,0,0,3,8,5,0,6,3,20
SSC50812,0,0,0,4,0,0,3,0,0,8
SSC50813,0,0,0,13,15,10,3,17,12,76
SSC50814,0,0,0,3,4,0,7,3,0,16
SSC50815,0,0,0,0,3,3,4,0,10,20
SSC50816,0,0,0,0,6,3,0,0,5,19
SSC50817,0,0,0,11,10,9,11,4,0,48
SSC50818,0,0,0,0,4,0,0,0,7,7
SSC50819,10,3,14,743,937,437,411,731,257,3517
SSC50820,4,3,8,343,456,191,174,289,113,1568
SSC50821,5,3,11,99,139,81,76,160,79,634
SSC50822,14,0,26,2355,2531,1009,794,2138,486,9312
SSC50823,0,0,0,43,58,28,26,46,14,219
SSC50824,24,6,55,940,1001,406,389,1486,307,4524
SSC50825,0,0,0,8,5,9,10,15,0,43
SSC50826,16,11,73,725,811,321,249,490,185,2787
SSC50827,0,0,0,107,148,55,34,228,192,766
SSC50828,0,0,0,0,3,0,0,0,0,3
SSC50829,0,0,0,517,628,232,237,546,238,2404
SSC50830,0,0,8,27,50,25,37,33,40,206
SSC50831,26,4,60,944,824,204,144,412,267,2795
SSC50832,3,0,3,50,71,39,47,54,44,296
SSC50833,50,20,147,2231,2588,1271,923,1593,313,8926
SSC50834,0,0,0,0,0,0,0,0,0,4
SSC50835,0,0,0,78,78,27,30,105,145,468
SSC50836,0,0,0,24,44,25,17,25,14,152
SSC50837,3,3,5,124,117,46,21,204,152,666
SSC50838,4,0,10,495,706,383,333,337,150,2406
SSC50839,0,0,0,0,0,0,0,0,0,0
SSC50840,90,31,191,1460,1895,981,768,1242,393,6738
SSC50841,0,0,0,3,7,3,9,4,3,27
SSC50842,0,0,0,0,0,3,3,0,0,8
SSC50843,0,0,3,9,12,6,10,7,9,49
SSC50844,8,3,15,250,357,198,150,170,81,1204
SSC50845,0,0,0,3,0,0,4,3,0,13
SSC50846,0,0,0,0,4,0,0,0,3,5
SSC50847,0,0,0,4,0,0,4,3,0,10
SSC50848,19,4,28,551,625,275,247,769,318,2783
SSC50849,8,5,21,192,238,105,82,250,137,1014
SSC50850,0,0,0,6,0,0,0,0,3,13
SSC50851,0,0,0,0,0,0,0,0,0,0
SSC50852,0,0,0,5,3,3,4,8,6,28
SSC50853,0,0,0,15,29,16,13,28,3,111
SSC50854,0,0,3,313,458,234,230,259,168,1661
SSC50855,0,0,0,0,8,3,6,3,3,23
SSC50856,16,5,31,248,436,229,191,227,130,1457
SSC50857,0,0,4,25,29,19,21,13,19,133
SSC50858,0,0,0,13,16,8,11,8,18,85
SSC50859,0,0,0,16,16,4,8,0,6,55
SSC50860,0,0,0,0,3,3,4,3,0,11
SSC50861,0,0,0,4,6,0,0,18,17,55
SSC50862,14,13,69,602,697,299,252,696,254,2808
SSC50863,0,0,0,7,6,3,0,5,4,31
SSC50864,79,58,206,1723,2048,860,864,2692,836,9026
SSC50865,88,8,129,1113,1304,526,455,1094,261,4750
SSC50866,13,9,25,461,620,285,216,388,151,2112
SSC50867,0,0,0,5,0,0,0,3,9,17
SSC50868,0,0,0,0,0,0,0,3,0,5
SSC50869,0,0,0,6,6,5,0,3,3,21
SSC50870,3,0,11,128,184,110,93,107,119,747
SSC50871,4,3,12,148,203,71,66,125,59,666
SSC50872,15,7,54,818,997,492,459,670,205,3642
SSC50873,0,0,0,0,0,0,0,4,0,7
SSC50874,0,0,0,5,9,3,4,8,7,45
SSC50875,0,0,0,0,0,0,0,0,0,6
SSC50876,0,0,0,4,5,4,3,5,10,34
SSC50877,0,0,0,3,5,0,7,3,3,26
SSC50878,0,0,0,0,0,0,0,0,0,0
SSC50879,0,0,0,3,0,0,5,0,0,12
SSC50880,0,0,4,10,4,7,3,10,14,50
SSC50881,128,97,322,1252,1637,676,601,1782,948,6899
SSC50882,37,39,122,691,908,448,400,651,383,3477
SSC50883,0,0,0,10,7,0,7,0,0,25
SSC50884,38,4,78,788,974,390,284,643,200,3273
SSC50885,0,0,0,25,28,21,22,22,20,132
SSC50886,138,43,224,1860,2007,928,692,2517,567,8565
SSC50887,0,0,0,14,12,10,8,3,3,46
SSC50888,0,0,0,63,68,37,41,25,15,252
SSC50889,0,0,3,102,77,28,52,138,100,495
SSC50890,0,0,0,10,3,8,3,13,0,30
SSC50891,0,0,3,94,110,53,47,77,28,401
SSC50892,0,0,0,105,92,28,7,447,283,970
SSC50893,48,8,93,1233,1786,837,603,846,573,5874
SSC50894,0,0,8,152,174,105,68,147,54,699
SSC50895,7,3,34,419,586,275,158,269,121,1829
SSC50896,0,0,0,0,0,0,3,4,3,12
SSC50897,0,0,0,0,3,0,3,0,0,10
SSC50898,0,0,0,9,9,3,5,11,3,38
SSC50899,0,0,0,0,0,0,0,0,0,0
SSC50900,0,0,0,0,0,0,0,0,0,4
SSC50901,20,45,77,283,322,158,127,256,172,1313
SSC50902,0,0,0,15,13,3,11,26,18,81
SSC50903,3,0,6,36,34,23,19,33,61,207
SSC50904,0,0,0,0,0,0,0,0,0,0
SSC50905,0,0,0,6,0,4,0,0,4,17
SSC50906,0,0,3,34,51,19,17,22,3,139
SSC50907,46,17,129,3005,3110,895,606,2304,1025,10941
SSC50908,0,0,0,14,8,0,15,17,5,50
SSC50909,0,0,0,13,8,4,0,6,17,44
SSC50910,3,3,22,591,769,333,316,442,159,2610
SSC50911,0,0,0,0,0,0,0,3,3,10
SSC50912,162,63,317,1319,1600,794,684,1527,487,6413
SSC50913,0,0,3,39,58,26,16,33,17,190
SSC50914,0,0,0,3,6,0,0,6,0,21
SSC50915,10,11,39,352,464,192,181,469,265,1924
SSC50916,0,5,10,78,113,30,37,185,136,583
SSC50917,0,0,0,0,3,0,0,3,0,8
SSC50918,3,0,3,31,44,21,24,23,17,158
SSC50919,0,0,0,13,5,3,3,3,0,29
SSC50920,0,0,0,21,29,15,24,27,19,137
SSC50921,0,0,0,0,0,0,0,0,0,0
SSC50922,55,55,205,1123,1360,600,439,696,300,4522
SSC50923,117,137,368,477,558,277,187,428,306,2238
SSC50924,0,0,0,10,25,6,4,25,12,89
SSC50925,0,0,0,8,3,3,0,3,0,19
SSC50926,0,0,0,9,22,13,6,7,10,63
SSC50927,0,0,3,11,17,4,3,5,8,42
SSC50928,21,15,63,444,620,246,235,492,262,2299
SSC50929,144,85,307,823,1001,542,417,1076,448,4309
SSC50930,0,0,0,8,0,5,4,12,3,35
SSC50931,0,0,4,36,44,28,21,26,28,181
SSC50932,0,0,0,9,3,4,4,3,0,19
SSC50933,0,0,0,6,0,0,0,0,0,11
SSC50934,15,5,40,457,565,245,232,553,250,2308
SSC50935,0,0,9,30,57,23,22,46,19,194
SSC50936,20,7,37,112,193,92,66,107,57,616
SSC50937,120,74,257,1007,1120,393,336,1449,786,5086
SSC50938,13,6,28,222,269,108,109,359,160,1222
SSC50939,0,0,0,16,24,13,16,16,16,105
SSC50940,0,0,0,354,378,127,134,251,115,1360
SSC50941,3,0,7,406,496,221,212,297,104,1724
SSC50942,0,0,0,45,58,25,51,36,14,220
SSC50943,3,4,10,103,131,47,66,74,31,452
SSC50944,0,0,0,3,0,0,5,6,18,36
SSC50945,0,0,0,0,0,0,0,7,3,15
SSC50946,0,0,0,4,0,0,3,0,0,10
SSC50947,3,8,21,145,172,103,99,116,51,686
SSC50948,0,0,0,0,4,4,0,3,0,18
SSC50949,0,0,0,13,7,4,8,10,3,46
SSC50950,28,69,127,1489,1623,752,585,1299,372,6115
SSC50951,0,0,0,0,10,3,3,3,7,26
SSC50952,0,0,0,6,9,7,3,5,0,25
SSC50953,0,0,3,43,45,29,28,52,44,238
SSC50954,0,0,0,12,12,9,5,7,8,54
SSC50955,0,0,0,0,3,0,0,3,5,19
SSC50956,0,0,0,7,5,5,3,3,0,30
SSC50957,0,0,0,11,6,3,3,10,3,30
SSC50958,0,0,3,18,30,15,3,25,11,103
SSC50959,12,7,53,347,414,175,133,290,114,1470
SSC50960,39,10,68,1217,1137,516,488,2325,492,6167
SSC50961,0,0,0,0,3,0,0,7,23,31
SSC50962,0,0,0,5,11,8,4,3,5,38
SSC50963,0,0,0,18,15,10,11,3,8,65
SSC50964,0,0,0,15,11,4,5,17,8,52
SSC50965,0,0,3,29,45,26,30,34,16,172
SSC50966,0,0,0,14,8,9,13,8,3,47
SSC50967,0,0,0,0,5,4,3,4,0,17
SSC50968,0,0,3,19,36,18,16,11,7,109
SSC50969,0,0,0,4,3,7,0,0,0,13
SSC50970,3,0,4,63,93,45,40,47,62,350
SSC50971,0,0,0,4,9,5,7,9,9,43
SSC50972,0,0,0,8,10,4,7,3,8,39
SSC50973,0,0,0,26,45,8,24,25,16,143
SSC50974,0,0,0,8,4,3,6,3,0,26
SSC50975,0,0,0,5,7,5,5,6,6,35
SSC50976,0,0,0,6,9,0,3,0,6,24
SSC50977,0,0,3,31,43,34,20,53,19,200
SSC50978,24,7,41,261,349,158,140,322,185,1417
SSC50979,0,0,0,0,0,0,0,0,0,0
SSC50980,0,0,0,3,3,0,0,0,0,17
SSC50981,0,0,0,11,11,5,9,14,15,59
SSC50982,0,0,3,104,166,111,88,128,59,658
SSC50983,8,5,10,68,90,47,39,126,60,433
SSC50984,0,0,0,6,5,0,0,4,0,19
SSC50985,0,0,0,5,9,3,4,4,3,23
SSC50986,3,0,4,141,210,106,92,111,38,697
SSC50987,8,0,9,102,138,65,39,155,148,640
SSC50988,147,85,424,4210,4349,1884,1573,4650,1405,18072
SSC50989,0,0,0,0,5,10,3,8,10,41
SSC50990,48,65,182,1898,1931,816,562,1307,737,7248
SSC50991,0,0,0,7,9,4,5,3,5,33
SSC50992,0,0,0,0,4,3,3,3,0,9
SSC50993,0,0,0,0,0,0,0,0,0,0
SSC50994,40,20,77,385,575,333,301,376,278,2245
SSC50995,0,0,0,0,4,3,0,4,0,11
SSC50996,0,0,0,7,23,15,3,10,0,55
SSC50997,0,0,0,0,7,0,0,0,0,11
SSC50998,46,25,144,989,1033,526,360,590,218,3716
SSC50999,5,4,26,143,138,66,55,101,50,551
SSC51000,0,0,0,12,19,11,15,11,3,80
SSC51001,0,0,0,0,0,0,3,0,0,4
SSC51002,0,0,0,3,3,0,3,0,7,26
SSC51003,0,0,5,20,35,19,35,23,10,143
SSC51004,0,0,0,67,128,42,9,30,32,307
SSC51005,37,13,108,1568,1831,757,481,838,328,5796
SSC51006,14,5,27,512,700,372,348,441,155,2526
SSC51007,0,0,0,3,7,3,0,9,6,31
SSC51008,0,0,0,0,0,0,0,0,0,3
SSC51009,0,0,0,6,8,8,3,0,5,23
SSC51010,0,0,0,0,0,0,0,0,0,0
SSC51011,141,113,329,2816,2584,906,583,1722,1031,9644
SSC51012,0,0,0,0,0,0,0,0,0,0
SSC51013,0,0,0,3,3,0,6,0,3,23
SSC51014,0,0,0,55,69,34,29,76,115,376
SSC51015,9,3,28,248,256,102,89,168,66,926
SSC51016,15,6,38,505,694,348,281,491,178,2499
SSC51017,0,0,0,0,0,0,0,0,0,5
SSC51018,0,0,0,0,0,0,0,0,0,0
SSC51019,0,0,0,0,0,0,0,0,0,0
SSC51020,53,15,183,1468,1629,735,538,965,303,5635
SSC51021,20,14,56,311,480,211,183,360,144,1694
SSC51022,0,0,0,0,0,0,0,0,0,0
SSC51023,0,0,0,163,168,35,11,474,210,1062
SSC51024,0,0,0,8,10,7,5,4,8,41
SSC51025,0,0,0,4,8,0,4,3,0,15
SSC51026,17,7,32,541,702,314,269,494,197,2516
SSC51027,0,0,0,14,4,3,7,4,0,40
SSC51028,0,0,0,0,0,0,0,0,0,0
SSC51029,0,0,0,0,0,0,0,0,0,0
SSC51030,3,0,9,136,191,118,109,157,95,800
SSC51031,3,0,6,28,38,16,13,32,16,139
SSC51032,0,0,0,69,19,19,8,79,80,272
SSC51033,0,0,0,0,6,0,0,5,0,16
SSC51034,0,0,5,53,67,44,36,47,40,276
SSC51035,0,0,0,0,0,0,0,0,0,0
SSC51036,0,0,0,14,11,5,3,73,68,179
SSC51037,15,8,55,1061,1389,695,443,818,292,4701
SSC51038,0,0,0,24,30,17,15,22,17,132
SSC51039,3,0,7,53,74,34,21,86,63,336
SSC51040,0,0,5,45,57,32,32,45,28,236
SSC51041,0,0,0,23,42,17,26,25,42,170
SSC51042,0,0,3,10,21,11,12,5,9,69
SSC51043,0,0,0,8,14,9,16,10,4,46
SSC51044,0,0,0,0,0,0,0,0,3,8
SSC51045,31,37,118,484,756,340,312,434,214,2543
SSC51046,3,6,20,172,262,116,124,211,100,985
SSC51047,0,0,0,3,0,0,10,9,3,24
SSC51048,0,0,0,11,10,0,8,7,0,37
SSC51049,0,0,0,15,23,11,14,22,17,98
SSC51050,15,13,47,801,968,404,340,828,225,3561
SSC51051,0,0,0,4,12,0,11,10,8,37
SSC51052,0,0,3,19,20,12,14,17,12,86
SSC51053,0,0,0,9,14,5,4,8,11,49
SSC51054,59,164,308,737,699,299,228,770,521,3262
SSC51055,0,0,0,3,6,0,3,0,0,20
SSC51056,0,0,0,7,7,3,3,8,0,24
SSC51057,0,3,3,67,62,41,37,37,66,302
SSC51058,0,0,0,0,0,0,0,0,0,0
SSC51059,35,51,138,362,449,187,123,273,167,1570
SSC51060,0,0,4,69,93,56,56,79,68,421
SSC51061,0,0,0,14,34,16,16,11,16,115
SSC51062,0,0,0,5,0,8,0,3,3,19
SSC51063,0,0,0,3,3,0,0,0,0,6
SSC51064,0,0,0,3,9,0,3,0,0,12
SSC51065,0,0,0,5,10,4,3,4,0,19
SSC51066,3,0,3,39,86,18,37,53,21,254
SSC51067,0,0,3,7,8,0,5,3,0,28
SSC51068,0,0,0,4,7,6,7,6,0,32
SSC51069,0,0,0,4,0,0,0,0,6,14
SSC51070,0,0,0,0,0,0,0,0,0,0
SSC51071,0,0,0,5,15,7,12,8,9,51
SSC51072,0,0,0,0,0,0,0,5,0,8
SSC51073,0,3,19,130,209,120,123,114,87,781
SSC51074,0,0,0,18,22,9,18,6,24,94
SSC51075,0,0,0,11,14,0,0,41,5,71
SSC51076,0,0,4,47,65,31,48,27,23,236
SSC51077,0,0,0,0,6,0,0,4,0,10
SSC51078,9,4,23,76,83,51,51,100,48,396
SSC51079,0,0,0,12,12,5,10,15,336,386
SSC51080,0,0,0,11,12,8,13,7,6,58
SSC51081,0,0,0,5,4,4,3,4,7,21
SSC51082,0,0,5,85,101,59,64,55,45,409
SSC51083,57,23,128,656,817,386,365,693,449,3375
SSC51084,0,0,0,23,27,10,12,16,3,90
SSC51085,0,0,0,9,19,3,10,3,14,56
SSC51086,0,0,0,9,5,0,0,0,8,21
SSC51087,0,0,0,0,0,0,0,0,0,0
SSC51088,141,48,305,2189,2421,1131,749,1357,454,8300
SSC51089,0,0,0,11,24,5,16,11,10,77
SSC51090,0,0,0,3,4,0,3,3,4,15
SSC51091,0,3,4,16,14,9,14,7,19,73
SSC51092,0,0,0,41,51,21,10,56,23,203
SSC51093,0,0,0,5,0,0,0,0,0,9
SSC51094,0,0,0,16,20,15,15,9,16,89
SSC51095,0,0,0,0,0,0,0,0,0,0
SSC51096,0,0,0,0,0,0,0,3,0,4
SSC51097,0,0,0,16,24,3,3,15,30,89
SSC51098,0,0,0,3,3,3,3,3,0,19
SSC51099,0,0,3,21,31,9,14,27,10,119
SSC51100,0,0,0,19,23,18,16,10,6,99
SSC51101,0,0,4,1010,1269,391,297,1481,1472,5921
SSC51102,0,0,0,153,148,59,47,81,220,705
SSC51103,0,0,3,759,961,347,356,476,296,3191
SSC51104,0,0,4,31,28,33,26,58,26,199
SSC51105,0,0,0,7,13,9,0,12,8,43
SSC51106,0,0,0,0,3,0,0,5,8,15
SSC51107,0,0,0,0,4,0,6,0,0,14
SSC51108,0,0,0,15,9,5,12,8,4,59
SSC51109,0,0,0,17,16,4,16,5,12,69
SSC51110,0,0,0,8,12,4,6,4,6,40
SSC51111,0,0,0,9,3,3,0,0,0,12
SSC51112,57,23,166,2292,2398,854,718,2549,956,9768
SSC51113,0,0,0,3,10,3,4,0,5,30
SSC51114,85,26,178,1524,1686,835,670,1602,439,6743
SSC51115,0,0,0,12,16,12,4,7,6,59
SSC51116,0,0,0,0,4,0,0,5,4,15
SSC51117,3,0,6,57,94,59,58,145,63,479
SSC51118,0,0,0,5,7,3,0,3,10,33
SSC51119,0,0,0,0,0,0,0,0,0,0
SSC51120,27,3,66,760,801,339,214,510,185,2809
SSC51121,0,0,0,3,3,0,0,6,6,15
SSC51122,0,0,4,56,84,34,30,43,20,272
SSC51123,0,0,0,3,0,0,3,0,0,3
SSC51124,0,0,0,0,0,0,0,0,4,4
