SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC51642,45,1600,395,315,1375,0.6,1281,2.6
SSC51643,46,1517,556,300,1427,0.7,1101,2.3
SSC51644,0,0,0,0,0,0,0,0
SSC51645,39,325,1593,50,2250,0.7,1687,2.2
SSC51646,53,1817,457,0,1416,0.9,1083,2.1
SSC51647,45,2000,778,300,1801,0.8,1565,2.5
SSC51648,46,2000,768,250,1968,0.8,1674,2.7
SSC51649,33,1924,735,400,1798,0.8,1670,2.9
SSC51650,34,2050,691,350,1728,0.7,1511,2.8
SSC51651,37,0,1125,0,1874,0.8,1624,1.6
SSC51652,33,0,525,0,0,0,0,0
SSC51653,35,1950,738,350,1974,0.8,1740,2.7
SSC51654,53,1717,703,135,1625,0.7,1350,2.2
SSC51655,38,0,0,0,0,0,0,0
SSC51656,35,0,1541,0,3124,0,2750,4
SSC51657,54,1734,762,0,1624,0.7,1292,2.2
SSC51658,44,1300,440,225,1091,0.8,927,2.5
SSC51659,33,0,900,0,1375,0.5,1375,1.5
SSC51660,44,434,762,0,1625,0.7,1312,2.6
SSC51661,50,1109,819,210,1416,0.6,1275,2
SSC51662,0,0,0,0,0,0,0,0
SSC51663,53,664,541,0,1062,0.6,754,1.8
SSC51664,58,0,0,0,0,0,0,0
SSC51665,30,0,0,0,0,0,0,0
SSC51666,40,2255,706,200,2749,0.7,1656,2.9
SSC51667,42,2084,860,84,1562,0.6,1375,2.2
SSC51668,53,0,866,0,2083,0.8,1937,2.5
SSC51669,28,0,749,0,0,0,0,0
SSC51670,36,0,687,0,1916,0.9,1875,2.4
SSC51671,0,0,0,0,0,0,0,0
SSC51672,37,1957,788,340,1903,0.8,1432,2.2
SSC51673,52,1842,754,180,1542,0.8,1458,2.3
SSC51674,50,1426,511,260,1316,0.7,947,2.2
SSC51675,36,0,525,0,2625,0,1249,2
SSC51676,53,1307,769,0,1374,0.8,1437,2.4
SSC51677,28,0,725,0,1875,0,3125,0
SSC51678,44,0,900,0,2249,0.6,1375,2.6
SSC51679,50,1250,583,225,1402,0.8,1211,2.5
SSC51680,24,0,537,0,0,0,0,0
SSC51681,57,0,680,0,1125,0.4,774,1.6
SSC51682,0,0,0,0,0,0,0,0
SSC51683,0,0,0,0,0,0,0,0
SSC59494,41,0,434,0,0,0,0,0
SSC59797,40,0,2654,0,0,0,0,0
