SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC50337,0,0,0,11,16,26,0,0,0,3,0,3,0,0,0,11,13,26,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,35,36,69,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,55,120,0,0,0,0,0,0,64,54,119,10,6,13,114,101,207
SSC50338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7
SSC50339,0,3,3,102,90,200,0,0,0,5,7,13,0,0,0,61,65,128,4,5,8,0,0,0,10,9,22,0,0,0,0,0,3,0,0,0,0,3,3,0,3,3,4,7,17,0,0,0,0,0,0,34,36,70,5,3,11,0,0,0,233,234,465,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,142,119,260,0,0,0,0,0,0,143,119,258,65,47,116,441,408,851
SSC50340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,0,0,0,19,23,38,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,6,8,5,4,11,0,0,0,0,0,0,5,4,11,0,0,0,28,34,57
SSC50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50342,29,38,64,783,886,1665,0,0,0,12,16,29,0,0,0,663,763,1428,5,4,4,52,46,93,3,3,3,0,0,0,11,4,18,0,0,0,15,26,37,16,15,32,59,90,148,0,0,0,0,0,0,93,132,227,41,71,112,3,0,5,1746,2050,3792,15,15,33,7,4,11,8,7,21,0,0,0,0,0,0,7,3,9,7,3,9,1427,1263,2685,12,4,21,5,3,12,1441,1276,2718,366,360,724,3616,3757,7375
SSC50343,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,25,0,0,0,0,0,0,10,13,25,6,3,14,24,25,50
SSC50344,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,5,4,4,3,5,8,17,11,25
SSC50345,0,0,0,8,6,12,0,0,0,0,0,0,0,0,0,7,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,17,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,5,3,13,0,0,3,23,22,48
SSC50346,6,8,18,123,124,248,0,0,0,4,9,10,0,0,0,126,129,255,0,5,5,0,3,3,3,4,3,5,5,11,0,5,5,0,0,0,3,3,7,3,3,4,16,13,30,0,0,0,0,0,0,24,30,60,36,36,69,0,0,0,343,366,707,3,3,5,0,0,0,0,3,3,0,0,0,0,0,0,3,4,10,3,4,10,461,425,888,3,0,8,0,3,3,466,432,895,131,133,268,952,953,1902
SSC50347,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,0,0,0,0,0,0,3,10,9,0,0,0,8,10,20
SSC50348,0,0,0,3,3,5,0,0,0,3,5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,15,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,0,3,5,18,19,40
SSC50349,34,43,78,403,440,848,0,0,0,45,42,84,0,0,0,540,593,1132,4,7,9,15,21,29,4,16,16,15,14,27,3,9,11,3,7,14,14,22,36,18,21,38,46,50,95,3,4,8,7,14,15,37,81,122,72,100,169,3,0,7,1227,1432,2658,11,13,26,25,18,46,4,0,6,0,0,0,0,3,3,3,15,20,3,18,23,1341,1098,2441,9,19,30,3,13,24,1363,1130,2487,284,243,528,2948,2903,5853
SSC50350,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,11,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,17,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,23,0,0,0,0,0,0,13,7,23,3,11,12,30,33,61
SSC50351,0,0,0,60,69,132,0,0,0,19,23,46,0,0,0,34,33,67,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,0,0,0,0,0,0,3,3,6,11,11,19,0,0,0,142,151,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,65,152,0,0,0,0,0,0,89,65,157,24,26,48,254,242,496
SSC50352,70,111,184,159,171,329,0,0,0,28,14,41,0,0,0,204,278,488,0,3,5,22,15,38,3,0,4,0,0,0,3,0,6,0,0,3,18,22,41,15,13,24,34,38,66,0,0,0,4,0,4,36,45,82,51,56,109,0,0,3,572,669,1241,47,54,100,177,131,305,17,25,38,0,0,3,3,4,14,11,10,20,15,19,38,925,797,1719,10,5,15,3,0,4,939,804,1744,224,213,441,2060,2037,4095
SSC50353,0,0,0,20,20,38,0,0,0,0,0,3,0,0,0,31,26,60,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,3,6,3,0,0,3,0,0,0,65,59,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,50,0,0,0,0,0,0,25,20,50,15,8,19,106,90,196
SSC50354,0,0,0,27,27,56,0,0,0,4,3,4,0,0,0,8,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,4,3,3,0,8,0,0,0,49,49,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,47,34,82,0,0,0,0,0,0,47,34,82,11,10,13,112,91,203
SSC50355,0,0,0,12,6,15,0,0,0,0,0,0,0,0,0,11,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,22,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,59,0,0,0,0,0,0,32,26,59,9,9,21,63,62,123
SSC50356,0,0,3,35,31,72,0,0,0,12,5,20,0,0,0,34,39,77,0,0,0,0,0,0,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,8,16,23,8,5,8,0,0,0,111,108,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,84,69,154,0,0,0,0,0,0,88,69,158,43,30,76,240,217,458
SSC50357,0,0,0,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,3,4,5,5,4,8,15,13,23
SSC50358,0,0,0,12,10,25,0,0,0,0,0,0,0,0,0,10,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,36,29,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,54,0,0,0,0,3,3,31,25,55,33,23,49,106,77,178
SSC50359,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,0,0,0,0,0,0,7,6,14,3,0,5,18,15,31
SSC50360,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,8,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,16,0,0,0,0,0,0,10,9,19,0,6,5,16,23,36
SSC50361,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0,8,3,6,3,0,3,14,13,25
SSC50362,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,16,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,29,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,34,0,0,0,0,0,0,30,5,34,9,0,9,70,6,80
SSC50363,0,0,0,99,93,190,0,0,0,3,0,5,56,41,93,77,67,143,0,0,0,0,0,3,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,7,5,3,0,3,0,0,3,26,38,56,9,23,36,0,0,0,291,274,564,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,114,93,210,0,0,0,0,0,0,114,93,210,50,43,96,458,413,876
SSC50364,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,10,10,15,6,5,7,28,24,51
SSC50365,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,0,0,0,0,0,0,5,7,13,0,0,0,13,15,20
SSC50366,31,56,92,560,611,1169,0,0,0,118,119,235,0,0,0,796,905,1697,13,8,22,25,25,51,4,6,14,9,13,22,3,3,6,22,22,41,34,30,64,51,65,113,99,104,209,3,0,3,0,0,0,55,72,128,127,134,264,0,0,0,1922,2124,4045,28,27,57,42,38,72,10,5,16,0,0,0,6,5,10,30,34,65,36,40,80,1107,956,2064,6,5,13,4,3,4,1118,960,2083,259,216,476,3452,3462,6912
SSC50367,0,3,3,13,9,17,0,0,0,0,0,0,0,0,3,7,10,23,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,5,0,0,0,28,35,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,67,0,0,0,0,0,0,34,27,66,16,17,28,80,82,156
SSC50368,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,13,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,15,11,26
SSC50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50370,12,18,30,92,111,202,0,0,0,5,4,6,0,0,0,113,142,255,3,7,9,6,8,15,0,0,0,0,0,0,3,0,3,0,0,0,5,9,14,9,8,17,6,3,11,0,3,3,0,0,0,20,23,37,18,27,50,3,0,3,277,338,620,16,6,17,3,14,16,4,6,8,0,0,0,0,0,0,5,7,16,5,7,16,319,281,603,3,3,4,0,0,3,323,279,604,51,56,110,701,722,1419
SSC50371,0,0,0,25,32,61,0,0,0,3,3,10,0,0,0,14,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,5,0,4,0,5,7,0,0,0,63,58,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,60,0,0,0,0,0,0,35,29,59,9,17,29,111,103,216
SSC50372,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,0,0,0,0,0,0,4,3,13,10,7,13,36,26,64
SSC50373,31,46,79,437,460,898,0,0,0,24,21,46,0,0,0,421,498,913,0,3,7,59,56,108,4,0,6,0,0,0,9,11,26,0,0,0,6,17,30,14,13,23,34,55,89,0,0,0,0,0,0,79,103,178,51,68,119,3,3,6,1145,1306,2452,48,46,91,21,24,42,10,10,17,0,0,0,4,3,11,6,4,9,9,5,22,638,551,1185,3,4,7,3,3,8,648,559,1202,176,150,324,2099,2139,4240
SSC50374,3,7,8,65,75,136,0,0,0,20,17,41,41,41,79,68,57,127,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,3,6,3,6,10,0,0,0,0,4,4,18,24,41,20,17,38,3,3,3,242,254,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,112,77,188,0,0,0,0,0,0,112,77,188,49,41,86,413,375,787
SSC50375,27,37,63,615,770,1385,0,0,0,129,124,255,0,0,0,815,901,1717,10,12,24,24,23,43,30,32,61,34,26,61,19,33,51,3,0,3,25,20,47,62,69,131,110,128,237,9,9,10,7,12,24,72,106,176,208,241,452,22,16,36,2189,2524,4713,32,26,63,37,29,70,0,3,4,0,0,0,5,5,14,16,29,45,22,37,56,1680,1549,3227,13,12,26,3,8,8,1699,1569,3263,388,370,758,4397,4593,8998
SSC50376,0,0,0,13,5,17,0,0,0,4,4,9,0,0,0,10,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,4,0,0,0,0,0,0,3,5,5,13,6,17,0,0,0,42,37,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,25,28,55,0,0,0,0,0,0,25,28,55,22,19,41,94,83,177
SSC50377,10,12,22,87,78,168,0,0,0,3,9,13,0,0,0,119,107,225,0,0,0,0,0,0,3,4,8,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,10,7,14,8,13,22,0,0,0,247,224,472,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,214,473,3,3,3,0,0,3,266,212,481,66,59,125,591,509,1104
SSC50378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50379,0,0,0,9,10,25,0,0,0,3,8,10,0,0,0,319,307,621,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,48,83,0,5,5,0,0,4,0,0,0,0,0,0,10,0,13,22,38,62,0,0,0,402,411,817,0,0,0,0,0,0,0,0,4,12,10,19,0,0,0,0,0,0,12,10,19,73,64,136,0,0,0,0,0,0,73,64,136,73,72,141,559,549,1113
SSC50380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,9,0,9,0,0,0,9,3,15
SSC50381,0,0,0,60,54,121,0,0,0,3,3,5,0,0,0,29,31,55,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,6,3,5,0,0,0,6,4,7,11,14,26,0,0,0,0,0,0,120,112,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,71,0,0,0,0,0,0,46,32,79,17,15,36,185,156,340
SSC50382,0,0,0,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,16,0,0,0,0,0,0,12,3,16,5,3,10,27,24,47
SSC50383,168,191,364,318,314,627,0,0,0,76,75,153,0,0,0,755,803,1557,22,20,42,158,145,304,9,16,24,11,27,41,7,10,15,16,14,26,15,25,36,152,179,333,43,65,109,10,6,13,3,3,6,60,60,118,224,226,457,3,3,7,1877,1987,3863,250,210,457,177,175,353,0,5,13,0,0,0,3,3,4,26,41,67,31,44,73,792,688,1477,6,0,12,0,0,0,801,686,1494,266,217,482,3570,3515,7086
SSC50384,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,0,0,0,0,0,0,3,6,14,0,0,0,9,7,19
SSC50385,0,0,0,41,50,91,0,0,0,0,0,4,0,0,0,67,70,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,3,6,0,0,0,0,3,4,11,10,23,3,8,10,0,0,0,137,149,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,92,190,0,0,0,0,0,0,96,92,190,18,11,27,249,254,502
SSC50386,0,0,0,87,93,171,0,0,0,6,8,16,0,0,0,92,91,176,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,3,4,3,6,10,0,0,0,0,0,3,18,9,28,7,12,18,0,3,6,219,230,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,92,73,164,0,0,0,0,0,0,92,73,164,28,27,56,344,330,672
SSC50387,0,0,0,42,43,84,0,0,0,0,5,8,0,0,0,31,30,61,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,3,3,0,0,3,15,20,31,0,3,3,0,0,0,97,108,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,70,154,0,0,0,0,0,0,86,70,151,14,18,37,203,197,403
SSC50388,3,3,7,125,145,268,0,0,0,8,10,22,0,0,0,103,118,222,0,0,0,3,3,3,3,0,3,0,0,0,3,3,4,0,0,0,3,3,8,3,4,8,36,35,74,0,0,0,0,0,0,19,17,35,24,35,64,0,0,0,334,381,714,5,4,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,200,185,379,3,0,7,4,4,9,207,189,392,32,36,65,589,617,1200
SSC50389,8,19,32,318,387,706,0,0,0,36,41,78,3,4,8,240,267,509,4,3,7,6,5,9,15,10,31,4,3,5,6,7,18,0,0,0,7,10,17,14,19,27,32,40,68,0,0,0,6,10,10,24,51,71,92,86,179,3,11,13,816,941,1758,3,3,5,4,0,3,5,4,4,0,0,0,0,0,0,10,7,21,15,7,21,780,714,1494,6,7,14,0,4,9,796,726,1524,170,149,311,1801,1855,3656
SSC50390,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,19,0,0,0,0,0,0,13,6,20,0,0,0,19,18,34
SSC50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,4,3,7
SSC50392,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,14,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,4,3,13,22,15,34
SSC50393,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,10,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,4,3,3,15,13,27
SSC50394,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9
