SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC50279,0,0,0,23,14,34,0,0,0,0,0,0,0,0,0,14,14,25,0,0,0,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,10,4,8,0,0,0,45,46,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,32,29,63,0,0,0,0,3,3,32,29,67,13,10,26,99,83,182
SSC50280,16,23,42,77,90,160,0,0,0,15,12,27,0,0,0,68,89,153,0,0,3,3,0,3,6,0,8,3,3,4,0,3,3,5,6,12,7,6,20,23,23,46,36,23,59,0,0,0,3,3,4,5,7,14,32,41,69,3,0,4,271,314,584,15,17,36,17,16,26,0,0,0,0,0,0,11,5,16,0,11,8,10,14,25,187,140,330,0,0,3,0,0,0,186,141,332,51,36,83,565,557,1128
SSC50281,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,0,0,0,6,10,16
SSC50282,0,0,0,8,5,7,0,0,0,0,0,0,0,0,0,14,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,8,3,9,11,5,12,31,17,50
SSC50283,0,0,0,12,5,19,0,0,0,0,0,0,0,0,0,17,14,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,32,27,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,73,0,0,0,0,0,0,34,39,73,9,6,14,74,66,144
SSC50284,0,0,0,18,11,31,0,0,0,0,0,3,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,0,0,7,0,0,0,31,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,8,18,14,40,0,0,0,0,0,0,18,14,40,7,8,17,60,55,117
SSC50285,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,12,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,0,17,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,18,0,0,0,0,0,0,9,3,18,3,5,10,39,25,66
SSC50286,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,0,0,0,20,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,20,0,0,0,0,0,0,13,8,20,0,0,0,25,30,58
SSC50287,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,5,7,11
SSC50288,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,4,3,7,4,0,7,10,7,19
SSC50289,4,6,16,170,197,370,0,0,0,12,14,22,0,0,0,137,124,261,0,4,8,8,6,9,7,10,22,0,0,0,0,4,9,0,0,0,10,10,18,0,4,4,20,10,27,0,0,3,0,0,0,18,18,34,46,43,86,0,0,0,414,455,875,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,8,3,6,9,399,332,733,4,3,5,3,3,5,410,341,750,94,89,186,926,898,1828
SSC50290,4,15,14,101,109,205,0,0,0,4,5,9,0,0,0,90,82,164,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,9,17,4,8,11,0,3,4,11,11,17,11,13,19,0,0,0,232,243,476,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,3,0,6,3,193,125,316,0,0,0,0,0,0,193,125,316,63,40,102,495,433,921
SSC50291,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,18,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,0,0,0,0,0,0,6,8,15,0,0,0,23,13,37
SSC50292,52,87,137,170,180,350,0,0,0,23,23,49,0,0,0,436,455,886,3,6,11,20,45,65,0,0,3,0,0,0,3,7,11,0,0,0,23,33,61,11,14,28,28,42,70,0,0,0,0,3,0,39,51,93,45,62,101,0,7,7,806,929,1732,95,80,174,28,25,50,3,3,13,0,0,0,4,3,11,5,7,14,9,16,23,511,487,1000,3,3,3,0,5,5,517,493,1011,124,115,237,1635,1750,3387
SSC50293,28,43,62,634,716,1347,0,0,0,33,31,59,0,0,0,773,851,1629,5,11,19,88,113,203,0,0,4,3,3,8,16,23,43,7,4,13,16,18,25,13,20,31,71,72,144,3,0,5,0,0,0,86,135,220,54,69,127,3,9,12,1811,2081,3893,17,28,42,13,8,18,20,17,34,0,0,0,10,9,19,9,5,13,19,12,25,1096,933,2023,8,17,25,4,3,7,1107,949,2056,227,246,479,3234,3380,6609
SSC50294,0,4,8,34,29,59,0,0,0,0,0,0,0,0,0,25,32,59,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,3,0,0,0,5,6,14,3,0,3,0,0,0,75,81,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,74,44,112,0,0,0,0,0,0,74,44,120,17,8,20,168,145,310
SSC50295,45,64,114,762,974,1737,0,0,0,28,33,60,0,0,0,690,862,1553,12,7,18,28,48,76,0,3,4,0,0,0,10,15,25,0,0,0,18,7,23,16,20,32,72,103,177,0,3,4,0,7,7,108,182,286,67,75,144,3,0,3,1810,2353,4161,39,38,79,38,41,75,10,17,30,0,0,0,10,9,16,16,21,44,25,29,52,1398,1227,2626,14,16,30,7,10,24,1425,1251,2683,452,501,953,3850,4294,8148
SSC50296,106,156,260,719,851,1570,0,0,0,121,126,251,0,0,0,1168,1318,2481,6,7,11,36,45,83,31,36,65,45,48,91,16,19,36,10,13,23,38,55,90,119,133,250,107,122,233,12,7,24,7,12,17,74,82,156,214,243,453,10,19,27,2734,3135,5864,122,104,224,173,170,350,4,4,12,0,0,0,62,51,118,25,40,62,93,94,184,2472,2261,4732,27,14,33,13,15,25,2512,2289,4795,657,621,1272,6392,6574,12967
SSC50297,0,0,0,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
SSC50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,0,0,0,3,3,7
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,124,152,277,366,453,823,0,0,0,51,52,102,0,0,0,978,1011,1992,4,9,9,29,27,54,13,16,24,6,17,28,3,9,8,0,0,3,24,35,55,45,41,86,57,50,104,5,6,12,9,14,26,44,64,110,135,129,267,4,6,12,1783,1948,3729,137,98,230,256,178,439,3,3,3,0,4,5,57,35,95,16,18,29,70,53,131,1185,990,2172,8,6,15,4,10,11,1198,1007,2203,555,510,1060,4123,3946,8069
SSC50301,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,26,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,8,3,7,3,3,5,21,21,42
SSC50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50303,13,18,28,48,69,113,0,0,0,14,11,21,0,0,0,149,123,270,3,0,4,3,7,12,0,3,3,0,3,4,0,3,3,0,0,0,3,3,3,4,5,11,13,7,26,0,0,0,0,0,0,4,11,17,23,22,42,0,0,0,265,271,533,24,14,36,21,10,35,0,0,0,0,0,0,4,0,5,0,7,7,4,8,11,262,218,478,6,5,12,0,4,8,269,224,490,61,66,126,642,613,1260
SSC50304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,8,6,12,14,10,19
SSC50305,0,0,0,6,8,13,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,0,0,0,0,0,7,5,13,7,0,7,25,20,47
SSC50306,0,0,0,6,10,12,0,0,0,0,0,0,0,0,0,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,30,0,0,0,0,0,0,14,12,30,6,6,11,40,37,76
SSC50307,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,11,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,16,24
SSC50308,3,7,8,106,118,219,0,0,0,13,10,21,0,0,0,128,139,261,3,8,10,0,3,4,0,3,5,8,12,19,0,0,0,0,0,0,7,6,16,0,6,9,4,3,12,0,0,0,0,4,4,19,20,40,23,26,44,0,0,0,317,355,670,3,0,3,0,11,13,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,228,212,438,4,0,4,3,4,7,235,216,446,381,48,434,941,635,1579
SSC50309,10,19,35,675,761,1434,0,0,0,50,58,109,0,0,0,780,822,1599,21,26,50,3,3,3,16,24,36,8,4,14,3,10,10,4,0,3,15,15,31,11,8,19,40,49,87,17,18,40,3,5,10,144,156,304,98,106,203,0,3,3,1891,2070,3964,4,4,13,3,5,12,0,0,0,0,0,0,4,0,0,14,20,39,15,23,42,1428,1253,2674,12,4,20,3,11,11,1444,1261,2707,439,385,823,3812,3772,7587
SSC50310,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,0,3,0,0,0,16,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,22,0,0,0,0,0,0,11,10,22,4,0,4,34,26,55
SSC50311,0,0,0,56,61,113,0,0,0,6,9,11,0,0,4,45,46,87,0,0,3,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,5,3,11,0,0,0,0,3,3,9,12,24,19,15,31,0,0,0,150,166,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,136,135,267,14,3,15,0,0,0,142,138,281,38,37,70,338,341,676
SSC50312,0,0,0,14,16,29,0,0,0,8,3,8,0,0,0,16,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,11,0,0,0,0,0,0,5,10,12,0,0,5,3,0,3,50,62,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,43,42,85,0,0,0,0,0,0,43,44,89,10,5,19,102,119,223
SSC50313,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,0,0,0,0,0,0,4,8,16,3,3,3,21,20,40
SSC50314,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,0,0,0,0,9,3,6,0,0,0,16,19,30
SSC50315,171,257,430,741,1055,1794,0,0,0,70,102,176,3,4,3,1289,1687,2973,21,24,47,69,83,155,12,21,32,10,11,28,17,35,57,10,9,18,36,47,84,43,56,104,117,143,262,12,4,10,0,9,17,175,277,454,169,240,407,10,7,15,2804,3830,6633,123,108,231,188,169,352,8,9,19,0,3,0,25,21,49,29,34,57,50,60,110,2437,2288,4725,34,23,61,10,18,30,2483,2328,4818,747,809,1553,6574,7563,14138
SSC50316,0,0,0,27,25,49,0,0,0,0,0,0,0,0,0,13,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,0,0,4,0,0,0,56,57,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,51,116,0,0,0,0,0,0,69,51,117,23,21,50,145,129,278
SSC50317,17,25,37,365,460,818,0,0,0,41,41,83,0,0,0,418,436,853,3,0,4,5,5,14,0,0,0,0,7,5,0,3,3,3,3,7,10,15,23,18,28,47,34,33,68,0,8,6,3,0,9,35,40,75,51,61,109,3,0,6,1002,1136,2135,11,7,22,15,12,20,0,0,3,0,0,0,0,0,0,10,9,18,10,9,18,589,538,1123,0,0,0,0,4,4,594,538,1132,152,126,271,1786,1854,3641
SSC50318,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,3,4,8,0,0,3,14,12,26
SSC50319,6,25,31,372,478,856,0,0,0,38,53,90,0,0,0,267,374,645,3,3,11,5,3,11,10,17,28,11,9,16,10,3,11,0,0,0,13,14,21,23,25,44,31,42,75,8,11,20,0,3,3,36,79,117,44,45,93,3,6,8,866,1174,2039,3,3,7,4,9,13,0,0,0,0,0,0,0,0,0,3,9,15,7,9,18,719,637,1351,3,3,7,4,8,17,722,647,1376,219,232,451,1825,2103,3932
SSC50320,10,30,44,282,346,632,0,0,0,31,31,60,0,0,0,977,1019,1996,0,0,0,30,30,62,0,3,4,0,0,0,6,5,12,0,3,3,18,17,26,12,15,26,42,45,83,8,0,9,0,0,0,36,38,80,45,66,108,3,7,5,1491,1626,3110,7,3,8,10,9,14,0,0,0,0,0,0,4,0,4,4,9,14,11,9,14,542,470,1016,0,0,0,8,5,12,545,479,1027,190,182,371,2263,2334,4597
SSC50321,0,4,4,47,46,100,0,0,0,3,0,0,0,0,0,57,52,109,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,0,0,3,0,4,8,11,7,20,0,0,0,125,127,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,92,195,0,0,0,0,0,0,107,92,195,26,28,51,262,247,502
SSC50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,4,3,6
SSC50323,35,51,85,270,367,634,0,0,0,42,47,90,0,0,3,479,529,1012,3,6,8,22,22,39,12,15,33,12,10,20,3,4,12,0,0,0,13,14,22,13,27,38,36,42,77,3,6,8,5,3,8,21,43,65,59,79,139,3,3,9,984,1226,2217,14,20,35,49,55,105,6,0,9,3,0,3,5,3,7,5,11,19,15,16,34,1127,1039,2171,11,12,24,4,8,10,1145,1063,2210,325,309,636,2579,2749,5323
SSC50324,11,10,17,71,94,157,0,0,0,6,11,18,0,0,0,237,242,479,0,0,3,43,44,87,0,3,5,0,0,0,4,3,5,0,0,0,0,0,0,0,3,3,3,3,4,0,0,0,0,0,0,19,16,40,5,8,13,0,0,0,393,421,814,3,3,5,5,12,16,90,97,182,0,0,0,0,0,0,0,3,3,0,3,3,240,230,470,0,3,3,0,5,3,242,234,477,76,60,134,820,838,1660
SSC50325,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,10
SSC50326,3,4,5,69,50,120,0,0,0,8,6,17,0,0,0,57,51,105,4,18,21,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,12,4,12,8,4,10,8,4,18,0,0,0,0,3,3,5,15,25,27,58,90,0,0,0,201,222,428,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,168,114,284,0,3,3,0,0,0,169,116,288,87,58,151,468,406,878
SSC50327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50328,21,49,73,558,646,1202,0,0,0,43,63,108,0,0,0,546,600,1146,11,17,24,20,31,49,33,36,66,12,20,33,7,12,19,0,0,0,18,21,40,25,26,55,92,95,182,17,15,33,7,3,14,53,84,137,95,116,205,10,10,16,1538,1791,3336,17,16,35,32,23,53,0,3,0,0,0,0,0,3,3,13,29,40,15,29,49,1287,1186,2477,20,15,30,9,10,24,1316,1215,2527,346,313,663,3293,3443,6739
SSC50329,0,0,0,39,30,72,0,0,0,0,3,9,0,0,0,42,43,88,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,10,13,21,3,3,12,0,0,0,102,103,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,59,144,3,5,5,0,0,0,86,61,149,22,9,30,214,179,386
SSC50330,0,0,0,17,19,33,0,0,0,0,3,3,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,6,3,5,0,0,0,33,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,43,0,0,0,0,0,0,26,21,46,7,10,21,69,68,140
SSC50331,0,0,0,6,7,13,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,0,0,0,0,12,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,19,0,0,0,0,0,0,16,6,23,7,7,12,34,33,64
SSC50332,0,0,0,12,7,17,0,0,0,0,0,0,0,0,0,10,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,0,0,0,0,0,0,29,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,47,0,0,0,0,0,0,28,19,47,10,11,22,71,52,124
SSC50333,0,6,10,65,71,133,0,0,0,15,6,16,0,0,0,50,47,92,0,0,0,0,0,0,3,4,6,0,0,0,0,3,6,0,0,0,0,0,3,0,0,0,11,8,16,0,3,3,0,0,4,11,12,27,12,16,27,0,0,0,169,173,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,110,238,3,0,3,0,0,0,129,113,242,64,50,115,363,338,700
SSC50334,0,0,0,20,26,43,0,0,0,0,0,0,0,0,0,17,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,3,3,3,0,0,0,0,0,0,13,11,23,3,0,4,3,0,0,57,45,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,52,0,0,0,0,0,0,35,19,52,6,11,13,98,74,172
SSC50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
SSC50336,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,0,0,0,0,0,0,12,4,13,16,8,24,40,29,67
