SSC_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
SSC50413,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,10
SSC50414,3,4,0,0,13,22,19,50,4,114,3,3,4,5,29,29,17,24,0,113,11,3,7,4,35,58,37,53,3,216,12,4,10,3,11,22,22,17,0,97,0,0,0,3,16,13,0,6,0,42,0,8,0,4,6,10,7,7,0,34,0,0,3,9,7,11,7,25,0,59,3,3,3,6,14,14,8,19,3,73,0,0,0,4,3,5,7,0,3,16,34,27,23,45,130,176,115,212,10,769,6,3,0,3,21,30,15,13,0,84,11,11,18,33,37,53,22,28,0,223,0,0,3,3,6,8,0,0,3,23,10,17,10,16,36,12,13,7,3,121,9,22,19,35,59,34,8,8,0,198,3,11,8,16,17,14,0,3,4,86,0,0,0,0,0,0,0,0,0,7,0,3,3,12,3,3,4,0,0,33,0,0,0,0,0,0,3,3,3,12,37,70,74,114,190,157,60,66,15,783
SSC50415,0,3,0,3,0,4,10,12,0,30,0,0,0,3,3,8,0,6,0,21,8,0,7,5,8,16,12,34,3,92,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,9,3,0,3,0,3,5,5,19,0,39,3,8,8,3,6,4,0,13,0,46,0,0,0,0,0,0,0,0,4,11,16,17,19,20,24,35,25,92,9,255,0,3,3,0,0,0,5,7,0,23,3,5,9,4,3,8,0,6,0,35,0,3,3,0,6,0,0,3,0,12,5,19,8,14,4,0,0,0,0,54,0,13,6,3,3,9,0,3,0,45,0,14,3,8,6,0,0,3,0,32,0,0,0,0,0,0,0,0,0,7,0,24,3,11,0,3,0,4,0,44,0,0,0,0,0,0,0,0,0,0,9,78,31,43,30,20,11,24,5,256
SSC50416,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9
SSC50417,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50418,3,3,3,8,7,12,17,29,0,81,0,3,3,3,4,8,9,9,0,43,14,8,10,12,18,22,21,49,0,164,0,0,0,4,3,3,3,3,0,16,0,0,3,3,0,6,0,5,0,15,0,5,0,0,3,0,6,5,0,24,16,3,11,5,11,15,12,54,3,133,8,13,8,7,12,16,3,13,3,86,0,0,0,3,0,0,3,3,3,18,48,42,36,46,57,93,75,175,15,586,3,0,4,0,3,6,0,7,0,30,3,12,14,8,15,18,10,4,0,89,0,6,9,9,7,3,3,0,0,31,4,15,20,19,10,10,3,4,0,88,0,14,15,19,20,10,9,3,3,100,0,14,16,11,15,0,0,6,0,65,0,0,0,3,0,0,3,3,0,10,4,29,16,19,5,9,4,0,0,84,0,0,0,0,0,0,0,0,3,5,24,86,89,92,77,60,32,39,6,509
SSC50419,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50420,0,0,0,0,0,3,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,15,0,24,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,6,0,22
SSC50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50422,6,6,11,13,35,103,53,151,0,372,13,30,29,28,87,193,130,130,0,636,12,17,16,28,54,121,76,140,14,474,3,25,10,16,17,24,19,14,3,128,4,6,0,8,28,37,18,18,0,118,3,35,15,19,18,23,20,31,0,161,4,10,13,9,12,17,7,31,3,103,5,41,19,11,19,24,8,23,4,157,0,3,0,3,5,10,3,4,10,36,59,171,112,127,278,540,326,547,29,2183,9,13,17,23,28,46,32,48,0,218,48,77,113,111,125,164,78,89,3,806,3,13,18,9,16,16,9,6,0,91,7,85,55,68,40,22,15,19,0,312,14,55,51,70,106,82,22,20,3,432,9,69,38,39,19,16,4,10,0,200,0,3,0,0,3,0,0,0,0,13,0,29,21,9,9,0,3,7,0,79,0,3,3,3,3,3,0,3,9,27,93,344,317,344,353,350,156,206,21,2179
SSC50423,4,0,0,0,0,7,4,22,0,36,0,0,0,0,0,3,0,4,0,5,0,0,0,3,0,4,0,13,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,18,0,0,3,3,0,3,0,4,0,16,0,0,0,0,0,0,0,0,0,0,4,3,3,11,4,28,10,47,4,109,0,3,5,0,0,0,3,6,0,13,0,3,3,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,0,0,0,0,12,0,6,3,0,0,5,0,0,0,16,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,16,13,5,15,5,5,4,80
SSC50424,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,15
SSC50425,0,0,0,0,3,8,8,27,0,46,0,0,0,3,5,11,5,10,0,39,5,3,0,3,13,24,15,42,0,109,4,0,0,0,7,5,0,0,0,21,0,0,0,0,3,8,3,3,0,10,0,3,3,3,0,3,3,3,0,19,9,3,0,0,0,9,12,27,3,64,3,3,3,4,3,11,0,18,0,41,0,0,0,0,0,3,0,3,0,8,22,13,12,17,29,74,49,138,5,359,0,0,3,4,6,9,7,7,0,29,5,7,16,7,14,18,12,9,0,89,0,3,0,3,3,4,0,0,0,14,3,6,16,20,13,3,0,5,0,68,5,11,13,15,19,14,5,4,3,80,0,17,3,7,9,0,3,0,0,47,0,0,0,0,0,0,0,6,0,6,0,4,4,0,4,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,16,48,55,58,66,49,31,32,9,348
SSC50426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50427,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3
SSC50428,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC50429,3,0,0,3,0,0,3,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,16,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,15
SSC50430,5,6,8,7,11,39,23,53,0,142,10,3,8,11,24,26,9,16,3,104,7,7,17,13,64,74,40,104,10,335,3,12,3,10,14,4,5,4,0,52,3,3,3,3,11,9,7,4,0,51,3,22,15,12,18,7,0,21,0,103,23,3,12,10,39,31,25,81,3,231,4,31,11,17,32,26,12,26,6,158,3,3,4,0,3,7,3,0,5,25,59,94,70,82,218,216,121,307,27,1193,0,4,7,3,14,11,10,16,0,74,10,17,22,30,32,22,13,9,0,162,0,8,4,13,9,3,7,3,0,50,16,32,55,60,34,18,13,13,3,235,6,38,39,33,50,36,17,9,7,234,12,52,34,30,35,18,6,3,3,188,3,0,0,5,6,0,0,8,0,31,5,47,22,16,16,6,0,12,4,130,3,3,0,0,3,0,0,0,8,19,52,206,187,191,194,115,68,76,22,1111
SSC50431,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50432,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,15
SSC50433,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SSC50434,0,0,0,0,0,3,0,6,0,14,0,0,0,0,0,3,0,0,0,3,0,4,0,0,3,7,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,6,3,0,10,14,0,25,0,58,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,12,0,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,13,4,6,4,0,42
SSC50435,0,0,0,0,0,0,5,5,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,6,5,9,0,40,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,3,7,3,8,7,0,4,0,34
SSC50436,0,0,0,0,0,3,3,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,21,8,20,0,64,0,0,0,0,0,3,0,7,0,7,0,3,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,3,0,7,0,0,0,0,13,0,3,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,13,6,8,13,6,4,8,3,53
SSC50437,14,24,19,18,78,189,133,292,6,770,20,64,45,58,136,281,154,238,8,1011,30,33,24,60,139,231,101,184,11,821,14,54,27,17,17,28,40,35,3,234,3,14,6,13,60,66,33,35,0,237,3,82,33,22,38,36,28,26,4,269,10,10,15,12,28,17,26,53,3,187,10,85,30,32,37,35,10,39,3,273,3,8,3,0,6,16,4,13,13,64,113,374,205,231,544,900,536,914,55,3877,14,28,30,39,47,64,42,55,0,323,50,140,258,210,157,183,84,106,9,1201,5,28,30,25,31,9,5,12,4,151,21,150,107,90,48,33,12,18,9,492,25,159,170,150,168,94,31,21,4,821,14,185,72,40,32,19,7,9,0,383,0,3,0,0,3,4,0,0,0,16,12,55,12,18,6,0,0,12,0,121,4,6,4,11,4,3,0,3,12,49,144,756,687,588,507,415,179,241,38,3553
SSC50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50439,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50440,10,4,5,21,19,34,14,77,0,193,6,9,12,14,26,42,27,56,4,196,29,14,23,35,71,103,56,106,8,438,0,16,3,8,8,10,15,4,0,66,0,0,4,0,3,12,6,3,0,32,3,16,4,14,11,19,7,19,0,91,10,8,5,3,6,5,13,58,3,120,5,21,16,30,23,27,10,30,5,170,0,0,4,0,0,3,3,0,8,16,72,88,81,129,172,261,148,351,24,1324,12,13,18,18,20,10,17,26,0,136,19,48,55,46,23,32,22,11,0,266,4,12,10,12,13,3,6,10,0,64,13,65,39,45,28,11,8,8,3,221,11,64,39,44,28,27,8,14,0,226,6,47,29,40,24,14,3,3,8,166,3,3,0,0,4,0,0,5,0,17,3,38,16,20,9,5,0,3,3,92,0,3,3,0,0,0,0,0,8,15,72,285,195,224,148,112,68,72,17,1193
SSC50441,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,5,0,0,12,4,4,12,3,42,0,0,0,0,3,0,4,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,3,11,9,0,37
