SSC_CODE_2016,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_15,P_AgriForestFish_16_24,P_AgriForestFish_25_34,P_AgriForestFish_35_39,P_AgriForestFish_40,P_AgriForestFish_41_48,P_AgriForestFish_49over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_15,P_Min_16_24,P_Min_25_34,P_Min_35_39,P_Min_40,P_Min_41_48,P_Min_49over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_15,P_Mnfg_16_24,P_Mnfg_25_34,P_Mnfg_35_39,P_Mnfg_40,P_Mnfg_41_48,P_Mnfg_49over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_15,P_EGW_WS_16_24,P_EGW_WS_25_34,P_EGW_WS_35_39,P_EGW_WS_40,P_EGW_WS_41_48,P_EGW_WS_49over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_15,P_Cnstn_16_24,P_Cnstn_25_34,P_Cnstn_35_39,P_Cnstn_40,P_Cnstn_41_48,P_Cnstn_49over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_15,P_WTrade_16_24,P_WTrade_25_34,P_WTrade_35_39,P_WTrade_40,P_WTrade_41_48,P_WTrade_49over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_15,P_RTrade_16_24,P_RTrade_25_34,P_RTrade_35_39,P_RTrade_40,P_RTrade_41_48,P_RTrade_49over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_15,P_AccomFoodS_16_24,P_AccomFoodS_25_34,P_AccomFoodS_35_39,P_AccomFoodS_40,P_AccomFoodS_41_48,P_AccomFoodS_49over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_15,P_TransPostWhse_16_24,P_TransPostWhse_25_34,P_TransPostWhse_35_39,P_TransPostWhse_40,P_TransPostWhse_41_48,P_TransPostWhse_49over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_15,P_InfoMedTelecom_16_24,P_InfoMedTelecom_25_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40,P_InfoMedTelecom_41_48,P_InfoMedTelecom_49over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_15,P_FinInsurS_16_24,P_FinInsurS_25_34,P_FinInsurS_35_39,P_FinInsurS_40,P_FinInsurS_41_48,P_FinInsurS_49over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_15,P_RentHirREserv_16_24,P_RentHirREserv_25_34,P_RentHirREserv_35_39,P_RentHirREserv_40,P_RentHirREserv_41_48,P_RentHirREserv_49over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_15,P_ProScieTechServ_16_24,P_ProScieTechServ_25_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40,P_ProScieTechServ_41_48,P_ProScieTechServ_49over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_15,P_AdminSupServ_16_24,P_AdminSupServ_25_34,P_AdminSupServ_35_39,P_AdminSupServ_40,P_AdminSupServ_41_48,P_AdminSupServ_49over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_15,P_PubAdmiSafety_16_24,P_PubAdmiSafety_25_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40,P_PubAdmiSafety_41_48,P_PubAdmiSafety_49over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_15,P_EducTrain_16_24,P_EducTrain_25_34,P_EducTrain_35_39,P_EducTrain_40,P_EducTrain_41_48,P_EducTrain_49over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_15,P_HealthCareSocA_16_24,P_HealthCareSocA_25_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40,P_HealthCareSocA_41_48,P_HealthCareSocA_49over,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_15,P_ArtRecServ_16_24,P_ArtRecServ_25_34,P_ArtRecServ_35_39,P_ArtRecServ_40,P_ArtRecServ_41_48,P_ArtRecServ_49over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SSC50207,8,7,3,8,4,7,3,3,12,53,56,184,172,186,200,176,74,109,23,1171,0,10,14,10,23,13,3,21,0,105,19,4,3,0,4,16,18,81,0,144,3,4,5,16,33,44,26,24,3,169,0,4,3,0,4,3,3,8,0,25,14,22,33,24,43,83,31,76,3,332,3,3,4,7,20,19,8,17,0,79,3,38,29,42,27,31,8,26,0,208,3,26,21,16,3,11,4,0,3,93,9,12,11,14,17,27,16,51,4,163,0,0,3,0,4,4,3,0,0,15,3,0,4,3,6,9,8,8,0,47,0,7,3,0,3,10,4,8,0,32,3,12,15,14,16,24,5,15,0,98,5,14,8,6,12,25,8,16,0,97,11,9,12,7,21,43,37,38,0,176,13,22,15,27,33,19,5,23,0,165,12,24,36,44,46,19,7,10,5,201,3,9,7,3,0,3,0,9,0,30
SSC50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50209,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,3,5,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC50210,0,5,0,0,3,8,0,0,0,18,29,151,124,149,155,114,58,91,13,876,0,0,3,3,0,6,3,9,0,31,3,0,0,3,0,7,14,26,0,66,5,4,5,10,19,40,27,29,0,148,0,0,0,0,9,3,4,7,0,30,4,9,6,12,20,47,22,48,0,163,0,3,0,6,3,4,4,8,0,25,0,44,21,20,26,24,15,19,4,186,6,45,14,17,19,9,16,28,0,154,4,5,4,3,4,5,5,10,0,43,0,0,0,5,3,9,4,10,0,31,0,3,11,7,8,4,7,6,0,47,3,3,0,6,4,3,0,10,0,28,0,17,15,14,11,29,6,27,0,117,0,12,8,5,12,8,3,8,0,52,0,8,8,6,32,22,11,9,0,95,13,32,20,32,29,25,23,27,0,189,10,21,38,54,60,46,19,27,0,272,3,3,0,3,6,0,4,0,0,14
SSC50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,3,3,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50213,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,11,0,0,0,0,0,4,3,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50217,0,0,0,0,0,0,0,0,0,9,4,33,31,26,22,19,16,12,0,159,3,0,3,0,0,11,0,15,0,30,0,0,0,0,3,3,3,11,0,19,3,0,0,0,7,14,12,8,0,52,0,0,0,0,9,0,3,3,0,11,0,8,3,3,5,10,0,11,0,31,0,3,0,0,3,0,6,0,0,10,0,3,5,5,4,3,0,0,0,18,0,11,4,0,3,0,0,3,0,18,0,0,4,0,0,8,3,3,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,9,0,3,0,0,0,0,0,3,0,11,0,3,0,0,3,5,3,3,0,15,0,8,3,5,3,0,8,7,0,34,0,3,7,10,3,4,0,0,0,27,0,0,0,0,0,0,0,0,0,3
SSC50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50219,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50221,0,3,4,3,0,5,3,0,9,27,29,176,166,152,145,143,33,59,14,908,0,0,0,0,0,0,0,3,0,7,10,0,3,3,7,16,27,47,0,106,3,7,3,10,20,22,7,12,0,77,8,0,4,6,4,3,6,6,0,30,11,14,14,28,34,66,47,71,3,282,0,0,4,3,0,15,9,14,0,41,4,51,44,28,17,13,18,22,0,198,7,43,17,11,4,8,0,5,0,94,0,0,4,7,8,16,6,14,0,47,0,4,4,0,0,12,0,3,0,23,3,4,4,3,18,21,8,15,0,77,0,0,0,4,4,6,4,4,0,25,4,8,16,7,27,48,18,18,0,155,0,9,3,9,6,11,7,4,0,50,0,9,8,3,19,38,12,16,0,113,3,27,27,21,29,38,20,26,0,192,0,27,34,61,44,31,16,14,4,227,0,7,3,0,7,3,0,0,0,26
SSC50222,0,0,0,0,3,0,0,0,0,3,0,19,11,4,6,8,3,4,0,63,0,4,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,8,6,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,5,0,0,3,0,0,0,0,6,0,7,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,16,0,6,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3
SSC50223,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,3,4,3,0,26,0,5,0,0,0,0,0,11,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50224,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50226,3,3,0,3,3,3,3,3,3,26,26,61,67,75,123,114,56,53,12,586,0,0,0,0,0,4,0,0,0,8,3,0,3,3,12,17,11,34,0,80,3,7,0,4,8,12,8,9,0,54,0,0,0,0,0,3,3,3,0,8,3,5,5,13,16,21,12,28,0,103,0,0,0,3,9,7,3,19,0,41,3,20,16,18,17,16,12,16,0,124,4,20,25,8,21,21,4,12,0,127,4,4,10,8,6,16,7,13,0,69,0,0,0,0,7,0,0,4,0,14,0,0,3,3,11,17,6,7,0,46,0,8,0,3,7,10,4,7,0,35,3,7,6,10,31,33,20,24,0,139,3,9,12,8,7,11,3,12,0,65,4,7,5,4,30,16,6,10,0,72,4,9,7,7,10,15,3,11,0,66,4,18,7,24,34,20,8,7,3,121,4,3,4,3,12,8,4,10,0,43
SSC50227,0,0,0,3,3,0,0,0,6,9,11,62,58,55,45,41,18,29,15,338,0,5,3,0,0,5,0,3,0,21,5,0,0,0,0,0,3,14,0,25,0,3,6,4,9,10,3,4,0,42,0,0,3,0,0,0,4,0,0,4,0,8,4,10,12,21,15,11,0,88,0,0,0,0,4,0,0,0,0,5,3,17,18,10,13,10,8,9,0,88,3,14,12,5,9,0,3,18,0,68,0,0,5,4,3,3,3,4,0,30,0,3,0,3,3,0,0,0,0,5,0,0,0,0,0,5,3,0,0,11,0,0,0,3,3,3,0,0,0,13,0,0,3,6,6,8,0,3,0,26,4,12,8,10,7,0,0,4,0,45,0,0,0,0,6,7,3,0,0,23,3,8,10,8,6,7,3,8,4,50,4,16,22,21,12,15,4,9,0,106,0,3,4,0,3,0,0,0,0,9
SSC50228,7,8,6,7,14,8,3,3,13,72,142,452,409,463,647,367,158,158,34,2829,4,0,4,7,14,10,7,5,0,44,27,6,12,4,13,41,37,208,4,356,6,16,8,12,68,78,43,37,3,281,3,4,3,4,12,15,15,11,0,60,27,26,28,55,123,252,109,159,8,785,0,8,9,12,31,21,16,19,0,122,28,145,114,109,150,82,48,39,8,714,15,142,55,42,48,38,22,40,3,421,4,14,10,25,38,44,29,59,4,229,0,6,0,4,17,16,3,12,0,54,3,11,6,16,58,37,16,12,0,152,4,3,8,14,31,16,9,13,0,100,9,18,26,21,50,66,29,42,3,271,11,38,27,24,44,32,19,34,4,238,14,17,19,25,92,90,34,27,0,324,19,51,42,84,100,58,38,33,4,428,57,75,100,155,219,100,36,31,5,771,7,7,12,0,3,12,7,3,0,50
SSC50229,5,20,9,15,15,18,7,9,19,110,161,501,468,559,732,454,200,224,41,3341,0,4,3,8,7,7,8,0,3,41,33,10,7,7,38,49,47,268,12,458,18,25,20,31,149,112,98,102,7,548,3,3,3,5,11,23,17,22,0,86,20,43,44,57,132,259,130,213,11,906,6,6,9,16,71,68,36,36,0,253,19,150,111,117,162,103,71,63,9,793,18,119,56,40,32,35,12,34,5,354,20,23,37,47,107,92,71,152,6,546,0,7,0,6,6,17,0,3,0,48,10,4,8,11,42,25,9,14,0,129,3,9,6,11,36,32,19,15,0,132,14,17,21,26,57,56,32,34,0,261,14,30,14,22,30,24,31,33,3,202,20,12,24,36,113,109,52,41,5,416,14,51,69,81,84,71,32,45,4,449,47,72,122,174,230,106,32,54,8,839,0,27,4,12,10,19,4,4,0,85
SSC50230,0,6,3,5,12,7,0,10,15,54,78,136,121,210,323,210,85,155,34,1338,4,3,3,3,9,14,4,12,3,51,8,3,5,0,0,3,3,16,3,41,0,0,3,3,9,10,3,15,0,47,0,0,0,4,3,7,3,12,0,34,7,7,6,22,34,54,26,48,0,214,0,0,3,0,3,6,6,8,0,25,4,41,28,29,52,28,26,31,3,249,4,28,25,33,66,29,29,57,0,280,13,3,9,16,35,49,18,65,0,215,0,0,7,0,6,3,3,7,0,26,4,0,3,0,3,12,3,3,0,21,4,0,0,3,9,7,11,11,0,42,10,14,10,8,15,19,11,19,5,100,0,12,7,16,18,14,6,19,0,101,23,9,4,6,56,52,32,18,4,197,22,23,27,39,74,47,36,48,4,317,28,34,27,83,119,73,25,42,6,434,3,7,3,3,9,6,0,14,0,42
SSC50231,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,14,0,0,3,0,0,3,7,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50233,0,0,0,0,0,3,0,0,0,5,0,3,12,3,0,5,0,6,0,34,4,4,0,3,0,6,4,19,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50234,0,0,4,3,5,0,0,0,9,15,11,35,41,49,80,28,13,9,6,274,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,7,0,18,0,5,0,0,11,9,6,5,0,44,0,0,0,0,0,0,4,0,0,4,7,3,0,6,7,19,10,16,0,70,0,0,0,0,3,4,0,4,0,20,3,18,13,13,18,8,9,3,0,88,0,9,3,3,3,0,3,3,0,30,0,4,0,4,9,7,9,8,0,45,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,3,0,0,3,4,6,0,0,19,0,5,3,3,3,3,0,3,0,19,3,3,3,3,9,6,9,3,0,41,0,3,4,8,12,3,0,0,0,40,0,3,18,24,19,7,0,3,0,79,0,0,0,0,3,0,0,3,0,11
