SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC50294,3,0,3,11,6,20,0,0,0,3,0,4,12,10,26,5,0,9,0,0,0,0,0,0,6,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,8,16,31,23,63
SSC50295,38,32,68,151,131,279,25,38,62,64,83,150,242,255,491,68,62,123,50,56,106,242,201,443,361,315,669,12,7,21,4,5,14,10,3,13,17,28,43,0,0,0,41,48,87,188,176,363,65,59,128,22,18,42,44,78,120,0,0,0,315,339,649,4,4,10,19,18,34,0,0,3,18,22,43,351,375,729,1366,1381,2746
SSC50296,108,90,195,441,404,846,104,97,199,67,63,130,610,565,1175,270,237,509,73,70,144,93,83,169,432,390,821,39,43,84,26,36,66,41,27,72,46,64,110,0,0,3,158,182,336,113,150,265,43,75,113,21,33,51,49,90,137,0,0,0,229,345,571,9,27,39,28,59,82,0,0,0,41,88,126,434,441,877,2009,2096,4107
SSC50297,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,50,26,72,180,162,344,88,72,165,27,23,50,297,259,556,107,131,235,53,60,110,22,22,41,176,214,390,47,17,62,24,42,67,19,19,43,25,37,63,0,0,0,117,113,236,73,85,159,42,49,88,3,9,14,28,47,81,0,0,3,146,195,345,21,17,36,27,37,61,0,0,0,45,49,93,459,413,871,1292,1270,2564
SSC50301,0,0,0,0,3,3,0,0,3,0,0,0,4,7,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SSC50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50303,3,3,7,14,19,35,5,3,4,3,5,7,22,27,45,19,8,27,4,6,13,3,5,9,33,21,52,3,3,6,0,6,9,3,9,9,6,7,12,0,0,0,18,22,39,20,31,46,7,18,28,3,3,7,8,8,17,0,0,0,40,65,102,3,3,9,4,0,6,0,0,0,9,9,12,42,54,89,153,192,344
SSC50304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,8,6,12
SSC50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7
SSC50306,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,4,11,13
SSC50307,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,8
SSC50308,8,7,18,38,37,76,8,13,21,7,10,16,51,64,115,28,20,48,7,17,22,5,4,4,38,37,83,6,4,11,0,6,12,3,0,3,0,3,3,0,0,0,12,21,31,9,6,20,4,6,10,0,7,7,3,9,13,0,0,0,17,28,46,0,7,5,0,0,0,0,0,0,0,7,5,371,47,419,503,206,711
SSC50309,51,48,96,263,222,480,55,64,124,7,7,18,326,290,620,189,188,373,29,22,47,15,17,29,221,228,450,8,12,17,6,3,8,29,17,40,17,43,56,0,0,0,53,64,124,3,7,13,3,9,15,0,3,8,4,20,20,0,0,0,8,44,57,0,3,4,3,14,17,0,0,0,7,15,22,397,411,814,1071,1101,2174
SSC50310,0,0,0,3,0,4,3,0,3,0,0,0,4,0,12,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,17
SSC50311,5,3,9,19,12,32,9,7,11,6,6,14,29,27,55,16,13,30,0,4,6,5,5,9,20,21,42,3,0,3,0,3,7,4,0,3,0,3,8,0,0,0,12,5,17,0,0,0,4,3,3,0,0,0,0,0,3,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,21,16,39,88,86,168
SSC50312,0,0,0,9,5,11,0,0,0,0,0,0,7,5,12,5,0,10,0,0,0,3,0,3,5,3,10,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,6,3,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,25,19,44
SSC50313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,11,13
SSC50314,0,0,0,0,4,3,0,4,3,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10
SSC50315,78,52,133,217,247,466,67,71,147,67,68,137,352,391,743,119,104,226,58,46,108,76,185,265,259,332,593,38,31,70,27,34,68,23,20,40,47,71,121,0,3,3,140,164,298,312,399,706,144,140,292,35,47,81,95,138,230,5,0,5,585,723,1310,17,7,31,27,63,84,0,0,3,44,71,118,497,555,1051,1953,2292,4249
SSC50316,0,4,4,17,25,42,0,0,0,0,0,0,17,25,42,6,3,11,0,0,0,0,0,4,8,6,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,22,20,39,49,51,105
SSC50317,10,10,22,82,108,195,31,42,75,18,24,41,131,173,305,63,62,126,51,46,98,47,47,93,160,160,320,10,6,17,9,4,12,9,3,13,7,9,16,0,0,0,30,22,51,57,70,127,10,12,26,9,10,19,11,28,41,0,0,0,88,122,211,3,4,7,0,7,9,0,0,0,3,10,14,71,53,127,502,547,1048
SSC50318,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SSC50319,18,22,35,89,99,182,27,25,45,27,28,58,137,150,290,89,75,163,11,22,37,12,17,30,112,117,229,3,8,10,3,6,10,13,6,17,12,9,20,0,0,0,24,35,59,5,14,24,3,10,8,3,3,7,3,18,21,0,0,0,12,39,54,0,5,5,4,14,18,0,0,0,4,20,24,196,220,418,509,607,1110
SSC50320,17,33,54,86,104,193,67,63,131,8,7,16,160,174,337,28,37,66,120,116,235,14,19,36,158,175,332,12,4,16,8,3,9,16,4,23,5,9,18,0,0,3,42,25,75,60,74,134,8,11,18,0,17,14,11,30,40,0,0,0,77,130,212,3,0,3,10,18,29,0,0,0,13,19,29,127,125,248,602,682,1285
SSC50321,3,0,3,24,19,45,5,5,11,3,0,3,31,30,56,11,15,27,0,0,0,4,3,11,16,17,37,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,17,31,70,71,143
SSC50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50323,33,38,71,145,146,288,17,26,49,10,13,24,173,186,360,67,79,147,24,36,63,7,9,14,101,121,225,9,15,24,8,13,23,12,8,18,20,22,40,0,0,0,47,56,110,48,70,109,43,46,84,3,14,16,19,35,59,0,0,0,117,159,272,4,10,13,13,30,41,0,0,0,16,40,57,257,233,490,745,838,1589
SSC50324,10,8,19,42,39,84,20,20,44,13,14,31,74,78,156,28,19,50,22,17,41,19,33,57,65,79,145,0,0,3,3,5,7,6,0,6,3,9,12,0,0,0,12,10,24,52,33,84,3,18,26,8,3,11,4,11,17,0,0,0,67,68,141,0,0,4,3,10,10,0,0,0,3,15,14,43,39,78,284,295,583
SSC50325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4
SSC50326,4,3,3,15,14,28,0,6,5,5,14,22,30,34,57,7,13,18,4,8,12,22,17,37,30,29,64,0,0,0,0,3,3,0,0,0,4,9,10,0,0,0,3,6,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,3,0,0,3,3,0,3,0,0,0,3,0,4,55,65,117,127,138,266
SSC50327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50328,27,37,61,254,193,450,16,33,49,16,22,43,283,247,536,149,147,291,20,20,43,16,17,34,182,188,368,16,21,45,9,29,30,14,26,40,6,18,26,0,3,6,50,98,147,27,36,59,12,18,35,9,3,15,4,23,33,0,0,0,51,88,140,9,18,25,7,21,25,0,0,0,15,36,48,283,309,592,887,999,1890
SSC50329,6,3,6,13,4,16,3,4,8,0,3,4,18,16,30,18,3,17,3,6,10,0,3,8,17,18,38,0,0,3,0,0,0,3,0,3,0,0,4,0,0,0,8,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,22,13,34,66,54,115
SSC50330,5,3,4,12,11,20,0,0,0,0,0,0,12,11,23,0,0,3,0,0,0,0,3,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,8,18,23,27,56
SSC50331,0,0,0,0,3,4,0,0,0,0,0,0,0,4,7,5,3,5,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,13,9,18
SSC50332,0,0,0,8,3,6,0,0,0,0,0,0,8,3,6,3,3,5,0,0,3,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,22,23,16,39
SSC50333,5,3,3,22,15,38,0,3,3,3,0,3,25,23,43,8,18,27,3,6,9,3,4,7,13,29,45,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,5,7,11,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,58,43,102,107,104,208
SSC50334,0,0,0,10,7,17,0,0,0,0,0,0,10,7,17,0,4,5,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,17,16,31
SSC50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
SSC50336,0,0,0,3,0,3,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,18,19,14,30
SSC50337,3,0,3,4,0,6,0,0,0,0,0,0,4,0,6,3,0,3,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,5,0,0,0,3,0,5,10,5,14,18,16,31
SSC50338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC50339,10,3,10,35,36,73,0,0,0,0,0,0,35,36,73,15,10,26,0,0,0,3,0,9,20,9,32,0,0,0,0,0,0,3,0,3,0,4,9,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,3,3,61,47,104,134,104,240
SSC50340,0,0,0,0,6,8,0,0,0,0,0,0,0,6,8,4,3,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,17
SSC50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50342,51,40,97,193,185,375,16,16,31,86,106,196,295,312,598,60,35,91,28,35,63,202,201,406,299,270,563,5,3,10,6,11,15,4,8,15,7,16,23,0,0,0,27,33,61,128,123,249,34,48,76,9,19,25,46,73,116,0,0,0,222,250,470,9,9,13,6,17,23,0,0,0,14,21,41,256,248,501,1162,1176,2334
SSC50343,0,0,0,0,5,5,0,0,0,0,0,0,0,7,7,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,12,14,26
SSC50344,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,3,14
SSC50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,6
SSC50346,14,25,37,98,84,179,9,11,16,12,8,27,118,100,220,42,47,89,10,5,16,8,6,14,56,65,118,3,0,3,0,0,0,9,0,8,0,10,17,0,0,0,17,15,27,0,0,3,0,8,9,0,0,0,3,13,19,0,0,0,8,21,28,0,4,4,3,5,8,0,0,0,3,3,8,111,98,208,318,330,649
SSC50347,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SSC50348,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,8
SSC50349,37,36,68,166,173,345,45,45,82,14,19,36,226,238,461,101,95,199,19,22,39,20,16,33,138,131,273,3,14,14,7,10,21,16,3,20,25,30,50,0,0,0,59,51,107,35,58,94,18,28,49,4,3,9,17,41,56,0,0,0,74,133,212,3,5,11,14,11,30,0,0,0,15,17,37,183,174,353,735,786,1523
SSC50350,0,0,0,3,0,4,0,0,0,0,0,0,3,0,3,6,0,7,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,7,19
SSC50351,11,6,12,14,22,40,0,0,0,0,0,0,15,22,40,11,11,21,0,0,0,3,0,3,13,14,25,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,38,58,66,121
SSC50352,17,9,26,42,63,106,0,0,0,0,3,3,46,66,113,9,10,22,0,3,3,0,5,6,17,23,34,14,9,26,3,3,4,0,0,4,8,5,8,0,0,0,25,20,41,826,866,1695,326,221,550,19,8,22,21,19,43,3,4,5,1195,1125,2319,10,9,17,0,3,5,0,0,0,15,9,25,145,131,274,1460,1377,2830
SSC50353,0,0,0,0,4,8,3,7,7,8,0,8,10,10,25,0,3,4,3,3,8,0,0,4,11,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,17,34,25,64
SSC50354,0,0,0,15,12,20,0,0,0,0,0,0,15,12,20,9,4,12,0,0,0,0,0,0,9,4,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,36,26,64
SSC50355,0,0,0,7,3,8,0,0,0,0,0,0,7,3,8,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,10,17,15,11,33
SSC50356,0,3,9,16,10,31,4,7,10,0,0,0,24,16,45,3,8,13,0,0,0,0,0,0,9,8,15,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,8,8,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,32,18,56,69,64,131
SSC50357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,5,6,10
SSC50358,0,0,0,11,0,11,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,16,42,39,20,58
SSC50359,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7
SSC50360,0,0,0,0,3,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,13
SSC50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,3
SSC50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,6
SSC50363,3,8,11,33,40,75,0,0,0,7,0,7,41,41,83,18,18,38,7,0,10,4,8,12,25,27,52,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,5,8,11,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,54,44,97,125,135,262
SSC50364,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,6,5,15
SSC50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50366,39,36,76,205,213,416,62,80,145,39,36,81,316,327,643,130,122,256,69,79,144,117,91,209,314,290,608,29,30,57,9,16,18,40,17,49,16,23,39,0,0,0,91,80,171,122,134,254,29,38,66,15,27,37,31,37,72,0,0,0,189,240,429,5,7,15,9,15,31,0,0,0,18,29,44,154,136,289,1123,1133,2254
