SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,10,3,11
SSC50075,9,0,8,28,25,48,4,9,15,17,16,30,48,46,92,15,19,36,9,10,20,13,13,24,41,37,78,4,3,5,0,0,0,3,0,3,0,0,0,0,0,0,8,4,14,4,6,12,0,0,0,0,0,0,0,0,4,0,0,0,6,13,18,0,0,3,0,3,4,0,0,0,0,8,7,31,15,47,137,132,265
SSC50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,4,0,0,0,25,0,25,0,0,0,29,0,29,0,0,0,7,0,7,0,0,0,11,0,14,0,0,0,18,0,24,3,0,3,3,0,0,0,0,0,3,0,8,374,26,394,427,23,458
SSC50077,0,3,3,9,3,11,0,3,3,3,4,9,12,8,20,3,0,0,4,6,12,7,3,9,12,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,12,9,20,40,34,73
SSC50078,64,47,113,274,225,498,114,93,207,45,65,111,434,380,817,139,113,251,74,100,177,74,61,134,289,267,560,27,14,41,11,24,33,28,22,43,31,49,81,0,0,0,94,106,202,97,106,205,40,51,90,16,21,41,51,92,147,0,3,3,208,275,484,14,14,24,18,25,47,0,0,0,36,39,70,313,305,624,1432,1421,2857
SSC50079,16,23,42,116,92,211,43,45,91,15,8,18,167,144,311,87,77,165,57,45,106,35,27,62,183,148,334,10,12,21,7,10,17,6,5,13,10,10,14,0,0,0,35,32,65,90,77,163,24,25,52,7,10,23,16,24,40,0,0,3,140,137,281,0,0,3,7,12,18,0,0,0,6,17,20,74,85,160,617,591,1205
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,45,52,91,235,195,430,20,34,55,19,12,32,275,242,517,95,74,172,34,42,75,0,0,0,137,122,252,0,0,3,3,4,4,8,9,13,19,24,50,0,0,0,27,44,73,3,7,10,0,8,9,0,0,0,16,32,51,0,0,0,22,45,69,0,0,0,7,9,17,0,0,0,5,12,24,343,299,648,860,813,1671
SSC50082,11,19,32,118,102,218,20,20,36,28,24,45,158,146,303,72,69,147,9,12,23,37,30,76,129,116,243,7,0,7,5,4,11,6,12,18,8,15,26,0,0,0,29,29,63,0,6,8,3,6,10,0,0,0,4,14,14,0,0,0,9,33,35,3,0,3,3,6,12,0,0,0,5,8,17,92,83,175,428,438,864
SSC50083,78,78,154,327,282,609,196,202,401,43,48,93,561,539,1102,159,156,317,141,147,294,53,62,117,357,371,726,35,23,61,37,44,80,24,13,35,47,70,116,3,0,4,144,158,304,162,159,322,60,66,127,25,23,52,73,143,222,0,3,3,328,395,724,12,11,27,30,57,83,3,0,3,44,69,115,434,485,924,1952,2091,4042
SSC50084,16,16,26,38,29,68,7,5,10,12,14,20,57,51,103,31,12,41,10,12,17,0,3,9,41,34,71,3,8,9,5,0,5,3,0,3,3,12,16,0,0,0,16,15,30,3,3,9,0,5,5,0,0,0,4,15,17,0,0,0,7,25,36,0,0,0,3,0,3,0,0,0,3,0,3,74,60,132,206,203,408
SSC50085,4,0,4,17,15,24,0,0,0,0,0,0,17,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,23,18,48
SSC50086,26,32,61,131,104,235,44,62,104,15,23,43,194,190,378,60,51,118,56,62,124,17,21,34,136,132,273,6,8,12,8,8,16,9,8,18,7,24,32,0,0,0,38,45,82,46,51,106,40,44,78,10,11,19,33,58,93,0,0,0,130,162,292,4,3,6,5,20,25,0,0,3,12,27,36,167,175,342,712,755,1464
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,3,5,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9
SSC50089,0,0,0,4,0,8,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,12,9,22
SSC50090,41,53,91,211,172,381,56,41,99,42,33,71,303,253,560,123,106,238,65,57,121,26,24,48,219,187,401,33,15,45,23,45,71,17,13,32,27,45,68,0,0,0,98,120,220,90,86,174,46,66,107,10,10,19,25,38,59,0,0,0,166,200,368,16,24,38,18,28,48,0,0,3,42,51,95,249,226,467,1114,1084,2202
SSC50091,40,33,75,120,92,212,105,80,185,25,27,47,248,204,453,59,60,121,65,62,125,22,29,58,146,157,303,12,9,24,9,11,19,17,5,18,14,18,35,0,0,0,52,52,101,75,76,154,22,26,49,10,13,23,30,40,66,0,0,0,139,155,291,12,7,22,13,19,34,0,0,0,23,30,57,182,199,378,825,824,1649
SSC50092,20,24,44,78,76,148,13,15,27,55,45,103,149,133,280,45,33,72,15,13,29,63,62,126,123,105,226,4,11,17,0,3,3,13,10,28,5,12,9,0,0,0,26,33,62,13,33,41,7,5,13,0,0,4,6,12,20,0,0,0,25,57,82,6,8,9,9,6,13,0,0,0,15,10,27,89,90,178,447,453,895
SSC50093,60,62,113,273,283,552,51,53,100,44,53,101,367,386,752,238,204,445,54,34,90,34,46,79,328,285,618,25,17,45,21,27,48,18,15,36,23,35,55,0,3,8,93,101,195,80,96,183,27,27,52,5,13,21,24,43,69,3,0,7,142,185,332,19,17,38,21,33,52,0,3,3,35,51,91,348,311,656,1379,1380,2758
SSC50094,0,0,0,7,9,11,0,0,0,0,0,0,10,9,17,4,0,7,0,4,4,0,0,0,10,6,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,26,20,50
SSC50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,10,3,14
SSC50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,3,4,6,8
SSC50097,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,3,3,3,0,0,3,0,3,4,3,8,10,0,4,4,0,0,0,3,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,14,19,35
SSC50098,55,51,104,278,252,534,135,110,245,19,19,31,427,381,808,103,107,211,120,143,260,15,25,38,244,273,516,11,22,38,14,12,32,32,11,36,16,33,42,0,0,0,69,79,149,40,84,128,19,26,48,12,12,22,36,61,98,0,0,0,106,186,292,12,11,20,9,24,34,0,3,3,13,39,52,230,225,452,1145,1230,2375
SSC50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4
SSC50100,0,0,3,3,5,7,0,0,0,0,0,0,3,5,7,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,11,20,30
SSC50101,3,0,3,9,10,17,0,0,0,0,0,0,13,10,20,4,3,8,3,0,3,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,8,0,7,30,20,47
SSC50102,31,27,53,143,121,266,34,34,65,7,9,21,188,168,355,105,91,201,14,37,48,7,10,15,129,136,262,3,9,13,7,9,13,15,9,18,4,13,16,0,0,0,32,36,66,21,36,56,14,17,35,3,12,17,19,33,49,0,0,0,61,97,152,0,5,5,9,10,21,0,0,0,7,15,27,108,97,205,550,577,1123
SSC50103,0,0,0,3,0,3,3,3,3,5,3,7,11,7,18,0,0,0,3,9,10,4,11,20,13,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,4,0,0,0,3,0,3,12,10,20,44,42,84
SSC50104,7,4,13,46,47,86,4,6,6,4,5,7,53,51,106,33,26,56,4,4,11,3,7,6,35,39,72,9,5,12,0,3,3,0,4,4,4,9,14,0,0,0,7,22,34,5,8,14,0,4,9,0,3,3,4,9,11,0,0,0,12,21,36,0,0,0,3,6,9,0,0,0,3,6,10,71,56,127,187,202,387
SSC50105,31,31,66,107,102,207,65,56,118,22,26,44,193,183,367,82,72,150,35,39,76,17,14,29,128,120,252,27,18,49,28,36,64,16,17,28,23,28,50,0,0,0,93,105,194,82,87,172,33,38,78,12,21,33,26,40,64,0,0,0,162,189,346,21,9,35,28,27,48,0,6,7,45,36,86,388,305,690,1037,971,2010
SSC50106,0,0,0,12,10,17,0,0,0,0,0,0,12,10,17,3,3,9,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20,13,33,30,27,66
SSC50107,3,0,3,5,3,6,6,3,4,0,0,0,9,8,19,0,6,9,3,9,8,3,0,3,5,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,14,14,31,39,40,78
SSC50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC50109,0,0,0,3,0,8,4,7,9,0,0,0,8,8,11,4,3,7,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,24,17,41
SSC50110,47,35,74,155,148,300,66,70,138,62,83,144,286,299,586,142,129,272,55,58,109,40,32,75,239,214,456,15,20,39,11,13,29,16,10,25,24,34,55,3,0,4,68,83,151,60,78,136,12,22,39,12,25,34,6,20,27,0,0,0,98,141,243,14,3,20,17,26,43,0,0,0,34,34,67,185,139,328,951,941,1895
SSC50111,25,17,40,79,71,151,24,15,41,25,27,56,133,117,252,67,62,129,17,26,49,9,13,20,92,97,191,71,55,120,65,63,127,18,11,26,24,34,57,0,4,3,171,157,330,763,623,1390,319,160,478,34,20,51,48,36,83,4,0,4,1160,849,2009,51,26,83,26,16,50,0,0,0,82,44,126,420,578,1000,2087,1866,3948
SSC50112,11,6,16,23,24,47,20,17,38,13,4,15,54,47,109,13,19,29,12,23,40,9,6,14,40,53,92,4,3,10,0,5,3,4,0,5,6,13,23,0,0,0,10,28,39,0,5,8,0,5,4,0,0,0,4,5,11,0,0,0,4,16,26,5,3,10,3,4,10,0,0,0,6,7,18,63,60,124,197,217,412
SSC50113,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,70,61,126,340,278,620,51,47,102,65,74,137,460,404,862,118,120,238,47,21,71,44,33,77,205,180,387,25,14,36,3,19,24,11,4,21,24,38,62,0,0,0,69,72,143,39,58,95,19,41,53,5,8,14,21,28,46,0,0,0,86,134,220,12,11,21,4,26,28,0,0,0,14,34,51,172,161,340,1075,1052,2126
SSC50116,7,3,11,36,30,64,3,3,3,0,0,4,37,34,74,16,21,39,4,7,10,4,0,9,23,30,58,0,0,3,0,0,0,3,0,3,0,3,9,0,0,0,3,8,11,0,0,4,0,3,3,0,0,0,0,8,8,0,0,0,0,10,15,0,0,0,0,0,0,0,0,3,0,0,3,82,81,162,157,175,332
SSC50117,29,34,63,163,141,308,47,58,106,22,18,44,235,221,457,97,82,181,63,78,137,38,53,90,202,212,409,7,9,15,3,12,9,14,3,24,14,19,33,0,0,0,37,40,84,65,92,156,18,33,54,10,20,25,27,44,76,0,0,0,119,182,304,3,3,4,15,10,28,0,0,0,15,14,29,163,155,319,809,860,1667
SSC50118,4,0,4,8,5,17,5,7,9,18,6,23,32,18,51,13,13,22,4,9,16,16,13,35,32,32,70,0,0,3,0,0,0,4,3,7,0,4,3,0,0,0,8,3,11,5,11,19,0,0,0,0,0,0,3,5,7,0,0,0,9,20,27,0,0,0,0,0,0,0,0,0,0,0,0,24,24,51,103,105,206
SSC50119,37,43,73,154,138,298,56,75,135,13,29,43,223,246,473,61,56,117,113,133,242,48,57,105,223,241,464,13,0,16,4,4,11,8,7,13,19,21,39,0,0,3,46,30,76,94,98,191,29,45,72,11,17,27,30,54,87,0,0,0,162,215,385,3,9,11,13,9,18,0,0,0,16,18,33,216,237,445,918,1033,1948
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50121,0,0,0,4,3,8,4,0,6,0,0,3,7,6,16,3,0,3,0,0,0,0,3,3,3,3,4,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,3,23,33,19,53
SSC50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4
SSC50123,12,11,23,51,61,108,11,3,12,3,3,3,63,66,128,27,19,55,5,0,8,0,0,0,37,25,61,0,0,0,0,0,0,6,0,11,9,15,22,0,0,0,21,19,35,0,8,5,5,3,8,0,3,3,6,26,27,0,0,0,9,38,48,0,4,3,0,0,3,0,0,0,3,4,8,75,85,163,209,243,453
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,0,0,0,3,8,10,0,0,4,0,0,0,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,13,16,27
SSC50126,0,6,7,31,48,76,3,3,4,4,0,4,39,48,87,21,23,37,50,34,80,10,5,11,70,60,133,0,0,0,0,5,5,6,3,8,0,4,7,0,0,0,4,11,17,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,5,6,16,0,0,0,0,3,3,0,0,0,0,6,6,49,52,104,177,195,366
SSC50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50129,9,9,21,60,53,118,10,7,19,7,0,4,77,62,141,30,32,65,4,15,16,7,3,7,39,51,89,0,0,0,0,3,3,6,0,6,0,5,12,0,0,0,3,14,20,3,3,4,0,3,3,0,0,0,4,8,10,0,0,0,6,12,22,0,0,0,0,9,5,0,0,0,0,9,5,65,40,105,205,185,392
SSC50130,0,0,0,5,7,9,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,11,18,17,17,30
SSC50131,0,0,0,0,3,3,3,0,3,0,0,0,3,4,7,0,0,4,0,0,0,3,3,7,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,13,13,28
SSC50132,4,11,15,17,16,29,18,21,38,12,3,16,45,42,86,20,12,29,27,17,48,7,7,12,54,35,92,0,3,3,3,3,6,3,3,5,3,10,12,0,0,0,9,16,27,0,3,3,0,3,3,0,3,4,4,10,14,0,0,0,5,16,16,0,0,0,0,3,3,0,0,0,0,3,3,111,114,221,230,228,456
SSC50133,0,0,0,3,6,9,0,0,0,0,0,0,5,6,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16
SSC50134,0,0,0,0,6,4,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18
SSC50135,0,0,0,5,0,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,13
SSC50136,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,8,6,11
SSC50137,6,10,18,62,71,135,0,0,0,0,3,3,65,71,133,25,31,56,0,0,0,0,0,3,26,31,57,0,0,0,0,0,0,3,3,9,4,3,8,0,0,0,6,6,18,3,0,4,0,3,3,0,4,5,3,9,6,0,0,0,9,13,21,0,3,3,0,6,10,0,0,0,0,9,11,55,37,93,168,180,350
SSC50138,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,7,5
SSC50140,0,0,0,3,3,6,0,0,0,0,0,0,3,3,8,3,9,10,0,4,3,0,0,0,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,4,9,19,31
SSC50141,0,0,0,4,4,6,0,0,0,0,0,0,4,4,6,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13
SSC50142,0,3,3,10,3,17,0,0,0,0,3,5,11,8,22,5,0,6,4,5,6,0,3,3,9,9,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,10,35,25,56
SSC50143,7,0,7,10,3,14,0,3,4,0,0,0,15,7,17,9,4,11,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,24,12,39,50,30,79
SSC50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50145,0,0,0,3,5,11,0,0,0,0,0,0,3,5,11,3,3,6,5,0,7,0,0,0,6,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,13,33
SSC50146,0,0,0,3,3,8,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,8,14
