SSC_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SSC50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,8,0,0
SSC50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0
SSC50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0
SSC50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,3,9,4,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,8,0,6,3,4,0,0,24,0,0
SSC50031,0,6,13,12,12,12,3,0,57,0,0,0,6,4,3,0,0,22,11,34,33,33,22,14,6,0,149,0,19,21,24,21,15,6,0,112,18,41,33,53,39,28,16,0,224,0,3,0,0,0,0,0,0,4,3,0,3,7,3,3,3,0,16,27,48,33,56,44,29,16,0,252,0,3,0,0,0,4,0,0,11,16,30,17,24,25,18,12,0,151,56,142,129,157,131,94,41,3,747,0,14,6,13,12,3,0,0,50,0,6,8,6,10,4,0,0,39,18,47,49,29,33,12,0,0,187,4,17,22,25,29,15,4,0,116,13,25,18,15,19,8,4,0,98,3,3,0,0,0,0,0,0,4,4,0,7,3,4,4,0,0,32,18,37,28,17,24,12,3,0,131,0,0,3,0,0,4,0,0,6,17,16,23,21,19,28,9,0,124,61,136,137,117,119,64,13,0,655,0,24
SSC50032,0,7,8,0,0,3,0,0,25,0,4,8,3,0,0,0,0,14,11,29,20,20,7,7,0,0,94,9,19,17,13,15,0,4,3,82,21,61,61,51,32,30,25,4,283,3,4,0,4,0,0,0,0,11,0,3,10,0,3,0,3,0,23,29,64,67,59,31,38,31,6,322,0,0,3,0,0,0,0,0,9,6,20,11,9,6,7,9,0,80,49,149,141,102,63,55,49,15,619,0,12,6,7,3,0,0,0,27,0,3,6,4,0,0,0,0,16,9,56,46,16,6,5,3,0,151,8,19,28,16,17,14,6,0,112,20,35,29,17,15,8,10,0,142,3,3,6,3,0,3,0,0,22,0,3,8,6,4,9,3,0,35,25,43,39,29,22,14,17,0,196,0,3,3,4,0,3,6,0,21,7,16,13,5,10,7,20,0,83,47,151,148,87,64,50,57,5,608,0,13
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0
SSC50034,0,5,4,0,3,0,0,0,13,0,4,6,0,6,0,0,0,14,0,32,18,9,4,3,0,0,59,3,11,12,4,4,3,0,0,45,4,27,33,16,12,24,8,3,122,4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,5,5,26,30,21,17,24,7,6,139,0,0,0,0,0,0,0,0,3,6,8,7,7,11,6,3,0,57,14,91,75,45,39,34,17,8,329,0,12,9,3,4,0,0,0,27,0,8,3,3,3,0,0,0,11,7,31,27,10,16,10,3,0,98,5,13,13,8,0,0,3,0,49,3,12,10,7,3,0,0,0,51,0,3,0,3,4,0,0,0,12,0,0,3,3,3,3,3,0,12,9,21,17,11,8,7,6,0,72,0,0,0,0,0,0,0,0,3,8,4,8,6,3,12,11,3,45,26,87,71,49,36,20,19,3,305,0,17
SSC50035,0,26,39,50,47,25,9,5,201,3,6,9,18,11,11,0,0,63,30,96,114,152,101,42,25,7,573,12,29,44,44,43,39,19,14,244,23,48,64,109,59,50,35,9,406,6,0,0,0,0,0,0,0,17,0,3,4,4,10,9,8,0,46,29,60,76,115,69,58,42,15,462,0,3,3,3,3,5,3,0,19,17,21,20,24,16,12,18,9,144,91,242,298,414,294,196,125,53,1713,0,27,47,44,13,20,3,0,153,0,16,21,28,21,6,4,0,97,77,124,155,155,76,53,24,6,662,11,29,38,73,54,38,25,3,281,32,30,28,32,18,15,5,0,169,3,0,3,3,3,3,5,0,17,7,3,16,19,19,7,10,0,83,35,32,40,57,41,30,24,0,266,0,0,9,4,3,3,6,6,30,37,22,25,31,24,21,25,20,206,166,244,337,401,234,172,107,39,1697,0,56
SSC50036,0,43,64,40,12,10,0,0,165,0,8,20,19,8,8,0,0,62,31,137,182,91,20,15,6,0,481,17,48,82,86,22,17,3,0,276,90,137,239,207,93,45,20,0,829,13,7,5,8,5,0,0,0,38,7,3,13,10,7,3,3,0,46,111,149,255,221,110,48,20,0,920,0,4,9,3,3,0,0,0,20,28,25,40,34,17,17,7,3,169,187,413,650,488,194,112,34,6,2087,0,43,43,19,11,3,0,0,124,0,24,43,22,7,0,0,0,111,39,195,255,119,38,13,3,0,661,23,75,141,94,34,11,0,0,379,72,78,113,84,22,4,0,0,384,18,3,13,8,6,3,0,0,52,4,14,26,23,12,10,3,0,88,96,96,148,121,44,22,7,0,524,3,3,13,5,3,4,0,0,32,36,20,34,30,20,19,11,5,177,193,460,681,415,151,73,20,7,2003,3,90
SSC50037,3,28,58,16,10,0,0,0,121,0,6,20,5,6,3,0,0,43,14,119,161,47,16,9,0,0,376,14,52,63,47,12,9,4,0,211,43,166,179,84,53,9,14,0,547,13,4,5,0,0,0,0,0,23,0,6,7,0,0,4,0,0,32,56,183,190,91,54,15,15,0,596,0,10,6,4,0,0,0,0,17,15,40,23,7,14,5,6,8,111,100,433,530,228,112,39,29,6,1477,3,40,49,19,3,0,0,0,111,5,27,17,12,3,0,0,0,60,31,222,199,52,17,10,0,3,529,18,90,101,39,24,8,4,0,288,40,96,72,38,19,4,0,0,266,9,15,12,6,0,0,0,0,39,3,11,17,13,3,0,0,0,52,48,118,101,62,24,6,0,0,366,0,6,11,6,0,0,0,0,24,23,30,25,18,16,8,17,27,164,126,538,504,197,90,31,24,33,1546,7,74
SSC50038,0,0,0,0,0,7,0,0,13,0,0,0,0,0,4,0,0,4,0,0,7,5,15,16,5,0,49,0,3,3,3,7,8,5,0,32,7,17,19,24,39,38,18,5,176,3,0,0,0,0,0,0,0,4,3,0,0,0,3,3,4,0,10,10,18,23,30,48,42,21,5,195,0,0,0,0,0,0,3,0,4,10,13,4,5,8,12,8,5,64,21,33,32,46,77,83,49,18,361,0,0,0,4,3,0,0,0,7,0,0,0,0,3,0,0,0,3,0,8,8,11,10,8,9,5,53,3,7,11,10,11,22,4,10,66,13,12,12,18,17,12,3,0,81,3,3,0,4,6,0,0,0,18,0,0,0,3,10,7,3,0,26,10,13,18,28,25,18,7,3,123,0,0,0,0,0,0,0,0,3,6,3,3,10,20,27,18,7,92,18,30,36,56,72,72,37,27,349,0,0
SSC50039,0,3,22,10,16,7,0,0,62,0,3,11,13,11,6,0,0,41,12,75,88,69,68,24,15,0,352,16,47,81,84,75,49,7,10,365,149,404,379,331,219,141,48,12,1675,26,14,8,6,3,3,3,0,72,3,22,25,18,16,18,6,3,106,183,443,405,355,240,162,50,12,1857,0,8,9,9,6,5,0,4,41,58,87,94,92,81,63,43,6,530,277,665,708,619,494,323,119,29,3240,0,13,17,16,10,5,0,0,61,3,22,36,21,18,10,0,0,108,19,161,198,97,83,42,17,3,619,23,141,123,102,85,48,18,7,546,102,257,208,153,106,42,9,0,879,39,43,22,15,9,4,0,0,133,12,22,26,35,30,22,8,0,159,155,329,258,199,153,71,14,0,1171,0,6,6,5,5,4,8,0,37,77,79,82,94,78,91,62,28,579,277,744,710,529,426,274,127,36,3125,0,19
SSC50040,0,23,38,20,4,0,0,0,87,0,11,13,8,4,0,0,0,38,15,117,134,46,26,9,7,0,353,20,123,131,75,18,13,5,0,378,112,357,220,182,86,46,20,0,1027,21,13,6,3,0,0,0,0,48,7,6,17,9,0,3,3,0,43,139,378,251,187,88,56,18,0,1119,0,8,4,4,0,0,0,0,21,41,67,52,43,23,26,3,0,254,211,720,614,379,169,102,37,0,2240,0,36,43,11,7,0,0,0,97,5,18,26,12,7,0,0,0,73,38,256,184,55,18,10,9,0,572,38,145,176,84,41,11,4,0,506,90,194,139,85,38,20,3,0,565,25,28,9,7,3,0,0,0,73,4,18,27,26,11,3,0,0,93,114,243,177,115,49,27,3,0,730,4,9,12,5,7,0,0,0,37,42,58,58,35,29,16,9,0,252,250,768,665,325,161,69,28,0,2262,0,62
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,15,0,0
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SSC50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,3,3,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,8,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,3,0,0,0,18,0,0,0,0,3,4,0,0,7,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,7,14,11,8,0,0,45,0,0
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,3,3,0,3,0,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,4,0,0,15,0,0
SSC50051,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,11,0,0,0,7,6,6,0,0,25,4,26,31,35,36,26,12,0,169,3,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,8,14,24,35,36,35,30,12,0,184,0,0,0,0,0,0,0,0,0,7,0,5,3,13,12,4,0,38,20,32,40,51,60,51,15,0,270,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,11,11,4,5,3,0,0,33,0,6,7,15,17,6,0,0,49,3,9,14,16,13,7,0,0,60,3,3,6,3,0,0,0,0,17,0,0,4,0,3,3,0,0,12,6,20,23,24,13,8,0,0,90,0,3,0,0,0,4,0,0,10,0,3,3,4,17,12,3,3,45,10,39,43,49,52,29,7,3,238,0,3
SSC50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,12,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,3,0,14,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,9,3,7,12,0,0,0,0,28,0,0
