SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC50898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,17
SSC50899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50901,3,16,9,9,0,44,4,0,20,12,21,4,63,0,0,0,3,3,0,9,3,0,3,4,26,0,31,3,0,9,6,12,0,25,26,12,98,86,226,14,460
SSC50902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,17
SSC50903,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,22,5,46
SSC50904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50906,0,3,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,17,18,22,4,64
SSC50907,70,218,39,35,10,478,105,50,369,112,110,14,752,11,6,40,18,29,0,106,19,7,39,31,88,4,188,20,9,67,33,64,15,200,669,276,2223,838,1222,156,5379
SSC50908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,14
SSC50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8
SSC50910,4,31,12,42,0,98,8,3,32,33,69,6,144,0,0,3,0,3,0,9,0,0,4,12,49,5,71,0,0,3,0,24,12,39,18,23,136,161,614,58,993
SSC50911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50912,30,93,40,57,9,238,17,12,114,94,118,11,354,0,0,3,0,14,3,25,3,0,5,20,68,3,100,0,0,7,15,41,8,69,96,56,427,390,1145,85,2202
SSC50913,0,0,0,9,0,5,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,29,7,40
SSC50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50915,0,10,5,12,0,35,3,3,27,23,35,3,92,0,0,3,0,4,0,6,0,0,0,3,20,0,22,0,0,3,0,15,4,20,19,12,88,82,247,33,474
SSC50916,3,5,0,4,0,13,0,3,3,12,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8,9,11,7,35,33,60,29,177
SSC50917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50918,0,0,0,0,0,3,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,10,16,6,54
SSC50919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC50920,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,13,3,27
SSC50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50922,36,149,32,29,6,311,32,21,124,55,40,12,282,6,3,11,14,12,0,42,0,3,15,17,44,4,83,0,3,27,13,35,4,86,186,117,747,349,576,60,2044
SSC50923,18,45,5,9,3,108,23,5,60,13,9,3,105,0,0,11,3,10,0,21,3,0,5,3,5,0,18,0,0,3,9,8,3,19,119,43,305,90,117,25,697
SSC50924,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,11
SSC50925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC50926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,21
SSC50927,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,16
SSC50928,15,38,20,20,4,99,3,4,29,13,20,7,70,0,0,0,0,3,3,7,0,0,3,0,40,3,46,0,0,3,0,3,4,13,15,23,122,81,374,44,662
SSC50929,16,29,16,26,7,101,3,5,41,34,68,12,162,0,0,5,3,3,0,17,0,0,0,4,40,0,49,0,0,0,6,48,10,67,27,22,133,177,604,69,1038
SSC50930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
SSC50931,0,0,0,0,0,3,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,10,29,3,57
SSC50932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5
SSC50934,3,16,5,16,0,43,4,5,25,20,36,3,98,0,0,0,3,0,0,12,0,0,11,6,32,3,47,0,0,11,3,16,6,32,21,14,128,114,368,40,683
SSC50935,0,8,0,3,0,10,0,0,0,3,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,20,24,4,68
SSC50936,0,15,0,4,0,25,7,3,21,9,8,0,39,0,0,0,0,0,0,5,0,0,0,0,5,0,10,0,0,3,0,0,3,10,15,4,72,40,63,9,208
SSC50937,14,33,13,12,0,82,12,3,91,53,69,13,249,0,0,0,3,12,0,10,3,0,8,13,39,0,67,4,0,3,12,30,9,65,91,40,343,255,637,86,1453
SSC50938,3,6,3,5,3,20,3,3,12,6,14,0,40,0,0,0,0,0,0,0,0,0,4,7,8,0,17,0,0,0,3,8,0,12,12,7,52,42,154,19,288
SSC50939,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,18,7,46
SSC50940,4,31,6,9,0,55,5,0,18,9,7,3,39,0,0,0,0,0,0,4,0,0,0,0,20,0,23,0,0,8,3,31,12,53,34,14,160,87,316,45,658
SSC50941,7,26,7,19,0,64,6,11,35,27,33,0,111,0,0,0,0,7,0,6,0,0,0,7,38,0,44,0,0,0,3,18,0,21,33,22,122,114,446,25,758
SSC50942,0,3,3,3,0,9,0,0,5,6,4,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,8,16,45,3,80
SSC50943,6,9,3,3,0,19,0,0,9,3,4,0,15,0,0,3,0,0,0,4,0,0,0,3,7,0,10,0,0,0,0,0,0,9,4,10,39,25,72,7,158
SSC50944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC50945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11
SSC50946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SSC50947,0,10,11,5,0,30,3,0,10,6,18,0,28,0,0,3,0,0,0,8,0,0,0,0,13,0,13,0,0,0,0,7,3,13,5,5,28,44,145,20,237
SSC50948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,0,0,12
SSC50949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,14
SSC50950,34,95,39,51,13,259,27,7,144,83,59,16,335,3,0,4,4,9,0,18,3,0,4,16,86,3,107,4,0,21,18,56,18,116,148,84,637,505,1014,123,2512
SSC50951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10
SSC50952,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
SSC50953,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,6,28,4,53
SSC50954,0,0,0,3,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,11,0,23
SSC50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7
SSC50956,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,6,5,0,14
SSC50957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC50958,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,3,0,6,3,20,0,42
SSC50959,16,48,10,10,7,90,14,3,39,29,28,4,112,0,0,8,3,3,0,8,0,0,5,0,19,0,25,0,0,0,0,8,3,18,37,21,162,91,223,25,559
SSC50960,6,39,21,39,7,112,12,11,74,59,109,9,272,0,0,7,5,9,0,18,0,3,9,9,42,4,69,3,0,11,15,41,21,95,56,40,354,246,629,104,1425
SSC50961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,12
SSC50963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,4,0,24
SSC50964,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,15
SSC50965,0,0,0,0,0,7,0,0,5,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,13,25,5,58
SSC50966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,12
SSC50967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC50968,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,23
SSC50969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,6
SSC50970,0,3,4,3,0,8,0,0,5,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,3,9,0,0,8,10,83,9,117
SSC50971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,15
SSC50972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,15
SSC50973,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,18,0,34
SSC50974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8
SSC50975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,7
SSC50976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,5,3,0,11
SSC50977,0,4,4,0,0,7,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,13,11,38,0,61
SSC50978,3,20,12,10,5,49,0,0,10,7,17,0,40,0,0,0,0,0,0,0,0,0,3,0,25,0,28,0,0,0,0,3,0,8,11,10,71,56,235,31,412
SSC50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
SSC50981,0,7,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,16
SSC50982,3,9,4,3,0,17,0,0,4,7,10,5,23,0,0,0,0,0,0,0,0,0,0,0,12,3,14,0,0,0,4,15,0,17,8,6,27,43,123,18,235
SSC50983,3,12,4,14,4,47,0,0,3,7,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,23,16,43,13,108
SSC50984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11
SSC50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC50986,3,18,5,10,0,37,3,4,9,5,9,0,32,0,0,0,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,13,0,17,8,11,38,30,171,13,266
SSC50987,3,20,5,9,0,35,4,0,10,3,8,3,24,0,0,0,0,3,0,3,0,0,0,0,8,0,8,0,0,0,0,0,3,3,4,3,44,33,82,11,179
SSC50988,57,242,68,112,12,582,65,37,336,172,218,30,860,9,0,38,23,36,5,113,14,4,56,55,235,23,390,14,9,52,36,124,51,280,474,208,1941,1156,2426,304,6511
SSC50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11
SSC50990,62,201,41,19,5,429,119,39,281,50,46,22,557,9,9,36,9,9,0,65,10,3,33,19,29,0,92,28,4,69,16,21,10,149,573,193,1539,373,426,110,3210
SSC50991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,11
SSC50992,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50994,11,23,14,24,3,87,3,3,22,24,42,3,93,0,0,0,0,0,0,3,0,0,3,0,32,0,40,0,0,3,3,12,4,18,16,24,105,111,350,31,636
SSC50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50996,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,13
SSC50997,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7
SSC50998,34,101,18,14,3,235,63,17,150,42,7,11,301,3,3,18,3,0,0,28,13,0,12,6,10,0,44,4,3,18,19,5,3,60,310,120,799,211,141,61,1637
SSC50999,6,6,4,5,0,26,0,0,11,13,3,0,32,0,0,0,0,3,0,3,0,0,0,0,7,0,8,0,0,3,0,3,0,11,8,16,41,38,88,8,194
SSC51000,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,20,0,27
SSC51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC51003,0,5,0,0,0,7,3,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,5,11,28,4,55
SSC51004,3,3,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,22,0,0,0,0,0,0,0,3,3,4,0,44,14,70
SSC51005,78,188,37,36,4,419,90,45,222,58,34,12,456,5,10,34,7,8,0,67,6,5,31,17,44,0,99,9,3,38,25,30,3,106,424,253,1439,434,564,65,3177
SSC51006,16,46,14,33,3,125,10,3,43,40,37,4,135,3,3,0,5,4,0,21,3,0,3,8,43,0,63,0,0,0,4,26,3,41,32,41,205,184,483,43,989
SSC51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC51008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,14
SSC51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51011,94,253,53,26,14,566,114,41,346,74,66,3,649,12,7,47,20,21,6,120,11,5,35,16,60,3,134,16,5,69,29,33,22,170,683,297,2196,617,727,115,4634
SSC51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
SSC51014,4,8,0,6,0,17,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4,16,6,38,7,78
SSC51015,6,18,11,12,0,51,4,8,27,17,14,3,75,0,0,4,0,3,0,7,0,0,0,7,14,0,21,0,0,0,0,7,0,10,20,17,97,71,180,12,397
SSC51016,13,51,21,23,4,118,11,12,48,25,52,9,154,0,0,3,0,8,0,11,4,0,3,11,49,3,62,3,0,3,0,22,0,27,50,31,206,158,438,47,930
SSC51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51020,43,146,24,15,3,310,66,30,208,35,29,23,382,5,0,11,8,10,0,35,4,5,15,10,31,3,64,8,7,34,13,30,12,99,397,150,1141,353,439,77,2557
SSC51021,5,30,17,12,3,64,3,5,19,11,27,0,75,0,0,0,0,0,0,3,0,0,5,5,25,0,32,0,0,5,0,12,5,24,13,14,104,98,279,20,530
SSC51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51023,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,3,5,0,14,24,8,89,74,355,6,554
SSC51024,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,13
SSC51025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11
SSC51026,15,62,21,41,3,143,6,5,43,39,47,8,148,0,0,0,3,10,0,9,0,0,3,0,40,0,47,3,3,4,3,25,8,42,32,41,189,171,509,48,988
SSC51027,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,7
SSC51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51030,0,3,4,5,0,16,0,0,3,3,10,0,19,0,0,0,0,3,0,9,0,0,0,3,19,0,21,0,0,3,0,5,6,10,0,5,38,41,136,19,231
SSC51031,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,12,9,26,0,43
SSC51032,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,12,5,31
SSC51033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC51034,0,5,3,5,0,11,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,13,14,43,6,84
SSC51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,7,8,32,0,50
SSC51037,40,129,29,40,8,285,18,14,137,58,58,11,298,4,0,11,6,13,0,26,0,0,12,21,59,0,89,0,0,19,16,39,6,83,123,98,659,372,752,83,2090
SSC51038,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,29,5,34
SSC51039,3,11,3,5,3,26,0,0,3,7,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,7,0,3,17,14,42,9,80
SSC51040,0,5,0,3,0,5,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,3,3,7,5,0,19,13,49,6,84
SSC51041,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,22,5,40
SSC51042,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,0,31
SSC51043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,17
SSC51044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51045,14,65,22,25,3,141,3,8,48,26,24,4,112,0,0,6,3,4,0,17,0,3,6,5,42,0,58,0,0,5,3,12,5,32,48,50,229,150,386,36,896
SSC51046,3,6,4,8,3,21,0,0,5,7,23,0,44,0,0,0,0,7,0,6,0,0,0,0,21,0,27,0,0,3,0,9,0,19,7,8,41,38,193,19,296
SSC51047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,12
SSC51048,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,13
SSC51049,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,7,31
