SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC50375,23,44,18,27,25,10,9,3,3,171,31,45,39,75,42,19,16,14,4,280,90,49,456,142,107,57,111,97,20,1127,13,3,5,13,17,25,9,16,0,98,5,11,10,13,17,18,13,7,0,99,3,6,3,8,3,0,9,6,0,39,5,5,3,14,11,5,15,10,7,79,272,770,580,350,285,157,189,183,37,2820
SSC50376,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,3,3,0,9,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,3,5,0,27
SSC50377,3,14,3,7,5,0,3,0,0,33,3,0,3,3,5,3,5,3,0,32,14,15,91,3,20,4,24,15,3,192,0,0,3,0,0,0,0,0,0,8,0,4,0,3,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,22,48,79,114,24,52,7,46,28,3,399
SSC50378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50379,3,3,0,3,0,0,0,0,0,11,0,0,0,3,0,0,5,0,0,8,3,9,7,18,3,0,5,3,4,55,0,4,0,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,4,0,18,23,54,8,33,15,0,13,6,4,171
SSC50380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SSC50381,11,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,6,10,4,14,3,3,0,6,9,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,39,12,14,3,14,0,7,14,3,102
SSC50382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50383,38,32,25,14,31,10,6,9,0,173,35,35,37,42,55,16,8,4,7,238,71,22,279,64,81,40,40,36,5,642,0,3,0,5,13,12,0,3,0,37,7,3,12,12,20,10,11,6,3,77,3,12,8,6,6,0,0,0,0,35,4,6,8,9,10,10,3,5,4,57,292,615,403,216,317,141,83,90,31,2186
SSC50384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50385,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,11,9,3,27,8,3,3,11,7,0,74,5,0,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,23,31,33,15,15,8,16,13,0,164
SSC50386,3,7,0,0,3,0,3,0,0,19,4,0,4,0,0,4,3,0,0,21,6,3,44,17,8,5,18,8,0,108,0,0,0,3,0,0,0,3,0,6,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,29,50,52,29,20,14,27,15,0,224
SSC50387,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0,0,0,0,0,13,9,4,13,3,3,0,4,3,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,33,15,14,9,15,3,10,6,3,100
SSC50388,3,6,8,4,10,0,0,0,0,39,6,5,0,5,5,0,0,0,0,27,15,4,80,12,17,7,19,12,6,166,3,0,0,0,3,0,0,0,0,7,0,0,0,3,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,43,71,94,35,50,23,24,16,7,373
SSC50389,19,39,6,6,13,5,4,3,3,104,12,26,13,26,15,6,3,0,0,106,45,21,98,35,21,10,14,18,5,259,0,0,0,3,0,3,0,3,0,11,0,9,3,6,5,4,0,3,0,29,6,7,0,0,3,0,0,0,0,14,3,9,6,3,0,3,0,0,7,25,218,557,155,114,114,50,28,29,21,1284
SSC50390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9
SSC50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,4,0,0,3,0,0,0,0,8
SSC50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SSC50395,20,24,6,17,16,7,8,0,0,107,10,19,24,35,22,11,10,5,0,142,53,23,311,68,52,35,64,62,6,690,4,0,4,4,4,4,3,14,0,38,3,3,11,4,16,4,4,9,0,56,0,4,4,3,3,0,0,0,0,19,5,4,7,6,8,10,7,3,10,55,143,290,387,174,154,84,110,101,21,1460
SSC50396,10,5,12,10,11,3,18,3,0,78,14,13,30,24,21,15,19,0,0,147,29,15,148,49,35,20,36,14,13,350,0,0,0,0,6,3,4,5,0,20,0,0,0,8,3,0,4,5,0,28,0,0,4,0,0,0,3,0,0,12,0,3,0,0,4,4,0,3,0,18,107,201,215,152,137,75,115,55,22,1067
SSC50397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50398,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,9,3,0,3,0,3,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,15,13,3,4,3,7,6,0,69
SSC50399,3,3,0,3,0,0,0,0,0,8,3,8,0,9,8,0,0,0,4,31,19,8,63,15,12,14,12,7,0,151,3,0,0,0,4,3,0,5,0,12,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,26,48,65,32,31,19,21,20,10,271
SSC50400,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,4,0,0,0,3,0,16
SSC50401,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,3,3,3,0,0,5,0,26
SSC50402,5,3,3,0,0,0,0,0,0,10,0,3,0,4,0,3,0,0,3,18,11,3,23,12,8,4,5,6,0,73,0,3,0,8,0,0,0,3,0,16,3,0,0,5,0,0,0,6,0,17,4,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,9,30,37,40,32,20,15,5,24,5,199
SSC50403,8,12,3,3,11,3,0,4,0,44,5,8,3,13,8,4,0,5,0,51,19,9,92,27,19,12,8,31,3,219,0,0,3,3,4,4,0,3,0,20,5,0,3,0,0,3,0,4,0,32,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,4,3,4,0,23,81,163,115,72,73,46,16,63,10,631
SSC50404,3,14,3,6,8,3,0,3,0,47,17,12,3,25,13,0,0,3,0,71,28,22,99,61,32,12,12,28,5,299,0,0,0,5,12,3,3,7,0,34,3,3,3,11,5,0,3,7,0,33,3,3,0,4,3,0,0,0,0,9,8,7,3,17,6,3,0,0,8,52,88,263,114,170,101,31,22,51,20,857
SSC50405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7
SSC50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,13
SSC50408,87,145,85,92,94,41,13,26,0,582,109,98,109,136,107,46,24,42,7,672,197,75,712,216,164,91,102,138,22,1720,11,8,8,12,15,15,6,9,0,92,28,24,23,42,60,34,11,23,0,244,21,21,10,15,14,20,0,15,0,120,13,38,14,27,34,19,14,22,19,197,1035,2446,1121,773,929,492,233,378,90,7505
SSC50409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50410,3,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,8,4,4,0,0,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,15,19,8,3,7,3,5,4,0,60
SSC50411,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,3,0,0,0,4,0,35
SSC50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50413,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,3,0,22
SSC50414,9,23,5,9,3,6,0,3,0,63,22,17,16,31,23,9,0,4,0,123,46,22,158,42,54,17,30,18,7,399,0,3,0,5,10,8,4,4,0,30,5,4,5,13,10,3,0,0,0,47,0,0,0,0,0,0,0,0,0,3,4,0,4,3,3,4,0,4,3,26,146,318,201,143,152,59,40,47,16,1117
SSC50415,4,5,4,3,3,3,0,0,0,21,0,5,0,7,5,0,0,0,0,28,14,3,67,12,13,13,18,15,3,156,0,0,0,0,3,3,0,3,0,14,0,3,0,3,3,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,3,4,0,20,36,56,76,37,35,20,17,30,4,311
SSC50416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
SSC50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SSC50418,3,13,3,8,12,0,0,3,0,46,3,8,10,11,8,4,0,3,0,51,22,8,119,24,34,12,31,32,8,285,0,3,0,0,3,4,3,0,0,15,6,0,3,5,7,3,0,3,0,30,0,0,0,0,0,3,0,3,0,7,5,4,0,6,0,6,7,8,6,42,60,118,134,74,69,39,59,65,16,633
SSC50419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8
SSC50420,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,5,0,0,0,0,0,0,30
SSC50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50422,44,69,29,17,37,14,4,5,0,221,41,59,40,49,41,17,9,13,3,269,59,45,322,64,71,41,21,45,8,677,3,3,0,5,14,6,0,3,0,33,12,6,7,13,16,3,0,12,0,72,4,6,6,4,3,0,0,3,0,38,5,14,5,6,10,8,3,7,3,57,478,1356,469,273,359,173,54,110,37,3310
SSC50423,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,0,14,7,3,8,0,4,3,3,7,0,41,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,26,15,14,9,12,7,3,8,0,95
SSC50424,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,13
SSC50425,0,12,0,9,4,0,4,0,0,27,9,3,0,12,0,0,0,0,0,35,11,11,100,19,27,14,26,16,7,235,0,4,3,4,4,0,3,3,0,16,0,3,0,4,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,9,47,110,107,61,46,22,33,31,4,460
SSC50426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC50428,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
SSC50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,3,0,16
SSC50430,22,22,5,13,22,14,3,9,0,109,18,21,16,31,18,19,3,8,8,133,45,34,224,89,51,48,66,48,9,622,0,0,5,6,9,3,4,0,3,32,10,8,7,7,8,3,9,7,0,65,0,3,0,0,7,8,0,3,0,22,3,6,3,8,10,4,10,7,5,49,137,239,286,200,144,118,96,94,25,1342
SSC50431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,11
SSC50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC50434,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,7,0,12,7,0,0,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,13,18,7,3,0,8,3,0,59
SSC50435,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,0,5,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,8,3,3,3,0,3,0,45
SSC50436,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,0,5,4,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,9,11,6,0,3,4,0,49
SSC50437,71,149,46,58,85,34,9,11,3,470,69,96,49,63,81,44,7,19,11,434,145,76,536,145,123,59,66,74,21,1247,4,6,7,18,19,9,0,9,0,69,17,13,8,34,53,15,6,5,0,152,8,22,3,8,13,0,0,4,0,62,14,24,15,21,13,10,4,6,9,110,861,2096,762,494,636,256,104,171,74,5460
SSC50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SSC50440,19,26,18,14,18,15,3,11,0,130,32,18,13,40,25,23,3,12,0,174,61,15,332,73,39,37,50,55,10,675,7,7,0,4,4,14,4,3,0,41,11,3,8,19,15,8,7,7,0,75,6,3,0,3,7,0,0,0,0,23,7,6,8,9,13,12,9,3,3,65,231,423,413,207,169,140,76,135,19,1823
SSC50441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,3,3,0,0,3,3,38
SSC50442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,15
SSC50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SSC50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50445,3,0,0,3,0,0,0,0,0,11,0,3,4,0,3,0,0,0,0,14,3,0,16,10,4,0,5,10,0,50,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,9,20,27,24,11,4,3,12,11,0,122
SSC50446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,0,0,0,0,0,22
SSC50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,4,8,0,0,0,3,3,0,25
SSC50449,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,9,4,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,4,3,0,0,0,0,24
SSC50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
