SSC_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SSC50011,0,0,0,58,12,0,0,16,0,10,0,0,0,0,115,155,0,0,0,4,0,0,0,0,0,3,0,3,157,26,8,253,35,208,13,34,19,32,118,899
SSC50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50013,0,0,0,9,0,0,0,6,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,29,0,18,0,4,0,3,9,76
SSC50014,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,18
SSC50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,25,0,10,0,3,0,0,11,65
SSC50017,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4
SSC50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50019,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,6,0,3,0,3,3,32
SSC50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,5,10,0,334,13,7,0,13,0,10,0,3,0,8,68,127,0,0,0,3,0,3,0,0,0,0,0,9,138,43,5,254,21,205,0,55,9,74,68,874
SSC50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,10
SSC50024,0,3,0,184,3,4,0,12,0,5,0,0,0,0,49,83,0,0,0,0,0,0,0,0,0,0,3,3,93,23,0,182,19,132,7,31,4,30,56,585
SSC50025,0,0,0,14,0,0,0,4,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,21,0,8,3,3,0,0,4,64
SSC50026,0,3,0,31,7,0,0,10,0,11,0,8,3,13,63,116,0,0,0,0,0,0,0,3,3,4,11,23,114,36,14,209,26,326,10,105,24,186,77,1132
SSC50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
SSC50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,7
SSC50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,12
SSC50031,0,0,0,51,4,3,0,4,0,4,0,0,0,0,16,43,0,0,0,0,0,0,0,0,0,0,0,0,65,13,4,61,5,50,0,16,6,8,17,248
SSC50032,0,0,0,22,3,0,0,4,0,0,0,0,0,0,38,50,0,0,0,0,0,0,0,0,0,0,4,7,78,15,0,89,10,73,3,15,3,16,42,348
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,0,0,0,13,0,0,0,5,0,3,0,0,0,3,12,20,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,32,7,25,0,17,0,14,12,122
SSC50035,6,9,0,328,15,3,0,12,3,12,0,3,0,6,73,129,0,0,0,3,0,0,0,0,0,0,0,5,158,32,3,309,33,170,9,37,13,43,73,869
SSC50036,3,0,0,202,23,0,0,23,7,12,0,0,3,8,127,200,0,0,0,6,0,0,0,0,0,0,0,4,302,43,9,541,49,291,22,49,21,52,128,1509
SSC50037,0,0,0,129,10,0,0,9,0,12,0,5,0,4,95,133,0,0,0,3,0,0,0,0,0,0,3,7,195,21,10,384,42,243,14,44,17,31,98,1087
SSC50038,0,0,0,3,3,0,0,4,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,30,0,12,3,7,0,8,10,96
SSC50039,3,3,0,136,24,0,0,31,0,21,3,8,0,3,235,327,0,0,4,0,0,0,0,0,0,5,3,16,306,42,15,556,62,448,35,75,39,95,245,1910
SSC50040,0,0,0,116,14,0,0,19,0,9,0,5,0,3,147,202,0,0,0,7,0,3,0,0,4,0,0,14,297,44,17,459,63,373,10,46,20,34,153,1516
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,10
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,7
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC50048,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,3,0,0,4,24
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50051,0,0,0,14,0,0,0,0,0,0,0,0,0,3,14,18,0,0,0,0,0,0,0,0,0,0,0,3,22,3,3,28,3,22,0,5,0,12,14,116
SSC50052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,4,20
SSC50053,0,4,0,102,14,3,0,10,4,5,0,3,3,11,61,113,0,0,0,0,0,0,0,0,0,0,8,13,152,48,4,312,30,238,15,64,15,118,63,1056
SSC50054,9,8,0,419,58,3,3,52,11,42,4,9,3,26,593,796,5,0,3,3,5,3,0,0,0,0,4,26,808,100,49,1272,157,1109,71,140,81,159,605,4558
SSC50055,0,0,0,20,4,6,0,10,0,8,0,3,5,17,71,127,0,0,0,0,0,0,0,0,3,0,6,13,143,51,10,218,29,320,15,93,28,210,82,1193
SSC50056,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,6,0,3,0,0,4,35
SSC50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50061,3,0,0,190,46,9,4,55,7,29,0,12,4,19,171,355,3,0,0,12,0,0,0,0,0,9,13,34,509,120,21,725,68,532,27,161,32,254,188,2638
SSC50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
SSC50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50066,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,10,3,4,0,0,0,0,6,35
SSC50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC50068,0,4,0,57,7,0,0,7,0,5,0,4,0,0,26,49,0,0,0,0,0,0,0,0,0,0,0,0,64,9,3,92,9,64,0,15,3,22,26,300
SSC50069,0,0,0,49,19,0,0,12,0,7,0,4,0,7,119,164,0,0,0,3,0,0,0,0,0,0,0,4,222,49,9,355,53,300,21,60,23,71,120,1282
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10
SSC50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50075,0,0,0,20,0,0,0,0,0,0,0,0,0,3,13,23,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,37,6,20,3,5,0,9,13,130
SSC50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50077,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,11,3,4,0,3,3,45
SSC50078,0,4,0,189,23,0,0,15,0,13,0,10,0,5,80,149,0,0,0,0,0,0,0,0,0,0,4,8,221,50,11,387,49,243,17,48,15,65,81,1187
SSC50079,0,0,0,124,15,0,0,3,0,3,0,0,0,5,47,71,0,0,0,0,0,0,0,0,0,0,0,0,96,22,3,167,7,97,0,33,6,37,53,530
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,3,0,0,152,15,0,3,4,0,8,0,0,0,3,34,65,0,0,0,0,0,0,0,0,3,0,3,6,139,12,12,168,23,177,4,14,17,12,32,611
SSC50082,0,0,0,16,3,0,0,10,0,4,0,0,0,0,30,46,4,0,0,0,0,0,0,0,0,0,0,5,53,12,0,132,8,59,5,16,3,12,35,331
SSC50083,0,4,0,314,14,3,0,23,3,4,3,9,0,12,99,174,3,0,0,0,0,0,0,0,0,0,3,6,324,64,10,561,62,317,16,77,18,100,100,1651
SSC50084,0,0,0,9,0,0,0,3,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,35,3,14,0,8,4,7,7,103
SSC50085,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,3,0,0,0,0,0,3,29
SSC50086,0,3,0,111,12,4,0,5,3,9,0,4,0,3,52,96,0,0,0,0,0,0,0,0,0,4,0,3,101,32,8,170,17,104,10,27,9,45,56,573
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,11
SSC50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3
SSC50090,0,0,0,30,18,0,0,8,0,15,0,0,4,12,58,122,0,0,0,0,0,0,0,0,0,0,0,0,142,33,8,200,26,222,10,60,16,116,62,883
SSC50091,0,3,0,119,13,0,0,12,3,0,0,4,3,4,41,77,0,0,0,0,0,0,0,0,0,0,0,4,128,21,0,221,29,130,5,29,14,48,44,662
SSC50092,0,0,0,69,8,0,0,6,0,3,0,0,3,3,34,64,0,0,0,0,0,0,0,0,0,0,3,7,79,7,0,137,11,109,4,14,12,29,35,428
SSC50093,0,0,0,54,12,6,0,18,0,13,0,9,0,7,57,123,0,0,3,3,0,0,0,0,0,0,5,15,165,52,9,264,26,291,10,75,18,145,64,1115
SSC50094,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,6,0,0,0,0,3,23
SSC50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
SSC50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,14
SSC50098,4,0,0,148,13,3,0,27,3,10,0,4,4,7,84,160,3,3,0,3,0,0,0,0,0,0,3,19,202,43,6,374,32,233,11,40,17,63,93,1115
SSC50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
SSC50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,11
SSC50101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12,22
SSC50102,0,0,0,39,9,0,0,4,0,6,0,0,0,0,35,66,0,0,3,0,0,0,0,0,0,0,0,3,79,17,8,151,17,114,7,22,12,38,43,502
SSC50103,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,7,0,3,0,3,0,32
SSC50104,0,0,0,4,3,0,0,0,0,0,0,3,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,45,7,33,0,13,3,18,7,148
SSC50105,0,0,0,54,9,3,0,3,3,4,0,0,0,6,47,77,0,0,0,0,0,0,0,0,0,3,4,8,97,29,3,136,18,157,11,31,14,76,54,613
SSC50106,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9,0,3,0,0,3,28
SSC50107,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,5,0,3,0,0,0,4,31
SSC50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50109,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,16
SSC50110,0,0,0,64,7,4,0,9,0,6,0,4,0,9,50,87,0,0,0,0,0,0,0,0,3,3,4,10,174,28,8,215,10,168,11,64,11,76,48,819
SSC50111,0,3,0,26,4,0,0,0,0,5,0,0,0,3,27,42,0,0,0,0,0,0,0,0,0,0,3,3,67,29,5,81,7,91,0,43,7,71,28,425
SSC50112,0,0,0,19,0,0,0,0,0,7,0,0,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,26,6,4,49,8,20,3,9,5,5,16,145
SSC50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,0,0,0,37,8,0,0,10,4,7,0,3,0,0,85,120,0,0,0,0,0,0,0,0,0,0,0,4,160,23,7,263,46,248,6,46,15,46,86,952
SSC50116,0,0,0,0,0,0,0,3,0,3,0,0,0,3,9,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,0,21,0,8,0,12,10,85
SSC50117,0,0,0,99,12,3,0,15,5,8,0,4,0,5,57,104,0,0,0,0,0,0,0,0,0,0,0,4,152,29,3,258,24,157,11,31,8,40,57,767
SSC50118,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,26,3,20,0,5,0,7,4,86
SSC50119,3,8,0,239,13,3,0,19,0,8,0,3,0,10,90,142,0,0,0,0,0,0,0,0,0,0,0,3,124,26,10,267,18,147,8,40,8,54,88,784
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,18
SSC50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
SSC50123,0,0,0,11,0,0,0,0,0,3,0,0,0,0,12,20,3,0,0,0,0,0,0,0,0,0,0,3,46,5,3,44,12,23,0,6,4,3,11,162
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7
SSC50126,0,0,0,9,0,0,0,3,0,0,0,0,3,0,20,27,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,22,4,24,5,4,0,11,21,110
SSC50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50129,0,0,0,18,0,0,0,5,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,39,5,33,0,7,3,13,11,138
SSC50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,8
SSC50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11
SSC50132,0,0,0,19,3,0,0,0,0,0,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,30,3,17,3,3,0,6,14,110
SSC50133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
SSC50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6
SSC50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
SSC50137,0,0,0,19,3,0,0,7,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,3,5,23,3,3,40,9,43,3,3,9,8,16,151
SSC50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,3,0,3,0,18
SSC50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,12
SSC50142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,6,19
SSC50143,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,4,0,0,0,0,3,24
SSC50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,3,18
SSC50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50148,4,3,0,223,14,3,0,16,0,5,0,3,0,3,52,94,0,0,0,0,0,0,0,0,0,0,0,3,133,34,6,226,13,171,4,47,6,59,53,748
