SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,3,3,3,0,0,14
SSC50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,3,3,8,3,6,0,23
SSC50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,6,0,0,0,0,7,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,11,3,0,0,23
SSC50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,10,3,5,0,0,3,0,0,0,19
SSC50066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,3,3,3,0,0,25,0,3,4,0,3,0,0,0,13,9,14,11,9,14,0,4,0,68,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,17,11,13,14,0,3,0,72,0,0,0,0,0,0,0,0,5,3,3,9,3,7,6,0,0,30,12,33,29,27,30,11,8,0,149
SSC50067,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,9,3,0,0,0,0,0,18,0,3,0,3,0,0,0,0,6,6,18,4,7,5,0,0,0,50,0,0,0,0,0,0,0,0,0,3,8,4,4,0,0,0,0,17,9,32,7,10,5,0,0,0,63,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,16,12,44,17,20,10,0,0,0,112
SSC50068,26,14,9,6,0,0,88,0,11,0,8,3,0,0,0,33,21,110,63,43,28,9,0,0,265,9,48,35,46,22,10,0,0,167,44,59,70,72,61,32,6,0,343,3,6,0,3,6,0,0,0,28,3,10,11,11,12,5,0,0,45,54,79,84,85,74,39,9,0,416,0,0,4,3,0,0,0,0,15,19,32,17,29,24,15,11,6,159,101,311,228,217,160,78,22,5,1133
SSC50069,60,15,9,0,0,0,161,9,41,36,7,9,0,0,0,96,54,388,221,94,38,14,0,0,812,68,263,216,106,61,15,4,0,722,224,595,363,212,86,18,10,0,1513,35,41,16,14,0,0,0,0,112,10,36,40,20,17,4,0,0,130,269,682,420,242,107,26,11,0,1760,8,23,21,9,3,3,0,0,71,104,186,93,74,46,16,6,0,528,517,1662,1064,547,264,78,23,0,4160
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,10,3,4,0,0,0,0,18,0,3,7,0,0,3,0,0,9,0,12,7,9,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,12,16,7,0,0,0,38,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,0,0,18,4,29,15,23,14,0,0,0,86
SSC50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7
SSC50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
SSC50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,5,3,0,0,11
SSC50075,3,0,0,0,0,0,9,0,0,5,3,0,0,0,0,12,3,4,19,6,4,3,3,0,45,0,3,11,20,4,4,0,0,43,13,18,23,44,32,19,7,3,152,3,3,9,4,3,0,0,0,19,0,0,4,4,0,4,3,0,18,18,17,32,46,29,21,13,3,184,0,0,3,0,0,0,0,0,3,10,4,7,6,10,6,5,0,46,35,28,85,87,54,36,21,3,342
SSC50076,12,4,3,0,0,0,26,0,0,3,4,0,0,0,0,11,3,56,56,35,8,4,0,0,160,7,38,44,36,22,3,0,0,138,25,281,201,166,72,3,0,0,751,0,5,3,0,0,0,0,0,17,3,4,11,10,0,0,0,0,34,29,297,216,172,72,7,0,0,799,0,3,3,0,0,0,0,0,14,9,119,132,96,48,10,0,0,418,48,517,467,346,158,23,0,0,1566
SSC50077,0,3,3,0,0,0,8,0,0,0,3,3,0,0,0,7,3,7,4,6,15,10,3,0,41,0,0,3,4,6,4,0,0,24,3,9,3,6,10,5,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,4,9,0,6,13,5,0,0,42,0,0,0,3,0,0,0,0,3,3,0,0,10,5,3,3,0,21,12,15,12,38,38,20,3,0,148
SSC50078,112,82,59,21,3,0,370,3,43,73,70,36,23,3,0,244,73,432,413,273,138,89,24,4,1440,51,166,178,174,154,64,20,3,820,125,276,275,281,238,130,59,17,1411,29,16,13,5,12,13,3,0,93,7,26,28,31,29,16,3,3,139,161,316,320,324,277,164,67,23,1648,3,21,9,12,12,10,3,0,68,64,97,97,108,93,87,96,75,717,359,1159,1197,1040,771,462,211,107,5310
SSC50079,78,64,44,19,8,0,243,0,10,22,20,16,14,0,0,87,94,183,188,142,113,68,22,3,816,23,26,53,59,67,61,16,3,313,37,52,45,65,56,40,30,5,329,4,3,0,3,3,0,5,0,21,4,4,3,23,18,10,0,0,65,45,62,47,90,76,53,33,5,413,0,0,3,3,8,7,3,0,29,22,12,21,22,21,32,19,18,172,189,336,407,400,348,254,104,31,2066
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,30,14,10,0,0,0,86,0,21,19,11,3,0,0,0,64,27,147,122,60,17,6,0,0,384,12,87,93,48,20,7,0,0,272,64,240,235,103,48,11,0,0,700,20,18,15,6,3,0,0,0,60,0,12,14,17,3,0,0,0,53,83,272,267,124,54,11,0,0,807,0,0,0,0,3,0,0,0,3,95,157,125,106,41,11,0,0,535,219,714,654,364,158,34,3,0,2147
SSC50082,11,9,9,3,0,0,35,0,0,11,11,10,7,0,0,38,6,35,49,41,32,24,9,0,200,11,27,46,42,55,26,12,0,215,48,116,104,94,63,34,21,0,491,25,11,7,3,3,5,4,0,59,3,7,17,12,13,4,6,0,61,72,139,130,112,80,45,31,0,613,0,0,0,0,3,7,0,0,16,29,22,21,35,23,30,27,5,196,126,224,266,244,219,146,79,11,1314
SSC50083,218,150,69,25,3,3,652,0,93,104,83,64,13,0,0,357,147,755,726,425,254,103,36,9,2456,72,239,268,270,212,81,42,20,1204,153,388,348,308,284,161,63,32,1724,37,17,25,13,9,0,7,0,111,14,28,41,45,61,20,10,3,220,201,428,405,365,352,187,72,31,2055,3,22,14,20,17,12,6,6,110,83,155,143,132,141,129,156,192,1123,513,1869,1883,1456,1105,555,323,258,7960
SSC50084,8,6,6,0,0,0,19,4,4,6,4,4,0,0,0,29,4,44,33,19,13,3,0,0,120,8,16,14,16,16,9,3,0,80,19,50,36,46,37,19,7,5,222,9,9,6,0,3,0,0,0,24,0,7,3,4,4,3,0,0,17,29,58,44,54,39,20,13,9,264,3,0,3,0,0,0,0,0,10,19,15,20,17,19,21,15,4,140,61,137,132,115,103,58,35,16,653
SSC50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,17,0,0,0,3,0,0,0,0,8,0,3,5,10,4,0,0,0,21,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,3,4,9,8,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,0,11,15,18,3,5,0,0,60
SSC50086,77,74,42,35,6,0,287,0,17,32,43,29,19,0,0,136,30,221,217,165,117,62,13,9,829,14,62,75,86,57,36,8,0,342,50,99,83,124,99,43,40,8,544,8,6,5,8,3,3,0,0,30,3,8,12,18,22,11,3,0,70,55,113,98,145,121,63,47,8,646,0,3,9,8,4,9,4,0,34,45,49,52,52,58,37,39,21,351,149,514,553,575,434,247,113,33,2619
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,3,3,0,0,0,27
SSC50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,11,0,6,7,0,3,0,0,0,20
SSC50090,80,32,12,8,3,0,270,4,25,17,11,16,3,0,0,74,66,428,226,119,51,36,10,0,943,35,163,101,52,61,41,13,4,463,126,258,207,154,136,97,37,12,1030,20,8,9,5,7,6,0,0,52,8,19,20,20,16,16,7,3,110,156,288,241,179,163,112,45,12,1196,10,15,7,7,3,9,0,3,58,76,125,85,51,56,51,44,16,502,348,1173,748,452,357,262,120,37,3509
SSC50091,81,43,27,7,3,0,227,0,29,39,36,22,4,4,0,140,80,244,265,162,85,43,18,5,909,25,92,121,80,54,45,18,7,440,54,122,112,111,83,49,25,3,572,6,12,11,7,7,0,0,0,46,10,13,6,12,16,8,5,0,73,75,147,129,132,111,54,35,9,683,0,9,6,3,6,8,0,3,39,54,61,56,71,61,30,41,15,393,236,638,700,535,363,198,118,37,2824
SSC50092,15,8,13,3,0,0,55,0,3,10,12,9,0,0,0,38,17,49,56,57,38,25,5,3,258,13,28,68,50,35,26,16,0,233,53,64,107,117,99,67,18,3,531,12,5,6,4,4,0,0,0,34,3,6,10,11,13,3,5,0,56,64,75,125,137,114,73,25,3,613,0,0,0,3,6,0,0,0,10,19,21,29,34,38,26,11,0,171,109,173,318,308,247,156,53,8,1380
SSC50093,38,12,15,5,0,0,106,4,18,16,8,6,4,0,0,55,60,214,156,106,78,33,7,0,649,42,133,119,109,98,52,11,3,549,136,272,239,282,251,118,24,11,1327,38,18,11,13,11,9,3,0,100,14,23,36,27,32,16,5,0,153,187,309,284,324,290,140,37,11,1581,3,10,10,6,11,4,0,0,58,95,102,100,100,116,84,51,18,668,388,829,717,665,614,315,106,24,3671
SSC50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,6,3,7,3,4,8,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,7,3,4,12,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,11,3,8,7,14,10,6,3,0,59
SSC50095,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,6,4,3,5,8,4,0,0,29
SSC50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,7,3,3,0,0,18
SSC50097,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,12,0,0,0,4,3,0,0,0,9,0,6,0,3,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,4,3,5,0,3,0,18,3,6,5,16,16,5,3,0,64
SSC50098,68,34,7,6,0,0,175,3,33,39,15,8,0,0,0,104,54,297,235,134,59,21,4,0,803,34,170,155,128,51,20,5,0,558,130,309,293,222,138,56,24,0,1181,17,20,18,16,8,4,3,0,81,11,35,20,24,9,11,3,0,117,161,362,334,261,149,70,25,0,1379,0,15,8,17,7,5,0,0,49,78,89,92,68,41,31,20,3,414,328,1020,940,652,327,159,54,7,3488
SSC50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,9,0,0,0,15
SSC50100,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,8,16,6,7,3,3,3,0,44
SSC50101,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,8,3,0,3,10,6,3,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,5,10,9,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,7,7,18,19,8,0,0,60
SSC50102,15,15,15,3,0,0,64,0,15,16,10,10,3,0,0,55,35,162,92,50,44,8,7,3,397,16,70,72,53,55,16,3,4,292,64,204,151,118,106,50,21,4,715,8,11,4,0,3,3,0,0,41,6,11,12,18,18,10,0,4,69,81,227,165,136,132,61,21,10,822,3,0,5,5,0,0,0,0,22,34,35,45,27,29,20,14,4,210,160,526,412,295,287,112,44,15,1855
SSC50103,0,4,0,0,0,0,10,0,0,0,3,7,0,0,0,13,3,0,6,8,7,3,0,0,30,0,0,10,7,3,7,0,0,29,3,0,4,7,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,7,9,3,3,0,32,0,0,0,0,0,3,0,0,4,0,0,5,3,5,4,3,0,21,12,7,16,30,37,20,6,0,131
SSC50104,7,0,3,0,0,0,15,0,4,0,4,5,0,0,0,16,10,33,22,13,10,3,0,0,92,6,21,19,11,21,10,3,0,91,25,65,57,59,47,20,5,0,282,14,4,0,3,0,0,0,0,27,0,3,0,7,4,5,0,0,20,36,75,64,67,53,26,5,0,327,0,0,3,0,3,0,0,0,11,29,14,17,19,24,19,10,3,141,83,149,130,117,127,59,21,6,696
SSC50105,53,24,17,6,0,0,199,7,20,26,13,10,8,0,0,81,78,360,229,84,52,23,5,0,838,55,169,92,80,61,36,9,4,508,124,275,161,142,121,75,49,7,951,17,16,4,3,4,3,0,0,55,4,16,14,19,16,11,8,0,93,149,306,185,165,143,87,54,12,1100,4,16,7,6,10,9,4,3,51,95,175,109,85,65,70,52,28,689,396,1126,702,462,359,237,130,51,3464
SSC50106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,12,0,7,3,3,0,0,0,0,10,0,3,11,0,3,3,0,0,19,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,5,3,9,9,3,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,3,7,5,0,3,3,0,23,7,27,22,10,11,5,5,0,86
SSC50107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,0,0,0,15,3,3,0,3,3,0,0,0,14,0,9,4,7,3,4,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,16,4,7,3,4,0,0,36,0,0,0,0,0,0,0,0,0,5,0,6,11,7,4,3,0,32,11,19,21,30,12,7,8,0,103
SSC50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8
SSC50109,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,13,0,0,3,3,0,0,0,0,7,4,0,3,5,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,4,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,9,5,4,0,0,20,4,8,14,16,8,12,0,0,60
SSC50110,29,11,6,0,0,0,78,0,8,11,10,3,0,0,0,37,49,162,144,87,31,18,0,0,491,28,73,96,68,39,9,0,0,320,81,151,181,130,77,23,9,3,659,14,11,13,8,3,4,0,0,52,5,19,31,17,15,4,0,0,93,103,176,223,159,102,37,8,3,805,7,3,8,4,3,3,0,0,34,42,71,67,59,34,17,6,0,298,234,535,573,395,216,88,23,8,2066
SSC50111,121,38,16,16,3,4,468,17,38,26,13,15,3,0,0,106,275,663,204,78,61,47,32,18,1372,219,198,89,62,42,50,36,14,701,120,132,78,80,60,69,48,34,622,32,15,7,3,5,3,0,0,67,21,16,6,9,7,10,15,15,102,181,165,93,92,75,82,65,51,790,14,22,9,10,6,7,9,3,81,194,214,123,85,73,110,186,370,1348,909,1547,652,367,290,312,321,463,4870
SSC50112,9,3,9,0,0,0,26,0,8,8,3,8,0,0,0,22,11,37,31,34,24,9,7,0,141,9,13,20,19,18,7,5,0,90,31,31,37,54,33,16,11,0,211,3,5,3,0,0,3,0,0,15,0,5,0,3,12,7,3,0,26,31,36,43,61,49,22,11,3,254,0,0,0,0,0,0,3,0,9,30,14,23,22,23,26,10,0,151,76,120,123,144,130,66,41,3,709
SSC50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,13
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,50,9,12,0,0,0,124,0,14,32,6,3,0,0,0,49,31,242,212,63,27,4,0,0,587,25,161,141,70,29,7,0,0,436,98,307,254,130,61,25,3,0,869,23,29,11,4,3,0,0,0,74,7,26,23,10,12,3,0,0,80,123,359,283,140,72,26,7,0,1024,3,14,14,3,3,0,0,0,38,53,79,95,34,26,17,9,0,322,245,927,821,336,172,61,17,3,2580
SSC50116,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,17,8,11,14,13,4,0,64,0,5,3,12,28,9,6,0,65,9,23,25,26,38,26,12,3,165,0,0,4,3,0,0,0,0,8,0,3,3,3,3,8,0,0,20,9,28,37,34,39,31,21,3,196,0,0,0,0,0,3,0,0,7,11,15,10,33,44,30,38,8,190,22,59,59,86,120,92,67,14,526
SSC50117,47,33,33,9,7,0,173,0,23,18,37,31,8,0,0,125,61,212,170,138,110,31,14,9,746,22,41,75,125,89,51,23,7,449,90,133,160,176,167,92,46,13,872,19,11,7,4,3,4,4,0,47,5,6,27,33,25,16,13,5,128,105,151,191,214,200,110,63,20,1049,0,3,8,11,8,8,3,0,50,43,35,54,49,52,42,60,43,370,245,502,580,599,523,265,168,81,2952
SSC50118,3,11,6,5,3,0,29,0,0,0,4,0,5,0,0,11,3,10,16,36,32,15,7,0,114,5,3,9,16,13,11,6,0,58,9,10,14,28,15,11,7,0,91,4,0,0,0,0,0,0,0,4,0,3,5,7,0,0,0,0,23,13,14,19,38,15,13,10,0,119,0,0,0,0,0,0,0,0,0,6,0,3,9,10,11,3,3,43,25,26,51,105,74,64,21,8,382
SSC50119,80,78,86,35,10,0,333,5,31,38,59,46,21,5,0,209,83,244,279,259,156,115,51,13,1206,23,52,82,146,118,80,29,22,550,65,95,115,142,114,100,40,25,693,9,4,0,9,12,7,0,0,43,3,9,12,22,17,20,17,3,107,75,108,127,170,145,121,56,30,838,0,8,9,7,11,16,7,7,62,42,43,47,66,55,48,93,107,505,238,534,666,782,618,432,256,173,3702
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50121,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,7,0,0,3,3,3,4,0,0,17,0,0,0,0,4,0,0,0,12,0,8,3,6,14,5,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,8,4,10,11,14,5,0,44,0,0,0,0,0,0,0,0,3,0,0,0,4,5,7,7,0,23,4,9,10,15,36,23,11,0,110
SSC50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50123,8,4,4,0,0,0,23,0,3,3,8,0,0,0,0,14,11,69,47,21,17,4,0,0,165,9,37,27,27,6,3,0,0,116,26,115,49,36,19,6,3,0,258,3,3,0,0,0,0,0,0,10,5,4,9,3,0,0,0,0,27,33,129,59,42,22,8,3,0,296,0,4,3,0,0,0,0,0,9,23,48,25,20,15,0,0,0,131,77,299,178,109,63,20,9,0,753
