SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC50246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5
SSC50247,0,3,6,0,0,0,10,0,4,3,0,0,0,0,0,5,0,0,7,8,3,3,0,0,28,0,3,3,3,7,4,0,0,22,10,28,11,15,19,12,3,0,92,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,6,13,31,10,23,18,10,3,0,109,0,0,0,0,0,3,0,0,7,9,3,9,16,16,14,3,3,70,20,39,31,53,54,37,5,4,239
SSC50248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,12,0,0,0,3,11,0,0,0,13
SSC50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,7,0,0,8
SSC50250,3,3,3,3,0,0,11,4,6,6,0,8,3,0,0,25,0,30,34,30,18,20,3,3,132,0,23,32,33,19,12,3,3,123,39,81,86,91,57,37,9,0,400,12,9,5,9,0,3,0,0,44,7,8,4,12,11,4,0,0,43,55,98,95,110,64,38,8,0,477,0,0,0,0,0,0,0,0,8,26,18,29,41,31,39,26,7,215,91,175,203,212,148,116,38,11,1000
SSC50251,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,16,0,0,0,5,0,0,0,0,10,4,4,3,7,4,3,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,4,5,3,6,3,3,0,0,30,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,6,10,12,10,22,12,6,3,0,66
SSC50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,17,5,6,6,0,0,0,34,6,17,10,3,5,0,0,0,43
SSC50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,8
SSC50254,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,9,6,5,3,3,0,0,36,0,0,4,10,3,4,0,0,23,11,4,7,20,13,9,0,0,64,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,11,4,14,24,11,9,0,0,68,0,0,0,0,0,0,0,0,0,11,4,10,12,3,7,0,0,53,30,19,34,52,26,26,3,0,192
SSC50255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SSC50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50257,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,0,0,0,0,0,3,0,0,4,0,8,0,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,10,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,12,0,11,12,8,8,7,3,0,56
SSC50258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,3,0,3,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,8,4,3,4,11,7,8,0,35
SSC50259,3,3,3,0,0,0,16,0,0,3,4,0,0,0,0,13,5,17,27,21,3,4,0,0,74,9,6,17,26,10,7,0,0,73,31,34,54,59,24,14,3,0,215,5,0,0,0,0,0,0,0,12,4,6,4,3,0,3,0,0,18,38,41,55,60,29,18,3,0,246,0,0,0,0,3,0,0,0,3,15,8,8,14,6,9,4,0,55,63,73,115,126,52,41,12,0,481
SSC50260,8,4,7,3,0,0,34,3,11,10,4,12,5,0,0,36,12,87,68,46,34,25,10,8,283,11,56,48,48,44,19,6,4,234,121,203,147,142,134,77,23,12,849,43,24,10,15,5,0,0,0,94,18,13,21,14,20,10,0,0,101,184,234,183,170,163,82,20,12,1047,3,10,3,5,3,3,3,3,35,74,78,66,71,91,77,56,33,550,291,484,385,358,342,220,96,58,2233
SSC50261,103,74,76,40,12,0,341,0,14,51,48,51,18,7,0,186,76,196,344,268,203,144,30,6,1275,15,41,103,130,135,107,21,8,571,48,117,86,129,126,106,30,4,657,9,7,14,6,6,7,0,0,52,3,6,11,22,21,23,4,0,99,65,128,112,164,160,141,41,5,807,0,0,3,9,8,9,3,0,38,16,24,41,47,59,47,28,12,276,186,426,770,733,689,503,141,41,3483
SSC50262,110,38,32,9,0,0,294,0,40,43,23,13,4,3,0,123,90,516,267,131,68,33,13,8,1112,53,159,122,80,48,41,15,3,514,82,215,126,110,90,61,31,13,720,11,7,7,3,3,4,0,0,40,14,24,16,18,11,14,3,0,89,104,249,148,132,108,76,30,11,852,7,9,5,4,3,3,0,0,38,69,126,77,75,91,91,68,63,657,324,1198,762,486,352,258,136,85,3597
SSC50263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,10,0,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,12,5,6,5,11,9,4,0,0,44
SSC50264,5,3,5,0,0,0,14,0,0,7,0,0,3,0,0,13,10,24,17,16,18,15,3,0,104,3,6,13,8,18,9,0,0,58,8,13,9,21,13,3,3,0,73,0,0,3,0,0,0,0,0,3,3,3,0,6,0,0,0,0,12,18,15,12,30,14,7,4,0,94,0,0,0,0,0,0,0,0,3,10,4,8,13,23,25,23,14,112,37,46,66,71,71,63,36,12,394
SSC50265,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,12,0,6,3,0,0,24,0,3,5,13,9,3,0,0,25,5,19,8,6,13,7,0,0,53,5,0,0,0,3,0,0,0,12,0,0,0,0,3,0,0,0,3,7,20,13,8,15,6,0,0,70,0,3,0,0,3,0,0,0,3,8,0,3,12,10,0,3,3,45,17,33,27,36,42,14,9,3,178
SSC50266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,3,0,3,0,0,11,0,0,4,0,0,0,0,0,9,3,3,3,4,9,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,4,9,3,0,3,32,0,0,0,3,0,0,0,0,4,3,11,3,5,6,4,0,8,42,12,20,16,12,25,8,3,9,103
SSC50267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50268,51,41,11,4,0,0,132,3,15,26,25,7,0,0,0,82,67,168,188,148,57,28,3,0,657,45,103,183,191,82,33,4,3,637,125,230,279,294,164,80,24,4,1204,21,15,20,8,7,0,0,0,69,7,13,31,24,39,16,4,0,138,154,258,327,335,208,99,25,3,1413,3,4,8,13,4,7,3,0,40,49,44,45,63,42,35,13,7,291,316,615,828,815,405,199,57,11,3255
SSC50269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,5,3,0,0,0,0,16
SSC50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,5,3,7,0,0,0,20
SSC50271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,6,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,4,15,18,6,10,0,0,0,50
SSC50272,3,4,10,0,0,0,26,0,16,18,3,11,3,0,0,50,12,62,57,39,35,19,8,0,234,4,43,51,29,31,32,10,0,208,86,161,119,136,75,57,20,3,660,20,8,14,12,6,6,0,0,63,4,10,15,16,7,5,5,3,67,105,186,149,160,88,69,25,3,795,0,3,0,0,5,7,0,0,15,62,61,57,78,52,61,24,15,408,186,373,333,323,225,197,77,20,1730
SSC50273,0,0,0,0,0,0,6,0,0,3,3,4,0,0,0,10,4,9,13,20,4,3,3,0,51,5,7,7,9,8,3,0,0,41,25,16,29,57,43,6,4,0,175,3,0,0,3,3,0,0,0,8,3,0,0,3,0,0,0,0,12,29,16,28,58,45,8,4,0,191,0,0,0,4,0,0,0,0,4,194,379,252,105,24,22,3,3,983,234,410,300,208,92,42,10,4,1299
SSC50274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,9,0,11,11,6,0,0,0,0,32
SSC50275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,13,0,0,0,3,3,3,0,0,4,0,7,3,8,5,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,9,10,3,0,0,38,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,3,7,7,17,18,11,4,0,73
SSC50276,42,17,12,0,0,0,152,0,24,18,12,0,3,0,0,59,41,257,200,61,32,12,3,0,614,27,155,110,62,51,15,10,0,427,94,267,167,128,89,35,13,3,802,14,18,4,5,8,5,0,0,56,13,11,17,16,9,10,3,0,70,120,293,190,148,105,50,14,3,931,0,13,4,4,3,3,3,0,33,47,77,59,51,27,28,21,3,314,243,902,621,361,235,114,53,9,2530
SSC50277,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,21,11,8,4,3,3,0,57,4,3,3,3,11,9,3,0,42,17,9,14,11,12,9,5,0,89,3,3,0,0,3,0,0,0,14,0,0,0,0,4,0,3,3,12,22,18,14,15,18,11,9,3,118,0,0,0,0,3,0,0,0,8,0,5,4,11,6,12,24,10,76,26,52,40,45,41,36,52,18,309
SSC50278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,3,0,0,0,27,0,3,0,7,4,3,0,0,19,11,11,8,25,21,8,4,4,87,3,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,0,14,10,15,15,24,25,9,3,4,103,0,3,0,0,0,0,0,0,3,4,17,12,11,8,14,14,0,76,18,55,29,44,46,30,19,3,236
SSC50279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,13,0,3,9,13,4,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,14,3,3,0,0,34,0,0,0,0,0,0,0,0,0,7,4,0,6,0,8,7,0,24,8,12,8,17,9,10,6,0,75
SSC50280,18,9,0,0,0,0,44,0,3,0,0,3,7,0,0,14,8,43,21,28,22,3,3,0,122,4,20,21,16,26,5,3,0,107,22,28,31,34,33,18,10,0,179,10,0,0,0,0,0,0,0,8,0,0,4,3,3,0,0,0,17,31,31,35,39,32,20,10,0,197,0,0,0,0,3,0,0,0,9,7,11,15,11,10,11,9,0,69,55,123,113,105,103,48,27,0,571
SSC50281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,4,0,0,4,3,3,0,0,16
SSC50283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,0,0,16,0,0,0,4,0,0,0,3,13,3,4,0,0,6,0,0,0,14,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,7,10,0,0,0,23,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,3,0,15,8,13,11,15,13,9,3,3,72
SSC50284,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,7,3,0,0,0,11,0,0,0,0,0,4,4,0,9,3,0,6,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,14,5,3,9,8,10,10,4,0,54
SSC50285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,3,3,7,3,7,6,0,0,31
SSC50286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,0,6,4,0,0,24
SSC50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,0,3,3,0,4,3,0,0,12
SSC50289,8,3,4,0,0,0,22,0,0,5,7,8,3,0,0,25,3,15,25,38,28,17,9,0,140,9,15,20,28,32,22,9,4,131,32,63,67,96,74,34,3,0,382,5,3,4,0,6,3,0,0,23,0,3,10,6,7,8,0,0,42,41,72,84,106,91,42,4,0,438,0,0,3,0,4,0,0,0,12,41,12,24,26,17,17,9,3,152,91,117,165,216,190,101,29,9,919
SSC50290,3,0,4,3,0,0,10,0,0,3,4,3,0,0,0,14,3,9,14,12,6,5,3,0,49,0,9,15,10,8,5,0,0,55,7,31,37,52,31,24,8,0,182,3,0,3,3,0,0,0,0,16,0,0,3,3,3,6,0,0,17,17,30,41,52,38,25,5,0,220,0,0,3,0,0,0,0,0,6,18,7,6,22,19,9,6,4,93,32,55,84,110,90,49,24,3,447
SSC50291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,17
SSC50292,111,65,42,28,6,3,314,0,15,31,18,25,11,4,0,113,76,187,198,170,128,70,16,3,840,3,34,51,67,61,41,16,5,274,21,23,25,26,27,14,6,0,146,3,3,4,4,8,0,0,0,21,3,3,7,7,13,9,6,0,48,30,28,40,37,51,26,12,0,223,3,5,4,9,6,0,5,0,30,23,25,21,14,21,16,16,4,136,129,349,453,380,334,192,82,15,1936
SSC50293,118,204,131,63,47,13,600,4,12,36,57,43,18,8,0,183,145,126,283,451,308,153,123,43,1631,14,32,52,133,83,92,72,30,500,26,31,27,71,62,37,39,16,292,5,0,0,0,0,3,3,0,23,3,3,8,12,16,10,12,6,74,35,32,39,80,80,53,51,24,383,0,0,0,11,7,4,8,8,45,37,45,21,71,51,44,60,41,375,234,271,554,1001,702,423,368,157,3718
SSC50294,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,12,0,4,4,4,9,8,0,3,26,3,14,8,13,18,3,4,0,60,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,6,12,11,13,14,5,4,0,66,0,0,0,0,0,0,0,0,3,4,5,0,0,4,5,0,0,24,12,24,15,24,36,20,9,3,145
SSC50295,159,161,125,98,50,21,753,9,39,33,55,51,37,14,6,235,176,483,335,381,317,254,143,79,2155,28,51,50,106,119,116,91,44,608,43,82,46,76,46,38,27,8,363,10,4,0,3,5,8,3,0,37,10,6,13,16,22,32,14,11,115,59,84,62,100,70,73,45,21,516,0,10,10,3,3,17,12,7,60,91,105,91,97,105,116,118,75,799,364,905,731,905,791,714,466,256,5127
SSC50296,97,41,16,10,3,0,271,5,53,28,33,12,9,0,0,139,98,467,315,171,92,29,5,0,1165,107,276,238,228,128,42,17,3,1045,285,647,432,403,200,99,33,6,2100,61,43,38,12,6,8,0,0,166,28,61,50,45,39,13,4,0,239,367,750,523,456,238,118,36,6,2502,5,27,18,21,9,6,0,0,89,149,194,169,151,95,64,31,5,856,735,1878,1385,1090,595,280,95,14,6067
SSC50297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,65,30,15,4,0,3,201,3,23,18,17,7,0,3,0,80,94,363,217,97,50,30,10,3,861,52,173,123,91,61,30,14,6,557,132,265,202,162,121,91,65,25,1072,31,15,16,3,3,8,3,0,74,12,24,30,8,20,14,5,4,127,173,303,245,177,148,118,75,24,1263,8,20,14,14,11,7,10,0,75,121,212,120,97,101,90,77,45,872,453,1181,796,528,401,286,190,85,3913
SSC50301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,3,9,0,0,0,0,20
SSC50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50303,13,4,0,0,0,0,50,0,9,0,3,4,0,0,0,18,31,134,28,13,4,3,7,0,223,16,33,16,24,9,0,0,0,106,48,56,35,27,31,13,0,0,209,8,7,0,3,0,0,0,0,14,0,5,4,0,0,0,0,0,10,52,69,36,29,30,13,0,3,238,0,0,0,0,0,0,0,0,10,20,26,15,6,10,7,0,0,85,124,304,118,86,64,26,10,4,728
SSC50304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,3,3,0,0,0,13
SSC50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,3,0,0,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,15
SSC50306,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,0,0,7,0,0,0,3,3,0,0,0,10,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,7,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,9,6,11,16,4,0,0,41
SSC50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6
