SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC50181,85,0,0,0,0,85,152,0,0,0,0,151,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,4,253,0,0,0,0,255
SSC50182,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC50183,439,67,0,6,0,516,446,28,0,0,0,472,167,19,0,0,0,186,30,0,0,0,0,30,71,11,0,0,0,85,0,6,12,0,0,14,13,3,0,9,0,26,3,0,0,0,0,5,287,38,10,12,0,350,22,58,0,0,0,88,25,13,3,0,0,40,1221,202,16,22,0,1463
SSC50184,48,0,0,0,0,48,110,0,0,0,0,110,20,0,0,0,0,20,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,209
SSC50185,40,0,0,0,0,37,54,0,0,0,0,54,32,0,0,0,0,36,86,14,0,0,0,99,18,3,0,0,0,17,0,14,0,0,0,13,46,0,4,0,0,56,0,0,0,0,0,4,186,34,4,0,0,225,0,0,0,0,0,0,15,4,0,0,0,20,295,40,4,0,3,337
SSC50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50187,83,0,0,0,0,83,539,0,0,0,0,537,120,0,0,0,0,120,60,14,0,0,0,74,65,0,0,0,0,73,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,254,15,0,0,0,274,5,0,0,0,0,5,29,0,0,0,0,29,910,20,0,0,0,929
SSC50188,40,0,0,0,0,42,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,86
SSC50189,127,0,4,3,0,137,51,0,0,0,0,54,5,0,0,0,0,5,9,3,6,0,0,18,28,0,0,0,0,27,5,0,4,0,0,9,11,0,0,0,0,11,3,0,0,0,0,3,70,3,12,0,0,78,3,0,0,0,0,5,9,0,0,3,0,12,258,7,11,10,0,283
SSC50190,146,0,8,45,6,201,209,15,11,3,3,242,103,56,62,0,3,223,157,45,37,0,5,247,75,13,10,7,5,107,12,0,0,0,0,14,50,22,11,29,10,118,19,0,3,4,4,30,411,132,122,40,27,733,5,0,3,0,0,7,20,14,12,9,3,59,792,167,162,99,40,1256
SSC50191,26,0,0,0,0,26,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
SSC50192,38,0,0,3,0,38,23,0,0,0,0,23,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,6,84,0,0,3,0,86
SSC50193,21,0,0,0,0,23,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,4,48,0,0,0,0,51
SSC50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50195,14,0,0,18,0,29,10,0,0,0,0,12,3,8,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,8,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,6,29,8,0,25,3,66
SSC50196,131,0,0,0,0,129,50,0,0,0,0,50,0,0,0,0,0,0,8,8,0,0,0,17,34,3,0,0,0,35,0,8,0,0,0,9,23,0,0,0,0,26,0,0,0,0,0,3,64,21,0,0,0,88,4,0,0,0,0,6,8,0,0,0,0,7,260,20,0,0,3,285
SSC50197,140,3,0,0,3,148,161,0,0,0,0,163,14,0,0,0,0,14,16,3,0,0,0,21,29,0,0,0,0,34,0,6,0,0,0,6,10,0,0,0,0,9,7,0,0,0,0,7,75,10,0,0,0,84,5,0,0,0,0,5,3,0,0,0,0,9,387,14,0,4,7,414
SSC50198,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC50199,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC50200,79,0,0,0,0,78,202,6,3,0,0,210,162,51,58,0,0,269,22,19,0,0,0,42,48,9,3,0,0,60,0,0,0,0,0,0,169,6,9,0,0,184,10,0,0,0,0,6,417,80,69,0,0,565,10,0,0,0,0,14,23,4,0,0,0,26,724,96,70,0,0,890
SSC50201,1014,85,50,0,3,1150,759,65,0,0,0,830,230,58,0,0,0,288,4,13,0,0,0,18,117,37,0,0,0,156,3,13,11,0,0,28,3,3,6,0,0,12,10,0,0,0,0,11,361,122,27,0,0,507,9,38,155,0,0,196,28,6,20,0,6,60,2169,318,258,0,7,2753
SSC50202,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC50203,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
SSC50204,12,0,0,13,0,26,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,50
SSC50205,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50207,405,0,0,3,0,406,924,0,0,9,0,927,96,0,0,0,0,96,3,0,0,0,0,3,105,0,0,3,0,106,5,0,0,0,0,5,15,0,0,0,0,15,12,0,0,0,0,12,235,0,0,3,0,235,6,0,0,0,0,10,32,0,0,0,0,32,1599,0,0,14,7,1616
SSC50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50209,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC50210,328,83,47,30,0,489,256,90,29,0,0,373,80,169,110,3,3,364,0,0,3,0,0,6,60,46,39,0,0,145,0,0,4,0,0,4,6,0,6,0,0,15,7,5,0,0,0,13,154,227,162,0,4,548,0,0,31,0,0,34,13,8,17,3,0,40,751,413,281,37,7,1486
SSC50211,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50212,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC50213,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50214,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC50215,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50217,74,0,0,0,0,76,129,0,0,0,0,129,13,0,0,0,0,13,0,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,43,0,0,0,0,43,5,0,0,0,0,5,3,0,0,0,0,3,252,0,0,0,0,252
SSC50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50219,11,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,0,17
SSC50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50221,174,9,0,0,0,179,720,14,0,0,6,734,54,4,0,0,0,54,0,0,0,0,0,0,32,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,87,4,0,0,0,88,0,0,0,0,0,0,15,0,0,0,0,22,996,22,0,0,5,1022
SSC50222,31,0,0,0,0,31,33,0,0,0,0,32,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,4,4,86
SSC50223,19,0,0,0,0,19,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,3,0,34
SSC50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50226,62,49,108,0,0,218,67,66,111,0,0,247,26,79,240,0,0,346,0,0,0,0,0,0,19,22,55,0,0,95,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,46,98,295,0,0,440,0,3,0,0,0,3,6,5,9,0,0,25,177,221,530,0,0,926
SSC50227,217,24,0,71,0,310,118,12,0,3,0,133,113,46,0,0,0,159,18,56,0,0,0,71,68,10,0,0,0,81,0,3,0,0,0,3,8,3,0,12,0,24,3,3,0,0,0,4,216,115,0,14,0,341,0,0,0,0,0,0,8,14,0,6,0,33,555,166,0,99,3,824
SSC50228,377,10,0,0,0,381,2224,74,4,0,5,2304,874,39,25,0,0,939,138,10,8,0,0,160,258,11,3,0,0,275,13,0,4,0,0,16,15,3,0,0,0,17,10,0,0,0,0,12,1303,70,41,0,0,1421,9,0,0,0,0,9,71,0,0,0,3,77,3983,152,49,0,7,4193
SSC50229,607,3,0,0,0,604,3251,36,0,0,3,3294,445,16,0,0,0,457,0,0,0,0,0,0,225,7,0,0,0,228,0,6,0,0,0,9,13,0,0,0,0,13,12,0,0,0,0,12,690,28,0,0,3,722,8,0,0,0,0,15,76,3,0,0,0,78,4635,74,0,0,5,4716
SSC50230,186,8,6,97,3,293,458,7,20,10,9,499,229,29,63,19,3,334,243,11,13,0,0,262,85,11,9,8,3,112,9,0,0,0,0,9,121,19,10,25,4,175,11,0,0,0,0,16,704,57,92,49,12,915,9,0,0,0,3,12,30,0,11,13,0,51,1385,75,122,161,23,1769
SSC50231,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
SSC50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50233,29,0,0,0,0,33,29,0,0,0,0,29,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,20,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,78,0,0,0,0,86
SSC50234,178,48,3,0,0,229,227,20,8,0,0,257,73,16,4,0,0,97,6,70,15,0,0,88,49,4,5,0,0,71,0,10,0,0,0,10,3,0,0,0,0,5,3,3,0,0,0,7,140,103,27,0,0,276,6,24,0,0,0,26,11,16,0,0,0,30,565,212,35,0,0,810
SSC50235,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC50236,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50237,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,108,0,0,0,0,108,0,0,0,0,0,0,17,0,0,0,0,17,7,0,0,0,0,7,5,0,0,0,0,5,141,0,0,0,0,141,4,0,0,0,0,4,0,0,0,0,0,3,149,0,0,0,0,151
SSC50238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50239,362,13,0,0,0,373,760,24,0,0,0,781,153,8,0,0,0,165,38,19,0,0,0,53,143,9,0,0,0,153,0,4,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,349,40,0,0,0,387,6,0,0,0,0,4,36,0,0,0,0,32,1505,76,0,0,0,1586
SSC50240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50242,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC50244,2468,179,26,0,0,2670,4856,358,12,0,3,5232,891,197,9,0,0,1097,12,4,0,0,0,14,383,63,3,0,0,450,6,0,0,0,0,5,26,3,0,0,0,23,8,5,0,0,0,15,1325,275,8,3,0,1615,34,38,28,0,0,100,120,21,0,0,0,143,8806,869,71,7,4,9755
SSC50245,293,126,7,0,0,427,255,224,41,0,0,519,244,308,85,3,0,641,16,58,5,0,0,81,135,135,22,0,3,296,3,8,0,0,0,7,27,7,3,0,0,36,3,3,0,0,0,10,427,522,119,3,3,1078,12,3,0,0,0,12,31,28,8,0,0,70,1023,895,178,8,10,2111
SSC50246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50247,84,0,0,9,0,88,63,0,0,0,0,69,17,0,0,0,0,17,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,10,0,0,3,0,13,0,0,0,0,0,0,47,0,0,3,0,47,0,0,0,0,0,0,9,0,0,0,0,9,202,0,0,14,0,214
SSC50248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SSC50249,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,9
SSC50250,260,8,7,0,0,277,409,3,0,0,0,409,72,8,0,0,0,89,14,23,0,0,0,34,60,3,0,0,0,58,0,4,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,152,35,0,0,0,190,0,0,0,0,0,0,18,0,0,0,4,21,838,43,6,0,3,894
SSC50251,17,0,0,0,0,17,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60
SSC50252,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SSC50253,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC50254,46,0,0,0,0,45,63,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,125,0,0,0,0,122
SSC50255,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50257,17,0,0,0,0,17,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
SSC50258,20,0,0,0,0,20,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46
