SSC_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50075,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,7,13,0,0,0,0,13,26,0,0,0,0,30,21,0,0,0,0,21,19,0,0,0,0,19,13,0,0,0,0,13,9,0,0,0,0,9,142,0,0,0,0,146
SSC50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50077,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,33,0,0,0,0,33
SSC50078,70,4,4,0,0,78,28,8,0,0,0,35,27,4,3,0,0,30,49,6,3,0,0,58,48,4,4,0,0,61,154,37,10,0,0,204,163,38,7,0,0,217,307,54,17,0,0,379,210,16,0,0,0,230,153,14,0,0,0,173,86,7,0,0,0,92,48,6,3,0,0,55,1336,206,61,0,3,1605
SSC50079,24,3,0,0,0,25,8,0,0,0,0,7,7,0,0,0,0,7,11,0,0,0,0,15,13,0,0,0,0,18,31,8,0,0,0,36,29,10,0,0,0,40,65,9,0,0,0,74,44,6,0,0,0,53,68,9,0,0,0,77,35,3,0,0,0,41,19,3,0,0,0,20,360,46,0,0,3,411
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,0,0,16,25,0,0,0,0,25,18,0,0,0,0,18,44,0,0,0,0,39,51,0,0,0,0,51,7,0,0,0,0,7,168,0,0,0,0,170
SSC50082,18,0,0,0,0,18,11,0,0,0,0,11,10,0,0,0,0,8,15,0,0,0,0,15,25,0,0,0,0,25,65,0,0,0,0,65,88,0,0,0,0,88,95,0,0,0,0,95,27,0,0,0,0,27,20,0,0,0,0,20,4,0,0,0,0,4,21,0,0,0,0,21,388,4,0,0,0,391
SSC50083,99,20,0,0,0,120,37,0,0,0,0,42,47,6,0,0,0,51,57,8,0,0,0,68,72,8,4,0,0,89,209,26,21,0,0,259,220,35,8,0,0,265,420,63,10,0,0,492,349,28,0,0,3,376,296,21,0,0,0,320,147,13,0,0,0,164,67,3,0,0,0,72,2016,237,42,3,8,2309
SSC50084,3,0,0,0,0,7,6,0,0,0,0,6,4,0,0,0,0,4,7,0,0,0,0,7,9,0,0,0,0,9,36,0,0,0,0,34,39,0,0,0,0,39,54,0,0,0,0,54,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,6,7,0,0,0,0,7,195,0,0,0,0,203
SSC50085,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50086,25,3,0,0,0,28,7,0,0,0,0,7,6,0,0,0,0,9,19,0,0,0,0,15,18,9,0,0,0,23,52,15,0,0,0,71,49,13,3,0,0,63,88,14,0,0,3,108,71,11,0,0,0,80,99,18,0,0,0,114,62,13,0,0,0,72,19,0,0,0,0,20,510,95,10,0,3,615
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50090,44,0,0,0,0,49,29,0,0,0,0,29,17,0,0,0,0,16,30,0,0,0,0,30,41,3,0,0,0,44,110,12,0,0,0,123,156,15,0,0,0,171,227,26,5,0,0,261,117,12,0,0,0,133,57,6,0,0,0,59,31,3,0,0,0,36,39,4,0,0,0,38,903,84,12,0,0,1000
SSC50091,42,6,0,0,0,50,15,0,0,0,0,15,16,0,0,0,0,17,14,0,0,0,0,14,24,4,0,0,0,23,74,7,0,0,0,81,87,16,0,0,0,104,123,12,0,0,0,131,119,13,0,0,0,129,137,9,0,0,0,143,58,3,0,0,0,59,17,3,0,0,0,21,729,66,0,0,0,791
SSC50092,15,0,0,0,0,15,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,15,0,0,0,0,15,32,0,0,0,0,32,44,0,0,0,0,44,106,0,0,0,0,106,77,0,0,0,0,83,98,0,0,0,0,98,74,0,0,0,0,74,27,0,0,0,0,27,516,0,0,0,0,518
SSC50093,83,3,0,0,0,86,30,3,0,0,0,38,32,3,0,0,0,30,61,3,0,0,0,68,75,8,0,0,0,84,187,13,0,0,0,197,210,26,0,0,0,230,339,11,0,0,0,352,115,6,0,0,0,118,54,0,0,0,0,54,29,0,0,0,0,31,47,0,0,0,0,52,1253,76,0,0,0,1326
SSC50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,12,0,0,0,0,12,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,34
SSC50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50097,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14
SSC50098,34,0,0,0,0,34,16,0,0,0,0,15,14,0,0,0,0,14,26,0,0,0,0,30,40,0,0,0,0,40,105,4,10,0,0,115,166,8,11,0,0,182,334,5,8,0,0,351,270,5,3,0,0,274,226,3,0,0,0,231,84,0,0,0,0,81,49,0,0,0,0,47,1362,33,30,0,0,1426
SSC50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50100,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,14
SSC50101,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,34
SSC50102,22,0,0,0,0,24,26,0,0,0,0,26,11,0,0,0,0,15,25,0,0,0,0,25,27,0,0,0,0,30,81,0,0,0,0,81,103,5,0,0,0,106,215,5,0,0,0,224,102,3,0,0,0,108,63,3,0,0,0,69,18,3,0,0,0,18,26,0,0,0,0,30,726,27,0,0,0,755
SSC50103,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,35,0,0,0,0,35
SSC50104,6,0,0,0,0,6,14,0,0,0,0,14,10,0,0,0,0,10,15,0,0,0,0,15,16,0,0,0,0,15,38,4,0,0,0,43,61,3,0,0,0,71,51,5,0,0,0,60,13,0,0,0,0,13,11,0,0,0,0,11,4,0,0,0,0,4,14,0,0,0,0,17,257,19,0,0,0,276
SSC50105,42,4,0,0,0,50,6,3,0,0,0,12,6,0,0,0,0,6,26,3,0,0,0,31,29,3,0,0,0,37,80,13,0,0,0,89,95,25,3,0,0,126,152,37,5,0,0,194,84,19,5,0,0,108,87,6,6,0,0,95,29,0,0,0,0,34,25,4,0,0,0,29,666,112,17,0,0,794
SSC50106,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC50107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,26
SSC50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13
SSC50110,32,0,0,0,0,36,5,0,0,0,0,5,9,0,0,0,0,9,21,0,0,0,0,21,30,0,0,0,0,31,103,5,0,0,0,110,119,10,0,0,0,130,264,9,0,0,0,279,143,8,0,0,0,155,73,3,0,0,0,79,26,0,0,0,0,26,46,0,0,0,0,54,874,47,0,0,0,920
SSC50111,12,7,0,0,0,17,6,5,3,0,0,14,8,0,0,0,0,11,6,12,0,0,0,16,15,7,0,0,0,20,35,25,9,0,0,66,30,43,8,0,0,85,48,58,10,0,0,120,22,19,3,0,0,47,16,16,0,0,0,33,11,3,0,0,0,15,8,5,0,0,0,21,222,201,39,0,0,462
SSC50112,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,20,25,3,0,0,0,26,21,0,0,0,0,21,16,0,0,0,0,16,12,0,0,0,0,9,14,0,0,0,0,14,5,0,0,0,0,5,120,9,3,0,0,133
SSC50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,21,0,0,0,0,21,4,0,0,0,0,4,6,0,0,0,0,6,8,0,0,0,0,8,24,0,0,0,0,24,135,0,0,0,0,133,281,4,0,0,0,283,466,5,0,0,0,471,146,0,0,0,0,146,53,0,0,0,0,49,23,0,0,0,0,23,22,0,0,0,0,24,1195,11,0,0,0,1206
SSC50116,12,0,0,0,0,12,7,0,0,0,0,7,7,0,0,0,0,7,14,0,0,0,0,14,18,0,0,0,0,18,35,0,0,0,0,39,11,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,127,0,0,0,0,126
SSC50117,29,0,0,0,0,35,25,3,0,0,0,27,20,0,0,0,0,20,43,0,0,0,0,51,57,0,0,0,0,62,114,8,0,0,0,117,118,4,0,0,0,129,179,19,0,0,0,195,125,3,0,0,0,126,95,0,0,0,0,95,37,0,0,0,0,43,34,3,0,0,0,35,886,41,0,0,0,923
SSC50118,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,9,8,0,0,0,0,8,11,0,0,0,0,11,15,0,0,0,0,15,17,0,0,0,0,16,17,0,0,0,0,17,14,0,0,0,0,17,5,0,0,0,0,6,107,0,3,3,3,114
SSC50119,32,10,0,0,0,43,8,3,0,0,0,17,6,0,0,0,0,9,14,9,0,0,0,25,12,6,0,0,0,24,52,11,0,0,0,73,51,27,0,0,0,78,89,56,4,0,3,150,66,27,0,0,0,97,123,33,0,0,0,154,125,14,0,0,7,147,18,9,0,0,0,31,604,219,12,0,6,841
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,4,0,0,0,0,4,18,0,0,0,0,20,43,0,0,0,0,43,42,0,0,0,0,42,13,0,0,0,0,13,7,0,0,0,0,7,139,0,0,0,0,141
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50126,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,11,0,0,0,0,11,11,0,0,0,0,11,26,0,0,0,0,26,35,0,0,0,0,35,16,0,0,0,0,16,15,0,0,0,0,16,8,0,0,0,0,8,15,0,0,0,0,15,154,0,0,0,0,156
SSC50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50129,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,15,0,0,0,0,15,34,0,0,0,0,30,50,0,0,0,0,50,11,0,0,0,0,11,11,0,0,0,0,11,10,0,0,0,0,10,4,0,0,0,0,4,159,0,0,0,0,159
SSC50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC50132,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,11,12,0,0,0,0,11,10,0,0,0,0,10,15,0,0,0,0,20,9,0,0,0,0,10,13,0,0,0,0,19,10,0,0,0,0,10,3,0,0,0,0,3,101,5,0,0,0,107
SSC50133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
SSC50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50137,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,13,0,0,0,0,10,20,0,0,0,0,17,30,0,0,0,0,31,39,0,0,0,0,39,14,0,0,0,0,14,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,153,0,0,0,0,152
SSC50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50140,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,27,0,0,0,0,27
SSC50143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,19,0,0,0,0,19
SSC50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
