SSC_CODE_2016,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
SSC50169,38,0,7,0,0,0,4,8,0,55,0,4,8,0,3,0,21,4,0,41,4,0,17,0,3,0,3,14,0,46,0,0,7,0,6,0,3,0,0,14,6,0,37,0,3,0,10,14,0,70,0,3,3,0,3,5,0,0,0,14,4,0,5,0,3,28,4,5,0,50,3,0,0,6,0,0,0,5,0,21,0,0,4,0,14,0,14,0,0,30,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,8,0,0,0,11,0,3,6,0,10,0,0,0,0,23,0,0,0,0,3,0,0,10,0,18,4,7,3,8,11,0,0,3,3,30,6,25,3,15,14,0,0,4,0,71,0,18,3,18,12,0,0,0,0,53,0,3,0,0,0,0,0,4,0,9,0,0,10,0,4,0,0,0,0,18,3,0,3,0,0,0,6,7,3,26
SSC50170,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50171,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50172,52,3,16,0,3,0,5,22,0,101,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,0,7,4,0,23,3,0,3,0,0,0,0,0,0,13,6,0,0,0,0,17,0,3,0,27,7,0,3,4,0,0,0,6,0,20,0,0,0,0,5,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,11,0,0,0,0,3,0,0,4,0,10,0,0,4,3,9,0,3,3,0,23,3,13,0,6,0,0,0,4,0,22,0,9,3,8,3,0,0,4,0,32,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,12
SSC50173,0,0,0,0,0,0,3,0,0,7,3,9,27,0,10,0,28,7,0,92,23,11,42,3,15,3,24,22,0,136,0,0,3,0,3,0,3,0,0,11,11,11,99,0,28,5,15,16,0,185,9,9,10,0,18,6,10,8,0,63,26,9,11,3,19,84,9,21,0,176,21,3,29,27,3,19,4,16,0,130,9,7,6,3,25,3,80,3,0,142,0,3,6,0,3,7,0,0,0,29,3,11,0,0,32,4,0,0,0,47,8,0,0,0,4,18,0,3,0,39,6,41,17,0,22,0,3,0,0,88,4,6,6,8,7,0,0,31,4,68,15,27,7,29,30,0,7,0,0,113,6,68,3,16,13,0,3,5,0,112,11,72,7,120,29,0,0,12,0,254,0,5,5,14,3,4,0,0,0,27,3,8,33,16,7,0,3,7,0,79,0,8,21,4,8,11,20,8,15,91
SSC50174,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50175,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50176,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50177,47,0,11,0,0,0,3,17,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,11,5,0,3,0,4,0,0,6,3,23,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,4,0,9,0,3,0,0,3,0,0,0,0,10,3,10,0,3,0,0,0,0,0,18,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50178,0,0,0,0,0,0,0,0,0,0,14,19,6,0,7,0,3,0,0,42,10,6,9,0,4,0,0,3,0,35,3,11,0,0,0,0,0,0,0,14,13,9,31,0,8,0,3,0,0,64,5,0,0,0,4,0,0,3,0,17,10,10,4,0,0,51,3,13,0,94,8,0,11,14,0,4,0,5,0,51,3,0,0,0,13,0,9,0,0,29,0,5,4,0,3,3,0,0,0,14,5,8,0,0,12,0,0,0,0,27,3,0,0,0,3,5,0,0,0,16,16,56,4,0,18,0,0,0,0,88,0,4,0,0,3,0,0,10,0,21,3,24,4,14,17,0,0,0,0,59,7,74,4,20,4,0,0,8,0,121,3,76,5,33,18,0,0,6,0,137,3,3,0,3,7,3,0,0,0,15,5,5,10,8,4,0,0,0,0,29,4,5,7,0,0,0,3,0,5,32
SSC50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50180,10,0,4,0,3,0,5,16,0,38,3,12,30,0,3,0,53,7,0,111,3,3,17,0,0,7,9,16,0,55,0,0,15,0,3,0,4,3,0,25,5,0,57,0,8,0,8,8,0,97,3,3,3,0,0,9,4,0,0,21,19,4,6,0,3,64,0,12,0,116,25,0,8,23,5,4,0,21,0,84,0,0,0,0,8,0,16,3,0,36,0,4,0,0,0,0,0,0,0,8,3,0,0,0,10,0,0,0,3,16,3,0,0,0,0,11,0,0,0,12,0,12,6,0,13,0,0,0,0,28,0,3,7,7,0,0,0,8,0,31,17,14,8,8,16,0,9,6,3,75,5,65,6,25,7,0,0,13,0,118,3,43,9,60,23,0,0,13,0,155,0,9,0,0,0,0,0,0,0,16,3,5,19,5,7,3,0,3,0,43,3,6,6,3,3,5,5,8,4,48
SSC50181,9,0,0,0,0,0,0,0,0,8,4,3,14,0,0,0,3,0,0,25,9,0,13,0,5,0,0,0,0,26,3,0,3,0,4,0,0,0,0,11,8,3,26,0,4,0,7,8,0,46,4,0,0,0,3,3,0,0,0,11,12,0,3,0,0,22,0,0,0,43,0,0,0,7,0,4,0,4,0,21,3,0,0,0,5,0,7,0,0,17,3,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,3,0,0,3,0,6,6,0,0,0,16,11,15,4,0,3,0,0,3,0,36,0,0,0,0,0,0,0,5,0,13,0,3,0,5,5,0,0,0,0,19,4,23,0,13,0,0,0,0,0,36,3,9,3,9,9,0,0,0,0,39,0,0,0,0,0,0,0,3,0,7,0,0,8,0,4,0,0,0,0,13,4,4,0,0,7,0,0,0,0,16
SSC50182,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50183,18,3,0,0,0,0,9,21,0,53,6,4,25,0,5,0,25,3,5,75,18,4,24,4,7,6,6,26,4,83,0,3,10,0,3,0,4,0,0,17,8,0,115,0,17,4,18,19,4,194,3,4,0,0,6,7,3,0,0,31,24,3,13,0,10,110,8,12,0,180,47,3,21,43,18,7,4,42,0,192,3,0,0,7,8,3,26,0,0,52,0,4,3,0,0,0,0,0,0,12,0,3,0,0,14,0,0,0,0,21,10,4,3,0,4,13,0,4,0,33,6,27,3,0,14,3,0,0,0,58,3,0,7,14,8,0,3,37,0,76,8,23,9,10,13,0,4,6,0,68,21,82,7,27,12,0,0,3,0,153,7,66,11,70,43,0,0,11,7,213,0,4,0,8,0,4,0,3,0,18,4,3,32,10,4,0,0,8,0,59,9,4,7,0,0,3,7,14,12,56
SSC50184,0,0,0,0,0,0,0,0,0,0,22,10,31,3,9,0,23,3,0,102,0,0,5,0,3,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,10,0,16,0,13,0,5,0,0,38,6,0,3,0,3,0,0,0,0,17,8,3,4,0,3,26,0,3,0,45,0,0,0,3,0,8,0,0,0,8,6,0,0,0,6,0,10,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,3,17,3,0,0,0,0,27,7,12,0,7,5,0,0,3,0,30,0,13,0,7,9,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,3,0,11,3,8,0,0,0,0,24,3,0,3,0,5,0,3,0,0,14
SSC50185,0,0,0,0,0,0,0,11,0,21,0,0,5,0,0,0,8,0,0,15,3,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,7,0,10,0,8,0,0,0,0,20,0,0,3,0,0,3,0,0,0,3,4,0,3,0,3,18,0,5,0,34,5,0,7,11,3,3,0,3,0,31,0,3,0,0,6,0,9,0,0,18,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,4,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,5,0,16,8,15,0,21,15,0,3,3,0,65,7,36,0,6,4,0,0,3,0,54,3,29,0,10,15,0,0,3,0,56,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,13,0,3,0,0,0,0,0,3,5,12
SSC50186,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50187,0,0,0,0,0,0,3,3,0,6,0,5,7,0,3,0,12,0,0,26,5,0,35,0,9,0,26,25,5,107,0,0,3,0,3,0,9,0,0,10,3,3,58,0,8,3,24,22,0,112,3,3,3,0,8,3,20,6,0,43,8,0,9,0,11,81,14,32,0,160,12,0,13,15,4,20,3,34,0,95,0,0,8,0,17,0,38,4,3,72,0,0,0,0,0,0,0,0,0,6,3,5,0,0,12,0,0,0,0,24,0,0,0,0,0,3,0,0,0,5,0,13,7,0,10,0,0,3,0,39,0,0,6,0,3,3,0,15,3,29,4,9,6,18,13,0,8,9,0,60,0,26,3,22,9,0,0,6,0,59,4,26,7,68,15,0,0,5,0,131,3,0,0,0,0,0,0,0,0,5,0,0,24,4,0,0,0,5,0,38,8,8,11,0,8,8,9,13,16,74
SSC50188,12,0,0,0,0,0,0,6,0,18,0,3,3,0,0,0,3,0,0,8,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,0,7,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,11,0,7,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4
SSC50189,52,0,3,0,0,3,0,13,0,75,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,3,3,0,14,4,0,3,0,3,15,0,0,0,29,0,0,0,0,0,3,0,6,0,13,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,3,0,3,15,3,14,4,7,0,0,0,9,0,34,4,5,0,15,3,0,0,4,0,38,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,0,12,0,0,0,0,0,0,3,0,9,10
SSC50190,9,5,3,0,4,0,0,10,0,30,3,0,6,0,0,0,20,0,0,30,4,0,14,0,6,0,0,3,0,31,3,0,3,0,0,3,0,3,0,17,11,0,57,0,10,4,21,17,0,120,0,3,0,0,0,0,3,6,0,14,23,3,11,0,9,66,3,15,3,135,57,0,35,54,9,13,0,48,0,223,11,15,8,11,16,7,35,13,0,122,3,20,3,0,0,3,0,0,0,31,0,0,0,0,5,0,0,0,0,5,7,0,0,0,5,11,0,3,0,29,5,12,14,0,16,3,0,0,0,50,9,7,10,11,5,3,0,23,0,66,18,31,5,30,18,0,8,5,4,111,11,76,5,36,13,0,0,11,0,149,19,115,12,63,43,0,0,14,4,282,7,9,3,3,7,3,0,0,3,30,0,9,42,9,13,0,0,12,0,82,7,10,24,3,9,3,7,9,19,87
SSC50191,35,0,0,0,0,0,0,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50192,6,0,5,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,3,3,0,13,0,0,3,3,0,0,0,0,0,7,0,3,0,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,8
SSC50193,25,0,3,0,0,0,0,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7
SSC50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50195,8,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,10,0,4,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
