SSC_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC50612,5,0,0,0,0,0,0,5
SSC50613,293,23,19,11,0,0,4,351
SSC50614,4,0,0,0,0,0,0,4
SSC50615,0,0,0,0,0,0,0,0
SSC50616,39,3,0,0,0,0,0,41
SSC50617,99,4,4,3,0,0,0,110
SSC50618,75,3,4,0,0,0,0,84
SSC50619,3,0,0,0,0,0,0,6
SSC50620,695,73,43,5,3,0,0,821
SSC50621,437,29,21,7,0,0,3,493
SSC50622,0,0,0,0,0,0,0,0
SSC50623,318,17,7,0,0,0,3,355
SSC50624,13,0,0,0,0,0,0,17
SSC50625,0,0,0,0,0,0,0,0
SSC50626,166,12,6,4,0,0,0,188
SSC50627,39,3,3,0,0,0,0,47
SSC50628,10,0,0,0,0,0,0,8
SSC50629,8,3,0,0,0,0,0,16
SSC50630,0,0,0,0,0,0,0,0
SSC50631,1208,133,74,14,4,0,8,1449
SSC50632,19,0,3,0,0,0,0,24
SSC50633,115,7,0,0,0,0,0,129
SSC50634,198,22,14,0,0,0,3,235
SSC50635,11,0,0,0,0,0,0,11
SSC50636,1498,88,42,8,0,0,8,1655
SSC50637,154,19,14,3,0,0,0,190
SSC50638,9,0,0,0,0,0,0,9
SSC50639,339,20,14,5,0,0,3,381
SSC50640,5,0,0,0,0,0,0,5
SSC50641,4,0,0,0,0,0,0,4
SSC50642,9,0,0,0,0,0,0,9
SSC50643,835,52,34,9,0,0,8,933
SSC50644,9,0,0,0,0,0,0,12
SSC50645,4,0,0,0,0,0,0,4
SSC50646,0,0,0,0,0,0,0,0
SSC50647,0,0,0,0,0,0,0,3
SSC50648,11,0,0,0,0,0,0,11
SSC50649,0,0,0,0,0,0,0,0
SSC50650,7,0,0,0,0,0,0,8
SSC50651,37,3,3,3,0,0,0,43
SSC50652,54,3,5,0,0,0,0,64
SSC50653,9,0,0,0,0,0,0,6
SSC50654,0,0,0,0,0,0,0,0
SSC50655,77,5,3,0,0,0,0,90
SSC50656,14,0,0,0,0,0,0,16
SSC50657,6,0,0,0,0,0,0,6
SSC50658,5,0,0,0,0,0,0,5
SSC50659,1028,100,69,21,4,3,10,1226
SSC50660,47,0,0,0,0,0,0,46
SSC50661,4,0,0,0,0,0,0,4
SSC50662,894,41,25,9,0,0,0,973
SSC50663,0,0,0,0,0,0,0,0
SSC50664,0,0,0,0,0,0,0,0
SSC50665,6,0,0,0,0,0,0,3
SSC50666,637,40,14,3,0,0,0,693
SSC50667,0,0,0,0,0,0,0,0
SSC50668,592,50,10,4,0,0,0,652
SSC50669,0,0,0,0,0,0,0,0
SSC50670,9,0,0,0,0,0,0,9
SSC50671,11,0,0,0,0,0,0,11
SSC50672,0,0,0,0,0,0,0,0
SSC50673,5,0,0,0,0,0,0,6
SSC50674,8,0,3,0,0,0,0,12
SSC50675,7,0,0,0,0,0,0,7
SSC50676,8,0,0,0,0,0,0,10
SSC50677,7,0,0,0,0,0,0,7
SSC50678,33,0,0,3,0,0,3,40
SSC50679,325,28,8,4,0,0,3,366
SSC50680,460,44,24,12,0,0,0,531
SSC50681,19,0,0,0,0,0,0,19
SSC50682,136,11,4,0,0,0,0,151
SSC50683,0,0,0,0,0,0,0,0
SSC50684,15,3,0,0,0,0,0,13
SSC50685,7,0,0,0,0,0,0,5
SSC50686,9,0,0,0,0,0,0,9
SSC50687,12,0,0,0,0,0,0,12
SSC50688,32,0,0,0,0,0,0,38
SSC50689,4,0,0,0,0,0,0,3
SSC50690,9,0,0,0,0,0,0,9
SSC50691,381,16,11,0,0,0,0,412
SSC50692,7,0,0,0,0,0,0,7
SSC50693,11,0,0,0,0,0,0,9
SSC50694,0,0,0,0,0,0,0,0
SSC50695,80,4,0,0,0,0,0,83
SSC50696,787,70,27,12,0,0,7,900
SSC50697,385,19,6,0,0,0,0,407
SSC50698,30,0,4,0,0,0,0,30
SSC50699,0,0,0,0,0,0,0,0
SSC50700,134,14,3,5,0,0,0,157
SSC50701,6,0,0,0,0,0,0,9
SSC50702,712,61,25,10,0,0,9,818
SSC50703,15,0,0,0,0,0,0,16
SSC50704,107,8,3,3,0,0,4,123
SSC50705,0,0,0,0,0,0,0,0
SSC50706,65,8,4,0,0,0,0,71
SSC50707,329,21,16,6,4,0,0,373
SSC50708,6,0,0,0,0,0,0,6
SSC50709,642,49,19,10,0,0,0,724
SSC50710,12,0,0,0,0,0,0,9
SSC50711,36,0,0,3,0,0,0,39
SSC50712,67,12,3,0,0,0,0,82
SSC50713,190,7,18,0,0,0,0,226
SSC50714,39,4,0,0,0,0,0,47
SSC50715,0,0,0,0,0,0,0,0
SSC50716,24,0,4,0,0,0,0,26
SSC50717,3,0,0,0,0,0,0,3
SSC50718,149,10,0,4,0,0,0,168
SSC50719,995,69,21,9,0,0,4,1091
SSC50720,0,0,0,0,0,0,0,0
SSC50721,3,0,0,0,0,0,0,4
SSC50722,15,0,0,0,0,0,0,18
SSC50723,4,0,0,0,0,0,0,4
SSC50724,45,9,0,0,0,0,0,53
SSC50725,167,18,4,3,0,0,3,193
SSC50726,55,3,4,3,0,0,0,59
SSC50727,0,0,0,0,0,0,0,0
SSC50728,16,0,0,0,0,0,0,19
SSC50729,0,0,0,0,0,0,0,0
SSC50730,14,0,0,0,0,0,0,14
SSC50731,0,0,0,0,0,0,0,0
SSC50732,0,0,0,0,0,0,0,4
SSC50733,27,0,0,0,0,0,0,29
SSC50734,1154,73,22,5,0,0,8,1266
SSC50735,0,0,0,0,0,0,0,0
SSC50736,252,22,19,10,0,0,3,316
SSC50737,0,0,0,0,0,0,0,3
SSC50738,0,0,0,0,0,0,0,3
SSC50739,42,3,3,0,0,0,0,51
SSC50740,6,0,0,0,0,0,0,6
SSC50741,61,9,13,0,0,0,8,86
SSC50742,908,106,67,24,4,0,7,1116
SSC50743,64,9,4,0,0,0,0,80
SSC50744,3,0,0,0,0,0,0,3
SSC50745,0,0,0,0,0,0,0,0
SSC50746,573,29,11,3,0,0,3,620
SSC50747,13,0,0,0,0,0,0,13
SSC50748,592,43,35,16,0,0,7,693
SSC50749,0,0,0,0,0,0,0,0
SSC50750,688,56,17,14,0,0,6,772
SSC50751,28,0,0,0,0,0,0,29
SSC50752,203,18,4,0,0,0,0,224
SSC50753,0,0,0,0,0,0,0,0
SSC50754,9,0,0,3,0,0,0,13
SSC50755,26,0,3,0,0,0,0,32
SSC50756,0,0,0,0,0,0,0,0
SSC50757,28,3,4,0,0,0,0,38
SSC50758,1630,91,60,11,0,0,9,1801
SSC50759,0,0,0,0,0,0,0,0
SSC50760,971,72,39,12,0,0,3,1091
SSC50761,0,0,0,0,0,0,0,0
SSC50762,16,3,3,0,0,0,0,21
SSC50763,3,0,0,0,0,0,0,7
SSC50764,0,0,4,0,0,0,0,8
SSC50765,111,4,4,0,0,0,3,122
SSC50766,5,0,0,0,0,0,0,12
SSC50767,32,0,3,0,0,0,0,38
SSC50768,5,0,0,0,0,0,0,6
SSC50769,11,0,0,0,0,0,0,13
SSC50770,6,0,0,0,0,0,0,6
SSC50771,0,0,0,0,0,0,0,0
SSC50772,3,0,0,0,0,0,0,3
SSC50773,0,0,0,0,0,0,0,0
SSC50774,12,0,0,0,0,0,0,12
SSC50775,370,21,15,7,0,0,9,428
SSC50776,75,10,6,0,0,0,0,91
SSC50777,18,0,5,0,0,0,0,27
SSC50778,3,0,0,0,0,0,0,3
SSC50779,5,0,0,0,0,0,0,11
SSC50780,0,0,0,0,0,0,0,0
SSC50781,20,3,0,0,0,0,0,20
SSC50782,3,4,0,0,0,0,0,10
SSC50783,3,0,0,0,0,0,0,3
SSC50784,3,0,0,0,0,0,0,7
SSC50785,8,0,0,0,0,0,0,15
SSC50786,25,0,5,0,0,0,0,34
SSC50787,10,0,0,0,0,0,0,10
SSC50788,0,0,0,0,0,0,0,0
SSC50789,0,0,0,0,0,0,0,0
SSC50790,3,0,0,0,0,0,0,3
SSC50791,3,0,0,0,0,0,0,3
SSC50792,395,47,18,14,4,3,3,480
SSC50793,0,0,0,0,0,0,0,0
SSC50794,6,0,0,0,0,0,0,6
SSC50795,3,0,0,0,0,0,0,3
SSC50796,0,0,0,0,0,0,0,0
SSC50797,0,0,0,0,0,0,0,0
SSC50798,19,0,0,0,0,0,0,22
SSC50799,3,0,0,0,0,0,0,3
SSC50800,42,0,3,11,0,0,3,65
SSC50801,3,0,3,0,0,0,0,7
SSC50802,0,0,0,0,0,0,0,0
SSC50803,8,0,0,0,0,0,0,8
SSC50804,0,0,0,0,0,0,0,0
SSC50805,9,0,0,0,0,0,0,9
SSC50806,0,0,0,0,0,0,0,0
SSC50807,66,4,5,0,0,0,0,77
SSC50808,0,0,0,0,0,0,0,0
SSC50809,0,0,0,0,0,0,0,0
SSC50810,45,3,0,0,0,0,0,51
SSC50811,7,0,0,0,0,0,0,7
SSC50812,0,0,0,0,0,0,0,0
SSC50813,10,0,0,0,0,0,0,10
SSC50814,0,0,0,0,0,0,0,0
SSC50815,0,0,0,0,0,0,0,0
SSC50816,0,0,0,0,0,0,0,0
SSC50817,9,0,0,0,0,0,0,9
SSC50818,0,0,0,0,0,0,0,0
SSC50819,528,67,46,3,0,0,0,643
SSC50820,274,14,17,3,0,0,0,308
SSC50821,40,3,4,0,0,0,3,45
SSC50822,1860,101,63,25,3,0,4,2057
SSC50823,10,0,0,0,0,0,0,13
SSC50824,598,39,26,13,0,0,3,675
SSC50825,5,0,0,0,0,0,0,11
SSC50826,370,16,16,3,0,0,0,408
SSC50827,12,9,3,0,0,0,0,25
SSC50828,0,0,0,0,0,0,0,0
SSC50829,344,26,35,7,3,0,0,406
SSC50830,16,0,0,0,0,0,0,20
SSC50831,208,12,4,4,0,0,0,229
SSC50832,21,0,3,0,0,0,0,23
SSC50833,1502,86,38,15,3,0,6,1636
SSC50834,0,0,0,0,0,0,0,0
SSC50835,43,3,3,0,0,0,0,46
SSC50836,23,0,0,0,0,0,0,23
SSC50837,31,3,3,3,0,0,0,39
SSC50838,351,29,19,12,0,0,0,403
SSC50839,0,0,0,0,0,0,0,0
SSC50840,981,77,39,10,3,0,3,1113
SSC50841,0,0,0,0,0,0,0,0
SSC50842,4,0,0,0,0,0,0,4
SSC50843,6,0,0,0,0,0,0,6
SSC50844,164,12,10,0,0,0,3,189
SSC50845,3,0,0,0,0,0,0,3
SSC50846,0,0,0,0,0,0,0,0
SSC50847,4,0,0,0,0,0,0,4
SSC50848,270,33,21,5,0,0,0,336
SSC50849,84,16,13,0,0,0,3,110
SSC50850,3,0,0,0,0,0,0,3
SSC50851,0,0,0,0,0,0,0,0
SSC50852,6,0,0,0,0,0,0,6
SSC50853,10,0,0,0,0,0,0,10
SSC50854,285,17,15,4,0,0,0,319
SSC50855,0,0,0,0,0,0,0,3
SSC50856,198,12,11,3,0,0,0,222
SSC50857,5,5,0,0,0,0,0,9
SSC50858,5,0,0,0,0,0,0,8
SSC50859,9,0,0,0,0,0,0,9
SSC50860,3,0,0,0,0,0,0,3
SSC50861,0,0,0,0,0,0,0,0
SSC50862,333,29,15,12,0,0,3,395
SSC50863,3,0,0,0,0,0,0,3
SSC50864,1121,88,50,26,3,3,4,1293
SSC50865,823,50,16,12,0,0,3,903
SSC50866,342,23,22,6,0,0,0,395
SSC50867,0,0,0,0,0,0,0,0
SSC50868,0,0,0,0,0,0,0,0
SSC50869,4,0,0,0,0,0,0,4
SSC50870,85,14,6,0,0,0,0,105
SSC50871,65,3,3,0,0,0,0,74
SSC50872,539,43,19,6,0,0,4,612
SSC50873,0,0,0,0,0,0,0,0
SSC50874,5,0,0,0,0,0,0,5
SSC50875,0,0,0,0,0,0,0,0
SSC50876,3,0,0,0,0,0,0,8
SSC50877,4,0,0,0,0,0,0,4
SSC50878,0,0,0,0,0,0,0,0
SSC50879,3,0,0,0,0,0,0,3
SSC50880,3,0,0,0,0,0,0,3
SSC50881,354,51,30,0,0,0,6,443
SSC50882,349,28,29,0,0,0,10,420
SSC50883,4,0,0,0,0,0,0,4
SSC50884,464,30,5,10,0,0,0,510
SSC50885,16,0,0,0,0,0,0,17
SSC50886,1192,101,52,42,0,0,7,1393
SSC50887,7,0,0,0,0,0,0,7
SSC50888,42,4,5,0,0,0,0,49
SSC50889,27,5,0,5,0,3,3,45
SSC50890,5,0,0,0,0,0,0,5
SSC50891,67,5,0,0,0,0,0,72
SSC50892,0,0,0,0,0,0,0,0
SSC50893,800,41,40,3,0,0,3,882
SSC50894,92,3,6,3,0,0,0,108
SSC50895,311,16,7,3,0,0,3,331
SSC50896,0,0,0,0,0,0,0,0
SSC50897,0,0,0,0,0,0,0,0
SSC50898,8,0,0,0,0,0,0,7
SSC50899,0,0,0,0,0,0,0,0
SSC50900,0,0,0,0,0,0,0,0
SSC50901,168,12,0,4,0,0,3,192
SSC50902,3,0,0,0,0,0,0,3
SSC50903,7,4,0,0,0,0,0,15
SSC50904,0,0,0,0,0,0,0,0
SSC50905,0,0,0,0,0,0,0,0
SSC50906,18,0,0,0,0,0,0,14
SSC50907,944,65,17,7,3,0,3,1032
SSC50908,6,0,0,0,0,0,0,6
SSC50909,0,0,0,0,0,0,0,3
SSC50910,374,35,17,4,0,0,4,432
SSC50911,0,0,0,0,0,0,0,0
SSC50912,859,96,58,9,0,3,5,1027
SSC50913,17,6,0,0,0,0,0,23
SSC50914,0,0,0,0,0,0,0,0
SSC50915,132,26,22,3,0,0,0,176
SSC50916,22,3,0,0,0,0,3,28
SSC50917,0,0,0,0,0,0,0,0
SSC50918,19,3,0,0,0,0,0,26
SSC50919,8,0,0,0,0,0,0,8
SSC50920,14,0,0,0,0,0,0,18
SSC50921,0,0,0,0,0,0,0,0
SSC50922,723,44,18,0,5,0,0,786
SSC50923,275,13,6,0,0,0,0,298
SSC50924,5,0,0,0,0,0,0,8
SSC50925,0,0,0,0,0,0,0,0
SSC50926,3,0,0,0,0,0,0,6
SSC50927,3,0,0,0,0,0,0,3
SSC50928,213,23,19,5,0,0,3,260
SSC50929,406,46,54,9,3,0,4,522
SSC50930,7,0,0,0,0,0,0,8
SSC50931,22,0,3,0,0,0,0,27
SSC50932,3,0,0,0,0,0,0,3
SSC50933,3,0,0,0,0,0,0,3
SSC50934,233,22,15,5,0,0,3,279
SSC50935,18,0,0,0,0,0,0,16
SSC50936,53,4,4,0,0,0,0,61
SSC50937,342,40,15,9,0,0,0,410
SSC50938,101,8,10,5,0,0,3,130
SSC50939,15,0,0,0,0,0,0,15
SSC50940,211,14,12,0,3,0,6,249
SSC50941,303,21,24,4,0,0,0,353
SSC50942,29,0,3,0,0,0,0,37
SSC50943,64,7,3,0,0,0,0,67
SSC50944,3,0,0,0,0,0,0,3
SSC50945,0,0,0,0,0,0,0,3
SSC50946,0,0,0,0,0,0,0,0
SSC50947,75,6,7,0,0,0,0,93
SSC50948,3,0,0,0,0,0,0,3
SSC50949,9,0,0,0,0,0,0,9
SSC50950,1088,82,41,9,0,0,0,1222
SSC50951,3,0,0,0,0,0,0,3
SSC50952,5,0,0,0,0,0,0,3
SSC50953,19,3,0,0,0,0,0,26
SSC50954,6,0,0,0,0,0,0,6
SSC50955,0,0,0,0,0,0,0,0
SSC50956,6,0,0,0,0,0,0,6
SSC50957,3,0,0,0,0,0,0,3
SSC50958,4,0,0,0,0,0,0,4
SSC50959,145,10,6,0,0,0,0,160
SSC50960,887,54,38,25,0,0,3,1006
SSC50961,0,0,0,0,0,0,0,0
SSC50962,6,0,0,0,0,0,0,6
SSC50963,14,0,0,0,0,0,0,14
SSC50964,4,0,0,0,0,0,0,4
SSC50965,19,0,0,0,0,0,0,21
SSC50966,7,0,0,0,0,0,0,7
SSC50967,3,0,0,0,0,0,0,3
SSC50968,0,0,0,0,0,0,0,0
SSC50969,3,0,0,0,0,0,0,3
SSC50970,39,9,0,3,0,0,0,48
SSC50971,4,0,0,0,0,0,0,3
SSC50972,3,0,0,0,0,0,0,3
SSC50973,17,0,0,0,0,0,0,18
SSC50974,3,0,0,0,0,0,0,3
SSC50975,3,0,0,0,0,0,0,0
SSC50976,3,0,0,0,0,0,0,3
SSC50977,29,4,0,0,0,0,0,34
SSC50978,148,6,10,3,0,0,4,177
SSC50979,0,0,0,0,0,0,0,0
SSC50980,3,0,0,0,0,0,0,3
SSC50981,7,0,0,0,0,0,0,7
SSC50982,72,3,3,0,0,0,0,83
SSC50983,28,9,4,0,0,0,0,40
SSC50984,0,0,0,0,0,0,0,0
SSC50985,0,0,0,0,0,0,0,0
SSC50986,106,12,6,0,0,0,0,127
SSC50987,51,7,0,0,0,0,0,65
SSC50988,2199,146,79,35,3,0,5,2470
SSC50989,4,0,0,0,0,0,0,0
SSC50990,910,51,23,3,0,0,3,991
SSC50991,11,0,0,0,0,0,0,11
SSC50992,0,0,0,0,0,0,0,0
SSC50993,0,0,0,0,0,0,0,0
SSC50994,212,24,12,8,0,0,9,261
SSC50995,0,0,0,0,0,0,0,3
SSC50996,5,3,0,0,0,0,0,11
SSC50997,0,0,0,0,0,0,0,0
SSC50998,617,33,14,3,0,0,0,661
SSC50999,51,0,0,0,0,0,0,52
SSC51000,7,0,0,0,0,0,0,11
SSC51001,0,0,0,0,0,0,0,0
SSC51002,4,0,0,0,0,0,0,4
SSC51003,11,3,0,0,0,0,0,16
SSC51004,26,3,4,5,0,0,5,43
SSC51005,1038,38,12,3,0,0,6,1096
SSC51006,354,41,20,3,0,0,0,418
SSC51007,0,0,0,0,0,0,0,3
SSC51008,0,0,0,0,0,0,0,0
SSC51009,4,0,0,0,0,0,0,4
SSC51010,0,0,0,0,0,0,0,0
SSC51011,1002,58,16,0,0,0,0,1081
SSC51012,0,0,0,0,0,0,0,0
SSC51013,4,0,0,0,0,0,0,4
SSC51014,16,3,3,3,0,0,4,27
SSC51015,74,9,4,0,0,0,0,87
SSC51016,312,25,11,4,3,0,0,351
SSC51017,0,0,0,0,0,0,0,0
SSC51018,0,0,0,0,0,0,0,0
SSC51019,0,0,0,0,0,0,0,0
SSC51020,835,48,18,0,0,0,3,897
SSC51021,156,22,11,0,0,0,0,196
SSC51022,0,0,0,0,0,0,0,0
SSC51023,0,0,0,0,0,0,0,0
SSC51024,5,0,0,0,0,0,0,5
SSC51025,4,0,0,0,0,0,0,4
SSC51026,314,23,23,3,0,0,3,367
SSC51027,6,0,0,0,0,0,0,4
SSC51028,0,0,0,0,0,0,0,0
SSC51029,0,0,0,0,0,0,0,0
SSC51030,92,7,18,0,0,0,0,118
SSC51031,20,0,0,0,0,0,0,20
SSC51032,22,3,3,0,0,0,0,31
SSC51033,0,0,0,0,0,0,0,3
SSC51034,34,0,3,0,0,0,0,33
SSC51035,0,0,0,0,0,0,0,0
SSC51036,0,0,0,0,0,0,0,0
SSC51037,815,61,24,7,0,0,0,919
SSC51038,8,3,0,0,0,0,0,9
SSC51039,25,0,0,0,0,0,4,29
SSC51040,32,0,3,0,0,0,3,39
SSC51041,15,3,3,0,0,0,0,15
SSC51042,5,0,0,0,0,0,0,5
SSC51043,4,0,0,0,0,0,0,11
SSC51044,0,0,0,0,0,0,0,0
SSC51045,316,20,11,4,5,0,5,363
SSC51046,133,12,8,3,0,0,0,158
SSC51047,0,0,0,0,0,0,0,0
SSC51048,10,0,0,0,0,0,0,5
SSC51049,13,3,0,0,0,0,0,10
SSC51050,574,36,20,9,0,0,0,638
SSC51051,3,0,0,0,0,0,0,3
SSC51052,12,0,0,0,0,0,0,12
SSC51053,0,0,0,0,0,0,0,7
SSC51054,266,19,0,10,0,0,0,294
SSC51055,3,0,0,0,0,0,0,3
SSC51056,0,0,0,0,0,0,0,0
SSC51057,27,0,0,0,0,0,0,27
SSC51058,0,0,0,0,0,0,0,0
SSC51059,202,9,3,0,0,0,0,217
SSC51060,43,3,0,0,0,0,0,48
SSC51061,11,0,0,0,0,0,0,14
SSC51062,0,0,0,0,0,0,0,0
SSC51063,0,0,0,0,0,0,0,0
SSC51064,0,0,0,0,0,0,0,0
SSC51065,5,0,0,0,0,0,0,5
SSC51066,37,0,3,0,0,0,0,46
SSC51067,0,0,0,0,0,0,0,0
SSC51068,3,0,0,0,0,0,0,3
SSC51069,0,0,0,0,0,0,0,0
SSC51070,0,0,0,0,0,0,0,0
SSC51071,8,0,0,0,0,0,0,8
SSC51072,3,0,0,0,0,0,0,3
SSC51073,66,8,4,0,0,0,0,76
SSC51074,6,0,0,0,0,0,0,12
SSC51075,7,0,0,0,0,0,0,7
SSC51076,31,0,0,0,0,0,0,33
SSC51077,0,0,0,0,0,0,0,0
SSC51078,30,5,0,0,0,0,0,37
SSC51079,4,0,0,0,0,0,0,5
SSC51080,14,4,0,0,0,0,0,16
SSC51081,6,0,0,0,0,0,0,6
SSC51082,57,3,0,0,0,0,0,59
SSC51083,331,16,32,10,0,0,6,391
SSC51084,22,0,0,0,0,0,0,22
SSC51085,5,0,0,0,0,0,0,5
SSC51086,0,0,0,0,0,0,0,3
SSC51087,0,0,0,0,0,0,0,0
SSC51088,1288,46,16,9,0,0,0,1361
SSC51089,15,0,0,0,0,0,0,15
SSC51090,6,0,0,0,0,0,0,6
SSC51091,13,0,0,0,0,0,0,14
SSC51092,22,0,0,0,0,0,0,23
SSC51093,0,0,0,0,0,0,0,0
SSC51094,20,0,0,0,0,0,0,22
SSC51095,0,0,0,0,0,0,0,0
SSC51096,0,0,0,0,0,0,0,0
SSC51097,9,0,0,0,0,0,0,9
SSC51098,3,0,0,0,0,0,0,3
SSC51099,14,0,0,0,0,0,0,12
SSC51100,9,0,0,0,0,0,0,9
SSC51101,509,34,33,9,0,4,0,591
SSC51102,70,3,0,16,3,0,7,101
SSC51103,614,36,28,8,0,0,0,694
SSC51104,15,0,0,0,0,0,0,15
SSC51105,9,0,0,0,0,0,0,9
SSC51106,0,0,0,0,0,0,0,0
SSC51107,0,0,0,0,0,0,0,0
SSC51108,9,0,0,0,0,0,0,9
SSC51109,6,0,0,0,0,0,0,6
SSC51110,5,0,0,0,0,0,0,5
SSC51111,3,0,0,0,0,0,0,3
SSC51112,955,74,36,6,0,0,6,1076
SSC51113,7,0,0,0,0,0,0,8
SSC51114,948,62,25,16,0,0,5,1053
SSC51115,0,0,0,0,0,0,0,0
SSC51116,4,0,0,0,0,0,0,4
SSC51117,31,7,0,0,0,0,0,34
SSC51118,3,0,0,0,0,0,0,3
SSC51119,0,0,0,0,0,0,0,0
SSC51120,334,36,5,0,0,0,3,382
SSC51121,3,0,0,0,0,0,0,3
SSC51122,39,8,0,0,0,0,0,46
SSC51123,0,0,0,0,0,0,0,0
SSC51124,0,0,0,0,0,0,0,0
SSC51125,259,16,4,0,0,0,0,278
SSC51126,83,5,5,0,0,0,0,94
SSC51127,0,0,0,0,0,0,0,0
SSC51128,253,28,3,5,0,0,4,296
SSC51129,12,0,0,0,0,0,0,10
SSC51130,11,3,0,0,0,0,0,13
SSC51131,6,0,0,0,0,0,0,9
SSC51132,13,0,0,0,0,0,0,13
SSC51133,3,0,0,0,0,0,0,3
SSC51134,180,10,0,3,0,0,0,186
SSC51135,3,0,0,0,0,0,0,3
SSC51136,3,0,0,0,0,0,0,3
SSC51137,897,54,20,3,0,0,0,969
SSC51138,32,3,0,0,0,0,0,38
SSC51139,5,0,0,0,0,0,0,3
SSC51140,16,0,3,0,0,0,0,20
SSC51141,3,0,0,0,0,0,0,3
SSC51142,8,0,0,0,0,0,0,9
SSC51143,12,0,0,0,0,0,0,11
SSC51144,0,0,0,0,0,0,0,3
SSC51145,3,0,0,0,0,0,0,3
SSC51146,70,0,3,0,0,0,0,74
SSC51147,498,35,34,17,0,0,11,594
SSC51148,53,0,3,0,0,0,4,66
SSC51149,17,3,0,0,0,0,0,23
SSC51150,18,0,3,0,0,0,0,26
SSC51151,0,0,0,0,0,0,0,3
SSC51152,18,3,0,0,0,0,0,25
SSC51153,3,0,0,0,0,0,0,3
SSC51154,7,0,3,0,0,0,0,6
SSC51155,4,0,0,0,0,0,0,4
SSC51156,4,0,0,0,0,0,0,4
SSC51157,80,8,6,0,3,0,3,103
SSC51158,10,0,0,0,0,0,0,12
SSC51159,0,0,0,0,0,0,0,0
SSC51160,6,0,0,0,0,0,0,10
SSC51161,39,0,0,0,0,0,0,39
SSC51162,24,0,0,0,0,0,0,32
SSC51163,0,0,0,0,0,0,0,0
SSC51164,365,35,13,6,0,0,0,424
SSC51165,96,14,4,0,0,0,0,112
SSC51166,1116,68,40,7,3,0,6,1241
SSC51167,8,0,0,0,0,0,0,8
SSC51168,8,0,0,0,0,0,0,10
SSC51169,31,3,0,0,0,0,3,43
SSC51170,3,0,0,0,0,0,0,3
SSC51171,50,9,6,0,0,0,0,67
SSC51172,0,0,0,0,0,0,0,0
SSC51173,0,0,0,0,0,0,0,0
SSC51174,164,15,12,3,0,0,0,196
SSC51175,75,5,0,0,0,0,0,86
SSC51176,0,0,0,0,0,0,0,0
SSC51177,3,0,0,0,0,0,0,3
SSC51178,6,3,0,0,0,0,0,11
SSC51179,387,63,27,10,0,0,13,486
SSC51180,277,27,6,3,0,0,0,316
SSC51181,13,0,0,0,0,0,0,13
SSC51182,975,59,38,8,0,0,6,1083
SSC51183,14,0,0,0,0,0,0,12
SSC51184,5,0,0,0,0,0,0,8
SSC51185,0,0,0,0,0,0,0,0
SSC51186,3,0,0,0,0,0,0,3
SSC51187,706,38,16,3,0,0,0,763
SSC51188,79,4,10,0,0,0,0,93
SSC51189,4,0,0,0,0,0,0,4
SSC51190,167,11,9,3,0,0,3,190
SSC51191,18,0,0,0,0,0,0,18
SSC51192,0,0,0,0,0,0,0,0
SSC51193,0,0,0,0,0,0,0,0
SSC51194,297,20,18,4,0,0,3,339
SSC51195,7,0,0,0,0,0,0,6
SSC51196,5,0,0,0,0,0,0,7
SSC51197,65,5,3,3,0,0,0,74
SSC51198,722,45,14,11,0,0,0,798
SSC51199,507,52,47,13,3,0,11,636
SSC51200,9,4,0,0,0,0,0,8
SSC51201,8,3,0,0,0,0,0,8
SSC51202,3,0,0,0,0,0,0,3
SSC51203,3,0,0,0,0,0,0,3
SSC51204,0,0,0,0,0,0,0,0
SSC51205,0,0,0,0,0,0,0,0
SSC51206,3,0,0,0,0,0,0,6
SSC51207,433,46,26,11,0,0,0,520
SSC51208,0,0,0,0,0,0,0,0
SSC51209,0,0,0,0,0,0,0,0
SSC51210,165,19,10,7,0,0,3,199
SSC51211,101,0,0,0,0,0,0,103
SSC51212,84,6,3,0,0,0,0,103
SSC51213,193,7,3,0,0,0,0,203
SSC51214,40,0,0,0,0,0,0,44
SSC51215,21,4,3,3,0,0,0,24
SSC51216,3,0,0,0,0,0,0,8
SSC51217,3,0,0,0,0,0,0,3
SSC51218,422,32,11,3,0,0,0,468
SSC51219,0,0,0,0,0,0,0,0
SSC51220,11,0,0,0,0,0,0,11
SSC51221,0,0,0,0,0,0,0,0
SSC51222,1419,72,47,18,0,0,3,1573
SSC51223,7,0,0,0,0,0,0,6
SSC51224,233,19,20,0,0,0,0,270
SSC51225,67,3,0,0,0,0,0,71
SSC51226,7,0,0,0,0,0,0,7
SSC51227,9,0,0,0,0,0,0,9
SSC51228,28,3,0,0,0,0,0,28
SSC51229,3,0,0,0,0,0,0,3
SSC51230,0,0,0,0,0,0,0,0
SSC51231,11,0,0,0,0,0,0,11
SSC51232,44,4,8,0,0,0,3,56
SSC51233,33,0,0,0,0,0,0,34
SSC51234,3,3,3,0,0,0,0,8
SSC51235,389,52,29,12,0,0,16,501
SSC51236,105,12,0,0,0,0,0,118
SSC51237,0,0,0,0,0,0,0,0
SSC51238,10,3,0,0,0,0,0,16
